n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-05-01 02:47:12,0.004,4.99343848,,24.179,-1,-1,0.0,0.0,0.0,Before Launch
1,2025-05-01 02:47:12,0.046,4.4160106400000005,,24.182,-1,-1,0.0,0.0,0.0,Before Launch
2,2025-05-01 02:47:12,0.089,4.10761168,,24.184,-1,-1,0.0,0.0,0.0,Before Launch
3,2025-05-01 02:47:12,0.131,6.38779548,,24.147,-1,-1,0.0,0.0,0.0,Before Launch
4,2025-05-01 02:47:12,0.174,4.839239,,24.172,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
5,2025-05-01 02:47:12,0.216,3.9698164,,24.187,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
6,2025-05-01 02:47:12,0.258,3.77624684,,24.189,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
7,2025-05-01 02:47:12,0.301,4.9048558,,24.174,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
8,2025-05-01 02:47:12,0.343,4.5275592,,24.184,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
9,2025-05-01 02:47:12,0.386,3.1167979999999997,,24.199,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
10,2025-05-01 02:47:13,0.428,3.89107624,,24.197,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
11,2025-05-01 02:47:13,0.47,4.957349239999999,,24.164,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
12,2025-05-01 02:47:13,0.513,4.340551319999999,,24.179,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
13,2025-05-01 02:47:13,0.555,3.69750668,,24.202,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
14,2025-05-01 02:47:13,0.598,4.950787559999999,,24.17,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
15,2025-05-01 02:47:13,0.64,4.7080054,,24.189,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
16,2025-05-01 02:47:13,0.682,3.98293976,,24.192,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
17,2025-05-01 02:47:13,0.725,6.29593196,,24.137,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
18,2025-05-01 02:47:13,0.767,3.73031508,,24.194,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
19,2025-05-01 02:47:13,0.809,6.98490836,,24.115,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
20,2025-05-01 02:47:13,0.852,7.198162959999999,,24.179,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
21,2025-05-01 02:47:13,0.894,4.019029000000001,,24.174,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
22,2025-05-01 02:47:13,0.937,4.68175868,,24.154,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
23,2025-05-01 02:47:13,0.979,2.6738845999999996,,24.192,-86.61428166666667,34.76376033333333,0.0,0.0,0.0,During Launch
24,2025-05-01 02:47:13,1.022,3.2152232,,24.189,-86.61428166666667,34.76376033333333,29.60030230781662,-29.055065291786754,30.08213820159135,During Launch
25,2025-05-01 02:47:13,1.069,3.08070876,-1.796,24.184,-86.61428266666667,34.76376,39.01189614991636,-40.608310771128096,38.91541037759949,During Launch
26,2025-05-01 02:47:13,1.113,4.89501328,0.449,24.152,-86.61428266666667,34.76376,41.05772416746095,-42.15270878281787,39.89260217014633,During Launch
27,2025-05-01 02:47:13,1.156,2.84776912,-1.181,24.184,-86.61428266666667,34.76376,30.69778959936601,-47.40895405638145,62.33480758925106,During Launch
28,2025-05-01 02:47:13,1.198,4.30118124,-1.956,24.16,-86.61428266666667,34.76376,21.916877017836697,-42.192954580033415,68.73799503801784,During Launch
29,2025-05-01 02:47:13,1.241,2.9199476,-1.799,24.177,-86.61428266666667,34.76376,12.893464082832327,-36.038865394816135,72.81721810909758,During Launch
30,2025-05-01 02:47:13,1.283,4.09776916,0.12,24.162,-86.61428266666667,34.76376,12.74938928186709,-34.86404581007827,71.9334673306364,During Launch
31,2025-05-01 02:47:13,1.326,3.7860893599999996,0.009,24.174,-86.61428266666667,34.76376,62.55096017805557,20.822740836505567,42.80779505455307,During Launch
32,2025-05-01 02:47:13,1.369,2.73293972,-2.034,24.177,-86.61428266666667,34.76376,92.3795285611852,63.34170342480002,23.21888231171429,During Launch
33,2025-05-01 02:47:14,1.411,3.2644357999999998,-1.183,24.179,-86.61428266666667,34.76376,130.10534199819563,114.83524945787781,-6.975367797218176,During Launch
34,2025-05-01 02:47:14,1.454,3.69750668,0.544,24.164,-86.61428266666667,34.76376,140.2154880602556,129.92429513138703,-17.35153489052165,During Launch
35,2025-05-01 02:47:14,1.497,4.96719176,1.007,24.145,-86.61428266666667,34.76376,151.90562285580876,148.42566743996406,-31.516519972792608,During Launch
36,2025-05-01 02:47:14,1.539,3.7893702,-1.093,24.164,-86.61428266666667,34.76376,155.69178674524477,153.98402963826805,-36.297165253525016,During Launch
37,2025-05-01 02:47:14,1.582,2.50000008,-1.722,24.182,-86.61428266666667,34.76376,161.25142557938446,160.16792422787637,-40.930274569661364,During Launch
38,2025-05-01 02:47:14,1.624,4.05839908,0.338,24.142,-86.61428266666667,34.76376,161.5908307592954,161.32582239340513,-39.752435938005384,During Launch
39,2025-05-01 02:47:14,1.667,3.15944892,-1.676,24.172,-86.61428266666667,34.76376,147.41659785870075,161.04765556094142,-29.853078673485737,During Launch
40,2025-05-01 02:47:14,1.709,3.11023632,-1.495,24.167,-86.61428266666667,34.76376,144.33254613956566,164.80224753964916,-24.36518866637042,During Launch
41,2025-05-01 02:47:14,1.751,4.0846458000000005,0.095,24.139,-86.61428266666667,34.76376,140.18805038078577,169.22856484435812,-16.980076201340207,During Launch
42,2025-05-01 02:47:14,1.794,3.2086615199999997,-2.888,24.162,-86.61428266666667,34.76376,140.25069527286666,170.19467315754395,-14.12743652760934,During Launch
43,2025-05-01 02:47:14,1.845,2.96587936,-0.709,24.177,-86.61428266666667,34.76376,151.99356586706037,171.49515402216474,-17.216303454046567,During Launch
44,2025-05-01 02:47:14,1.889,3.4120736000000003,-3.308,24.174,-86.61428266666667,34.76376,166.94500074723007,170.94773467242285,-32.34193280304895,During Launch
