n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 23:07:21,0.498,-0.127,24.805,-1,-1,0.09619140625,-0.1962890625,1.09619140625,Before Launch
1,2025-02-21 23:07:22,1.109,0.027,24.818,-1,-1,-0.06298828125,-0.1953125,1.094482421875,Before Launch
2,2025-02-21 23:07:23,2.11,0.244,24.813,-119.74992833333333,36.81437533333333,0.011962890625,-0.06982421875,1.0625,Before Launch
3,2025-02-21 23:07:24,3.109,0.641,24.798,-119.7499395,36.814377666666665,-0.009033203125,0.55126953125,1.052734375,Before Launch
4,2025-02-21 23:07:25,4.111,1.076,24.793,-119.74993283333333,36.81438766666667,-0.25,0.4970703125,-0.5556640625,Before Launch
5,2025-02-21 23:07:26,5.11,1.962,24.773,-1,-1,-0.22119140625,0.605712890625,-0.639892578125,Before Launch
6,2025-02-21 23:07:27,6.107,1.783,24.808,-119.74993683333334,36.81439666666667,-0.15576171875,0.305908203125,-0.83984375,Before Launch
7,2025-02-21 23:07:28,7.11,1.722,24.791,-119.74993916666666,36.814397166666666,-0.185546875,0.2451171875,-0.899169921875,Before Launch
8,2025-02-21 23:07:29,8.11,1.621,24.798,-119.7499355,36.814401,-0.240478515625,0.204833984375,-0.889404296875,Before Launch
9,2025-02-21 23:07:30,9.109,1.848,24.801,-119.74993783333333,36.814401333333336,-0.406494140625,-0.050537109375,-1.018798828125,Before Launch
10,2025-02-21 23:07:31,10.111,2.096,24.791,-1,-1,-0.390625,-0.088134765625,-0.708740234375,Before Launch
11,2025-02-21 23:07:32,11.111,2.078,24.805,-119.749942,36.81439783333333,-0.483642578125,-0.02587890625,-0.774658203125,During Launch
12,2025-02-21 23:07:33,12.11,2.282,24.801,-119.74993916666666,36.814398,-0.459228515625,-0.1640625,-0.766845703125,During Launch
13,2025-02-21 23:07:34,13.108,2.087,24.803,-119.74994066666666,36.814397666666665,-0.749755859375,-0.12451171875,-1.4453125,During Launch
14,2025-02-21 23:07:35,14.11,1.255,24.791,-119.7499405,36.8143965,0.277099609375,0.9794921875,-0.00634765625,During Launch
15,2025-02-21 23:07:36,15.111,0.591,24.791,-1,-1,-0.116455078125,0.658935546875,0.9423828125,During Launch
16,2025-02-21 23:07:37,16.11,0.304,24.801,-119.7499415,36.8143875,0.08154296875,0.422119140625,1.233154296875,During Launch
17,2025-02-21 23:07:38,17.11,-0.057,24.788,-119.749946,36.81438083333333,0.5166015625,-0.001708984375,1.388671875,During Launch
18,2025-02-21 23:07:39,18.112,-0.144,24.796,-119.74994916666667,36.81437716666667,0.09765625,0.073486328125,1.09423828125,During Launch
19,2025-02-21 23:07:40,19.111,-0.233,24.793,-119.749953,36.814375166666665,0.108154296875,0.04833984375,1.1025390625,During Launch
20,2025-02-21 23:07:41,20.11,-0.09,24.786,-1,-1,0.127685546875,0.065185546875,1.102294921875,During Launch
21,2025-02-21 23:07:42,21.108,-0.043,24.798,-119.74995883333334,36.814373333333336,0.095458984375,0.087646484375,1.098876953125,During Launch
22,2025-02-21 23:07:43,22.108,-0.228,24.776,-119.74996666666667,36.81438283333333,0.119873046875,0.082763671875,1.11767578125,During Launch
23,2025-02-21 23:07:44,23.11,-0.039,24.798,-119.74997316666666,36.81439066666667,0.1171875,0.090087890625,1.112060546875,During Launch
