n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 02:40:01,0.833,0.106,19.216,-119.74999716666667,36.81445633333333,0.133544921875,0.081787109375,1.127197265625,Before Launch
1,2025-02-22 02:40:02,1.832,-0.064,19.226,-119.74999716666667,36.81446,0.1259765625,0.086669921875,1.09765625,Before Launch
2,2025-02-22 02:40:03,2.832,0.174,19.223,-119.74999583333333,36.8144605,0.13427734375,0.083251953125,1.1201171875,Before Launch
3,2025-02-22 02:40:04,3.833,0.124,19.223,-119.75000283333333,36.814459166666666,0.43017578125,-0.072265625,1.263916015625,Before Launch
4,2025-02-22 02:40:05,4.831,0.312,19.231,-119.75000566666667,36.81445433333333,-0.485107421875,0.489013671875,0.86328125,Before Launch
5,2025-02-22 02:40:06,5.831,1.06,19.238,-1,-1,-0.884521484375,0.19189453125,0.55419921875,Before Launch
6,2025-02-22 02:40:07,6.832,1.37,19.233,-119.75000816666666,36.814445,-0.8544921875,0.025634765625,0.563720703125,Before Launch
7,2025-02-22 02:40:08,7.832,1.561,19.221,-119.75000133333333,36.814434166666665,-0.820068359375,0.162353515625,0.255859375,Before Launch
8,2025-02-22 02:40:09,8.832,1.637,19.216,-119.7499985,36.8144255,-0.93212890625,-0.074462890625,0.375732421875,Before Launch
9,2025-02-22 02:40:10,9.832,1.898,19.218,-119.74998583333333,36.81441683333333,-0.953369140625,-0.066162109375,0.30224609375,Before Launch
10,2025-02-22 02:40:11,10.832,1.779,19.206,-1,-1,-0.994140625,-0.058837890625,0.20849609375,Before Launch
11,2025-02-22 02:40:12,11.833,1.761,19.228,-119.74998616666667,36.81440966666667,-0.9375,0.096923828125,0.3564453125,Before Launch
12,2025-02-22 02:40:13,12.83,1.497,19.226,-119.74998333333333,36.8144085,-0.994384765625,0.12158203125,0.188232421875,Before Launch
13,2025-02-22 02:40:14,13.832,1.889,19.211,-119.74998016666666,36.8144005,-0.907470703125,-0.167236328125,0.028076171875,Before Launch
14,2025-02-22 02:40:15,14.833,1.949,19.213,-119.74998066666667,36.8144,-0.50634765625,-0.12109375,0.411376953125,Before Launch
15,2025-02-22 02:40:16,15.833,1.079,19.231,-1,-1,-0.912353515625,-0.06396484375,0.186279296875,Before Launch
16,2025-02-22 02:40:17,16.834,1.365,19.241,-119.74998216666667,36.814396,-0.912109375,0.1025390625,0.429931640625,Before Launch
17,2025-02-22 02:40:18,17.834,1.353,19.236,-119.74998083333334,36.81439366666667,-0.7998046875,0.0263671875,0.405029296875,Before Launch
18,2025-02-22 02:40:19,18.832,1.516,19.236,-119.74997833333333,36.814393333333335,-0.905517578125,0.0458984375,0.0224609375,Before Launch
19,2025-02-22 02:40:20,19.832,2.166,19.246,-119.749977,36.8143935,-0.9638671875,0.16650390625,0.175537109375,Before Launch
20,2025-02-22 02:40:21,20.831,2.294,19.243,-1,-1,-0.785400390625,0.03759765625,0.158203125,During Launch
21,2025-02-22 02:40:22,21.832,1.965,19.266,-119.74998016666666,36.8143885,-1.191162109375,0.119384765625,0.30517578125,During Launch
22,2025-02-22 02:40:23,22.832,0.905,19.256,-119.74998116666667,36.814387833333335,-0.909423828125,-0.005126953125,0.450439453125,During Launch
23,2025-02-22 02:40:24,23.831,0.743,19.268,-119.74998116666667,36.81438566666667,-0.5439453125,0.07177734375,1.025146484375,During Launch
24,2025-02-22 02:40:25,24.832,0.019,19.261,-119.74998316666667,36.814383666666664,0.133056640625,0.115234375,1.184326171875,During Launch
25,2025-02-22 02:40:26,25.832,0.223,19.248,-1,-1,0.199462890625,-0.170166015625,1.104736328125,During Launch
26,2025-02-22 02:40:27,26.831,0.18,19.258,-119.7499805,36.814379333333335,0.198974609375,-0.173583984375,1.10107421875,During Launch
27,2025-02-22 02:40:28,27.832,0.115,19.261,-119.7499805,36.814376833333334,0.19775390625,-0.18017578125,1.103515625,During Launch
28,2025-02-22 02:40:29,28.832,0.372,19.271,-119.74997916666666,36.81437366666667,0.201904296875,-0.17724609375,1.1015625,During Launch
29,2025-02-22 02:40:30,29.832,0.219,19.266,-119.749979,36.814371333333334,0.199462890625,-0.167724609375,1.099365234375,During Launch
30,2025-02-22 02:40:31,30.832,0.031,19.268,-1,-1,0.202880859375,-0.174560546875,1.100830078125,During Launch
31,2025-02-22 02:40:32,31.831,0.043,19.283,-119.74997783333333,36.814369166666665,0.19970703125,-0.175048828125,1.10205078125,After Launch
32,2025-02-22 02:41:24,84.168,0.177,19.233,-1,-1,0.20068359375,-0.17041015625,1.100341796875,After Launch
33,2025-02-22 02:42:16,135.975,0.474,19.181,-1,-1,0.2001953125,-0.1728515625,1.098388671875,After Launch
34,2025-02-22 02:43:09,188.83,0.802,19.129,-119.74991433333334,36.814325,0.2001953125,-0.1875,1.084716796875,After Launch
35,2025-02-22 02:44:01,241.02,1.059,19.086,-1,-1,0.203125,-0.171875,1.100341796875,After Launch
36,2025-02-22 02:44:54,293.83,1.236,19.036,-119.74989966666666,36.81431083333333,0.204345703125,-0.174072265625,1.097412109375,After Launch
