n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 22:32:28,0.401,0.6069554,,22.163,-1,-1,0.0,0.0,Before Launch
1,2025-03-19 22:32:28,0.906,-1.39107616,-3.956,22.159,-1,-1,3.075918270005288,-8.034649433098604,Before Launch
2,2025-03-19 22:32:29,1.41,-2.53608932,-2.272,22.164,-1,-1,0.4234274763817176,-5.860814866675683,Before Launch
3,2025-03-19 22:32:29,1.919,-0.9055118400000001,3.203,22.164,-1,-1,0.34052195173818106,-5.860454486624035,Before Launch
4,2025-03-19 22:32:30,2.424,-1.2631234,-0.708,22.168,-1,-1,0.408170774229187,-5.838195447343706,Before Launch
5,2025-03-19 22:32:30,3.328,-0.5446194400000001,0.795,22.156,-1,-1,0.5342192511861398,-5.805748655244414,Before Launch
6,2025-03-19 22:32:31,3.833,-0.7874015999999999,-0.481,22.162,-1,-1,0.4452281304006905,-5.833950133098194,Before Launch
7,2025-03-19 22:32:31,4.346,-1.63057748,-1.644,22.156,-1,-1,0.46695725717129655,-5.780441819506074,Before Launch
8,2025-03-19 22:32:32,4.85,0.17716536,3.587,22.156,-1,-1,0.4191278522482754,-5.765362050801454,Before Launch
9,2025-03-19 22:32:32,5.354,-0.29855644,-0.944,22.163,-1,-1,0.45873356256982534,-5.8325527117495035,Before Launch
10,2025-03-19 22:32:33,6.259,-0.5511811200000001,-0.279,22.16,-1,-1,0.474746374954212,-5.758544688943349,Before Launch
11,2025-03-19 22:32:34,6.763,-1.9947507199999999,-2.864,22.156,-1,-1,0.5245816015386642,-5.822587824306048,Before Launch
12,2025-03-19 22:32:34,7.268,-1.8667979599999998,0.253,22.165,-1,-1,0.5145603076469683,-5.877684907891322,Before Launch
13,2025-03-19 22:32:35,7.78,-0.30511812,3.05,22.159,-1,-1,0.4832763883060778,-5.828811995724895,Before Launch
14,2025-03-19 22:32:35,8.284,-0.42322836,-0.234,22.162,-1,-1,0.5042293822897082,-5.840927804257697,Before Launch
15,2025-03-19 22:32:36,9.19,-1.68635176,-1.394,22.165,-1,-1,0.48496397219307014,-5.841257722009193,Before Launch
16,2025-03-19 22:32:37,9.694,0.23950132,3.821,22.159,-1,-1,0.5748516226698478,-5.898645544288524,Before Launch
17,2025-03-19 22:32:37,10.199,-1.09251972,-2.638,22.16,-1,-1,0.5456388895110166,-5.8245613612465705,Before Launch
18,2025-03-19 22:32:38,10.709,-1.51574808,-0.83,22.158,-1,-1,0.4778579983320458,-5.804457242680088,Before Launch
19,2025-03-19 22:32:38,11.217,-0.84645672,1.318,22.159,-1,-1,0.47732597091110157,-5.747716152144129,Before Launch
20,2025-03-19 22:32:39,12.121,0.35433072,1.328,22.16,-1,-1,0.5367268216321474,-5.914412266974913,Before Launch
21,2025-03-19 22:32:40,12.626,0.28871391999999996,-0.13,22.156,-1,-1,0.5195897586815883,-5.7967251202025905,Before Launch
22,2025-03-19 22:32:40,13.138,0.4757218,0.365,22.158,-1,-1,0.5343889070699789,-5.851815726880968,Before Launch
23,2025-03-19 22:32:41,13.642,-1.57152236,-4.062,22.159,-1,-1,0.5684452446411242,-5.846255573110835,Before Launch
24,2025-03-19 22:32:41,14.15,0.23950132,3.565,22.159,-1,-1,0.5623014642912753,-5.838215739480859,Before Launch
25,2025-03-19 22:32:42,15.054,-1.21062996,-1.604,22.159,-1,-1,0.5457587847495833,-5.807903964341255,Before Launch
26,2025-03-19 22:32:43,15.559,-0.6725722,1.065,22.155,-1,-1,0.5791729190541209,-5.919165103291877,Before Launch
27,2025-03-19 22:32:43,16.068,-1.51574808,-1.657,22.158,-1,-1,0.540229423438084,-5.797098403762549,Before Launch
28,2025-03-19 22:32:44,16.575,-1.64370084,-0.252,22.149,-1,-1,0.4982548520459346,-5.832654555977267,Before Launch
29,2025-03-19 22:32:44,17.08,-0.97769032,1.319,22.154,-1,-1,0.5116816043551647,-5.811805794714884,Before Launch
30,2025-03-19 22:32:45,17.994,-0.6725722,0.334,22.155,-1,-1,0.581055983955967,-5.911706489162058,Before Launch
31,2025-03-19 22:32:46,18.498,-1.15813652,-0.963,22.154,-1,-1,0.53520107599761,-5.8161826887573795,Before Launch
32,2025-03-19 22:32:46,19.002,-1.57808404,-0.833,22.158,-1,-1,0.5168601257881255,-5.811089146234874,Before Launch
33,2025-03-19 22:32:47,19.515,-0.00984252,3.057,22.153,-1,-1,0.5315629173238617,-5.7545076315976695,Before Launch
34,2025-03-19 22:32:47,20.019,-0.06889764000000001,-0.117,22.15,-1,-1,0.5345145224846392,-5.851428590685135,Before Launch
35,2025-03-19 22:32:48,20.924,-0.13451444,-0.073,22.152,-1,-1,0.5294691261220053,-5.841005409425314,Before Launch
