n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 22:41:10,0.401,-0.41338584,,22.174,-1,-1,0.0,0.0,Before Launch
1,2025-03-19 22:41:11,0.906,0.89238848,2.586,22.177,-1,-1,3.235926807453199,-8.187737526232436,Before Launch
2,2025-03-19 22:41:11,1.41,0.89238848,0.0,22.177,-1,-1,0.5730288399420844,-5.934790931992719,Before Launch
3,2025-03-19 22:41:12,1.92,0.6496063200000001,-0.476,22.174,-1,-1,0.5929880491670967,-5.922970842484384,Before Launch
4,2025-03-19 22:41:12,2.425,0.16732284,-0.955,22.177,-1,-1,0.5421423885077377,-5.949073965088621,Before Launch
5,2025-03-19 22:41:13,3.329,0.5413386,0.414,22.184,-1,-1,0.5540228780958024,-5.953758513278685,Before Launch
6,2025-03-19 22:41:14,3.834,-0.5446194400000001,-2.15,22.179,-1,-1,0.5724769305416751,-5.9210002113988045,Before Launch
7,2025-03-19 22:41:14,4.346,0.41994752,1.884,22.187,-1,-1,0.4907854580975951,-5.996357636581001,Before Launch
8,2025-03-19 22:41:15,4.851,0.6496063200000001,0.455,22.174,-1,-1,0.5394544878017022,-5.944764067247764,Before Launch
9,2025-03-19 22:41:15,5.355,1.9783465199999999,2.636,22.171,-1,-1,0.5252136445888488,-5.904972105142419,Before Launch
10,2025-03-19 22:41:16,6.26,0.52821524,-1.602,22.177,-1,-1,0.5154413072326854,-5.935842197699064,Before Launch
11,2025-03-19 22:41:17,6.764,1.25328088,1.439,22.184,-1,-1,0.5394168690126174,-5.901384024378934,Before Launch
12,2025-03-19 22:41:17,7.268,1.02362208,-0.456,22.174,-1,-1,0.5343211782469683,-5.933092440436807,Before Launch
13,2025-03-19 22:41:18,7.781,0.41994752,-1.177,22.187,-1,-1,0.5951852532333751,-5.893713614270502,Before Launch
14,2025-03-19 22:41:18,8.285,1.0334646,1.217,22.189,-1,-1,0.3319845195118341,-6.415365980622024,Before Launch
15,2025-03-19 22:41:19,9.189,0.29855644,-0.813,22.181,-1,-1,0.5927552765191867,-5.906002278604613,Before Launch
16,2025-03-19 22:41:20,9.694,1.50590556,2.391,22.179,-1,-1,0.5593495507694388,-5.8777500364332855,Before Launch
17,2025-03-19 22:41:20,10.198,-0.30183728,-3.587,22.187,-1,-1,0.5684589539578339,-5.93011654315923,Before Launch
18,2025-03-19 22:41:21,10.709,0.42979004000000004,1.432,22.194,-1,-1,0.5965121700037874,-5.928101719574622,Before Launch
19,2025-03-19 22:41:21,11.214,0.41994752,-0.019,22.187,-1,-1,0.5248037826344396,-5.876616711134803,Before Launch
20,2025-03-19 22:41:22,12.118,1.98818904,1.735,22.184,-1,-1,0.5582995343491947,-5.830114187542781,Before Launch
21,2025-03-19 22:41:23,12.623,-0.66601052,-5.256,22.187,-1,-1,0.5352065915671413,-5.91958453334084,Before Launch
22,2025-03-19 22:41:23,13.127,0.9022310000000001,3.112,22.194,-1,-1,0.6042822500397822,-5.869415827063824,Before Launch
23,2025-03-19 22:41:24,13.631,0.5511811200000001,-0.697,22.191,-1,-1,0.5848252425724556,-5.971687430564353,Before Launch
24,2025-03-19 22:41:24,14.136,1.38451448,1.65,22.184,-1,-1,0.6002268590469941,-5.973514053220131,Before Launch
25,2025-03-19 22:41:25,15.05,1.62729664,0.266,22.184,-1,-1,0.5894153359805675,-5.912993764008578,Before Launch
26,2025-03-19 22:41:26,15.554,0.9120735200000001,-1.419,22.191,-1,-1,0.5766863604008338,-5.930002423269866,Before Launch
27,2025-03-19 22:41:26,16.059,1.8667979599999998,1.891,22.184,-1,-1,0.5965659224892195,-5.93398727311278,Before Launch
28,2025-03-19 22:41:27,16.573,1.14501316,-1.404,22.187,-1,-1,0.5835400141312792,-5.950751278702948,Before Launch
29,2025-03-19 22:41:27,17.078,-0.18372704,-2.631,22.184,-1,-1,0.5866855688421679,-5.918660086999342,Before Launch
30,2025-03-19 22:41:28,17.983,1.2631234,1.599,22.184,-1,-1,0.5035506990249358,-5.9300013071983,Before Launch
31,2025-03-19 22:41:28,18.487,1.2631234,0.0,22.184,-1,-1,0.5541440523699838,-5.965973017982669,Before Launch
32,2025-03-19 22:41:29,18.992,1.14501316,-0.234,22.187,-1,-1,0.5644825192364181,-5.889466924862343,Before Launch
33,2025-03-19 22:41:29,19.496,1.02362208,-0.241,22.181,-1,-1,0.5922739116488452,-5.930147161957808,Before Launch
34,2025-03-19 22:41:30,20.011,0.5511811200000001,-0.917,22.191,-1,-1,0.5779418482305985,-5.8872085735303274,Before Launch
35,2025-03-19 22:41:31,20.921,0.06889764000000001,-0.53,22.194,-1,-1,0.5206419576436112,-5.894080451483237,Before Launch
36,2025-03-19 22:41:31,21.429,1.1548556799999998,2.138,22.194,-1,-1,0.5640749637940973,-5.9709629150597685,Before Launch
37,2025-03-19 22:41:32,21.934,1.0334646,-0.24,22.191,-1,-1,0.5764897014399213,-5.962935349140733,Before Launch
38,2025-03-19 22:41:32,22.443,-0.16076116000000001,-2.346,22.194,-1,-1,0.5680235606798768,-5.944850490979301,Before Launch
39,2025-03-19 22:41:33,22.952,0.9251968799999999,2.134,22.206,-1,-1,0.5872242513418426,-5.874734144421591,Before Launch
40,2025-03-19 22:41:34,23.862,0.06889764000000001,-0.941,22.194,-1,-1,0.5578002653701942,-5.9126568338304955,Before Launch
41,2025-03-19 22:41:34,24.369,1.2860892800000001,2.401,22.199,-1,-1,0.5548171988987948,-5.92736737766714,Before Launch
42,2025-03-19 22:41:35,24.873,-0.53477692,-3.613,22.191,-1,-1,0.6466071202318927,-5.902451610012975,Before Launch
43,2025-03-19 22:41:35,25.378,0.20013124,1.455,22.199,-1,-1,0.580763820219677,-5.894401046048461,Before Launch
44,2025-03-19 22:41:36,25.89,1.1548556799999998,1.865,22.194,-1,-1,0.6066554808322905,-5.898646792253819,Before Launch
45,2025-03-19 22:41:37,26.797,0.9120735200000001,-0.268,22.191,-1,-1,0.541899884311039,-5.877519362217008,Before Launch
46,2025-03-19 22:41:37,27.302,0.3116798,-1.189,22.187,-1,-1,0.5655023633505064,-5.917059834766442,Before Launch
47,2025-03-19 22:41:38,27.806,0.9251968799999999,1.217,22.199,-1,-1,0.5276435564835354,-5.932411145620339,Before Launch
48,2025-03-19 22:41:38,28.31,1.64698168,1.432,22.199,-1,-1,0.57275435208202,-5.912760763611375,Before Launch
49,2025-03-19 22:41:39,28.82,-0.16076116000000001,-3.545,22.199,-1,-1,0.555120735963995,-5.954940633385142,Before Launch
50,2025-03-19 22:41:40,29.731,0.6725722,0.915,22.196,-1,-1,0.5960880083811245,-5.906800618618497,Before Launch
51,2025-03-19 22:41:40,30.235,0.56102364,-0.221,22.199,-1,-1,0.543749723138691,-5.947373158374838,Before Launch
52,2025-03-19 22:41:41,30.74,2.2408137200000002,3.326,22.194,-1,-1,0.5837163667087255,-5.948275899257667,Before Launch
53,2025-03-19 22:41:41,31.252,1.8799213199999998,-0.705,22.194,-1,-1,0.5925464347516501,-5.8493969783709305,Before Launch
54,2025-03-19 22:41:42,31.756,0.56102364,-2.617,22.199,-1,-1,0.5723789585750514,-5.928783126778719,Before Launch
55,2025-03-19 22:41:43,32.661,-0.03937008,-0.663,22.204,-1,-1,0.5502663005470806,-5.902586147493272,Before Launch
56,2025-03-19 22:41:43,33.165,0.06889764000000001,0.215,22.194,-1,-1,0.5330804599074581,-5.911346590464287,Before Launch
57,2025-03-19 22:41:44,33.67,0.19028872,0.24,22.191,-1,-1,0.50618197636051,-5.918217225323666,Before Launch
58,2025-03-19 22:41:44,34.174,-1.13517064,-2.63,22.196,-1,-1,0.5616296599231786,-5.8991875613008755,Before Launch
59,2025-03-19 22:41:45,34.686,0.5511811200000001,3.294,22.191,-1,-1,0.5332363269598107,-5.963544359425314,Before Launch
60,2025-03-19 22:41:46,35.592,0.20013124,-0.387,22.199,-1,-1,0.5858667077747123,-5.875557279964248,Before Launch
61,2025-03-19 22:41:46,36.096,0.6725722,0.937,22.199,-1,-1,0.6209364294679771,-5.8904638811222805,Before Launch
62,2025-03-19 22:41:47,36.601,0.06889764000000001,-1.195,22.194,-1,-1,0.5459348731327177,-5.9135532081940525,Before Launch
63,2025-03-19 22:41:47,37.105,1.3943569999999998,2.63,22.189,-1,-1,0.5264997788655269,-5.8844782586292625,Before Launch
