n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 21:56:29,0.402,-1.25000004,,22.077,-1,-1,0.0,0.0,Before Launch
1,2025-03-19 21:56:29,0.984,-0.74146984,0.874,22.087,-1,-1,1.1334806240415207,-6.509257949365402,Before Launch
2,2025-03-19 21:56:30,1.566,-0.12139108,1.065,22.097,-1,-1,0.6167795259361956,-6.095029541847959,Before Launch
3,2025-03-19 21:56:31,2.155,-0.10498688,0.028,22.092,-1,-1,0.6170115362892694,-6.104601403189075,Before Launch
4,2025-03-19 21:56:31,2.738,0.00984252,0.197,22.097,-1,-1,0.5648759504143127,-6.083470852439444,Before Launch
5,2025-03-19 21:56:32,3.719,0.00328084,-0.007,22.089,-1,-1,0.5510611486438931,-6.025404840909228,Before Launch
6,2025-03-19 21:56:33,4.3,-0.59383204,-1.028,22.104,-1,-1,0.5456283522972593,-6.0904515460725905,Before Launch
7,2025-03-19 21:56:33,4.887,-1.30249348,-1.207,22.097,-1,-1,0.5771125122143035,-6.020337339354988,Before Launch
8,2025-03-19 21:56:34,5.468,-0.97112864,0.57,22.102,-1,-1,0.5464028856789346,-6.0151203623382195,Before Launch
9,2025-03-19 21:56:35,6.053,-0.65288716,0.544,22.102,-1,-1,0.584803008643725,-5.984637115673147,Before Launch
10,2025-03-19 21:56:36,7.035,-0.60367456,0.05,22.092,-1,-1,0.453834020017062,-5.832764851507125,Before Launch
11,2025-03-19 21:56:36,7.618,-0.6561680000000001,-0.09,22.104,-1,-1,0.8557547447286813,-9.56698292558226,Before Launch
12,2025-03-19 21:56:37,8.206,-0.03937008,1.049,22.104,-1,-1,1.683712294378468,-43.290646993037456,Before Launch
13,2025-03-19 21:56:37,8.79,-0.059055119999999996,-0.034,22.114,-1,-1,5.524561977728949,-66.97612254767442,Before Launch
14,2025-03-19 21:56:38,9.378,-0.0,0.1,22.134,-1,-1,5.282242368612911,-69.02196433240742,Before Launch
15,2025-03-19 21:56:39,10.365,0.0328084,0.033,22.129,-1,-1,3.066645301039779,-53.51078777642809,Before Launch
16,2025-03-19 21:56:39,10.947,-0.029527559999999998,-0.107,22.142,-1,-1,0.8088951518834964,-12.455369985809853,Before Launch
17,2025-03-19 21:56:40,11.527,-0.07545932,-0.079,22.144,-1,-1,0.4963045758412168,-5.955398833066672,Before Launch
18,2025-03-19 21:56:41,12.117,0.1312336,0.35,22.144,-1,-1,1.0222679249804645,-1.9152256625009174,Before Launch
19,2025-03-19 21:56:41,12.699,-0.2788714,-0.705,22.144,-1,-1,4.171062866845094,29.481325801703886,Before Launch
20,2025-03-19 21:56:42,13.691,-0.72834648,-0.453,22.137,-1,-1,6.629488943592874,73.4998947172723,Before Launch
21,2025-03-19 21:56:43,14.273,0.042650919999999995,1.325,22.154,-1,-1,21.40651671215629,84.230557490974,Before Launch
22,2025-03-19 21:56:43,14.859,-0.61023624,-1.114,22.152,-1,-1,87.36347634724605,90.23197281279803,Before Launch
23,2025-03-19 21:56:44,15.444,-0.10170604,0.869,22.169,-1,-1,131.3156738363829,91.29366969451019,Before Launch
24,2025-03-19 21:56:45,16.03,-0.01312336,0.151,22.164,-1,-1,58.60473616804216,88.75581401820332,Before Launch
25,2025-03-19 21:56:45,17.014,0.21981628,0.237,22.162,-1,-1,45.40557060584251,87.43962004705958,Before Launch
26,2025-03-19 21:56:46,17.595,-0.0164042,-0.407,22.177,-1,-1,32.32996736791103,83.73785242408805,Before Launch
27,2025-03-19 21:56:47,18.182,0.51181104,0.9,22.181,-1,-1,-0.157699928377258,72.11849286253322,Before Launch
28,2025-03-19 21:56:47,18.767,0.1804462,-0.566,22.184,-1,-1,-2.572520243142012,77.86884161321083,Before Launch
29,2025-03-19 21:56:48,19.354,-1.02362208,-2.051,22.179,-1,-1,-9.31394008243254,85.53910438411204,Before Launch
30,2025-03-19 21:56:49,20.339,-1.03018376,-0.007,22.194,-1,-1,-11.446429982892234,85.69530487957579,Before Launch
31,2025-03-19 21:56:49,20.922,-1.3353018799999998,-0.523,22.194,-1,-1,-11.878239578977887,86.5585358586142,Before Launch
32,2025-03-19 21:56:50,21.507,-0.50524936,1.419,22.206,-1,-1,-14.230969937864709,86.70698692881024,Before Launch
33,2025-03-19 21:56:51,22.091,-1.11220476,-1.039,22.209,-1,-1,-15.695323257744356,87.05128868347298,Before Launch
34,2025-03-19 21:56:51,22.677,-0.38385828,1.243,22.209,-1,-1,-8.239327739462146,76.98289268214735,Before Launch
35,2025-03-19 21:56:52,23.662,-1.02362208,-0.65,22.206,-1,-1,0.9125158567628842,2.816897364023717,Before Launch
36,2025-03-19 21:56:53,24.244,-1.11220476,-0.152,22.224,-1,-1,0.6151370664819039,-6.005555446029529,Before Launch
37,2025-03-19 21:56:53,24.833,-1.1515748399999999,-0.067,22.221,-1,-1,0.642981717684448,-6.080032379182176,Before Launch
38,2025-03-19 21:56:54,25.417,-0.63648296,0.882,22.246,-1,-1,0.937050434713187,-5.720832499522364,Before Launch
39,2025-03-19 21:56:54,25.999,-1.1318898,-0.851,22.239,-1,-1,1.1897917393766364,-7.245347397531574,Before Launch
40,2025-03-19 21:56:55,26.992,-0.5577428,0.578,22.231,-1,-1,0.44991472148613654,-6.2193989211255225,Before Launch
41,2025-03-19 21:56:56,27.574,-0.81692916,-0.445,22.239,-1,-1,4.83567407054935,-6.848385618733729,Before Launch
42,2025-03-19 21:56:57,28.164,-1.3779527999999999,-0.951,22.241,-1,-1,15.651321221513978,-10.330833129442953,Before Launch
43,2025-03-19 21:56:57,28.747,-0.31824148,1.818,22.241,-1,-1,17.33601319980354,-2.664329309703634,Before Launch
44,2025-03-19 21:56:58,29.336,-0.81692916,-0.847,22.246,-1,-1,6.676458297161861,-10.865776978819202,Before Launch
45,2025-03-19 21:56:59,30.32,-0.7874015999999999,0.03,22.236,-1,-1,10.234278292312569,-3.1952044271085205,Before Launch
46,2025-03-19 21:56:59,30.903,-1.09251972,-0.523,22.249,-1,-1,3.029252963414234,4.773974830605239,Before Launch
47,2025-03-19 21:57:00,31.491,-0.79068244,0.513,22.256,-1,-1,1.0981956142793001,1.3595231330939759,Before Launch
48,2025-03-19 21:57:01,32.078,-0.74475068,0.078,22.254,-1,-1,0.6029918607156907,-0.22268393663070274,Before Launch
49,2025-03-19 21:57:01,32.664,-0.6889763999999999,0.095,22.254,-1,-1,0.011596055453586657,-0.4051694814040795,Before Launch
50,2025-03-19 21:57:02,33.648,-0.31824148,0.377,22.244,-1,-1,-0.5503476452018198,-0.39734773800964396,Before Launch
51,2025-03-19 21:57:03,34.23,0.32480316000000004,1.105,22.254,-1,-1,-0.3380754378312435,-0.6230996304829469,Before Launch
52,2025-03-19 21:57:03,34.81,-0.61679792,-1.623,22.261,-1,-1,-0.31119982696462845,-1.2154013814452334,Before Launch
53,2025-03-19 21:57:04,35.39,-0.60367456,0.023,22.259,-1,-1,-0.26969179670865867,-1.4114796143301844,Before Launch
54,2025-03-19 21:57:04,35.973,-1.20406828,-1.03,22.269,-1,-1,-0.21163576286526925,-1.76607168310086,Before Launch
55,2025-03-19 21:57:05,36.961,-0.20013124,1.016,22.256,-1,-1,-0.7840225888031064,-2.054315723379419,Before Launch
56,2025-03-19 21:57:06,37.544,-0.26902888,-0.118,22.271,-1,-1,-0.8763699681124328,-1.7842232879822366,Before Launch
57,2025-03-19 21:57:07,38.125,-0.49540683999999996,-0.39,22.276,-1,-1,-0.5664449369155579,-2.285920776304469,Before Launch
58,2025-03-19 21:57:07,38.713,-0.76443572,-0.458,22.279,-1,-1,15.221943333619272,-3.498763636755828,Before Launch
59,2025-03-19 21:57:08,39.299,-0.23950132,0.896,22.269,-1,-1,66.17331094308729,-10.90679899410253,Before Launch
60,2025-03-19 21:57:09,40.286,0.21325460000000002,0.459,22.261,-1,-1,87.60935408973704,-7.574940205777736,Before Launch
61,2025-03-19 21:57:09,40.869,-0.25262468,-0.799,22.274,-1,-1,88.11805530228015,1.520811334484899,Before Launch
62,2025-03-19 21:57:10,41.453,-0.07217847999999999,0.309,22.266,-1,-1,87.92224509783834,13.539855424797459,Before Launch
63,2025-03-19 21:57:11,42.04,0.48556432,0.95,22.269,-1,-1,88.12728872512028,32.25669200278288,Before Launch
64,2025-03-19 21:57:11,42.622,-0.01312336,-0.857,22.266,-1,-1,89.01873074089922,43.29630655488343,Before Launch
65,2025-03-19 21:57:12,43.609,-0.3116798,-0.302,22.261,-1,-1,78.06121359623978,12.519720735180908,Before Launch
66,2025-03-19 21:57:13,44.193,0.36417324,1.157,22.264,-1,-1,35.49886392242651,-0.3391001940817755,Before Launch
67,2025-03-19 21:57:13,44.776,0.20013124,-0.281,22.271,-1,-1,3.998405245523327,-1.4549672731790668,Before Launch
68,2025-03-19 21:57:14,45.356,0.83333336,1.092,22.271,-1,-1,0.25405232240309644,-2.717868404359889,Before Launch
69,2025-03-19 21:57:14,45.945,0.16404200000000002,-1.136,22.274,-1,-1,-0.37524822069070013,-2.768451444026987,Before Launch
70,2025-03-19 21:57:15,46.927,-0.28215224,-0.454,22.271,-1,-
