n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 15:21:46,0.986,-0.108,26.474,-1,-1,0.125244140625,-0.01220703125,1.102783203125,Before Launch
1,2025-02-21 15:21:47,2.072,0.004,26.484,-1,-1,0.128173828125,-0.008056640625,1.098876953125,Before Launch
2,2025-02-21 15:21:48,3.159,-0.195,26.497,-1,-1,0.129638671875,-0.01123046875,1.09765625,Before Launch
3,2025-02-21 15:21:49,4.245,-0.033,26.492,-1,-1,0.13330078125,-0.007080078125,1.1064453125,Before Launch
4,2025-02-21 15:21:50,5.331,-0.143,26.499,-1,-1,0.123291015625,-0.016845703125,1.09912109375,Before Launch
5,2025-02-21 15:21:52,6.817,-0.014,26.497,-1,-1,0.13037109375,-0.011474609375,1.10302734375,Before Launch
6,2025-02-21 15:21:53,7.903,0.164,26.497,-1,-1,0.477294921875,-0.0302734375,1.151123046875,Before Launch
7,2025-02-21 15:21:54,8.989,0.047,26.504,-1,-1,-0.02197265625,-0.104736328125,1.0908203125,Before Launch
8,2025-02-21 15:21:55,10.075,0.298,26.494,-1,-1,0.225341796875,-0.117919921875,1.1474609375,Before Launch
9,2025-02-21 15:21:56,11.161,0.474,26.489,-1,-1,0.205078125,-0.1787109375,1.03515625,Before Launch
10,2025-02-21 15:21:57,12.647,0.881,26.484,-1,-1,0.121337890625,-0.219482421875,1.081298828125,Before Launch
11,2025-02-21 15:21:59,13.733,0.781,26.494,-1,-1,0.193359375,-0.155029296875,1.02490234375,Before Launch
12,2025-02-21 15:22:00,14.819,0.896,26.487,-1,-1,-0.15771484375,-0.241455078125,1.132568359375,Before Launch
13,2025-02-21 15:22:01,15.905,0.669,26.479,-1,-1,0.15869140625,-0.109130859375,1.149658203125,Before Launch
14,2025-02-21 15:22:02,16.991,0.747,26.487,-1,-1,0.1806640625,-0.14501953125,1.05810546875,Before Launch
15,2025-02-21 15:22:03,18.477,0.835,26.479,-1,-1,0.320556640625,-0.17431640625,1.074951171875,Before Launch
16,2025-02-21 15:22:04,19.563,0.876,26.479,-1,-1,0.4208984375,-0.197998046875,1.468017578125,Before Launch
17,2025-02-21 15:22:05,20.649,1.196,26.459,-1,-1,0.294921875,-0.2314453125,1.03076171875,Before Launch
18,2025-02-21 15:22:07,21.735,1.46,26.464,-1,-1,0.423828125,-0.36474609375,0.95458984375,Before Launch
19,2025-02-21 15:22:08,22.821,1.525,26.472,-1,-1,0.434814453125,-0.2763671875,0.9853515625,Before Launch
20,2025-02-21 15:22:09,24.307,1.858,26.462,-1,-1,0.310791015625,-0.28125,0.963134765625,Before Launch
21,2025-02-21 15:22:10,25.393,1.905,26.444,-1,-1,0.374755859375,-0.452880859375,0.790771484375,Before Launch
22,2025-02-21 15:22:11,26.479,1.978,26.439,-1,-1,0.247314453125,-0.29736328125,1.083740234375,Before Launch
23,2025-02-21 15:22:12,27.565,1.663,26.447,-1,-1,0.361083984375,-0.3984375,0.990966796875,Before Launch
24,2025-02-21 15:22:13,28.651,0.671,26.464,-1,-1,0.630859375,-0.187255859375,1.215576171875,Before Launch
25,2025-02-21 15:22:15,30.137,-0.093,26.439,-1,-1,0.1533203125,0.02685546875,1.14306640625,Before Launch
26,2025-02-21 15:22:16,31.223,-0.227,26.447,-1,-1,0.293212890625,-0.2724609375,0.354736328125,Before Launch
