n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-03-22 12:35:01,0.004,0.0656168,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
1,2025-03-22 12:35:01,0.046,0.20013124,,22.072,-1,-1,0.0,0.0,0.0,Before Launch
2,2025-03-22 12:35:01,0.089,-0.66601052,,22.059,-1,-1,0.0,0.0,0.0,Before Launch
3,2025-03-22 12:35:01,0.131,0.42979004000000004,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
4,2025-03-22 12:35:01,0.174,-0.77427824,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
5,2025-03-22 12:35:01,0.216,-0.66272968,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
6,2025-03-22 12:35:01,0.259,-0.5413386,,22.064,-1,-1,0.0,0.0,0.0,Before Launch
7,2025-03-22 12:35:01,0.301,0.20013124,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
8,2025-03-22 12:35:01,0.343,-1.01377956,,22.074,-1,-1,0.0,0.0,0.0,Before Launch
9,2025-03-22 12:35:01,0.386,-0.66272968,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
10,2025-03-22 12:35:01,0.428,-1.01377956,,22.074,-1,-1,0.0,0.0,0.0,Before Launch
11,2025-03-22 12:35:01,0.47,0.0656168,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
12,2025-03-22 12:35:01,0.513,-1.25656172,,22.072,-1,-1,0.0,0.0,0.0,Before Launch
13,2025-03-22 12:35:01,0.555,-0.5413386,,22.064,-1,-1,0.0,0.0,0.0,Before Launch
14,2025-03-22 12:35:01,0.598,-0.66272968,,22.067,-1,-1,0.0,0.0,0.0,Before Launch
15,2025-03-22 12:35:02,0.64,-0.77427824,,22.069,-1,-1,0.0,0.0,0.0,Before Launch
16,2025-03-22 12:35:02,0.683,0.0656168,,22.067,0.0,0.0,0.0,0.0,0.0,Before Launch
17,2025-03-22 12:35:02,0.725,-0.77427824,,22.069,0.0,0.0,0.0,0.0,0.0,Before Launch
18,2025-03-22 12:35:02,0.767,-0.89238848,,22.072,0.0,0.0,0.0,0.0,0.0,Before Launch
19,2025-03-22 12:35:02,0.81,-1.2696850800000001,,22.064,0.0,0.0,0.0,0.0,0.0,Before Launch
20,2025-03-22 12:35:02,0.852,-0.29855644,,22.067,0.0,0.0,0.0,0.0,0.0,Before Launch
21,2025-03-22 12:35:02,0.895,0.92847772,,22.072,0.0,0.0,0.0,0.0,0.0,Before Launch
22,2025-03-22 12:35:02,0.937,-0.410105,,22.069,0.0,0.0,0.0,0.0,0.0,Before Launch
23,2025-03-22 12:35:02,0.979,-1.02690292,,22.067,0.0,0.0,0.0,0.0,0.0,Before Launch
24,2025-03-22 12:35:02,1.022,-1.62073496,,22.072,0.0,0.0,29.064485985985073,-29.277417016482488,28.885174407104326,Before Launch
25,2025-03-22 12:35:02,1.064,-0.04593176,-0.105,22.064,0.0,0.0,39.143657555618816,-39.25206471312475,39.07234560407009,Before Launch
26,2025-03-22 12:35:02,1.114,1.886483,1.579,22.067,0.0,0.0,41.02740818224067,-41.090818394515146,40.96543485719194,Before Launch
27,2025-03-22 12:35:02,1.159,-1.3779527999999999,-0.665,22.067,0.0,0.0,18.301501026400313,-21.615463210922837,95.25181665668528,Before Launch
28,2025-03-22 12:35:02,1.201,0.7939632799999999,0.34,22.067,0.0,0.0,11.843443500225224,-16.144845746660803,110.58323578913567,Before Launch
29,2025-03-22 12:35:02,1.244,-0.410105,0.34,22.069,0.0,0.0,4.0350937901119135,-9.50809431619677,129.07422309885985,Before Launch
30,2025-03-22 12:35:02,1.287,-1.01377956,-0.328,22.072,0.0,0.0,1.707318079303196,-7.547501720374063,134.68899090795625,Before Launch
31,2025-03-22 12:35:02,1.329,0.0656168,0.567,22.067,0.0,0.0,-1.1380020070417598,-5.125934811924048,141.5332303092396,Before Launch
32,2025-03-22 12:35:02,1.372,-0.6496063200000001,-0.793,22.074,0.0,0.0,-1.9641970792886865,-4.401400384971556,143.547948646494,Before Launch
33,2025-03-22 12:35:02,1.415,-2.22769036,-1.132,22.072,0.0,0.0,-2.9932548532573073,-3.528275036433536,145.68028650930117,Before Launch
34,2025-03-22 12:35:02,1.457,-0.78412076,-0.113,22.062,0.0,0.0,-3.292600197086865,-3.2730424391702,146.33284867371285,Before Launch
35,2025-03-22 12:35:02,1.499,-1.02690292,-0.012,22.067,0.0,0.0,-3.6546290057157447,-2.955952654118647,147.1343030045656,Before Launch
36,2025-03-22 12:35:02,1.542,-1.1318898,-1.117,22.067,0.0,0.0,-3.738730617647691,-2.8639611586540483,147.49744992044273,Before Launch
37,2025-03-22 12:35:02,1.587,-0.29855644,0.892,22.067,0.0,0.0,-3.8728839595224,-2.740210231879788,147.927533422405,Before Launch
38,2025-03-22 12:35:03,1.629,-1.62073496,-1.005,22.072,0.0,0.0,-3.914791823135673,-2.6905888788173202,148.0938644800806,Before Launch
39,2025-03-22 12:35:03,1.672,-0.66601052,-0.003,22.059,0.0,0.0,-3.965833322371777,-2.6309645430403226,148.31456814583484,Before Launch
40,2025-03-22 12:35:03,1.715,-0.77427824,0.0,22.069,0.0,0.0,-3.9825789377620646,-2.614377470598531,148.34256170364276,Before Launch
