n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 02:16:35,0.781,0.057,19.293,-119.74995533333333,36.814392166666664,0.0693359375,0.96337890625,-0.14453125,Before Launch
1,2025-02-22 02:16:36,1.783,-0.13,19.298,-119.749956,36.814389,0.070068359375,0.962158203125,-0.145751953125,Before Launch
2,2025-02-22 02:16:37,2.783,-0.089,19.305,-119.74995783333334,36.8143875,0.069091796875,0.96533203125,-0.142822265625,Before Launch
3,2025-02-22 02:16:38,3.782,-0.025,19.313,-119.74996,36.814383166666666,0.0673828125,0.95751953125,-0.146728515625,Before Launch
4,2025-02-22 02:16:39,4.783,0.066,19.308,-119.74995333333334,36.8143755,0.070068359375,0.968505859375,-0.145751953125,Before Launch
5,2025-02-22 02:16:40,5.783,0.392,19.311,-1,-1,0.06689453125,0.958984375,-0.155029296875,Before Launch
6,2025-02-22 02:16:41,6.78,0.083,19.321,-119.74995966666667,36.81437566666666,0.06591796875,0.959228515625,-0.166259765625,Before Launch
7,2025-02-22 02:16:42,7.782,0.005,19.321,-119.74996583333333,36.81437916666667,0.0673828125,0.961669921875,-0.15283203125,Before Launch
8,2025-02-22 02:16:43,8.782,0.032,19.313,-119.74997033333334,36.81438083333333,0.067626953125,0.96484375,-0.149169921875,Before Launch
9,2025-02-22 02:16:44,9.783,-0.231,19.321,-119.74997616666667,36.81438133333333,0.076171875,0.961181640625,-0.1455078125,Before Launch
10,2025-02-22 02:16:45,10.782,0.014,19.321,-1,-1,0.069091796875,0.958740234375,-0.144287109375,Before Launch
11,2025-02-22 02:16:46,11.783,-0.022,19.336,-119.74997483333334,36.8143785,0.067138671875,0.958740234375,-0.149169921875,Before Launch
12,2025-02-22 02:16:47,12.782,-0.144,19.326,-119.74998033333334,36.814379333333335,0.07080078125,0.95751953125,-0.14404296875,Before Launch
13,2025-02-22 02:16:48,13.78,-0.208,19.33,-119.74998316666667,36.81438083333333,0.093017578125,0.964599609375,-0.14111328125,Before Launch
14,2025-02-22 02:16:49,14.781,-0.111,19.333,-119.74999283333334,36.81438683333333,0.068603515625,0.957763671875,-0.156005859375,Before Launch
15,2025-02-22 02:16:50,15.782,0.012,19.323,-1,-1,0.069580078125,0.9619140625,-0.14794921875,Before Launch
16,2025-02-22 02:16:51,16.782,0.005,19.34,-119.74999683333333,36.814385333333334,0.066650390625,0.961181640625,-0.15576171875,Before Launch
17,2025-02-22 02:16:52,17.783,-0.086,19.336,-119.749999,36.8143825,-0.0166015625,1.010009765625,-0.631591796875,Before Launch
18,2025-02-22 02:16:53,18.783,0.5,19.343,-119.749997,36.814379333333335,-0.49072265625,0.236083984375,-0.646728515625,Before Launch
19,2025-02-22 02:16:54,19.781,0.868,19.36,-119.749998,36.81437283333333,-0.93603515625,0.26220703125,-0.061279296875,Before Launch
20,2025-02-22 02:16:55,20.783,0.896,19.346,-1,-1,-0.619140625,0.080322265625,0.219482421875,Before Launch
21,2025-02-22 02:16:56,21.782,0.136,19.383,-119.75000316666667,36.8143685,-1.111572265625,0.12548828125,0.020263671875,Before Launch
22,2025-02-22 02:16:57,22.782,0.675,19.38,-119.75000116666666,36.81437233333333,-0.844970703125,0.0322265625,-0.00537109375,Before Launch
23,2025-02-22 02:16:58,23.783,1.435,19.395,-119.75000033333333,36.8143735,-0.905029296875,-0.194580078125,-0.0185546875,Before Launch
24,2025-02-22 02:16:59,24.78,1.554,19.4,-119.74999766666667,36.814373833333335,-0.975341796875,-0.15283203125,-0.015625,Before Launch
25,2025-02-22 02:17:00,25.785,1.316,19.398,-1,-1,-0.953125,-0.18896484375,0.206298828125,Before Launch
26,2025-02-22 02:17:01,26.782,1.779,19.415,-119.74998766666667,36.814376333333335,-0.92041015625,-0.17724609375,0.055419921875,Before Launch
27,2025-02-22 02:17:02,27.782,1.614,19.415,-119.74997933333333,36.81436583333333,-0.9462890625,-0.2705078125,0.104736328125,Before Launch
28,2025-02-22 02:17:03,28.783,1.543,19.415,-119.74997333333333,36.8143595,-0.9755859375,-0.29541015625,-0.000244140625,Before Launch
29,2025-02-22 02:17:04,29.783,1.342,19.438,-119.74996316666666,36.81436266666667,-0.89404296875,-0.298583984375,-0.054931640625,Before Launch
30,2025-02-22 02:17:05,30.783,1.48,19.475,-1,-1,-0.90234375,-0.1171875,0.087646484375,Before Launch
31,2025-02-22 02:17:06,31.784,1.788,19.5,-119.7499595,36.814361,-0.936279296875,-0.134033203125,0.121337890625,Before Launch
32,2025-02-22 02:17:07,32.783,1.834,19.525,-119.749957,36.81436133333333,-0.963623046875,-0.237548828125,0.09912109375,Before Launch
33,2025-02-22 02:17:08,33.782,2.047,19.545,-119.74995033333333,36.8143565,-0.894287109375,-0.212158203125,0.035888671875,Before Launch
34,2025-02-22 02:17:09,34.783,1.8,19.547,-119.74994216666667,36.814352,-0.938720703125,-0.08251953125,0.11962890625,Before Launch
35,2025-02-22 02:17:10,35.781,1.993,19.582,-1,-1,-0.87744140625,-0.3544921875,0.145263671875,Before Launch
36,2025-02-22 02:17:11,36.783,2.191,19.6,-119.74993683333334,36.81434516666667,-0.90673828125,-0.310791015625,0.14697265625,Before Launch
37,2025-02-22 02:17:12,37.783,1.921,19.6,-119.74993483333333,36.814347166666664,-0.921630859375,-0.272705078125,0.025390625,Before Launch
38,2025-02-22 02:17:13,38.781,1.804,19.607,-119.7499285,36.814343,-0.945068359375,-0.13720703125,0.074951171875,Before Launch
39,2025-02-22 02:17:14,39.783,1.944,19.622,-119.74992383333333,36.814335,-0.984375,-0.10009765625,0.110107421875,Before Launch
40,2025-02-22 02:17:15,40.783,2.163,19.662,-1,-1,-0.90673828125,-0.272216796875,0.162841796875,Before Launch
