n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
41,2025-02-22 02:17:16,41.782,2.068,19.692,-119.74991633333333,36.814326333333334,-0.885009765625,-0.267578125,0.121337890625,Before Launch
42,2025-02-22 02:17:17,42.781,2.189,19.69,-119.74991433333334,36.814321166666666,-0.939208984375,-0.2421875,0.10986328125,Before Launch
43,2025-02-22 02:17:18,43.784,2.048,19.71,-119.74991233333333,36.8143205,-0.993896484375,-0.25390625,0.063232421875,Before Launch
44,2025-02-22 02:17:19,44.782,1.939,19.727,-119.74990983333333,36.814317833333334,-0.92333984375,-0.19580078125,0.2138671875,Before Launch
45,2025-02-22 02:17:20,45.783,2.054,19.757,-1,-1,-0.9248046875,-0.242919921875,-0.0439453125,Before Launch
46,2025-02-22 02:17:21,46.781,2.155,19.772,-119.749906,36.81431533333333,-0.934814453125,-0.163330078125,0.31201171875,Before Launch
47,2025-02-22 02:17:22,47.782,2.311,19.774,-119.74990683333333,36.814317,-0.92626953125,-0.2080078125,0.149169921875,Before Launch
48,2025-02-22 02:17:23,48.783,2.271,19.784,-119.74990816666667,36.81431833333333,-0.963134765625,-0.179931640625,0.079833984375,Before Launch
49,2025-02-22 02:17:24,49.783,2.09,19.812,-119.74990983333333,36.814317833333334,-0.990966796875,-0.16943359375,0.12353515625,Before Launch
50,2025-02-22 02:17:25,50.782,2.349,19.817,-1,-1,-0.875732421875,-0.203369140625,0.184814453125,Before Launch
51,2025-02-22 02:17:26,51.783,2.385,19.857,-119.74991133333333,36.8143245,-0.93994140625,-0.1943359375,0.121826171875,Before Launch
52,2025-02-22 02:17:27,52.783,2.452,19.844,-119.74991116666666,36.81432266666667,-0.88720703125,-0.259521484375,0.1416015625,Before Launch
53,2025-02-22 02:17:28,53.781,2.402,19.887,-119.74991133333333,36.81432383333333,-0.9365234375,-0.1953125,0.1123046875,Before Launch
54,2025-02-22 02:17:29,54.782,2.455,19.892,-119.749914,36.814315,-0.884033203125,-0.299560546875,0.14111328125,Before Launch
55,2025-02-22 02:17:30,55.79,2.403,19.909,-1,-1,-0.904296875,-0.16796875,0.10498046875,Before Launch
56,2025-02-22 02:17:31,56.783,2.381,19.927,-119.749911,36.814304166666666,-0.9140625,-0.28369140625,0.0712890625,Before Launch
57,2025-02-22 02:17:32,57.783,2.283,19.937,-119.749912,36.81430016666667,-0.932373046875,-0.35888671875,-0.057861328125,Before Launch
58,2025-02-22 02:17:33,58.783,1.487,19.981,-119.74991333333334,36.81430366666667,-1.16162109375,-0.229248046875,-0.32568359375,Before Launch
59,2025-02-22 02:17:34,59.783,0.841,19.977,-119.7499185,36.814309333333334,-0.737060546875,0.501953125,-0.043212890625,Before Launch
60,2025-02-22 02:17:35,60.783,0.002,19.971,-1,-1,-0.03955078125,1.07666015625,-0.218017578125,Before Launch
61,2025-02-22 02:17:36,61.789,0.04,19.984,-119.74994866666667,36.8143375,0.06005859375,0.98291015625,0.1474609375,Before Launch
62,2025-02-22 02:17:37,62.789,0.248,20.001,-119.7499595,36.814346,0.06787109375,0.987060546875,0.14501953125,Before Launch
63,2025-02-22 02:17:38,63.782,0.333,20.006,-119.74996066666667,36.81434816666667,0.062255859375,0.993408203125,0.1533203125,Before Launch
64,2025-02-22 02:17:39,64.787,0.185,20.021,-119.7499705,36.81435533333333,0.0634765625,0.988037109375,0.149658203125,Before Launch
65,2025-02-22 02:17:40,65.782,0.093,20.014,-1,-1,0.064697265625,0.989013671875,0.145263671875,Before Launch
