n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-05-03 23:58:01,0.176,-0.50524936,,27.467,-1,-1,22.91718159061036,-22.650644480620194,20.415182527616295,Before Launch
1,2025-05-03 23:58:01,1.51,-0.14763779999999999,,27.46,-1,-1,36.480854151254434,-36.1604215506201,34.817317046867224,Before Launch
2,2025-05-03 23:58:01,1.568,0.79068244,,27.46,-1,-1,0.6242982947625748,0.6246697570951198,-1.763944765716424,Before Launch
3,2025-05-03 23:58:01,1.641,0.47244095999999997,,27.465,-1,-1,-28.373385385870943,29.892557357205938,-32.31387231943913,Before Launch
4,2025-05-03 23:58:01,1.699,0.9120735200000001,,27.445,-1,-1,-60.48387323162727,62.33700430809872,-66.35339761345267,Before Launch
5,2025-05-03 23:58:02,1.77,-0.6758530399999999,,27.467,-1,-1,-74.70060934626393,77.19050277768612,-81.886417385793,Before Launch
6,2025-05-03 23:58:02,1.881,-1.14501316,,27.465,-1,-1,-80.79072087590467,82.7005192930966,-88.41532140119166,Before Launch
7,2025-05-03 23:58:02,1.935,-1.02690292,,27.465,-1,-1,-78.4449285795084,85.89667499225644,-92.73339113107508,Before Launch
8,2025-05-03 23:58:02,2.018,-0.26574804,,27.467,-1,-1,-63.93235520242076,85.9498352033699,-94.57159227146039,Before Launch
9,2025-05-03 23:58:02,2.115,0.22309712,,27.467,-1,-1,-60.12344931064797,85.93210988346488,-94.70265215792368,Before Launch
10,2025-05-03 23:58:02,2.165,-0.19685039999999998,,27.445,-1,-1,-56.104775283845996,86.04239112546871,-94.65454764305785,Before Launch
11,2025-05-03 23:58:02,2.21,-1.00721788,,27.467,-1,-1,-54.295402906590105,86.14011407256946,-94.17888202684446,Before Launch
12,2025-05-03 23:58:02,2.262,0.22309712,,27.467,-1,-1,-53.40780885304866,86.23081405119872,-93.90965159506575,Before Launch
13,2025-05-03 23:58:02,2.31,-0.8759842800000001,,27.475,-1,-1,-53.04839288818324,86.07124428817168,-93.88130802616544,Before Launch
14,2025-05-03 23:58:02,2.356,0.574147,,27.457,0.0,0.0,-48.48557319816228,85.90979610404618,-93.45761553413602,Before Launch
15,2025-05-03 23:58:02,2.408,-0.38713912,,27.472,0.0,0.0,-43.25532991546865,86.00155871902882,-93.01063027088641,Before Launch
16,2025-05-03 23:58:02,2.452,-0.38713912,,27.472,0.0,0.0,-34.85405105131074,85.76207527412149,-92.66284475691505,Before Launch
17,2025-05-03 23:58:02,2.496,-0.63648296,,27.47,0.0,0.0,-31.768857452589817,85.55680133224747,-92.74897811778918,Before Launch
18,2025-05-03 23:58:02,2.549,0.7217848,,27.467,0.0,0.0,-25.731437612010048,85.27972236909476,-92.84142190379784,Before Launch
19,2025-05-03 23:58:02,2.598,-0.16732284,,27.46,0.0,0.0,-17.060884605868253,85.01180707397103,-92.30426672594972,Before Launch
20,2025-05-03 23:58:02,2.644,0.70209976,,27.465,0.0,0.0,-14.518160455183326,84.96165819505778,-92.01776094311342,Before Launch
21,2025-05-03 23:58:02,2.701,-0.6758530399999999,,27.455,0.0,0.0,-11.530123876797056,85.13018719459431,-91.35387989787455,Before Launch
22,2025-05-03 23:58:02,2.749,0.45275592000000003,,27.462,0.0,0.0,-9.764950290589118,84.86989701932933,-90.84188461337416,Before Launch
23,2025-05-03 23:58:03,2.801,-0.63648296,,27.462,0.0,0.0,-8.611625180445218,84.01888948759684,-90.87425570364917,Before Launch
24,2025-05-03 23:58:03,2.856,-0.51837272,,27.455,0.0,0.0,-10.168383066099144,82.9269979365857,-91.55894923536646,Before Launch
25,2025-05-03 23:58:03,2.913,-0.80708664,-0.11,27.465,0.0,0.0,-10.553695282208908,82.58859844269193,-92.0131329359019,Before Launch
26,2025-05-03 23:58:03,2.97,-0.6561680000000001,-0.348,27.462,0.0,0.0,-11.015745814759933,82.25985303664943,-92.33196034202558,Before Launch
27,2025-05-03 23:58:03,3.016,1.06299216,0.188,27.435,0.0,0.0,-9.759444994237754,81.25643688582517,-92.19337821217105,Before Launch
28,2025-05-03 23:58:03,3.068,-0.036089239999999995,-0.356,27.465,0.0,0.0,-8.884155283927525,80.81135569574587,-92.12137615720391,Before Launch
29,2025-05-03 23:58:03,3.123,-0.036089239999999995,-0.666,27.465,0.0,0.0,-7.475544731291009,80.35383599137685,-91.58337164439138,Before Launch
