n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-05-03 22:12:03,0.004,4.55708676,,32.723,-1,-1,0.0,0.0,0.0,Before Launch
1,2025-05-03 22:12:03,0.046,4.675197,,32.728,-1,-1,0.0,0.0,0.0,Before Launch
2,2025-05-03 22:12:03,0.089,5.41666684,,32.721,-1,-1,0.0,0.0,0.0,Before Launch
3,2025-05-03 22:12:03,0.131,4.1994752,,32.731,-1,-1,0.0,0.0,0.0,During Launch
4,2025-05-03 22:12:03,0.174,4.6883203600000005,,32.728,-1,-1,0.0,0.0,0.0,During Launch
5,2025-05-03 22:12:03,0.216,2.8379266,,32.728,-1,-1,0.0,0.0,0.0,During Launch
6,2025-05-03 22:12:03,0.258,2.71981636,,32.731,-1,-1,0.0,0.0,0.0,During Launch
7,2025-05-03 22:12:03,0.301,4.57021012,,32.731,-1,-1,0.0,0.0,0.0,During Launch
8,2025-05-03 22:12:03,0.343,3.9468505200000004,,32.728,-1,-1,0.0,0.0,0.0,During Launch
9,2025-05-03 22:12:03,0.385,4.18635184,,32.723,-1,-1,0.0,0.0,0.0,During Launch
10,2025-05-03 22:12:03,0.428,4.18635184,,32.723,-1,-1,0.0,0.0,0.0,During Launch
11,2025-05-03 22:12:04,0.47,3.69750668,,32.726,-1,-1,0.0,0.0,0.0,During Launch
12,2025-05-03 22:12:04,0.513,4.0682416,,32.726,-1,-1,0.0,0.0,0.0,During Launch
13,2025-05-03 22:12:04,0.555,4.30446208,,32.721,0.0,0.0,0.0,0.0,0.0,During Launch
14,2025-05-03 22:12:04,0.597,5.66601068,,32.723,0.0,0.0,0.0,0.0,0.0,During Launch
15,2025-05-03 22:12:04,0.64,5.17716552,,32.726,0.0,0.0,0.0,0.0,0.0,During Launch
16,2025-05-03 22:12:04,0.682,3.19553816,,32.721,0.0,0.0,0.0,0.0,0.0,During Launch
17,2025-05-03 22:12:04,0.725,4.43569568,,32.726,0.0,0.0,0.0,0.0,0.0,During Launch
18,2025-05-03 22:12:04,0.767,4.0682416,,32.726,0.0,0.0,0.0,0.0,0.0,During Launch
19,2025-05-03 22:12:04,0.81,3.32677176,,32.726,0.0,0.0,0.0,0.0,0.0,During Launch
20,2025-05-03 22:12:04,0.852,3.444882,,32.723,0.0,0.0,0.0,0.0,0.0,During Launch
21,2025-05-03 22:12:04,0.895,4.30446208,,32.721,0.0,0.0,0.0,0.0,0.0,During Launch
22,2025-05-03 22:12:04,0.938,5.4297902,,32.728,0.0,0.0,0.0,0.0,0.0,During Launch
23,2025-05-03 22:12:04,0.98,4.55708676,,32.723,0.0,0.0,0.0,0.0,0.0,During Launch
24,2025-05-03 22:12:04,1.022,3.5662730799999998,,32.721,0.0,0.0,21.010458472499053,-22.379818529852436,26.74465893385038,During Launch
25,2025-05-03 22:12:04,1.068,3.69750668,-0.808,32.726,0.0,0.0,34.850522918811805,-35.36885014753321,38.2465708064176,During Launch
26,2025-05-03 22:12:04,1.114,5.04593192,0.347,32.721,0.0,0.0,37.63827407024914,-37.98906061966585,40.60569931377938,During Launch
27,2025-05-03 22:12:04,1.156,3.69750668,-1.611,32.726,0.0,0.0,18.41080885648308,17.439865358696863,-24.619381450332757,During Launch
28,2025-05-03 22:12:04,1.199,4.57021012,0.347,32.731,0.0,0.0,13.307192633547393,33.653761210547145,-43.53997412566714,During Launch
29,2025-05-03 22:12:04,1.241,4.43569568,-0.237,32.726,0.0,0.0,8.331325369236005,54.004826288345456,-66.9028472265391,During Launch
30,2025-05-03 22:12:04,1.284,5.15419964,2.169,32.718,0.0,0.0,7.281404415938974,60.207487692738376,-73.99364824163207,During Launch
31,2025-05-03 22:12:04,1.327,5.41666684,2.523,32.721,0.0,0.0,5.548210570985053,67.8674159320509,-82.54159074400837,During Launch
32,2025-05-03 22:12:04,1.369,4.1994752,-0.347,32.731,0.0,0.0,4.5475175566201385,70.23182928229346,-84.96310160396811,During Launch
33,2025-05-03 22:12:04,1.412,3.5662730799999998,-0.356,32.721,0.0,0.0,2.588341391552475,73.37033450140521,-87.40303956720001,During Launch
34,2025-05-03 22:12:04,1.455,3.81561692,-0.346,32.723,0.0,0.0,2.672818276660279,74.37589236417226,-87.60941677944524,During Launch
35,2025-05-03 22:12:05,1.498,3.69750668,-0.457,32.726,0.0,0.0,4.755522541596104,75.37286315279493,-86.99335091537613,During Launch
36,2025-05-03 22:12:05,1.54,3.9468505200000004,0.233,32.718,0.0,0.0,5.592428446209814,75.59113385815273,-86.68224301281624,During Launch
37,2025-05-03 22:12:05,1.583,4.10105,0.031,32.741,0.0,0.0,6.897218204533696,75.58096886120268,-86.25627938117358,During Launch
38,2025-05-03 22:12:05,1.625,5.393700959999999,1.018,32.731,0.0,0.0,7.762829509825326,75.61072134320199,-86.20788836840198,During Launch
39,2025-05-03 22:12:05,1.676,5.05905528,-0.563,32.728,0.0,0.0,8.02530121040197,75.60484522066184,-86.34988227030124,During Launch
40,2025-05-03 22:12:05,1.72,4.10105,-0.996,32.741,0.0,0.0,8.19794152440086,74.92520593152884,-86.7227491355914,During Launch
41,2025-05-03 22:12:05,1.762,4.1994752,0.93,32.731,0.0,0.0,8.285991535620678,74.46531586500079,-86.98523107898986,During Launch
42,2025-05-03 22:12:05,1.805,5.0787403200000005,0.595,32.736,0.0,0.0,8.885000302931019,73.90949270730512,-87.52961811872876,During Launch
43,2025-05-03 22:12:05,1.847,3.8517061599999995,-0.2,32.738,0.0,0.0,9.116140153522673,73.7629569152039,-87.75732447388835,During Launch
44,2025-05-03 22:12:05,1.89,2.86089248,-0.431,32.736,0.0,0.0,9.270030249559364,73.51724964568311,-88.06276141787899,During Launch
45,2025-05-03 22:12:05,1.933,5.15419964,1.581,32.718,0.0,0.0,9.521195337050724,73.62117596699923,-88.02429046423364,During Launch
46,2025-05-03 22:12:05,1.975,5.44947524,1.06,32.731,0.0,0.0,11.025026969400594,74.31541025225921,-87.49740247288396,During Launch
47,2025-05-03 22:12:05,2.018,4.08792664,-1.242,32.733,0.0,0.0,11.673488499777925,74.76981909863406,-87.30692767717294,During Launch
48,2025-05-03 22:12:05,2.06,5.4297902,0.808,32.728,0.0,0.0,12.569294274058088,75.62550744920962,-87.10898865722102,During Launch
49,2025-05-03 22:12:05,2.103,4.45866156,0.826,32.738,0.0,0.0,12.905297266569203,76.06235549502702,-87.01897741596312,During Launch
50,2025-05-03 22:12:05,2.146,3.82874028,0.122,32.731,0.0,0.0,12.769000041663334,76.68378479797984,-86.86067381222617,During Launch
51,2025-05-03 22:12:05,2.188,4.45866156,-0.547,32.733,0.0,0.0,11.865821057955639,76.67970736014722,-86.93971518311393,During Launch
52,2025-05-03 22:12:05,2.231,4.340551319999999,0.598,32.731,0.0,0.0,10.319281864629298,76.19915712961667,-87.16040244675042,During Launch
53,2025-05-03 22:12:05,2.274,4.1994752,-0.345,32.731,0.0,0.0,9.840774126881007,75.91499582483866,-87.32902152856437,During Launch
54,2025-05-03 22:12:05,2.317,3.11023632,-1.232,32.738,0.0,0.0,10.198675902145844,75.56235543385185,-87.54265451404552,During Launch
55,2025-05-03 22:12:05,2.361,4.08792664,-0.99,32.736,0.0,0.0,11.081199900591775,75.37598272378504,-87.50872790155881,During Launch
56,2025-05-03 22:12:05,2.403,4.08792664,-1.235,32.733,0.0,0.0,12.751190357675425,75.41634063319547,-87.38748054836624,During Launch
57,2025-05-03 22:12:05,2.446,4.92782168,0.676,32.723,0.0,0.0,13.5646298131179,75.67481421749346,-87.30666156321132,During Launch
58,2025-05-03 22:12:06,2.488,5.308399120000001,1.619,32.733,0.0,0.0,14.095234023904526,76.18477380299738,-87.21309734481662,During Launch
59,2025-05-03 22:12:06,2.531,4.28477704,0.436,32.713,0.0,0.0,13.80214517749286,76.45511220801518,-87.20378024601501,During Launch
60,2025-05-03 22:12:06,2.573,5.6430448,1.81,32.716,0.0,0.0,12.950334920240868,76.81678870233611,-87.40302212823552,During Launch
61,2025-05-03 22:12:06,2.616,5.5708663199999995,1.509,32.733,0.0,0.0,12.239302176973075,76.79170175218718,-87.64084275210132,During Launch
62,2025-05-03 22:12:06,2.659,5.29527576,1.11,32.723,0.0,0.0,11.118522456558846,76.57357243667089,-87.97591427114881,During Launch
63,2025-05-03 22:12:06,2.701,4.31758544,-1.0,32.728,0.0,0.0,10.872262169861088,76.45206026267338,-88.10335678144715,During Launch
64,2025-05-03 22:12:06,2.745,3.9698164,-1.019,32.716,0.0,0.0,10.444018257297795,76.33249379407953,-88.20582129664801,During Launch
65,2025-05-03 22:12:06,2.788,5.54790044,1.355,32.726,0.0,0.0,10.319641277057904,76.39838327988286,-88.16736355327119,During Launch
66,2025-05-03 22:12:06,2.831,3.4809712399999997,-0.672,32.738,0.0,0.0,10.309841272207898,76.92440397312036,-87.90386843162896,During Launch
67,2025-05-03 22:12:06,2.875,3.7204725599999997,-1.269,32.733,0.0,0.0,10.898341151766884,77.22204100225963,-87.6334813011143,During Launch
68,2025-05-03 22:12:06,2.918,5.15419964,1.216,32.718,0.0,0.0,14.026239216966454,78.00909458339957,-86.70919701978565,During Launch
69,2025-05-03 22:12:06,2.96,4.55708676,1.585,32.723,0.0,0.0,16.076025667039293,78.43622905693628,-86.14181947735847,During Launch
70,2025-05-03 22:12:06,3.004,4.43569568,-0.671,32.726,0.0,0.0,19.819723468437786,79.12227755620081,-85.30791286502105,During Launch
71,2025-05-03 22:12:06,3.046,5.05905528,-0.365,32.728,0.0,0.0,21.23010779231514,79.34459768116373,-85.07266628601555,During Launch
72,2025-05-03 22:12:06,3.089,4.30446208,0.202,32.721,0.0,0.0,23.479033176837124,79.5123233283432,-85.1630994668141,During Launch
73,2025-05-03 22:12:06,3.133,3.7204725599999997,-1.593,32.733,0.0,0.0,24.710317210026858,79.54338519836145,-85.30249532058255,During Launch
74,2025-05-03 22:12:06,3.175,4.18635184,-0.254,32.723,0.0,0.0,28.967046008320498,79.7737427692543,-85.07352525449787,During Launch
75,2025-05-03 22:12:06,3.218,4.57021012,0.692,32.731,0.0,0.0,31.056181985086507,79.92380073958331,-84.89375300631833,During Launch
76,2025-05-03 22:12:06,3.26,4.08792664,-0.346,32.723,0.0,0.0,33.62466137663387,80.08291392760566,-84.65564487295451,During Launch
77,2025-05-03 22:12:06,3.303,5.784120919999999,1.347,32.721,0.0,0.0,34.352750392446545,80.1470489056692,-84.57335533243884,During Launch
