n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-04-27 21:11:42,0.004,1.55183732,,22.867,-1,-1,0.0,0.0,0.0,Before Launch
1,2025-04-27 21:11:42,0.046,3.1332022,,22.872,-1,-1,0.0,0.0,0.0,Before Launch
2,2025-04-27 21:11:42,0.089,2.0341208,,22.865,-1,-1,0.0,0.0,0.0,Before Launch
3,2025-04-27 21:11:42,0.131,3.4809712399999997,,22.857,-1,-1,0.0,0.0,0.0,Before Launch
4,2025-04-27 21:11:42,0.174,2.04068248,,22.872,-1,-1,0.0,0.0,0.0,Before Launch
5,2025-04-27 21:11:42,0.216,2.76246728,,22.865,0.0,0.0,0.0,0.0,0.0,Before Launch
6,2025-04-27 21:11:42,0.258,2.50656176,,22.855,0.0,0.0,0.0,0.0,0.0,Before Launch
7,2025-04-27 21:11:42,0.301,3.0216536400000003,,22.872,0.0,0.0,0.0,0.0,0.0,Before Launch
8,2025-04-27 21:11:42,0.343,2.40485572,,22.872,0.0,0.0,0.0,0.0,0.0,Before Launch
9,2025-04-27 21:11:42,0.385,3.4809712399999997,,22.857,0.0,0.0,0.0,0.0,0.0,Before Launch
10,2025-04-27 21:11:42,0.428,3.0216536400000003,,22.875,0.0,0.0,0.0,0.0,0.0,Before Launch
11,2025-04-27 21:11:42,0.47,3.9698164,,22.863,0.0,0.0,0.0,0.0,0.0,Before Launch
12,2025-04-27 21:11:42,0.512,2.8871392,,22.87,0.0,0.0,0.0,0.0,0.0,Before Launch
13,2025-04-27 21:11:42,0.555,3.35958016,,22.86,0.0,0.0,0.0,0.0,0.0,Before Launch
14,2025-04-27 21:11:42,0.597,3.61876652,,22.87,0.0,0.0,0.0,0.0,0.0,Before Launch
15,2025-04-27 21:11:42,0.64,3.9632547199999997,,22.855,0.0,0.0,0.0,0.0,0.0,Before Launch
16,2025-04-27 21:11:42,0.682,2.85761164,,22.847,0.0,0.0,0.0,0.0,0.0,Before Launch
17,2025-04-27 21:11:42,0.724,2.8740158399999998,,22.87,0.0,0.0,0.0,0.0,0.0,Before Launch
18,2025-04-27 21:11:42,0.767,2.64435704,,22.867,0.0,0.0,0.0,0.0,0.0,Before Launch
19,2025-04-27 21:11:42,0.809,3.9632547199999997,,22.855,0.0,0.0,0.0,0.0,0.0,Before Launch
20,2025-04-27 21:11:42,0.852,3.5990814799999997,,22.855,0.0,0.0,0.0,0.0,0.0,Before Launch
21,2025-04-27 21:11:42,0.894,3.35958016,,22.86,0.0,0.0,0.0,0.0,0.0,Before Launch
22,2025-04-27 21:11:43,0.937,2.76246728,,22.865,0.0,0.0,0.0,0.0,0.0,Before Launch
23,2025-04-27 21:11:43,0.979,3.8451444799999996,,22.857,0.0,0.0,0.0,0.0,0.0,Before Launch
24,2025-04-27 21:11:43,1.021,2.64435704,,22.867,0.0,0.0,34.36806653945024,-40.00647177315465,33.397303074016506,Before Launch
25,2025-04-27 21:11:43,1.069,3.7237534,2.039,22.86,0.0,0.0,41.17246512593552,-44.333025145998434,40.74255794303994,Before Launch
26,2025-04-27 21:11:43,1.113,2.8740158399999998,-0.243,22.863,0.0,0.0,42.241826415886244,-45.246340035638944,41.723698873190294,Before Launch
27,2025-04-27 21:11:43,1.155,3.12992136,1.028,22.865,0.0,0.0,-24.692832152489224,-69.60939443593065,71.35803372335926,Before Launch
28,2025-04-27 21:11:43,1.197,3.46456704,-0.015,22.867,0.0,0.0,-43.46348650869811,-76.60472801053498,79.25462101212172,Before Launch
29,2025-04-27 21:11:43,1.24,3.5990814799999997,1.462,22.855,0.0,0.0,-67.72490058082772,-85.0762692622822,88.45298746100414,Before Launch
30,2025-04-27 21:11:43,1.282,2.52296596,-0.225,22.87,0.0,0.0,-78.23966007920646,-87.90939190714934,91.35528190364847,Before Launch
31,2025-04-27 21:11:43,1.325,2.6312336800000002,0.117,22.86,0.0,0.0,-101.99111529691434,-92.89134463177852,95.04531494278119,Before Launch
32,2025-04-27 21:11:43,1.367,3.9698164,0.889,22.863,0.0,0.0,-113.83384878199708,-95.0404712779678,95.86452176640758,Before Launch
33,2025-04-27 21:11:43,1.41,2.8740158399999998,0.44,22.863,0.0,0.0,-131.5869061792695,-98.47548019158336,96.85751804717717,Before Launch
34,2025-04-27 21:11:43,1.452,3.46456704,-0.015,22.85,0.0,0.0,-139.37847926470909,-99.89749425412738,96.87984348176708,Before Launch
35,2025-04-27 21:11:43,1.495,4.560367599999999,1.442,22.85,0.0,0.0,-151.76730477815002,-103.06051288574385,97.06076187714899,Before Launch
36,2025-04-27 21:11:43,1.537,5.062336119999999,1.024,22.863,0.0,0.0,-156.85953708691164,-104.72101738778962,97.09166426943175,Before Launch
37,2025-04-27 21:11:43,1.58,3.11351716,0.212,22.857,0.0,0.0,-163.5953531052833,-107.21337573662707,96.93053400063387,During Launch
38,2025-04-27 21:11:43,1.622,1.91601056,-1.353,22.86,0.0,0.0,-165.4355074536158,-107.87456228456698,96.71554138149062,During Launch
39,2025-04-27 21:11:43,1.664,1.92913392,-1.584,22.875,0.0,0.0,-167.77213320749013,-108.40742106761763,95.87781766174015,During Launch
40,2025-04-27 21:11:43,1.707,2.870735,-1.024,22.855,0.0,0.0,-168.666224905552,-108.53537419354382,95.41929861850576,During Launch
41,2025-04-27 21:11:43,1.749,3.0216536400000003,0.154,22.867,0.0,0.0,-166.57851600289376,-108.31555421835657,96.12315817893086,During Launch
42,2025-04-27 21:11:43,1.791,3.25131244,0.354,22.87,0.0,0.0,-163.30384725503376,-107.60192777660009,96.98029074551599,During Launch
43,2025-04-27 21:11:43,1.834,2.99540692,0.329,22.86,0.0,0.0,-150.55319359180731,-103.73537700543757,98.03695157824372,During Launch
44,2025-04-27 21:11:43,1.876,2.29330716,-1.565,22.875,0.0,0.0,-136.999499309525,-100.53183155821371,98.4490421982021,During Launch
45,2025-04-27 21:11:44,1.919,3.25131244,-0.326,22.87,0.0,0.0,-107.38604325308545,-94.13145932641469,99.25209619287436,During Launch
46,2025-04-27 21:11:44,1.961,2.64435704,-0.67,22.867,0.0,0.0,-97.55601121057882,-91.8729936681499,99.46727729145803,During Launch
47,2025-04-27 21:11:44,2.003,1.066273,-1.591,22.87,0.0,0.0,-83.14685521935918,-88.57707954230247,99.61349743962036,During Launch
48,2025-04-27 21:11:44,2.046,2.64435704,-1.125,22.87,0.0,0.0,-78.30671015526639,-87.51501762061643,99.53646213579147,During Launch
49,2025-04-27 21:11:44,2.088,2.64435704,0.0,22.867,0.0,0.0,-72.28957434529336,-85.87301291334957,99.16301683648366,During Launch
50,2025-04-27 21:11:44,2.131,1.7946194800000002,-1.817,22.87,0.0,0.0,-69.4816230176577,-85.19544028644724,98.88909100500398,During Launch
51,2025-04-27 21:11:44,2.173,2.26706044,-0.573,22.87,0.0,0.0,-64.12594036657264,-83.42367385996366,98.3382290393393,During Launch
52,2025-04-27 21:11:44,2.215,2.97572188,-0.145,22.845,0.0,0.0,-62.055360579006624,-82.8890692730935,97.97493077990522,During Launch
53,2025-04-27 21:11:44,2.258,1.9028872,-1.472,22.86,0.0,0.0,-55.814701253633984,-81.87797235662025,97.06647450321535,During Launch
54,2025-04-27 21:11:44,2.3,0.45603676000000004,-2.965,22.867,0.0,0.0,-51.42772497567769,-81.1196112199903,96.81388351782395,During Launch
55,2025-04-27 21:11:44,2.343,0.92847772,-1.503,22.857,0.0,0.0,-44.570896490505895,-80.11571708530614,96.2784625421074,During Launch
56,2025-04-27 21:11:44,2.385,2.26049876,-0.35,22.852,0.0,0.0,-41.56110394669821,-79.44318115297064,95.7853536294211,During Launch
57,2025-04-27 21:11:44,2.428,2.00787408,-1.849,22.85,0.0,0.0,-35.80050514407703,-78.06267961566742,94.9159098901489,During Launch
58,2025-04-27 21:11:44,2.47,1.64370084,-1.161,22.85,0.0,0.0,-33.41094870125632,-77.9852001177776,94.4547316153284,During Launch
59,2025-04-27 21:11:44,2.52,1.8832021599999997,-1.481,22.845,0.0,0.0,-27.31845159378496,-77.8465100840225,93.37170069201875,During Launch
60,2025-04-27 21:11:44,2.563,1.0498688,-3.287,22.855,0.0,0.0,-17.43926122459797,-78.51768528910506,91.90708605637823,During Launch
61,2025-04-27 21:11:44,2.607,1.7650919200000001,-3.082,22.865,0.0,0.0,-11.935412344591988,-78.78862334375958,90.97054186653325,During Launch
62,2025-04-27 21:11:44,2.65,1.40091868,-1.601,22.847,0.0,0.0,-5.247110303934672,-76.56380882659289,89.29984246727128,During Launch
63,2025-04-27 21:11:44,2.693,1.0498688,-0.809,22.855,0.0,0.0,-3.300315999526372,-75.06074942993988,88.46842569671766,During Launch
