n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-04-27 22:39:59,0.004,0.19028872,,24.963,-1,-1,0.0,0.0,0.0,Before Launch
1,2025-04-27 22:39:59,0.047,-0.03937008,,24.968,-1,-1,0.0,0.0,0.0,Before Launch
2,2025-04-27 22:39:59,0.09,-0.65944884,,24.965,-1,-1,0.0,0.0,0.0,Before Launch
3,2025-04-27 22:39:59,0.132,1.16141736,,24.963,-1,-1,0.0,0.0,0.0,Before Launch
4,2025-04-27 22:39:59,0.176,0.3116798,,24.96,-1,-1,0.0,0.0,0.0,Before Launch
5,2025-04-27 22:39:59,0.218,-1.63713916,,24.963,-1,-1,0.0,0.0,0.0,Before Launch
6,2025-04-27 22:39:59,0.26,0.42979004000000004,,24.963,-1,-1,0.0,0.0,0.0,Before Launch
7,2025-04-27 22:39:59,0.303,1.4074803599999999,,24.96,-1,-1,0.0,0.0,0.0,Before Launch
8,2025-04-27 22:40:00,0.345,0.07217847999999999,,24.965,-1,-1,0.0,0.0,0.0,Before Launch
9,2025-04-27 22:40:00,0.388,1.28937012,,24.963,-1,-1,0.0,0.0,0.0,Before Launch
10,2025-04-27 22:40:00,0.43,-0.65944884,,24.965,-1,-1,0.0,0.0,0.0,Before Launch
11,2025-04-27 22:40:00,0.472,1.30577432,,24.97,-1,-1,0.0,0.0,0.0,Before Launch
12,2025-04-27 22:40:00,0.515,-0.7709973999999999,,24.968,-1,-1,0.0,0.0,0.0,Before Launch
13,2025-04-27 22:40:00,0.557,0.20669292,,24.97,0.0,0.0,0.0,0.0,0.0,Before Launch
14,2025-04-27 22:40:00,0.6,0.45275592000000003,,24.973,0.0,0.0,0.0,0.0,0.0,Before Launch
15,2025-04-27 22:40:00,0.642,-0.64632548,,24.973,0.0,0.0,0.0,0.0,0.0,Before Launch
16,2025-04-27 22:40:00,0.685,0.45275592000000003,,24.97,0.0,0.0,0.0,0.0,0.0,Before Launch
17,2025-04-27 22:40:00,0.727,-0.9055118400000001,,24.963,0.0,0.0,0.0,0.0,0.0,Before Launch
18,2025-04-27 22:40:00,0.769,-0.03937008,,24.968,0.0,0.0,0.0,0.0,0.0,Before Launch
19,2025-04-27 22:40:00,0.812,-0.16076116000000001,,24.97,0.0,0.0,0.0,0.0,0.0,Before Launch
20,2025-04-27 22:40:00,0.854,1.7913386400000002,,24.968,0.0,0.0,0.0,0.0,0.0,Before Launch
21,2025-04-27 22:40:00,0.896,0.8038058,,24.965,0.0,0.0,0.0,0.0,0.0,Before Launch
22,2025-04-27 22:40:00,0.939,-0.16076116000000001,,24.97,0.0,0.0,0.0,0.0,0.0,Before Launch
23,2025-04-27 22:40:00,0.981,0.92191604,,24.968,0.0,0.0,0.0,0.0,0.0,Before Launch
24,2025-04-27 22:40:00,1.023,0.43635172,,24.965,0.0,0.0,30.098935163180784,-26.83149541637333,32.76882620116434,Before Launch
25,2025-04-27 22:40:00,1.069,-0.2788714,-0.441,24.973,0.0,0.0,40.166266997431215,-39.56750178077425,40.78289091328425,Before Launch
26,2025-04-27 22:40:00,1.113,-0.2788714,-0.225,24.973,0.0,0.0,41.773774259213916,-41.337607954911476,42.18612776134771,Before Launch
27,2025-04-27 22:40:00,1.155,-0.29527559999999997,0.342,24.965,0.0,0.0,18.18602735417324,-20.71713006082281,108.01412735508733,Before Launch
28,2025-04-27 22:40:00,1.198,-0.16076116000000001,-1.24,24.968,0.0,0.0,11.560859624474178,-15.021826085245038,125.59651347311446,Before Launch
29,2025-04-27 22:40:00,1.24,1.63385832,1.243,24.948,0.0,0.0,3.6029127138601003,-8.117445894152812,147.11608213039452,Before Launch
30,2025-04-27 22:40:00,1.283,-0.40682416,1.155,24.968,0.0,0.0,1.195953371207311,-6.045075662517701,153.66496192720257,Before Launch
31,2025-04-27 22:40:01,1.326,-0.2788714,-0.665,24.97,0.0,0.0,-1.7117249813473683,-3.5138389916933983,161.61074862912812,Before Launch
32,2025-04-27 22:40:01,1.368,0.45275592000000003,-0.896,24.973,0.0,0.0,-2.5554489814599073,-2.7627233274205056,163.93915511659046,Before Launch
33,2025-04-27 22:40:01,1.412,-0.16076116000000001,-0.218,24.97,0.0,0.0,-3.60149800245653,-1.8321685853713434,166.5858038933295,Before Launch
34,2025-04-27 22:40:01,1.454,-1.02690292,-2.173,24.97,0.0,0.0,-3.9314802261891897,-1.5796253693255367,167.38677994705793,Before Launch
