n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
20,2025-02-21 15:29:38,24.307,-0.134,26.851,-1,-1,0.11865234375,-0.010986328125,1.08935546875,During Launch
21,2025-02-21 15:29:39,25.394,-0.125,26.854,-1,-1,0.12646484375,-0.006103515625,1.09765625,During Launch
22,2025-02-21 15:29:40,26.489,0.117,26.858,-1,-1,0.119873046875,-0.00927734375,1.083984375,During Launch
23,2025-02-21 15:29:41,27.573,0.215,26.858,-1,-1,0.127197265625,-0.009033203125,1.1044921875,During Launch
24,2025-02-21 15:29:42,28.659,0.276,26.858,-1,-1,0.118408203125,-0.00341796875,1.082275390625,During Launch
25,2025-02-21 15:29:43,30.146,0.34,26.851,-1,-1,0.1240234375,-0.011474609375,1.087158203125,During Launch
26,2025-02-21 15:29:45,31.232,0.243,26.858,-1,-1,0.125,-0.009033203125,1.093505859375,During Launch
27,2025-02-21 15:29:46,32.318,0.276,26.858,-1,-1,0.1279296875,-0.004150390625,1.1015625,During Launch
28,2025-02-21 15:29:47,33.404,0.127,26.854,-1,-1,0.113525390625,-0.009765625,1.09130859375,During Launch
29,2025-02-21 15:29:48,34.492,0.335,26.861,-1,-1,0.14404296875,-0.01318359375,1.10595703125,During Launch
30,2025-02-21 15:29:49,35.979,0.042,26.858,-1,-1,0.121826171875,-0.010009765625,1.0966796875,During Launch
31,2025-02-21 15:29:50,37.065,0.192,26.854,-1,-1,0.13134765625,-0.006103515625,1.1083984375,During Launch
32,2025-02-21 15:29:51,38.151,0.108,26.863,-1,-1,0.115478515625,-0.013671875,1.09912109375,During Launch
33,2025-02-21 15:29:53,39.237,0.423,26.863,-1,-1,0.10693359375,-0.01513671875,1.091064453125,During Launch
34,2025-02-21 15:29:54,40.324,0.178,26.868,-1,-1,0.11181640625,-0.012451171875,1.09716796875,During Launch
35,2025-02-21 15:29:55,41.813,0.214,26.866,-1,-1,0.113037109375,-0.009033203125,1.098388671875,During Launch
36,2025-02-21 15:29:56,42.899,0.058,26.868,-1,-1,0.1123046875,-0.0126953125,1.101806640625,During Launch
37,2025-02-21 15:29:57,43.985,0.007,26.871,-1,-1,0.134033203125,-0.01220703125,1.09765625,During Launch
38,2025-02-21 15:29:58,45.071,0.082,26.873,-1,-1,0.1240234375,-0.006591796875,1.093017578125,During Launch
39,2025-02-21 15:29:59,46.157,0.031,26.881,-1,-1,0.122802734375,-0.009521484375,1.1015625,During Launch
40,2025-02-21 15:30:01,47.643,0.09,26.873,-1,-1,0.11083984375,-0.011962890625,1.104248046875,During Launch
41,2025-02-21 15:30:02,48.729,-0.159,26.883,-1,-1,0.13134765625,-0.012939453125,1.094482421875,During Launch
42,2025-02-21 15:30:03,49.815,-0.019,26.878,-1,-1,0.12255859375,-0.0087890625,1.105224609375,During Launch
43,2025-02-21 15:30:04,50.901,0.148,26.883,-1,-1,-0.06103515625,0.01513671875,0.96142578125,During Launch
44,2025-02-21 15:30:05,51.987,-0.01,26.873,-1,-1,0.12841796875,-0.013671875,1.108154296875,During Launch
45,2025-02-21 15:30:07,53.473,0.171,26.881,-1,-1,0.12451171875,-0.01171875,1.101318359375,During Launch
46,2025-02-21 15:30:08,54.559,0.036,26.888,-1,-1,0.12744140625,-0.00341796875,1.0888671875,During Launch
47,2025-02-21 15:30:09,55.645,-0.154,26.888,-1,-1,0.126708984375,-0.009033203125,1.097900390625,During Launch
48,2025-02-21 15:30:10,56.731,-0.149,26.891,-1,-1,0.12255859375,-0.00048828125,1.09716796875,During Launch
49,2025-02-21 15:30:11,57.817,-0.154,26.888,-1,-1,0.126220703125,-0.01123046875,1.098388671875,During Launch
50,2025-02-21 15:30:13,59.303,0.059,26.886,-1,-1,0.12548828125,-0.009765625,1.09716796875,During Launch
51,2025-02-21 15:30:14,60.389,0.153,26.893,-1,-1,0.11328125,-0.00146484375,1.0927734375,During Launch
52,2025-02-21 15:30:15,61.475,0.008,26.888,-1,-1,0.135498046875,-0.00341796875,1.096923828125,During Launch
53,2025-02-21 15:30:16,62.562,0.055,26.881,-1,-1,0.13134765625,-0.013427734375,1.10302734375,During Launch
54,2025-02-21 15:30:17,63.65,0.028,26.891,-1,-1,0.12109375,-0.006103515625,1.10107421875,During Launch
55,2025-02-21 15:30:18,65.137,-0.051,26.893,-1,-1,0.1220703125,-0.006103515625,1.081298828125,During Launch
56,2025-02-21 15:30:20,66.224,-0.035,26.903,-1,-1,0.120361328125,-0.005859375,1.088623046875,After Launch
57,2025-02-21 15:30:21,67.31,0.139,26.901,-1,-1,0.126953125,-0.00732421875,1.094970703125,After Launch
58,2025-02-21 15:30:22,68.396,-0.194,26.901,-1,-1,0.125732421875,-0.010009765625,1.09375,After Launch
59,2025-02-21 15:30:23,69.482,-0.001,26.898,-1,-1,0.12548828125,-0.010498046875,1.078369140625,After Launch
60,2025-02-21 15:30:24,70.968,0.153,26.903,-1,-1,0.11083984375,-0.007568359375,1.0966796875,After Launch
61,2025-02-21 15:30:25,72.054,0.202,26.911,-1,-1,0.131103515625,-0.01025390625,1.089111328125,After Launch
62,2025-02-21 15:30:26,73.14,0.052,26.906,-1,-1,0.13671875,-0.01123046875,1.09716796875,After Launch
63,2025-02-21 15:30:28,74.226,0.019,26.903,-1,-1,0.125244140625,-0.002685546875,1.097412109375,After Launch
64,2025-02-21 15:30:29,75.312,-0.191,26.893,-1,-1,0.138916015625,-0.007568359375,1.109130859375,After Launch
65,2025-02-21 15:30:30,76.798,0.075,26.898,-1,-1,0.12646484375,-0.010009765625,1.0947265625,After Launch
66,2025-02-21 15:30:31,77.884,-0.032,26.886,-1,-1,0.126708984375,-0.000244140625,1.093017578125,After Launch
67,2025-02-21 15:30:32,78.972,0.064,26.893,-1,-1,0.124755859375,-0.00439453125,1.0947265625,After Launch
