n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 15:29:14,0.986,0.073,26.883,-1,-1,0.041015625,-0.169677734375,1.074462890625,Before Launch
1,2025-02-21 15:29:15,2.072,0.226,26.888,-1,-1,-0.060791015625,0.01123046875,1.1064453125,Before Launch
2,2025-02-21 15:29:16,3.158,0.388,26.876,-1,-1,-0.04638671875,-0.164794921875,1.00390625,Before Launch
3,2025-02-21 15:29:18,4.244,0.81,26.871,-1,-1,-0.05615234375,-0.163330078125,1.06884765625,Before Launch
4,2025-02-21 15:29:19,5.33,0.927,26.868,-1,-1,-0.135498046875,-0.13330078125,1.054931640625,Before Launch
5,2025-02-21 15:29:20,6.816,1.229,26.871,-1,-1,0.06884765625,-0.11376953125,1.04052734375,Before Launch
6,2025-02-21 15:29:21,7.903,0.549,26.863,-1,-1,0.09130859375,-0.1162109375,0.864990234375,During Launch
7,2025-02-21 15:29:22,8.989,0.354,26.856,-1,-1,-0.066650390625,-0.19482421875,1.0068359375,During Launch
8,2025-02-21 15:29:23,10.075,0.07,26.856,-1,-1,0.1953125,0.050537109375,1.260986328125,During Launch
9,2025-02-21 15:29:24,11.161,-0.089,26.848,-1,-1,0.17333984375,0.025390625,1.223876953125,During Launch
10,2025-02-21 15:29:26,12.647,0.181,26.856,-1,-1,0.064208984375,0.07958984375,1.120361328125,During Launch
11,2025-02-21 15:29:27,13.733,-0.059,26.854,-1,-1,0.112060546875,0.0185546875,1.10400390625,During Launch
12,2025-02-21 15:29:28,14.819,0.07,26.861,-1,-1,-0.007568359375,-0.00390625,0.9716796875,During Launch
13,2025-02-21 15:29:29,15.905,-0.212,26.846,-1,-1,0.105712890625,0.076171875,1.088623046875,During Launch
14,2025-02-21 15:29:30,16.991,0.04,26.846,-1,-1,0.20263671875,-0.034912109375,1.08837890625,During Launch
15,2025-02-21 15:29:32,18.477,0.107,26.841,-1,-1,0.125244140625,-0.00927734375,1.09765625,During Launch
16,2025-02-21 15:29:33,19.563,0.196,26.854,-1,-1,0.122802734375,-0.015380859375,1.109130859375,During Launch
17,2025-02-21 15:29:34,20.649,0.046,26.846,-1,-1,0.123291015625,-0.012939453125,1.10546875,During Launch
18,2025-02-21 15:29:35,21.735,0.26,26.851,-1,-1,0.11279296875,-0.0107421875,1.10546875,During Launch
19,2025-02-21 15:29:36,22.821,0.213,26.851,-1,-1,0.139892578125,-0.015625,1.104248046875,During Launch
