n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 23:05:39,0.403,-0.16732284,,22.143,-1,-1,0.0,0.0,Before Launch
1,2025-03-19 23:05:39,0.407,-0.16732284,0.0,22.143,-1,-1,0.0,0.0,Before Launch
2,2025-03-19 23:05:39,0.41,-0.16732284,0.0,22.143,-1,-1,0.0,0.0,Before Launch
3,2025-03-19 23:05:39,0.414,-0.16732284,0.0,22.143,-1,-1,0.0,0.0,Before Launch
4,2025-03-19 23:05:39,0.417,-0.16732284,0.0,22.143,-1,-1,0.0,0.0,Before Launch
5,2025-03-19 23:05:40,0.82,0.09186352,0.643,22.138,-1,-1,0.0,0.0,Before Launch
6,2025-03-19 23:05:40,0.824,0.09186352,0.0,22.138,-1,-1,0.0,0.0,Before Launch
7,2025-03-19 23:05:40,0.827,0.09186352,0.0,22.138,-1,-1,0.0,0.0,Before Launch
8,2025-03-19 23:05:40,0.83,0.09186352,0.0,22.138,-1,-1,0.0,0.0,Before Launch
9,2025-03-19 23:05:40,0.834,0.09186352,0.0,22.141,-1,-1,0.0,0.0,Before Launch
10,2025-03-19 23:05:40,1.241,-1.22047248,-3.224,22.146,-1,-1,13.289724229486334,-16.818706539109762,Before Launch
11,2025-03-19 23:05:40,1.244,-1.22047248,0.0,22.146,-1,-1,13.289724229486334,-16.818706539109762,Before Launch
12,2025-03-19 23:05:40,1.247,-1.22047248,0.0,22.146,-1,-1,13.289724229486334,-16.818706539109762,Before Launch
13,2025-03-19 23:05:40,1.25,-1.22047248,0.0,22.146,-1,-1,13.289724229486334,-16.818706539109762,Before Launch
14,2025-03-19 23:05:40,1.254,-1.22047248,0.0,22.146,-1,-1,13.289724229486334,-16.818706539109762,Before Launch
15,2025-03-19 23:05:40,1.657,-1.01049872,0.521,22.146,-1,-1,0.7331043015535412,-5.851266652118464,Before Launch
16,2025-03-19 23:05:40,1.66,-1.01049872,0.0,22.146,-1,-1,0.7331043015535412,-5.851266652118464,Before Launch
17,2025-03-19 23:05:40,1.663,-1.01049872,0.0,22.146,-1,-1,0.7331043015535412,-5.851266652118464,Before Launch
18,2025-03-19 23:05:40,1.666,-1.01049872,0.0,22.146,-1,-1,0.7331043015535412,-5.851266652118464,Before Launch
19,2025-03-19 23:05:40,1.67,-1.04658796,-9.022,22.145,-1,-1,0.7331043015535412,-5.851266652118464,Before Launch
20,2025-03-19 23:05:41,2.073,-0.5577428,1.213,22.146,-1,-1,0.5906019061466313,-5.759232761719494,Before Launch
21,2025-03-19 23:05:41,2.076,-0.5577428,0.0,22.146,-1,-1,0.5906019061466313,-5.759232761719494,Before Launch
22,2025-03-19 23:05:41,2.079,-0.5577428,0.0,22.146,-1,-1,0.5906019061466313,-5.759232761719494,Before Launch
23,2025-03-19 23:05:41,2.083,-0.5577428,0.0,22.146,-1,-1,0.5906019061466313,-5.759232761719494,Before Launch
24,2025-03-19 23:05:41,2.086,-0.5577428,0.0,22.146,-1,-1,0.5906019061466313,-5.759232761719494,Before Launch
25,2025-03-19 23:05:41,2.489,0.06889764000000001,1.555,22.144,-1,-1,0.5662474939782242,-5.755997608439217,Before Launch
26,2025-03-19 23:05:41,2.492,0.06889764000000001,0.0,22.144,-1,-1,0.5662474939782242,-5.755997608439217,Before Launch
27,2025-03-19 23:05:41,2.496,0.06889764000000001,0.0,22.144,-1,-1,0.5662474939782242,-5.755997608439217,Before Launch
28,2025-03-19 23:05:41,2.499,0.06889764000000001,0.0,22.144,-1,-1,0.5662474939782242,-5.755997608439217,Before Launch
29,2025-03-19 23:05:41,2.502,0.06889764000000001,0.0,22.144,-1,-1,0.5662474939782242,-5.755997608439217,Before Launch
30,2025-03-19 23:05:42,2.911,-0.46916011999999996,-1.316,22.148,-1,-1,0.6023498006213888,-5.7744909112713545,Before Launch
31,2025-03-19 23:05:42,2.914,-0.46916011999999996,0.0,22.148,-1,-1,0.6023498006213888,-5.7744909112713545,Before Launch
32,2025-03-19 23:05:42,2.917,-0.46916011999999996,0.0,22.148,-1,-1,0.6023498006213888,-5.7744909112713545,Before Launch
33,2025-03-19 23:05:42,2.92,-0.46916011999999996,0.0,22.148,-1,-1,0.6023498006213888,-5.7744909112713545,Before Launch
34,2025-03-19 23:05:42,2.924,-0.46916011999999996,0.0,22.148,-1,-1,0.6023498006213888,-5.7744909112713545,Before Launch
35,2025-03-19 23:05:42,3.327,-0.16404200000000002,0.757,22.151,-1,-1,0.5376595157234633,-5.728387080622128,Before Launch
36,2025-03-19 23:05:42,3.33,-0.16404200000000002,0.0,22.151,-1,-1,0.5376595157234633,-5.728387080622128,Before Launch
37,2025-03-19 23:05:42,3.334,-0.16404200000000002,0.0,22.151,-1,-1,0.5376595157234633,-5.728387080622128,Before Launch
38,2025-03-19 23:05:42,3.337,-0.16404200000000002,0.0,22.151,-1,-1,0.5376595157234633,-5.728387080622128,Before Launch
39,2025-03-19 23:05:42,3.34,-0.52821524,-121.391,22.147,-1,-1,0.5376595157234633,-5.728387080622128,Before Launch
40,2025-03-19 23:05:42,3.743,-0.39698163999999997,0.326,22.158,-1,-1,0.5731247431933721,-5.740237098314128,Before Launch
41,2025-03-19 23:05:42,3.747,-0.39698163999999997,0.0,22.158,-1,-1,0.5731247431933721,-5.740237098314128,Before Launch
42,2025-03-19 23:05:42,3.75,-0.39698163999999997,0.0,22.158,-1,-1,0.5731247431933721,-5.740237098314128,Before Launch
43,2025-03-19 23:05:42,3.753,-0.39698163999999997,0.0,22.158,-1,-1,0.5731247431933721,-5.740237098314128,Before Launch
44,2025-03-19 23:05:42,3.756,-0.39698163999999997,0.0,22.158,-1,-1,0.5731247431933721,-5.740237098314128,Before Launch
45,2025-03-19 23:05:43,4.159,-0.19685039999999998,0.497,22.146,-1,-1,0.5163197640684298,-5.690347994516822,Before Launch
46,2025-03-19 23:05:43,4.163,-0.19685039999999998,0.0,22.146,-1,-1,0.5163197640684298,-5.690347994516822,Before Launch
47,2025-03-19 23:05:43,4.166,-0.19685039999999998,0.0,22.146,-1,-1,0.5163197640684298,-5.690347994516822,Before Launch
48,2025-03-19 23:05:43,4.169,-0.19685039999999998,0.0,22.146,-1,-1,0.5163197640684298,-5.690347994516822,Before Launch
49,2025-03-19 23:05:43,4.172,-0.19685039999999998,0.0,22.146,-1,-1,0.5163197640684298,-5.690347994516822,Before Launch
50,2025-03-19 23:05:43,4.581,0.01968504,0.529,22.147,-1,-1,0.6108570165940048,-5.724774520946202,Before Launch
51,2025-03-19 23:05:43,4.584,0.01968504,0.0,22.147,-1,-1,0.6108570165940048,-5.724774520946202,Before Launch
52,2025-03-19 23:05:43,4.587,0.01968504,0.0,22.147,-1,-1,0.6108570165940048,-5.724774520946202,Before Launch
53,2025-03-19 23:05:43,4.596,0.01968504,0.0,22.147,-1,-1,0.6149144334629232,-5.753892834243657,Before Launch
54,2025-03-19 23:05:43,4.601,0.01968504,0.0,22.147,-1,-1,0.6149144334629232,-5.753892834243657,Before Launch
55,2025-03-19 23:05:44,5.011,-0.42979004000000004,-1.096,22.153,-1,-1,0.5793446220194042,-5.697839742693738,Before Launch
56,2025-03-19 23:05:44,5.016,-0.42979004000000004,0.0,22.153,-1,-1,0.5793446220194042,-5.697839742693738,Before Launch
57,2025-03-19 23:05:44,5.019,-0.42979004000000004,0.0,22.153,-1,-1,0.5793446220194042,-5.697839742693738,Before Launch
58,2025-03-19 23:05:44,5.023,-0.42979004000000004,0.0,22.153,-1,-1,0.5793446220194042,-5.697839742693738,Before Launch
59,2025-03-19 23:05:44,5.026,-0.42979004000000004,0.0,22.153,-1,-1,0.5793446220194042,-5.697839742693738,Before Launch
60,2025-03-19 23:05:44,5.429,0.43635172,2.149,22.148,-1,-1,0.5828675707002094,-5.7377904781152225,Before Launch
61,2025-03-19 23:05:44,5.432,0.43635172,0.0,22.148,-1,-1,0.5828675707002094,-5.7377904781152225,Before Launch
62,2025-03-19 23:05:44,5.436,0.43635172,0.0,22.148,-1,-1,0.5828675707002094,-5.7377904781152225,Before Launch
63,2025-03-19 23:05:44,5.439,0.43635172,0.0,22.148,-1,-1,0.5828675707002094,-5.7377904781152225,Before Launch
64,2025-03-19 23:05:44,5.442,0.43635172,0.0,22.148,-1,-1,0.5828675707002094,-5.7377904781152225,Before Launch
65,2025-03-19 23:05:45,5.845,0.17060367999999998,-0.659,22.15,-1,-1,0.6126519525479245,-5.7610963138229945,Before Launch
66,2025-03-19 23:05:45,5.848,-0.24934383999999998,-139.983,22.153,-1,-1,0.6126519525479245,-5.7610963138229945,Before Launch
67,2025-03-19 23:05:45,5.852,-0.24934383999999998,0.0,22.153,-1,-1,0.6126519525479245,-5.7610963138229945,Before Launch
68,2025-03-19 23:05:45,5.855,-0.24934383999999998,0.0,22.153,-1,-1,0.6126519525479245,-5.7610963138229945,Before Launch
69,2025-03-19 23:05:45,5.858,-0.24934383999999998,0.0,22.153,-1,-1,0.6126519525479245,-5.7610963138229945,Before Launch
70,2025-03-19 23:05:45,6.261,0.9842519999999999,3.061,22.15,-1,-1,0.6159947799542169,-5.721117529391161,Before Launch
71,2025-03-19 23:05:45,6.264,0.9842519999999999,0.0,22.15,-1,-1,0.6159947799542169,-5.721117529391161,Before Launch
72,2025-03-19 23:05:45,6.268,0.9842519999999999,0.0,22.15,-1,-1,0.6159947799542169,-5.721117529391161,Before Launch
73,2025-03-19 23:05:45,6.271,0.9842519999999999,0.0,22.15,-1,-1,0.6159947799542169,-5.721117529391161,Before Launch
74,2025-03-19 23:05:45,6.274,0.9842519999999999,0.0,22.15,-1,-1,0.6159947799542169,-5.721117529391161,Before Launch
75,2025-03-19 23:05:45,6.677,0.19685039999999998,-1.954,22.149,-1,-1,0.5685214466444779,-5.763622968075188,Before Launch
76,2025-03-19 23:05:45,6.681,0.19685039999999998,0.0,22.149,-1,-1,0.5685214466444779,-5.763622968075188,Before Launch
77,2025-03-19 23:05:45,6.684,0.46916011999999996,90.77,22.149,-1,-1,0.5685214466444779,-5.763622968075188,Before Launch
