n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 02:29:46,0.536,-0.018,19.276,-1,-1,0.075439453125,-1.004150390625,0.213623046875,Before Launch
1,2025-02-22 02:29:47,1.536,0.08,19.278,-119.750007,36.81438833333333,0.075439453125,-1.011474609375,0.210693359375,Before Launch
2,2025-02-22 02:29:48,2.536,0.0,19.268,-119.7500055,36.814386166666665,0.068603515625,-1.00341796875,0.216552734375,Before Launch
3,2025-02-22 02:29:49,3.54,-0.032,19.271,-119.75000466666667,36.81438416666667,0.078369140625,-0.998779296875,0.220703125,Before Launch
4,2025-02-22 02:29:50,4.536,0.087,19.276,-119.7500015,36.8143805,0.07421875,-1.003662109375,0.2177734375,Before Launch
5,2025-02-22 02:29:51,5.537,-0.014,19.268,-1,-1,0.072265625,-1.00634765625,0.2138671875,Before Launch
6,2025-02-22 02:29:52,6.538,-0.071,19.281,-119.75000083333333,36.8143795,0.07080078125,-1.004150390625,0.217041015625,Before Launch
7,2025-02-22 02:29:53,7.536,0.192,19.278,-119.74999916666667,36.81437833333333,0.074951171875,-1.001708984375,0.23095703125,Before Launch
8,2025-02-22 02:29:54,8.537,-0.057,19.281,-119.74999866666667,36.81437733333333,0.07666015625,-1.003173828125,0.231689453125,Before Launch
9,2025-02-22 02:29:55,9.534,0.165,19.276,-119.74999616666666,36.814374666666666,0.071044921875,-0.998779296875,0.216796875,Before Launch
10,2025-02-22 02:29:56,10.537,0.069,19.276,-1,-1,0.049072265625,-1.003173828125,0.23779296875,Before Launch
11,2025-02-22 02:29:57,11.536,-0.066,19.293,-119.74999316666667,36.814372666666664,0.0908203125,-1.001708984375,0.236083984375,Before Launch
12,2025-02-22 02:29:58,12.538,0.11,19.276,-119.74999116666666,36.81436816666667,-0.453857421875,-0.704345703125,0.588623046875,Before Launch
13,2025-02-22 02:29:59,13.536,0.513,19.268,-119.7499885,36.814357666666666,-0.0673828125,0.031982421875,1.181396484375,Before Launch
14,2025-02-22 02:30:00,14.536,0.595,19.263,-119.74999,36.81435966666667,0.07763671875,0.185302734375,1.108642578125,Before Launch
15,2025-02-22 02:30:01,15.536,0.646,19.276,-1,-1,-0.20068359375,0.129150390625,1.131103515625,Before Launch
16,2025-02-22 02:30:02,16.536,0.431,19.296,-119.74998866666667,36.81435833333333,-0.06640625,0.318359375,1.03466796875,Before Launch
17,2025-02-22 02:30:03,17.537,0.421,19.298,-119.749988,36.814357,-0.161376953125,0.32958984375,1.0830078125,Before Launch
18,2025-02-22 02:30:04,18.537,0.769,19.303,-119.749988,36.8143555,-0.018798828125,0.17333984375,1.0908203125,Before Launch
19,2025-02-22 02:30:05,19.538,0.616,19.311,-119.7499855,36.81435033333333,-0.20556640625,0.273193359375,1.195068359375,Before Launch
20,2025-02-22 02:30:06,20.537,0.518,19.326,-1,-1,-0.10498046875,0.14013671875,1.0498046875,Before Launch
21,2025-02-22 02:30:07,21.536,0.358,19.333,-119.74997583333334,36.814350166666664,-0.014404296875,0.19921875,1.0478515625,Before Launch
22,2025-02-22 02:30:08,22.536,0.523,19.34,-119.7499745,36.814350833333336,0.056640625,0.1943359375,0.819091796875,Before Launch
23,2025-02-22 02:30:09,23.537,0.468,19.343,-119.74997283333333,36.8143435,-0.0625,0.232421875,1.20068359375,Before Launch
24,2025-02-22 02:30:10,24.537,0.805,19.373,-119.74997083333334,36.814339833333335,-0.179443359375,0.253173828125,1.19921875,Before Launch
25,2025-02-22 02:30:11,25.536,0.306,19.393,-1,-1,-0.096923828125,0.204833984375,1.092041015625,Before Launch
26,2025-02-22 02:30:12,26.537,0.226,19.415,-119.74996933333334,36.814335666666665,0.016357421875,0.161376953125,1.052490234375,Before Launch
27,2025-02-22 02:30:13,27.535,0.288,19.413,-119.7499675,36.8143375,-0.01806640625,0.149169921875,1.08544921875,Before Launch
28,2025-02-22 02:30:14,28.537,0.575,19.425,-119.749969,36.814349666666665,0.122314453125,0.21533203125,1.087890625,Before Launch
29,2025-02-22 02:30:15,29.537,0.646,19.443,-119.74996883333333,36.814352166666666,0.059326171875,0.259033203125,1.08349609375,Before Launch
30,2025-02-22 02:30:16,30.532,0.733,19.463,-1,-1,,,,Before Launch
31,2025-02-22 02:30:17,31.532,0.672,19.48,-119.7499695,36.814351,,,,Before Launch
32,2025-02-22 02:30:18,32.532,0.535,19.493,-119.74996883333333,36.81435,,,,Before Launch
33,2025-02-22 02:30:19,33.531,0.665,19.503,-119.74997016666667,36.81435033333333,,,,Before Launch
34,2025-02-22 02:30:20,34.532,0.634,19.518,-119.74997083333334,36.814349166666666,,,,Before Launch
35,2025-02-22 02:30:21,35.531,0.527,19.525,-1,-1,,,,Before Launch
36,2025-02-22 02:30:22,36.531,0.733,19.553,-119.74997016666667,36.81434466666666,,,,Before Launch
37,2025-02-22 02:30:23,37.533,0.784,19.547,-119.74996783333333,36.814341666666664,,,,Before Launch
38,2025-02-22 02:30:24,38.534,0.841,19.565,-119.74996616666667,36.814341,0.0,0.0,0.0,Before Launch
39,2025-02-22 02:30:25,39.536,0.802,19.582,-119.74996466666667,36.814340333333334,0.0,0.0,0.0,Before Launch
40,2025-02-22 02:30:26,40.54,1.017,19.737,-1,-1,0.0,0.0,0.0,Before Launch
41,2025-02-22 02:30:26,41.149,0.668,19.899,-1,-1,0.0,0.0,0.0,Before Launch
42,2025-02-22 02:30:27,41.735,0.836,20.049,-1,-1,0.0,0.0,0.0,Before Launch
43,2025-02-22 02:30:28,42.508,-0.03,20.211,0.0,0.0,0.0,0.0,0.0,Before Launch
44,2025-02-22 02:30:29,43.538,-1,-1,-119.7499655,36.814328,0.0,0.0,0.0,Before Launch
45,2025-02-22 02:30:30,44.537,-1,-1,-119.74996916666667,36.81432016666667,0.0,0.0,0.0,Before Launch
46,2025-02-22 02:30:31,45.534,-1,-1,-119.74996166666666,36.8143095,0.0,0.0,0.0,Before Launch
47,2025-02-22 02:30:32,46.536,-1,-1,-119.74996,36.814306333333334,0.0,0.0,0.0,Before Launch
48,2025-02-22 02:30:33,47.537,-1,-1,-119.74995566666666,36.8142975,0.0,0.0,0.0,Before Launch
49,2025-02-22 02:30:34,48.538,-1,-1,-119.749956,36.814294,0.0,0.0,0.0,Before Launch
50,2025-02-22 02:30:35,49.537,-1,-1,-119.74995416666667,36.81428983333333,0.0,0.0,0.0,Before Launch
51,2025-02-22 02:30:36,50.536,-1,-1,-119.74995366666667,36.814288,0.0,0.0,0.0,Before Launch
52,2025-02-22 02:30:37,51.537,-1,-1,-119.7499565,36.81428866666667,0.0,0.0,0.0,Before Launch
