n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 23:47:01,0.5,-0.018,22.301,-1,-1,0.10595703125,0.0888671875,1.1083984375,Before Launch
1,2025-02-21 23:47:02,1.395,-0.098,22.314,-119.74996133333333,36.814356333333336,0.120361328125,0.078369140625,1.114013671875,Before Launch
2,2025-02-21 23:47:03,2.396,-0.169,22.281,-119.749965,36.814369,0.111328125,-0.131591796875,1.01708984375,Before Launch
3,2025-02-21 23:47:04,3.397,-0.27,22.296,-119.74995383333334,36.81435416666667,0.11474609375,-0.09814453125,1.10986328125,Before Launch
4,2025-02-21 23:47:05,4.396,-0.155,22.301,-119.74995316666667,36.81436183333334,0.286865234375,0.648681640625,0.829345703125,Before Launch
5,2025-02-21 23:47:06,5.397,0.045,22.276,-1,-1,0.13818359375,0.17822265625,1.0927734375,Before Launch
6,2025-02-21 23:47:07,6.397,-0.012,22.281,-119.74994016666666,36.81434016666667,0.14306640625,-0.921875,0.726806640625,Before Launch
7,2025-02-21 23:47:08,7.398,0.22,22.276,-119.7499195,36.81430183333333,0.39794921875,-0.85693359375,0.8017578125,Before Launch
8,2025-02-21 23:47:09,8.395,0.925,22.249,-119.749945,36.81431966666667,-0.0693359375,-0.9990234375,0.192626953125,Before Launch
9,2025-02-21 23:47:10,9.397,1.22,22.251,-119.74993833333333,36.814309,0.1357421875,-0.439697265625,-0.975830078125,Before Launch
10,2025-02-21 23:47:11,10.397,1.674,22.261,-1,-1,0.00048828125,0.232421875,-0.882080078125,Before Launch
11,2025-02-21 23:47:12,11.396,1.784,22.266,-119.74995033333333,36.81429766666667,0.0341796875,0.492431640625,-0.849365234375,Before Launch
12,2025-02-21 23:47:13,12.396,1.927,22.269,-119.74994033333333,36.8142825,0.1015625,0.44287109375,-0.753173828125,Before Launch
13,2025-02-21 23:47:14,13.398,1.853,22.269,-119.74991983333334,36.8142725,0.00634765625,0.64404296875,-0.70068359375,Before Launch
14,2025-02-21 23:47:15,14.398,1.596,22.266,-119.74990966666667,36.8142685,0.204833984375,0.404296875,-0.75048828125,Before Launch
15,2025-02-21 23:47:16,15.398,2.141,22.251,-1,-1,0.13720703125,0.578857421875,-0.642822265625,Before Launch
16,2025-02-21 23:47:17,16.397,2.296,22.276,-119.74989933333333,36.81426866666666,0.208740234375,0.581298828125,-0.7080078125,During Launch
17,2025-02-21 23:47:18,17.397,2.536,22.264,-119.7498985,36.81426916666667,0.20263671875,0.589111328125,-0.729736328125,During Launch
18,2025-02-21 23:47:19,18.397,2.421,22.259,-119.7498985,36.814262666666664,0.1806640625,0.6015625,-0.69873046875,During Launch
19,2025-02-21 23:47:20,19.395,2.129,22.264,-119.74989733333334,36.8142595,0.21923828125,0.647705078125,-0.6982421875,During Launch
20,2025-02-21 23:47:21,20.397,2.586,22.274,-1,-1,0.208251953125,0.60791015625,-0.614013671875,During Launch
21,2025-02-21 23:47:22,21.396,2.206,22.286,-119.7499035,36.814264666666666,0.401123046875,0.184814453125,-0.730224609375,During Launch
22,2025-02-21 23:47:23,22.396,1.301,22.276,-119.7499075,36.814265166666665,-0.8876953125,0.09814453125,-0.982666015625,During Launch
23,2025-02-21 23:47:24,23.396,0.98,22.264,-119.74990083333333,36.81426883333334,-0.446044921875,-0.801513671875,-0.224609375,During Launch
24,2025-02-21 23:47:25,24.396,-0.019,22.254,-119.74989783333334,36.814265166666665,-0.161865234375,-0.888916015625,0.470458984375,During Launch
25,2025-02-21 23:47:26,25.396,-0.15,22.241,-1,-1,0.060791015625,-0.916748046875,0.425537109375,During Launch
26,2025-02-21 23:47:27,26.395,-0.091,22.241,-119.749895,36.81426283333333,0.074462890625,-1.0224609375,0.0615234375,During Launch
27,2025-02-21 23:47:28,27.396,-0.352,22.211,-119.74988783333333,36.814260833333336,0.03759765625,-1.0224609375,0.0625,During Launch
28,2025-02-21 23:47:29,28.396,-0.126,22.219,-119.74987616666667,36.81425433333333,0.064697265625,-1.009033203125,0.0791015625,During Launch
29,2025-02-21 23:47:30,29.396,-0.256,22.229,-119.749872,36.814249333333336,0.057373046875,-1.0244140625,0.072998046875,During Launch
30,2025-02-21 23:47:31,30.395,-0.154,22.226,-1,-1,0.06494140625,-1.011474609375,0.069580078125,During Launch
31,2025-02-21 23:47:32,31.396,-0.33,22.239,-119.74986516666667,36.814239,0.06005859375,-1.00732421875,0.069091796875,During Launch
32,2025-02-21 23:47:33,32.395,-0.218,22.224,-119.749861,36.814231166666666,0.059814453125,-1.00537109375,0.0830078125,After Launch
33,2025-02-21 23:48:15,74.392,-0.257,21.71,-119.7499225,36.814231,0.06396484375,-1.013671875,0.08935546875,After Launch
