n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 13:45:48,0.832,0.459,35.602,0.0,0.0,-0.716064453125,0.29736328125,-0.079345703125,Before Launch
1,2025-02-22 13:45:49,1.683,1.913,35.589,0.0,0.0,-0.73046875,0.27001953125,-0.001953125,Before Launch
2,2025-02-22 13:45:50,2.681,2.35,35.567,0.0,0.0,-0.865966796875,0.248046875,0.07763671875,During Launch
3,2025-02-22 13:45:51,3.681,1.949,35.577,0.0,0.0,-0.936279296875,0.231201171875,0.028564453125,During Launch
4,2025-02-22 13:45:52,4.685,1.898,35.587,0.0,0.0,-0.868896484375,0.537841796875,-0.043212890625,During Launch
5,2025-02-22 13:45:53,5.681,0.575,35.599,-1,-1,0.01416015625,1.076904296875,0.243408203125,During Launch
6,2025-02-22 13:45:54,6.767,0.001,35.622,-1,-1,-0.044189453125,0.853515625,0.443359375,During Launch
7,2025-02-22 13:45:55,7.683,0.208,35.629,0.0,0.0,-0.0361328125,0.6435546875,-0.631591796875,During Launch
8,2025-02-22 13:45:56,8.683,-0.099,35.619,0.0,0.0,0.009521484375,-0.65283203125,-0.695556640625,During Launch
9,2025-02-22 13:45:57,9.683,-0.181,35.622,0.0,0.0,0.010986328125,-0.627197265625,-0.714599609375,During Launch
10,2025-02-22 13:45:58,10.683,0.093,35.619,-1,-1,0.00341796875,-0.6259765625,-0.723388671875,During Launch
11,2025-02-22 13:45:59,11.682,0.002,35.629,0.0,0.0,0.0087890625,-0.626220703125,-0.716796875,During Launch
12,2025-02-22 13:46:00,12.768,0.305,35.624,-1,-1,0.0087890625,-0.626708984375,-0.71337890625,During Launch
13,2025-02-22 13:46:01,13.683,0.087,35.632,0.0,0.0,0.007080078125,-0.628662109375,-0.71875,During Launch
14,2025-02-22 13:46:02,14.683,0.077,35.632,0.0,0.0,0.0126953125,-0.625244140625,-0.716552734375,During Launch
15,2025-02-22 13:46:03,15.682,0.011,35.637,-1,-1,0.001220703125,-0.623291015625,-0.70751953125,After Launch
