n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-05-04 00:54:45,0.154,0.00328084,,27.609,-1,-1,4.524433814076615,-4.880597335752237,4.717202860732375,Before Launch
1,2025-05-04 00:54:45,1.454,0.02624672,,27.609,-1,-1,12.395829359217991,-12.729017743945047,12.568411763503779,Before Launch
2,2025-05-04 00:54:45,1.504,0.99409452,,27.604,-1,-1,27.059707996998675,-27.22192926641656,27.07452938090086,Before Launch
3,2025-05-04 00:54:45,1.566,0.37401576000000003,,27.602,-1,-1,20.717996495503996,22.54971200125475,-28.947570644887907,Before Launch
4,2025-05-04 00:54:46,1.621,0.49540683999999996,,27.617,-1,-1,16.681773179776048,49.17838111015776,-59.18863743868362,Before Launch
5,2025-05-04 00:54:46,1.711,-0.5839895199999999,,27.612,-1,-1,15.328934167024315,57.05259523268626,-68.31228856736124,Before Launch
6,2025-05-04 00:54:46,1.858,0.40682416,,27.617,-1,-1,13.683440387631842,67.05849755075145,-79.79498022645647,Before Launch
7,2025-05-04 00:54:46,1.93,-1.4435696,,27.617,-1,-1,13.47481885393167,70.10221306792168,-83.31494477781654,Before Launch
8,2025-05-04 00:54:46,2.014,0.99409452,,27.617,-1,-1,13.054157149902307,71.98570284282717,-85.23462288238645,Before Launch
9,2025-05-04 00:54:46,2.095,-0.0164042,,27.607,-1,-1,12.838733772565774,72.27501213953863,-85.56687377411036,Before Launch
10,2025-05-04 00:54:46,2.149,0.28543308,,27.619,-1,-1,12.430279880842043,72.64446770008585,-86.00120822448851,Before Launch
11,2025-05-04 00:54:46,2.198,-0.31496064,,27.624,-1,-1,12.175359848028984,72.870507439564,-86.23971534722426,Before Launch
12,2025-05-04 00:54:46,2.242,-0.7053806,,27.617,0.0,0.0,12.11392152086889,72.96655021160008,-86.2814376845988,Before Launch
13,2025-05-04 00:54:46,2.286,0.5249344,,27.614,0.0,0.0,11.870388013205023,73.06683499434759,-86.39536651351632,Before Launch
14,2025-05-04 00:54:46,2.33,-0.21325460000000002,,27.614,0.0,0.0,11.72446585428997,73.05135076537316,-86.44864065873857,Before Launch
15,2025-05-04 00:54:46,2.379,-0.45275592000000003,,27.619,0.0,0.0,11.550060574198698,73.0738029129162,-86.48004626658592,Before Launch
16,2025-05-04 00:54:46,2.433,-1.19422576,,27.619,0.0,0.0,11.14350153242984,73.1674356576136,-86.50191949992995,Before Launch
17,2025-05-04 00:54:46,2.479,0.28543308,,27.604,0.0,0.0,10.925962748200519,73.21298642563916,-86.56104080104177,Before Launch
18,2025-05-04 00:54:46,2.534,2.02755912,,27.622,0.0,0.0,10.914072305522572,73.23729556475257,-86.59503553617382,Before Launch
19,2025-05-04 00:54:46,2.58,0.40682416,,27.617,0.0,0.0,10.875940425952404,73.38548687036528,-86.69883704438345,Before Launch
20,2025-05-04 00:54:47,2.63,0.77755908,,27.617,0.0,0.0,11.194032760742479,73.53171354996772,-86.71845749564801,Before Launch
21,2025-05-04 00:54:47,2.688,-0.33464568,,27.617,0.0,0.0,11.640191925648244,73.58547502710618,-86.60326044135624,Before Launch
22,2025-05-04 00:54:47,2.744,-0.19356956,,27.624,0.0,0.0,12.29939998327823,73.75043751453462,-86.44384431073114,Before Launch
