n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 02:20:30,0.51,0.348,19.894,-1,-1,-0.39697265625,-0.15087890625,-0.5498046875,Before Launch
1,2025-02-22 02:20:31,1.324,0.324,19.912,-119.7499185,36.814455833333334,-0.537353515625,-0.296630859375,-0.720703125,Before Launch
2,2025-02-22 02:20:32,2.324,0.381,19.897,-119.74992066666667,36.814453666666665,-0.4345703125,-0.30615234375,-0.7431640625,Before Launch
3,2025-02-22 02:20:33,3.324,0.382,19.897,-119.74992316666666,36.8144475,-0.727294921875,-0.35546875,-0.51123046875,Before Launch
4,2025-02-22 02:20:34,4.322,1.07,19.899,-119.74991733333333,36.814439666666665,-0.961669921875,-0.2041015625,0.103759765625,Before Launch
5,2025-02-22 02:20:35,5.324,1.523,19.894,-1,-1,-0.918212890625,-0.17626953125,0.126220703125,Before Launch
6,2025-02-22 02:20:36,6.324,1.675,19.907,-119.74991633333333,36.81442966666667,-1.1708984375,-0.19970703125,0.24755859375,Before Launch
7,2025-02-22 02:20:37,7.322,1.448,19.902,-119.74991816666666,36.814425666666665,-0.872314453125,0.15625,0.19873046875,Before Launch
8,2025-02-22 02:20:38,8.324,1.696,19.909,-119.7499165,36.8144215,-0.970458984375,-0.13037109375,0.194091796875,Before Launch
9,2025-02-22 02:20:39,9.323,2.03,19.907,-119.74991716666666,36.814418333333336,-0.947509765625,-0.17822265625,0.14501953125,Before Launch
10,2025-02-22 02:20:40,10.323,1.98,19.912,-1,-1,-0.958740234375,-0.11181640625,0.187744140625,During Launch
11,2025-02-22 02:20:41,11.323,2.134,19.914,-119.74991433333334,36.81441133333333,-0.856201171875,-0.255126953125,0.157470703125,During Launch
12,2025-02-22 02:20:42,12.324,1.139,19.917,-119.74992533333334,36.81441,-0.673828125,-0.344970703125,-0.15283203125,During Launch
13,2025-02-22 02:20:43,13.324,0.475,19.914,-119.74993133333334,36.81440716666667,-0.235107421875,-0.5390625,-0.81103515625,During Launch
14,2025-02-22 02:20:44,14.322,0.66,19.912,-119.74993116666667,36.814407833333334,-0.28955078125,-0.23095703125,-0.714599609375,During Launch
15,2025-02-22 02:20:45,15.323,0.044,19.914,-1,-1,-0.01953125,-0.30078125,-0.75439453125,During Launch
16,2025-02-22 02:20:46,16.323,-0.137,19.907,-119.74992516666667,36.81440816666667,-0.000732421875,-0.30224609375,-0.85107421875,During Launch
17,2025-02-22 02:20:47,17.324,-0.133,19.909,-119.74992116666667,36.81440466666667,-0.01025390625,-0.79052734375,-0.5693359375,During Launch
18,2025-02-22 02:20:48,18.322,-0.408,19.909,-119.74992216666666,36.814404333333336,0.16455078125,-1.010009765625,0.181884765625,During Launch
19,2025-02-22 02:20:49,19.325,-0.249,19.909,-119.74992833333333,36.814407333333335,0.08837890625,-0.944580078125,0.47705078125,During Launch
20,2025-02-22 02:20:50,20.325,-0.193,19.882,-1,-1,0.054443359375,-1.010498046875,0.16455078125,During Launch
21,2025-02-22 02:20:51,21.324,-0.61,19.879,-119.74992666666667,36.81440716666667,0.0341796875,-0.83740234375,-0.490478515625,After Launch
22,2025-02-22 02:21:46,76.464,-0.416,19.77,-1,-1,0.02587890625,-0.81591796875,-0.514892578125,After Launch
23,2025-02-22 02:22:40,130.325,-0.131,19.662,-1,-1,0.029541015625,-0.818359375,-0.516357421875,After Launch
24,2025-02-22 02:23:35,185.325,-0.125,19.612,-119.74997066666667,36.81440933333333,0.0244140625,-0.810791015625,-0.526123046875,After Launch
25,2025-02-22 02:24:30,240.329,0.011,19.567,-119.74983266666666,36.8142745,0.025390625,-0.80615234375,-0.53076171875,After Launch
26,2025-02-22 02:25:25,295.328,-0.327,19.49,-1,-1,0.0322265625,-0.802978515625,-0.529052734375,After Launch
