n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-05-04 00:20:13,0.16,-0.21325460000000002,,27.659,-1,-1,37.464622127272236,-36.38369016276352,29.77800726662994,Before Launch
1,2025-05-04 00:20:13,1.468,0.49540683999999996,,27.689,-1,-1,43.11531370283645,-42.48460184937309,39.460111494356745,Before Launch
2,2025-05-04 00:20:13,1.52,-0.34448819999999997,,27.699,-1,-1,30.005345866035547,-13.843174854412965,-0.963278618853515,Before Launch
3,2025-05-04 00:20:13,1.588,1.95538064,,27.674,-1,-1,13.016911493680013,20.98698075061361,-50.89996250864749,Before Launch
4,2025-05-04 00:20:13,1.673,-0.96456696,,27.704,-1,-1,5.447270882513721,37.50927032976752,-72.97165381113103,Before Launch
5,2025-05-04 00:20:13,1.847,0.86614176,,27.699,-1,-1,1.7226889265069216,46.38741594143529,-86.19019124489381,Before Launch
6,2025-05-04 00:20:13,1.9,-0.5839895199999999,,27.664,-1,-1,0.2655135623312068,47.931763874422955,-88.92368483211007,Before Launch
7,2025-05-04 00:20:13,1.948,0.71522312,,27.694,-1,-1,-1.0597466829710647,48.65554586064526,-90.76698971647477,Before Launch
8,2025-05-04 00:20:13,2.025,-1.45341212,,27.684,-1,-1,-3.0767413201432268,49.38707990774469,-93.15321920394744,Before Launch
9,2025-05-04 00:20:13,2.091,0.02624672,,27.699,-1,-1,-4.643173133268214,50.25255692516362,-94.52254019451435,Before Launch
10,2025-05-04 00:20:13,2.137,1.43372708,,27.702,-1,-1,-6.313455546991785,50.78490211918009,-95.63606195924,Before Launch
11,2025-05-04 00:20:13,2.184,-1.3353018799999998,,27.696,-1,-1,-6.847756206868152,50.93679332581943,-95.99099670604485,Before Launch
12,2025-05-04 00:20:13,2.228,-0.21325460000000002,,27.694,-1,-1,-7.108802498859869,50.64701762956323,-96.36087128482808,Before Launch
13,2025-05-04 00:20:13,2.271,0.84645672,,27.682,-1,-1,-7.021635478529849,50.51973828615801,-96.4167003380592,Before Launch
14,2025-05-04 00:20:13,2.314,0.14763779999999999,,27.696,-1,-1,-7.120876387992403,50.31401727894448,-96.48257936154101,Before Launch
15,2025-05-04 00:20:14,2.358,-0.09186352,,27.702,-1,-1,-7.118222355193732,50.28893373285492,-96.48900926757254,Before Launch
16,2025-05-04 00:20:14,2.409,0.51509188,,27.696,-1,-1,-7.27924431267365,50.12365334937604,-96.471101120208,Before Launch
17,2025-05-04 00:20:14,2.459,0.9973753599999999,,27.694,-1,-1,-6.911191764302987,49.59747908381364,-96.41565510057917,Before Launch
18,2025-05-04 00:20:14,2.503,-0.21325460000000002,,27.696,-1,-1,-6.599492244598209,49.31781621310614,-96.25106841802713,Before Launch
19,2025-05-04 00:20:14,2.554,0.03937008,,27.707,-1,-1,-6.047723474663949,48.78928886971925,-95.9528785277308,Before Launch
20,2025-05-04 00:20:14,2.6,-0.21325460000000002,,27.702,-1,-1,-5.655701058488996,48.55753271897857,-95.7291921383676,Before Launch
21,2025-05-04 00:20:14,2.647,-0.07217847999999999,,27.709,-1,-1,-4.810474209716009,48.351046765968434,-95.27722318741914,Before Launch
22,2025-05-04 00:20:14,2.695,-0.5839895199999999,,27.704,-1,-1,-4.325894842426926,48.18153327589915,-94.81441354662861,Before Launch
23,2025-05-04 00:20:14,2.751,-0.21325460000000002,,27.704,-1,-1,-4.148433779397701,48.17142327084534,-94.48866946912482,Before Launch
24,2025-05-04 00:20:14,2.809,-1.32217852,,27.704,-1,-1,-3.2473629270522837,47.85969052745048,-93.47737341091782,Before Launch
25,2025-05-04 00:20:14,2.869,-0.33136484,-0.044,27.707,-1,-1,-1.8724862708410408,47.06347510044826,-92.15989893521684,Before Launch
26,2025-05-04 00:20:14,2.918,-0.81364832,-0.903,27.709,-1,-1,-0.6513507097006735,46.81685511067461,-91.43812743388237,Before Launch
27,2025-05-04 00:20:14,2.969,-1.1811023999999999,-0.577,27.709,-1,-1,-0.015911719134915403,46.71090267760053,-90.8616805283076,Before Launch
28,2025-05-04 00:20:14,3.024,0.35761156,-1.113,27.687,-1,-1,1.5810755700240016,45.559724361603074,-89.32292822426741,Before Launch
29,2025-05-04 00:20:14,3.073,0.40682416,0.98,27.709,-1,-1,3.627775789313276,44.43329389980952,-88.02641766608879,Before Launch
30,2025-05-04 00:20:14,3.12,-0.19356956,-0.832,27.702,-1,-1,4.750530202235992,43.47547188252964,-87.25022226375201,Before Launch
31,2025-05-04 00:20:14,3.177,0.14763779999999999,0.573,27.696,-1,-1,5.095075848539144,43.1527746324486,-87.09242473636859,Before Launch
32,2025-05-04 00:20:14,3.224,0.66929136,-0.036,27.707,-1,-1,5.801021732853939,43.05659058870738,-87.16064700252335,Before Launch
33,2025-05-04 00:20:14,3.281,-1.1811023999999999,0.217,27.704,-1,-1,6.055368417958011,43.43889771211057,-87.05812322536957,Before Launch
34,2025-05-04 00:20:14,3.337,1.4665354800000001,1.156,27.704,-1,-1,6.5150530934927176,44.8757382429167,-86.94765965211354,Before Launch
35,2025-05-04 00:20:15,3.4,2.5262468,0.865,27.662,-1,-1,6.711164218992709,45.65374295591382,-86.89618768522111,Before Launch
36,2025-05-04 00:20:15,3.451,0.17716536,1.194,27.712,-1,-1,7.227769959529106,47.63376820874264,-86.9392017008804,Before Launch
37,2025-05-04 00:20:15,3.502,0.9186352000000001,0.888,27.712,-1,-1,6.917055101432618,49.475071805868694,-87.09940031834458,Before Launch
38,2025-05-04 00:20:15,3.558,-0.6824147199999999,-1.188,27.674,-1,-1,5.808196233499132,51.13884241166477,-87.47886484149453,Before Launch
39,2025-05-04 00:20:15,3.617,0.52821524,0.292,27.704,-1,-1,5.342672800180432,51.848834474296865,-87.74468884306665,Before Launch
40,2025-05-04 00:20:15,3.673,-0.42979004000000004,-0.257,27.712,-1,-1,4.289410657179757,52.80248307536091,-87.98268474279003,Before Launch
41,2025-05-04 00:20:15,3.725,-0.19356956,-0.538,27.712,-1,-1,3.308638474064723,52.87829638155953,-88.19837020329217,Before Launch
42,2025-05-04 00:20:15,3.769,-0.33136484,-1.014,27.707,-1,-1,2.95002620463937,52.709896640666535,-88.02010244576422,Before Launch
43,2025-05-04 00:20:15,3.819,0.72506564,0.713,27.684,-1,-1,2.5292980040321114,52.344647662084185,-87.80111908090278,Before Launch
44,2025-05-04 00:20:15,3.868,1.4665354800000001,1.086,27.707,-1,-1,2.103180409769531,51.71695460673739,-87.48160967165117,Before Launch
45,2025-05-04 00:20:15,3.924,-0.56102364,-0.263,27.667,-1,-1,1.8822974186736614,51.28157371612624,-87.30478631269315,Before Launch
46,2025-05-04 00:20:15,3.974,0.37729660000000004,0.339,27.709,0.0,0.0,1.838988568000046,50.01631843718447,-86.54864715508594,Before Launch
47,2025-05-04 00:20:15,4.021,1.53543312,1.598,27.709,0.0,0.0,2.1739291804346506,48.259758009940036,-86.14159570321436,Before Launch
48,2025-05-04 00:20:15,4.08,0.17716536,0.294,27.709,0.0,0.0,2.5957033498285043,46.446717730272766,-85.91372466794428,Before Launch
49,2025-05-04 00:20:15,4.148,-0.56102364,0.568,27.712,0.0,0.0,1.5992292557030634,44.86643449610201,-86.13476521848877,Before Launch
50,2025-05-04 00:20:15,4.195,0.15748032,0.369,27.704,0.0,0.0,1.475186182500121,43.91148271855768,-86.32641160413407,Before Launch
51,2025-05-04 00:20:15,4.244,-0.4429134,0.28,27.709,0.0,0.0,1.5530727551654704,42.150378443810986,-85.9565431742617,Before Launch
52,2025-05-04 00:20:15,4.288,0.72506564,1.445,27.707,0.0,0.0,2.5311819181253203,41.207487624239036,-84.78090634910782,Before Launch
53,2025-05-04 00:20:15,4.346,0.15748032,-0.151,27.704,0.0,0.0,3.0559455429151434,41.04195914598931,-83.80318830622375,Before Launch
54,2025-05-04 00:20:16,4.395,-0.21325460000000002,-0.469,27.704,0.0,0.0,3.11199060579021,40.786618934220186,-82.27085073073833,Before Launch
55,2025-05-04 00:20:16,4.442,-0.4429134,-0.189,27.709,0.0,0.0,2.8684782427422024,40.353096682101466,-81.18265846756628,Before Launch
56,2025-05-04 00:20:16,4.494,0.4757218,0.249,27.682,0.0,0.0,4.131976085748864,40.17240632780483,-78.85680255126613,Before Launch
57,2025-05-04 00:20:16,4.545,-0.70209976,-1.038,27.707,0.0,0.0,5.362446637400466,40.33958349757811,-77.26927400299566,Before Launch
58,2025-05-04 00:20:16,4.595,0.62664044,1.376,27.707,0.0,0.0,5.435382623174096,40.385974409600706,-76.9429071740427,Before Launch
59,2025-05-04 00:20:16,4.652,-0.56102364,-1.542,27.712,0.0,0.0,5.938100099973574,40.31174704469137,-76.86726008213749,Before Launch
60,2025-05-04 00:20:16,4.7,0.39698163999999997,-1.638,27.699,0.0,0.0,6.027780163736628,39.78538050185972,-77.17865769101795,Before Launch
61,2025-05-04 00:20:16,4.746,0.03937008,-0.106,27.672,0.0,0.0,5.334711206175522,39.210842735843315,-79.38797571598218,Before Launch
62,2025-05-04 00:20:16,4.805,1.5748031999999998,0.504,27.702,0.0,0.0,4.272956352948141,38.70106494613821,-82.61658339193244,Before Launch
63,2025-05-04 00:20:16,4.861,0.03937008,0.554,27.707,0.0,0.0,3.940543326694052,39.06199581358364,-84.24895909988211,Before Launch
64,2025-05-04 00:20:16,4.91,0.89895016,0.287,27.694,0.0,0.0,3.8636497527968245,40.06342038978389,-86.44184267076136,Before Launch
65,2025-05-04 00:20:16,4.958,-1.55183732,-0.873,27.679,0.0,0.0,2.930118097516509,41.13669680365454,-87.87638506790215,Before Launch
66,2025-05-04 00:20:16,5.017,1.55511816,1.353,27.667,0.0,0.0,2.2056155398837896,41.571699817581404,-88.58194116134725,Before Launch
67,2025-05-04 00:20:16,5.074,0.52821524,0.659,27.696,0.0,0.0,3.3238115117417393,41.93991390730444,-88.52898761915799,Before Launch
68,2025-05-04 00:20:16,5.13,0.15748032,-0.433,27.702,0.0,0.0,4.102721955454145,42.10703266305883,-88.45737530053151,Before Launch
69,2025-05-04 00:20:16,5.182,-0.59383204,-1.568,27.696,0.0,0.0,5.96088205108823,43.05146986931163,-87.64146467422573,Before Launch
70,2025-05-04 00:20:16,5.235,0.76771656,1.014,27.699,0.0,0.0,7.971517644881938,44.81855983715548,-86.07783464483356,Before Launch
