n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 01:20:16,0.536,0.035,20.867,-1,-1,0.137939453125,-0.23291015625,1.09912109375,Before Launch
1,2025-02-22 01:20:17,1.136,0.07,20.864,-1,-1,0.126220703125,-0.2412109375,1.093994140625,Before Launch
2,2025-02-22 01:20:18,2.136,-0.01,20.882,-119.74994583333333,36.8143375,0.138671875,-0.24072265625,1.097412109375,Before Launch
3,2025-02-22 01:20:19,3.136,0.203,20.877,-119.74994516666666,36.81433616666666,0.13232421875,-0.232421875,1.09326171875,Before Launch
4,2025-02-22 01:20:20,4.136,0.156,20.884,-119.749945,36.814335166666666,0.1298828125,-0.24072265625,1.087890625,Before Launch
5,2025-02-22 01:20:21,5.136,0.023,20.887,-1,-1,0.127197265625,-0.23876953125,1.091064453125,Before Launch
6,2025-02-22 01:20:22,6.135,-0.1,20.897,-119.74994716666667,36.8143365,0.042236328125,-0.126220703125,1.205322265625,Before Launch
7,2025-02-22 01:20:23,7.136,0.371,20.872,-119.7499485,36.814333166666664,0.256591796875,-0.25732421875,1.206298828125,Before Launch
8,2025-02-22 01:20:24,8.136,-0.146,20.877,-119.74995033333333,36.814333166666664,0.216064453125,0.145751953125,1.0595703125,Before Launch
9,2025-02-22 01:20:25,9.137,-0.118,20.864,-119.74994916666667,36.81433216666667,-0.018310546875,-0.00439453125,0.93798828125,Before Launch
10,2025-02-22 01:20:26,10.136,-0.188,20.882,-1,-1,0.09423828125,0.107177734375,1.0791015625,Before Launch
11,2025-02-22 01:20:27,11.134,0.072,20.889,-119.74995383333334,36.814324166666665,0.074951171875,0.110107421875,1.083740234375,Before Launch
12,2025-02-22 01:20:28,12.135,-0.121,20.889,-119.74996333333333,36.814317833333334,-0.082275390625,0.13671875,1.019287109375,Before Launch
13,2025-02-22 01:20:29,13.136,-0.26,20.902,-119.74994383333333,36.8143405,0.024658203125,0.13623046875,1.1015625,Before Launch
14,2025-02-22 01:20:30,14.136,-0.031,20.907,-119.7499415,36.814340333333334,0.0732421875,0.248779296875,1.083984375,Before Launch
15,2025-02-22 01:20:31,15.148,-0.017,20.909,-1,-1,0.09033203125,0.24169921875,1.0947265625,Before Launch
16,2025-02-22 01:20:32,16.106,-0.042,20.914,0.0,0.0,0.083740234375,0.1689453125,1.111328125,Before Launch
17,2025-02-22 01:20:33,17.105,-0.12,20.919,0.0,0.0,0.082763671875,0.177978515625,1.163818359375,Before Launch
18,2025-02-22 01:20:34,18.112,-0.273,20.927,0.0,0.0,0.06396484375,0.1494140625,1.1103515625,Before Launch
19,2025-02-22 01:20:35,19.107,-0.198,20.912,0.0,0.0,0.098876953125,0.106201171875,1.091064453125,Before Launch
20,2025-02-22 01:20:36,20.144,-0.286,20.919,-1,-1,0.038330078125,0.22802734375,1.0654296875,Before Launch
21,2025-02-22 01:20:37,21.137,-0.072,20.937,-119.74995983333334,36.814410333333335,0.12353515625,0.246826171875,1.090087890625,Before Launch
22,2025-02-22 01:20:38,22.138,-0.175,20.934,-119.74993766666667,36.814406,0.180908203125,0.330810546875,1.044189453125,Before Launch
23,2025-02-22 01:20:39,23.138,-0.134,20.952,-119.74993633333334,36.814399333333334,0.168701171875,0.19287109375,1.1103515625,Before Launch
24,2025-02-22 01:20:40,24.136,-0.248,20.947,-119.74992966666667,36.814386666666664,0.139404296875,0.19189453125,1.070556640625,Before Launch
