n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 01:37:39,0.702,0.047,21.89,-119.74980983333333,36.81417416666667,0.027587890625,-0.199951171875,0.977783203125,Before Launch
1,2025-02-22 01:37:40,1.702,-0.108,21.912,-119.74981433333333,36.814172666666664,0.060302734375,-0.17626953125,0.984375,Before Launch
2,2025-02-22 01:37:41,2.701,-0.219,21.92,-119.74981383333333,36.81416633333333,0.110595703125,-0.142333984375,1.138427734375,Before Launch
3,2025-02-22 01:37:42,3.702,-0.11,21.935,-119.74981883333334,36.8141685,0.132080078125,-0.121337890625,1.224609375,Before Launch
4,2025-02-22 01:37:43,4.702,-0.096,21.935,-119.74981633333333,36.81416433333333,0.121337890625,-0.153076171875,1.240478515625,Before Launch
5,2025-02-22 01:37:44,5.699,-0.005,21.957,-1,-1,0.07861328125,-0.17724609375,1.1650390625,Before Launch
6,2025-02-22 01:37:45,6.702,-0.228,21.967,-119.74982316666667,36.81417716666667,0.075927734375,-0.185791015625,1.118896484375,Before Launch
7,2025-02-22 01:37:46,7.701,-0.137,21.967,-119.74982466666667,36.81418466666667,0.065673828125,-0.194091796875,1.095458984375,Before Launch
8,2025-02-22 01:37:47,8.701,-0.079,21.982,-119.74982233333333,36.8141855,0.05517578125,-0.17431640625,1.05126953125,Before Launch
9,2025-02-22 01:37:48,9.7,-0.227,21.989,-119.74982366666667,36.8141925,0.08349609375,-0.171630859375,1.182373046875,Before Launch
10,2025-02-22 01:37:49,10.7,-0.003,22.002,-1,-1,0.076171875,-0.192626953125,1.12890625,Before Launch
11,2025-02-22 01:37:50,11.701,-0.065,22.027,-119.74982916666667,36.81421366666667,0.064208984375,-0.196044921875,1.0908203125,Before Launch
12,2025-02-22 01:37:51,12.7,-0.346,22.024,-119.749833,36.814225,0.046875,-0.21826171875,1.105712890625,Before Launch
13,2025-02-22 01:37:52,13.7,-0.005,22.032,-119.74983283333333,36.814231166666666,0.069091796875,-0.215576171875,1.087158203125,Before Launch
