n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-20 00:20:55,0.004,0.3608924,,23.199,-1,-1,0.0,0.0,Before Launch
1,2025-03-20 00:20:55,0.047,-0.0,,23.199,-1,-1,0.0,0.0,Before Launch
2,2025-03-20 00:20:55,0.09,1.6896326,,23.194,-1,-1,0.0,0.0,Before Launch
3,2025-03-20 00:20:55,0.133,0.60039372,,23.194,-1,-1,0.0,0.0,Before Launch
4,2025-03-20 00:20:55,0.175,1.20734912,,23.197,-1,-1,0.0,0.0,Before Launch
5,2025-03-20 00:20:55,0.218,0.48228348,,23.197,-1,-1,0.0,0.0,Before Launch
6,2025-03-20 00:20:55,0.261,-0.0,,23.199,-1,-1,0.0,0.0,Before Launch
7,2025-03-20 00:20:55,0.304,0.11811023999999999,,23.197,-1,-1,0.0,0.0,Before Launch
8,2025-03-20 00:20:55,0.347,0.61351708,,23.202,-1,-1,0.0,0.0,Before Launch
9,2025-03-20 00:20:55,0.39,0.11811023999999999,,23.197,-1,-1,0.0,0.0,Before Launch
10,2025-03-20 00:20:56,0.433,-0.36417324,,23.199,-1,-1,0.0,0.0,Before Launch
11,2025-03-20 00:20:56,0.475,0.48228348,,23.197,-1,-1,0.0,0.0,Before Launch
12,2025-03-20 00:20:56,0.518,0.73490816,,23.207,-1,-1,0.0,0.0,Before Launch
13,2025-03-20 00:20:56,0.561,-0.24278216,,23.197,-1,-1,0.0,0.0,Before Launch
14,2025-03-20 00:20:56,0.604,-0.12467191999999999,,23.194,-1,-1,0.0,0.0,Before Launch
15,2025-03-20 00:20:56,0.647,0.23950132,,23.194,-1,-1,0.0,0.0,Before Launch
16,2025-03-20 00:20:56,0.689,0.61351708,,23.202,-1,-1,0.0,0.0,Before Launch
17,2025-03-20 00:20:56,0.732,1.70275596,,23.202,-1,-1,0.0,0.0,Before Launch
18,2025-03-20 00:20:56,0.774,0.24934383999999998,,23.202,-1,-1,0.0,0.0,Before Launch
19,2025-03-20 00:20:56,0.817,1.08595804,,23.199,-1,-1,0.0,0.0,Before Launch
20,2025-03-20 00:20:56,0.86,0.61351708,,23.202,-1,-1,0.0,0.0,Before Launch
21,2025-03-20 00:20:56,0.902,0.84317588,,23.197,-1,-1,0.0,0.0,Before Launch
22,2025-03-20 00:20:56,0.945,0.96456696,,23.194,-1,-1,0.0,0.0,Before Launch
23,2025-03-20 00:20:56,0.987,1.32545936,,23.194,-1,-1,0.0,0.0,Before Launch
24,2025-03-20 00:20:56,1.03,0.60039372,,23.194,-1,-1,35.660499719891845,-35.77028889124069,Before Launch
25,2025-03-20 00:20:56,1.072,-0.4757218,-0.783,23.202,-1,-1,41.926379581983255,-41.99613172745924,Before Launch
26,2025-03-20 00:20:56,1.116,-0.4757218,-0.445,23.202,-1,-1,42.93772254264771,-43.024236686541904,Before Launch
27,2025-03-20 00:20:56,1.159,0.23950132,-1.357,23.194,-1,-1,21.590570152758364,-20.898959343721494,Before Launch
28,2025-03-20 00:20:56,1.201,-0.12467191999999999,-0.679,23.194,-1,-1,11.417335100828454,-10.305365404125721,Before Launch
29,2025-03-20 00:20:56,1.252,1.32545936,0.11,23.194,-1,-1,8.441914839738857,-7.220960731268644,Before Launch
30,2025-03-20 00:20:56,1.295,0.5905511999999999,0.101,23.187,-1,-1,4.743040939418971,-3.4619253452823173,Before Launch
31,2025-03-20 00:20:56,1.337,-0.48556432,-0.451,23.194,-1,-1,3.6401101642564075,-2.353068260649696,Before Launch
32,2025-03-20 00:20:56,1.38,-0.00328084,-0.113,23.192,-1,-1,2.315113305588825,-0.964503175044596,Before Launch
33,2025-03-20 00:20:56,1.423,1.19422576,0.54,23.194,-1,-1,1.9089660883191522,-0.5227701267922135,Before Launch
34,2025-03-20 00:20:57,1.468,0.46916011999999996,0.326,23.189,-1,-1,1.4044716416193834,0.0051242809181632765,Before Launch
35,2025-03-20 00:20:57,1.51,-0.0,0.338,23.199,-1,-1,1.2619426292669718,0.14441781028006803,Before Launch
36,2025-03-20 00:20:57,1.553,-0.36417324,-0.785,23.199,-1,-1,1.0789904385258586,0.3055661755721059,Before Launch
37,2025-03-20 00:20:57,1.595,-0.25590552,-0.92,23.189,-1,-1,1.0284543489341749,0.35278319475372805,Before Launch
38,2025-03-20 00:20:57,1.638,0.24934383999999998,0.457,23.202,-1,-1,0.9477072546047313,0.4332428334091656,Before Launch
39,2025-03-20 00:20:57,1.681,-0.24278216,-0.11,23.197,-1,-1,0.9246549051171115,0.4482582496647544,Before Launch
40,2025-03-20 00:20:57,1.723,-0.9678477999999999,-1.122,23.197,-1,-1,0.8732973848912022,0.5343276883906588,Before Launch
41,2025-03-20 00:20:57,1.766,1.0826772,0.436,23.194,-1,-1,0.8708678343612717,0.5510762228576245,Before Launch
42,2025-03-20 00:20:57,1.818,0.9514436,-0.692,23.179,-1,-1,0.8721698257096647,0.5347777494373477,Before Launch
43,2025-03-20 00:20:57,1.861,0.60039372,0.323,23.194,-1,-1,0.8681595936043411,0.542961451030636,Before Launch
44,2025-03-20 00:20:57,1.904,0.61351708,-0.435,23.202,-1,-1,0.87897086421422,0.540170904711358,Before Launch
45,2025-03-20 00:20:57,1.946,-0.6069554,-1.124,23.197,-1,-1,0.883005820505229,0.560353396017258,Before Launch
46,2025-03-20 00:20:57,1.99,-0.36417324,-1.11,23.199,-1,-1,0.8775987579309323,0.535682095102359,Before Launch
47,2025-03-20 00:20:57,2.033,0.48228348,-0.443,23.197,-1,-1,0.9246034451301404,0.5546474943673131,Before Launch
48,2025-03-20 00:20:57,2.075,-0.0,-1.218,23.199,-1,-1,0.9445431362744284,0.5545337783054025,Before Launch
49,2025-03-20 00:20:57,2.118,0.72506564,0.115,23.199,-1,-1,0.9470207388550834,0.5511098700400204,Before Launch
50,2025-03-20 00:20:57,2.162,0.46916011999999996,0.867,23.194,-1,-1,0.9277686760138952,0.5561751206313941,Before Launch
51,2025-03-20 00:20:57,2.212,0.35761156,0.76,23.192,-1,-1,0.8869694629409514,0.5542960735815795,Before Launch
52,2025-03-20 00:20:57,2.255,-0.36417324,-0.551,23.199,-1,-1,0.8945997542124268,0.5592160506219133,Before Launch
53,2025-03-20 00:20:57,2.297,-0.00328084,0.111,23.192,-1,-1,0.911953915739459,0.5548441523914673,Before Launch
54,2025-03-20 00:20:57,2.34,-0.84973756,-1.999,23.194,-1,-1,0.858781556551913,0.5685699147212919,Before Launch
55,2025-03-20 00:20:57,2.383,-0.00328084,-0.546,23.192,-1,-1,0.8568807157270608,0.5816065265509929,Before Launch
56,2025-03-20 00:20:58,2.427,1.07283468,1.43,23.184,-1,-1,0.8651885759884728,0.6254938950082458,Before Launch
