n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 09:19:46,0.551,1.104,16.31,-1,-1,-0.580078125,-0.658203125,-0.2529296875,Before Launch
1,2025-02-22 09:19:47,1.415,2.271,16.215,-117.79582183333333,35.10469583333333,-0.01025390625,-0.563720703125,0.53076171875,During Launch
2,2025-02-22 09:19:47,2.029,2.501,16.213,-1,-1,-0.10302734375,-0.818115234375,0.739013671875,During Launch
3,2025-02-22 09:19:48,2.679,2.331,16.178,-1,-1,-0.073974609375,-0.843505859375,0.652099609375,During Launch
4,2025-02-22 09:19:49,3.41,2.168,16.16,-117.79583766666667,35.1047105,-0.12744140625,-0.89306640625,0.67431640625,During Launch
5,2025-02-22 09:19:50,4.399,2.324,16.101,-1,-1,-0.086669921875,-0.831787109375,0.653076171875,During Launch
6,2025-02-22 09:19:50,5.015,2.05,16.031,-1,-1,-0.08935546875,-0.83544921875,0.68701171875,During Launch
7,2025-02-22 09:19:51,5.613,1.898,15.971,-1,-1,-0.093505859375,-0.872802734375,0.6533203125,During Launch
8,2025-02-22 09:19:52,6.4,2.312,15.936,-117.79584033333333,35.10471183333333,-0.10693359375,-0.830078125,0.676025390625,During Launch
9,2025-02-22 09:19:52,7.016,2.098,15.898,-1,-1,-0.100341796875,-0.84326171875,0.662841796875,During Launch
10,2025-02-22 09:19:53,8.028,2.268,15.874,-1,-1,-0.066650390625,-0.834716796875,0.68896484375,During Launch
11,2025-02-22 09:19:54,8.677,1.828,15.819,-1,-1,-0.10546875,-0.8408203125,0.67724609375,During Launch
12,2025-02-22 09:19:55,9.418,1.971,15.741,-117.79584083333333,35.104709666666665,-0.103271484375,-0.85888671875,0.66796875,During Launch
13,2025-02-22 09:19:55,10.035,2.046,15.669,-1,-1,-0.098388671875,-0.89990234375,0.664306640625,During Launch
14,2025-02-22 09:19:56,10.684,1.888,15.599,-1,-1,-0.085693359375,-0.926513671875,0.619384765625,After Launch
15,2025-02-22 09:20:48,62.421,-0.272,15.24,-117.795825,35.104698666666664,0.007568359375,-0.87060546875,-0.37841796875,After Launch
16,2025-02-22 09:21:40,114.429,-0.088,15.774,-117.79583666666667,35.10470433333333,0.0029296875,-0.8701171875,-0.39599609375,After Launch
