n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 23:09:23,0.505,1.761,24.601,-1,-1,-0.11376953125,-0.164794921875,1.076171875,Before Launch
1,2025-02-21 23:09:24,1.322,1.539,24.621,-119.75001483333334,36.814344,-0.128173828125,-0.044677734375,1.106689453125,Before Launch
2,2025-02-21 23:09:25,2.322,1.497,24.613,-119.75001883333333,36.8143555,-0.167236328125,-0.080078125,1.077392578125,Before Launch
3,2025-02-21 23:09:26,3.328,1.609,24.621,-119.75003016666666,36.81436466666667,-0.043212890625,-0.087890625,1.07177734375,Before Launch
4,2025-02-21 23:09:27,4.328,1.696,24.623,-119.75004216666666,36.81437483333333,-0.43310546875,-0.115966796875,1.02099609375,Before Launch
5,2025-02-21 23:09:28,5.322,1.655,24.628,-1,-1,0.11474609375,-0.06494140625,1.0380859375,Before Launch
6,2025-02-21 23:09:29,6.321,1.973,24.633,-119.75002833333333,36.81436683333333,-0.029541015625,-0.119873046875,1.080078125,Before Launch
7,2025-02-21 23:09:30,7.322,1.806,24.623,-119.7500325,36.81436866666667,-0.284423828125,0.181396484375,1.057373046875,Before Launch
8,2025-02-21 23:09:31,8.321,1.95,24.631,-119.75003033333333,36.8143635,-0.123291015625,0.429443359375,1.01123046875,Before Launch
9,2025-02-21 23:09:32,9.322,1.941,24.631,-119.75002933333333,36.814362333333335,-0.187255859375,0.071533203125,1.1064453125,Before Launch
10,2025-02-21 23:09:33,10.322,1.979,24.631,-1,-1,-0.12353515625,-0.0146484375,0.9794921875,Before Launch
11,2025-02-21 23:09:34,11.319,1.821,24.641,-119.750028,36.8143595,-0.291748046875,0.14892578125,0.833740234375,Before Launch
12,2025-02-21 23:09:35,12.322,0.194,24.646,-119.75002116666667,36.81435466666667,-0.776123046875,0.51611328125,0.48681640625,Before Launch
13,2025-02-21 23:09:36,13.321,0.651,24.648,-119.7500135,36.81435583333333,-0.328125,-0.099365234375,0.72998046875,Before Launch
14,2025-02-21 23:09:37,14.322,1.457,24.648,-119.75001116666667,36.814351333333335,-0.2744140625,-0.388916015625,0.884765625,Before Launch
15,2025-02-21 23:09:38,15.321,1.756,24.656,-1,-1,-0.0712890625,-0.231201171875,1.0693359375,Before Launch
16,2025-02-21 23:09:39,16.321,1.844,24.671,-119.7500015,36.81435916666667,0.093994140625,0.003173828125,0.61865234375,Before Launch
17,2025-02-21 23:09:40,17.322,0.79,24.666,-119.7500075,36.814361166666664,-0.489501953125,0.769775390625,0.263916015625,Before Launch
18,2025-02-21 23:09:41,18.321,0.324,24.681,-119.75000183333333,36.81436333333333,-0.548583984375,0.950439453125,0.037353515625,Before Launch
19,2025-02-21 23:09:42,19.321,0.87,24.661,-119.75,36.8143615,-0.082275390625,0.110595703125,0.888427734375,Before Launch
20,2025-02-21 23:09:43,20.321,1.785,24.661,-1,-1,0.0478515625,-0.222412109375,0.94482421875,Before Launch
21,2025-02-21 23:09:44,21.322,1.891,24.663,-119.74999766666667,36.81437,-0.000244140625,-0.37158203125,0.84814453125,Before Launch
22,2025-02-21 23:09:45,22.32,1.987,24.678,-119.749998,36.81437116666667,0.038330078125,-0.305419921875,1.073486328125,Before Launch
23,2025-02-21 23:09:46,23.321,1.946,24.681,-119.74999733333334,36.814368333333334,0.040771484375,-0.401611328125,1.05712890625,Before Launch
24,2025-02-21 23:09:47,24.321,2.136,24.681,-119.74999683333333,36.814369666666664,0.056884765625,-0.41748046875,0.99365234375,Before Launch
25,2025-02-21 23:09:48,25.32,1.733,24.688,-1,-1,0.07958984375,-0.481201171875,0.984375,During Launch
26,2025-02-21 23:09:49,26.32,2.099,24.693,-119.74999483333333,36.814362,0.018798828125,-0.443359375,0.89111328125,During Launch
27,2025-02-21 23:09:50,27.322,1.143,24.701,-119.74999216666667,36.8143515,-0.077392578125,0.390869140625,0.777587890625,During Launch
28,2025-02-21 23:09:51,28.323,0.514,24.718,-119.74999533333333,36.814358666666664,-0.466552734375,0.77001953125,0.55517578125,During Launch
29,2025-02-21 23:09:52,29.32,0.504,24.708,-119.74999816666667,36.814365,-0.2265625,0.847900390625,0.5576171875,During Launch
30,2025-02-21 23:09:53,30.322,-0.074,24.713,-1,-1,0.127685546875,0.9150390625,-0.2314453125,During Launch
31,2025-02-21 23:09:54,31.321,-0.351,24.723,-119.7500025,36.81437,0.056396484375,0.964111328125,-0.5810546875,During Launch
32,2025-02-21 23:09:55,32.321,-0.425,24.711,-119.7499965,36.8143645,0.046630859375,0.863037109375,-0.394287109375,During Launch
33,2025-02-21 23:09:56,33.32,-0.549,24.713,-119.74999066666666,36.81436633333333,0.004638671875,0.926025390625,-0.22802734375,During Launch
34,2025-02-21 23:09:57,34.319,-0.508,24.716,-119.74997983333333,36.814366,0.011474609375,0.930908203125,-0.262939453125,During Launch
35,2025-02-21 23:09:58,35.318,-0.591,24.713,-1,-1,0.008056640625,0.935546875,-0.25146484375,During Launch
36,2025-02-21 23:09:59,36.319,-0.675,24.731,-119.74996066666667,36.81435716666667,0.00830078125,0.935546875,-0.260498046875,After Launch
