n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 14:58:59,0.986,0.181,25.96,-1,-1,0.119140625,-0.01220703125,1.08935546875,
1,2025-02-21 14:59:00,2.072,0.236,25.97,-1,-1,0.131103515625,-0.007568359375,1.096435546875,
2,2025-02-21 14:59:01,3.158,0.148,25.975,-1,-1,0.125244140625,-0.0126953125,1.078369140625,
3,2025-02-21 14:59:02,4.244,0.019,25.975,-1,-1,0.124755859375,-0.015869140625,1.1044921875,
4,2025-02-21 14:59:03,5.331,0.158,25.975,-1,-1,0.151123046875,-0.02734375,1.10791015625,
5,2025-02-21 14:59:05,6.818,0.193,25.963,-1,-1,0.126220703125,-0.00146484375,1.095458984375,
6,2025-02-21 14:59:06,7.904,0.083,25.97,-1,-1,0.12744140625,-0.00927734375,1.103759765625,
7,2025-02-21 14:59:07,8.99,0.083,25.975,-1,-1,0.114501953125,-0.011962890625,1.09033203125,
8,2025-02-21 14:59:08,10.076,0.284,25.968,-1,-1,0.140380859375,-0.012451171875,1.090576171875,
9,2025-02-21 14:59:09,11.162,0.041,25.983,-1,-1,0.124267578125,-0.0234375,1.0908203125,
10,2025-02-21 14:59:10,12.648,-0.009,25.975,-1,-1,0.128173828125,-0.011474609375,1.08544921875,
11,2025-02-21 14:59:11,13.734,0.013,25.97,-1,-1,0.1240234375,-0.013916015625,1.101318359375,
12,2025-02-21 14:59:13,14.82,0.194,25.978,-1,-1,0.12548828125,-0.0234375,1.0966796875,
13,2025-02-21 14:59:14,15.906,0.117,25.975,-1,-1,0.12158203125,-0.015625,1.103515625,
14,2025-02-21 14:59:15,16.992,0.083,25.975,-1,-1,0.12353515625,-0.01806640625,1.09765625,
15,2025-02-21 14:59:16,18.478,0.152,25.983,-1,-1,0.12451171875,-0.01416015625,1.09716796875,
16,2025-02-21 14:59:17,19.564,-0.041,25.98,-1,-1,0.151123046875,-0.015869140625,1.1044921875,
17,2025-02-21 14:59:18,20.65,0.116,25.983,-1,-1,0.14013671875,-0.00927734375,1.095703125,
18,2025-02-21 14:59:19,21.736,0.21,25.975,-1,-1,0.1318359375,-0.009033203125,1.095947265625,
19,2025-02-21 14:59:21,22.822,0.121,25.988,-1,-1,0.12744140625,-0.021728515625,1.100830078125,
20,2025-02-21 14:59:22,24.308,0.187,25.99,-1,-1,0.1259765625,-0.00146484375,1.118896484375,
21,2025-02-21 14:59:23,25.394,0.038,25.988,-1,-1,0.135986328125,-0.01025390625,1.092529296875,
22,2025-02-21 14:59:24,26.48,0.177,25.993,-1,-1,0.123779296875,-0.012939453125,1.090087890625,
23,2025-02-21 14:59:25,27.566,0.158,26.0,-1,-1,0.12060546875,-0.010009765625,1.103759765625,
24,2025-02-21 14:59:26,28.652,0.305,26.008,-1,-1,0.140380859375,-0.00927734375,1.10498046875,
25,2025-02-21 14:59:28,30.138,0.187,26.01,-1,-1,0.119873046875,-0.020263671875,1.1015625,
26,2025-02-21 14:59:29,31.224,0.1,26.008,-1,-1,0.134521484375,-0.009765625,1.097412109375,
27,2025-02-21 14:59:30,32.31,0.142,26.018,-1,-1,0.11572265625,-0.02587890625,1.09912109375,
28,2025-02-21 14:59:31,33.396,0.064,26.018,-1,-1,0.129638671875,-0.007080078125,1.099609375,
29,2025-02-21 14:59:32,34.482,0.342,26.013,-1,-1,0.123046875,-0.02734375,1.083984375,
30,2025-02-21 14:59:34,35.968,0.156,26.023,-1,-1,0.1220703125,-0.003173828125,1.100830078125,
31,2025-02-21 14:59:35,37.054,0.408,26.02,-1,-1,0.118896484375,-0.013427734375,1.095703125,
32,2025-02-21 14:59:36,38.14,0.332,26.025,-1,-1,0.120361328125,-0.017822265625,1.100341796875,
33,2025-02-21 14:59:37,39.226,0.291,26.02,-1,-1,0.126220703125,-0.02197265625,1.098388671875,
34,2025-02-21 14:59:38,40.312,0.129,26.03,-1,-1,0.12451171875,-0.001708984375,1.1005859375,
35,2025-02-21 14:59:39,41.798,0.204,26.033,-1,-1,0.126220703125,-0.015625,1.1044921875,
36,2025-02-21 14:59:41,42.884,0.2,26.038,-1,-1,0.128662109375,-0.015625,1.097900390625,
37,2025-02-21 14:59:42,43.97,0.527,26.045,-1,-1,0.131591796875,-0.011474609375,1.099609375,
38,2025-02-21 14:59:43,45.056,0.375,26.058,-1,-1,0.10986328125,-0.012939453125,1.1005859375,
39,2025-02-21 14:59:44,46.142,0.353,26.048,-1,-1,0.123046875,-0.010498046875,1.10595703125,
40,2025-02-21 14:59:45,47.628,0.141,26.05,-1,-1,0.120849609375,-0.016845703125,1.100830078125,
41,2025-02-21 14:59:46,48.713,0.35,26.05,-1,-1,0.122314453125,-0.010498046875,1.095947265625,
42,2025-02-21 14:59:47,49.799,0.154,26.05,-1,-1,0.109375,-0.02783203125,1.099609375,
43,2025-02-21 14:59:49,50.885,0.288,26.053,-1,-1,0.126220703125,-0.017333984375,1.104248046875,
44,2025-02-21 14:59:50,51.971,0.165,26.06,-1,-1,0.12158203125,-0.011962890625,1.106689453125,
45,2025-02-21 14:59:51,53.457,0.276,26.065,-1,-1,0.12451171875,-0.018310546875,1.078369140625,
46,2025-02-21 14:59:52,54.544,0.471,26.07,-1,-1,0.126953125,-0.0126953125,1.09033203125,
