n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 23:12:46,0.403,1.23359584,,22.057,-1,-1,0.0,0.0,Before Launch
1,2025-03-19 23:12:47,0.426,-0.08202100000000001,-57.201,22.062,-1,-1,0.0,0.0,Before Launch
2,2025-03-19 23:12:47,0.448,-0.574147,-22.369,22.064,-1,-1,0.0,0.0,Before Launch
3,2025-03-19 23:12:47,0.471,-0.574147,0.0,22.057,-1,-1,0.0,0.0,Before Launch
4,2025-03-19 23:12:47,0.494,-1.65026252,-46.788,22.064,-1,-1,0.0,0.0,Before Launch
5,2025-03-19 23:12:47,0.917,-1.4074803599999999,0.574,22.059,-1,-1,0.0,0.0,Before Launch
6,2025-03-19 23:12:47,0.939,-1.2860892800000001,5.518,22.064,-1,-1,0.0,0.0,Before Launch
7,2025-03-19 23:12:47,0.962,-0.68569556,26.104,22.059,-1,-1,0.0,0.0,Before Launch
8,2025-03-19 23:12:47,0.986,-0.20013124,20.232,22.064,-1,-1,0.0,0.0,Before Launch
9,2025-03-19 23:12:47,1.012,-0.33464568,-5.174,22.052,-1,-1,25.905445858251575,-26.166261664514526,Before Launch
10,2025-03-19 23:12:48,1.441,-1.52887144,-2.784,22.062,-1,-1,2.4196864462200476,-7.352216881124863,Before Launch
11,2025-03-19 23:12:48,1.467,-0.45275592000000003,41.389,22.054,-1,-1,1.826103206348217,-6.815858460563222,Before Launch
12,2025-03-19 23:12:48,1.489,0.2788714,33.256,22.062,-1,-1,1.826103206348217,-6.815858460563222,Before Launch
13,2025-03-19 23:12:48,1.511,0.03937008,-10.886,22.067,-1,-1,1.4380542238714331,-6.527838770860148,Before Launch
14,2025-03-19 23:12:48,1.534,-0.32480316000000004,-15.834,22.062,-1,-1,1.1775034007189762,-6.309207162228205,Before Launch
15,2025-03-19 23:12:48,1.97,-0.43307088,-0.248,22.069,-1,-1,0.5726824768593677,-5.802549593814186,Before Launch
16,2025-03-19 23:12:48,1.995,-0.9251968799999999,-19.685,22.064,-1,-1,0.5884026335663406,-5.8075859637261535,Before Launch
17,2025-03-19 23:12:48,2.019,-1.51902892,-24.743,22.069,-1,-1,0.5884026335663406,-5.8075859637261535,Before Launch
18,2025-03-19 23:12:48,2.041,-0.08202100000000001,65.319,22.062,-1,-1,0.5991682731173598,-5.849198688109792,Before Launch
19,2025-03-19 23:12:48,2.069,-0.6824147199999999,-21.443,22.067,-1,-1,0.5965702635762936,-5.838340948406348,Before Launch
20,2025-03-19 23:12:49,2.498,-0.20013124,1.124,22.057,-1,-1,0.6414654380036451,-5.713083218529256,Before Launch
21,2025-03-19 23:12:49,2.522,0.40026248,25.016,22.059,-1,-1,0.6748447606949631,-5.691912935732481,Before Launch
22,2025-03-19 23:12:49,2.547,-0.8038058,-48.163,22.062,-1,-1,0.6748447606949631,-5.691912935732481,Before Launch
23,2025-03-19 23:12:49,2.569,0.16076116000000001,43.844,22.064,-1,-1,0.7017055634751954,-5.686543493762702,Before Launch
24,2025-03-19 23:12:49,2.592,-0.8038058,-41.938,22.059,-1,-1,0.672633897577591,-5.670166033085875,Before Launch
25,2025-03-19 23:12:49,3.027,0.87270344,3.854,22.057,-1,-1,0.6209081196863503,-5.7502710382121425,Before Launch
26,2025-03-19 23:12:49,3.053,-0.4429134,-50.601,22.062,-1,-1,0.6179669157870774,-5.7646141115010066,Before Launch
27,2025-03-19 23:12:49,3.076,-1.1679790399999999,-31.525,22.062,-1,-1,0.6179669157870774,-5.7646141115010066,Before Launch
28,2025-03-19 23:12:49,3.098,0.26902888,65.319,22.064,-1,-1,0.6207014462673786,-5.770712666030006,Before Launch
29,2025-03-19 23:12:49,3.121,-1.04658796,-57.201,22.052,-1,-1,0.6333782444442404,-5.798301369101438,Before Launch
30,2025-03-19 23:12:50,3.556,-0.20013124,1.946,22.064,-1,-1,0.5920618022041807,-5.759987489222164,Before Launch
31,2025-03-19 23:12:50,3.582,-0.4429134,-9.338,22.062,-1,-1,0.5732932871440236,-5.736145875573434,Before Launch
32,2025-03-19 23:12:50,3.606,0.03937008,20.095,22.067,-1,-1,0.5732932871440236,-5.736145875573434,Before Launch
33,2025-03-19 23:12:50,3.628,-0.4429134,-21.922,22.062,-1,-1,0.5695097289877391,-5.768106283148128,Before Launch
34,2025-03-19 23:12:50,3.657,-0.9251968799999999,-16.63,22.064,-1,-1,0.5814326329465139,-5.820727237052047,Before Launch
35,2025-03-19 23:12:50,4.085,-2.132546,-2.821,22.067,-1,-1,0.6347380008684639,-5.835604998328424,Before Launch
36,2025-03-19 23:12:50,4.112,-1.65026252,17.862,22.064,-1,-1,0.6132399013611491,-5.814718199565829,Before Launch
37,2025-03-19 23:12:50,4.134,-0.9251968799999999,32.958,22.064,-1,-1,0.6132399013611491,-5.814718199565829,Before Launch
38,2025-03-19 23:12:50,4.159,-0.6824147199999999,9.711,22.067,-1,-1,0.6377521396844302,-5.800269064903126,Before Launch
39,2025-03-19 23:12:50,4.187,0.03937008,25.778,22.059,-1,-1,0.6572720821642946,-5.779124579465055,Before Launch
40,2025-03-19 23:12:51,4.618,-1.51902892,-3.616,22.069,-1,-1,0.6050310075794892,-5.713435524619564,Before Launch
41,2025-03-19 23:12:51,4.64,-1.04658796,21.475,22.067,-1,-1,0.595232892011147,-5.717099224193212,Before Launch
42,2025-03-19 23:12:51,4.672,-0.6824147199999999,11.38,22.067,-1,-1,0.595232892011147,-5.717099224193212,Before Launch
43,2025-03-19 23:12:51,4.694,-1.63713916,-43.397,22.067,-1,-1,0.6210455059364246,-5.750377823808079,Before Launch
44,2025-03-19 23:12:51,4.717,-1.15813652,20.826,22.067,-1,-1,0.5894724309098632,-5.758319370349249,Before Launch
45,2025-03-19 23:12:51,5.153,0.29199475999999996,3.326,22.069,-1,-1,0.6174864399958027,-5.778020965515459,Before Launch
46,2025-03-19 23:12:51,5.181,-0.8038058,-39.136,22.062,-1,-1,0.6080429662697409,-5.7711908318207,Before Launch
47,2025-03-19 23:12:51,5.206,-0.9251968799999999,-4.856,22.064,-1,-1,0.6080429662697409,-5.7711908318207,Before Launch
48,2025-03-19 23:12:51,5.228,-0.21325460000000002,32.361,22.057,-1,-1,0.600551431521471,-5.771342745025936,Before Launch
49,2025-03-19 23:12:51,5.251,-0.8038058,-25.676,22.062,-1,-1,0.6366020876996555,-5.717561264329026,Before Launch
50,2025-03-19 23:12:52,5.689,-0.6824147199999999,0.277,22.067,-1,-1,0.5978091306030582,-5.813102584102839,Before Launch
51,2025-03-19 23:12:52,5.716,-0.56430448,4.374,22.064,-1,-1,0.5913241653922874,-5.813321310908124,Before Launch
52,2025-03-19 23:12:52,5.739,-0.6824147199999999,-5.135,22.067,-1,-1,0.5913241653922874,-5.813321310908124,Before Launch
53,2025-03-19 23:12:52,5.762,-0.8038058,-5.278,22.062,-1,-1,0.5728870634650377,-5.757365516774512,Before Launch
54,2025-03-19 23:12:52,5.784,-0.9350394,-5.965,22.067,-1,-1,0.5496974900879177,-5.700440579100242,Before Launch
55,2025-03-19 23:12:52,6.22,0.03937008,2.235,22.067,-1,-1,0.6364120853728042,-5.785414945828783,Before Launch
56,2025-03-19 23:12:52,6.247,-1.63713916,-62.093,22.072,-1,-1,0.6397669978069471,-5.811094636526325,Before Launch
57,2025-03-19 23:12:52,6.272,-0.20013124,57.48,22.064,-1,-1,0.6397669978069471,-5.811094636526325,Before Launch
58,2025-03-19 23:12:52,6.294,-0.6824147199999999,-21.922,22.067,-1,-1,0.641706577277739,-5.810861195977389,Before Launch
59,2025-03-19 23:12:52,6.316,-0.4429134,10.886,22.062,-1,-1,0.6783483740535985,-5.813731054494764,Before Launch
