n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 08:47:07,0.988,-0.028,15.986,-117.7958145,35.10468816666667,0.131103515625,-0.05712890625,1.141357421875,Before Launch
1,2025-02-22 08:47:08,1.989,0.04,16.001,-117.79581516666667,35.104688,0.132568359375,-0.0595703125,1.14306640625,Before Launch
2,2025-02-22 08:47:09,2.99,0.094,16.006,-117.79581616666667,35.10468766666666,0.131591796875,-0.059326171875,1.137939453125,Before Launch
3,2025-02-22 08:47:10,3.989,-0.176,15.966,-117.7958165,35.10468683333333,0.135009765625,-0.059326171875,1.143310546875,Before Launch
4,2025-02-22 08:47:11,4.989,-0.21,15.953,-117.79581633333333,35.104687166666665,0.142578125,-0.041015625,1.162109375,Before Launch
5,2025-02-22 08:47:12,5.989,0.034,15.916,-1,-1,0.13623046875,-0.061279296875,1.1474609375,Before Launch
6,2025-02-22 08:47:13,6.99,-0.216,15.908,-117.79581533333334,35.10468916666667,0.13427734375,-0.048828125,1.13916015625,Before Launch
7,2025-02-22 08:47:14,7.99,-0.104,15.881,-117.79581533333334,35.10468983333333,0.193115234375,-0.150146484375,1.167724609375,Before Launch
8,2025-02-22 08:47:15,8.989,0.16,15.834,-117.79582066666667,35.10469066666667,-0.961669921875,-0.08056640625,0.2939453125,Before Launch
9,2025-02-22 08:47:16,9.99,0.843,15.804,-117.79582283333333,35.10468983333333,-0.95068359375,-0.24853515625,0.232666015625,Before Launch
10,2025-02-22 08:47:17,10.989,0.751,15.864,-1,-1,-0.9404296875,-0.18505859375,0.32275390625,Before Launch
11,2025-02-22 08:47:18,11.988,0.631,15.884,-117.79581833333333,35.104691,-0.906494140625,-0.2607421875,0.23681640625,Before Launch
12,2025-02-22 08:47:19,12.996,0.859,15.981,-117.79581816666666,35.104688333333335,-0.908447265625,-0.3046875,0.21875,Before Launch
13,2025-02-22 08:47:20,13.988,0.834,16.043,-117.79581916666666,35.10468916666667,-0.78125,-0.1318359375,0.554931640625,Before Launch
14,2025-02-22 08:47:21,14.989,0.398,16.053,-117.795826,35.1046895,-0.514892578125,0.385498046875,0.80126953125,Before Launch
15,2025-02-22 08:47:22,15.989,0.151,15.884,-1,-1,1.9873046875,-0.4404296875,1.958984375,Before Launch
16,2025-02-22 08:47:23,16.988,-0.133,15.881,-117.79581733333333,35.104698166666665,0.17919921875,-0.39501953125,1.07177734375,Before Launch
17,2025-02-22 08:47:24,17.988,-0.014,15.866,-117.79581716666667,35.104699,0.096923828125,-0.584228515625,0.9462890625,Before Launch
18,2025-02-22 08:47:25,18.986,-0.356,15.834,-117.795817,35.104700666666666,0.09912109375,-0.636474609375,0.981201171875,Before Launch
19,2025-02-22 08:47:26,19.989,-0.257,15.799,-117.7958175,35.104701,0.060791015625,-0.58544921875,0.989013671875,Before Launch
20,2025-02-22 08:47:27,20.988,-0.385,15.786,-1,-1,0.101318359375,-0.609619140625,0.978759765625,Before Launch
21,2025-02-22 08:47:28,21.989,-0.374,15.801,-117.79582166666667,35.1047005,0.09619140625,-0.6142578125,0.954345703125,Before Launch
22,2025-02-22 08:47:29,22.986,-0.127,15.799,-117.79582383333333,35.104699833333335,0.05908203125,-0.61474609375,0.9697265625,Before Launch
23,2025-02-22 08:47:30,23.988,-0.002,15.801,-117.79582516666666,35.1047,-0.093505859375,-0.810302734375,0.978271484375,Before Launch
