n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-03-21 00:23:31,0.004,-0.4429134,,26.205,-1,-1,0.0,0.0,0.0,Before Launch
1,2025-03-21 00:23:31,0.046,0.5905511999999999,,26.2,-1,-1,0.0,0.0,0.0,Before Launch
2,2025-03-21 00:23:31,0.09,-0.32152232000000003,,26.202,-1,-1,0.0,0.0,0.0,Before Launch
3,2025-03-21 00:23:31,0.132,-0.6824147199999999,,26.21,-1,-1,0.0,0.0,0.0,Before Launch
4,2025-03-21 00:23:31,0.175,0.46916011999999996,,26.212,-1,-1,0.0,0.0,0.0,Before Launch
5,2025-03-21 00:23:31,0.217,0.79068244,,26.212,-1,-1,0.0,0.0,0.0,Before Launch
6,2025-03-21 00:23:31,0.259,-0.7939632799999999,,26.212,-1,-1,0.0,0.0,0.0,Before Launch
7,2025-03-21 00:23:31,0.302,0.15419948,,26.215,-1,-1,0.0,0.0,0.0,Before Launch
8,2025-03-21 00:23:31,0.344,0.71522312,,26.222,-1,-1,0.0,0.0,0.0,Before Launch
9,2025-03-21 00:23:31,0.386,0.15419948,,26.217,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
10,2025-03-21 00:23:31,0.429,0.20013124,,26.225,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
11,2025-03-21 00:23:31,0.471,-0.59383204,,26.225,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
12,2025-03-21 00:23:31,0.513,-0.3608924,,26.22,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
13,2025-03-21 00:23:31,0.556,-0.12139108,,26.215,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
14,2025-03-21 00:23:31,0.598,0.31824148,,26.22,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
15,2025-03-21 00:23:31,0.641,-0.07545932,,26.222,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
16,2025-03-21 00:23:31,0.683,-0.71194228,,26.227,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
17,2025-03-21 00:23:31,0.726,-0.83333336,,26.227,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
18,2025-03-21 00:23:32,0.768,-1.230315,,26.23,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
19,2025-03-21 00:23:32,0.811,-1.10892392,,26.227,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
20,2025-03-21 00:23:32,0.854,-0.54790028,,26.232,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
21,2025-03-21 00:23:32,0.896,-0.66929136,,26.235,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
22,2025-03-21 00:23:32,0.939,-0.15419948,,26.232,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
23,2025-03-21 00:23:32,0.981,0.35433072,,26.23,-117.79595483333334,35.10461933333333,0.0,0.0,0.0,Before Launch
24,2025-03-21 00:23:32,1.024,-0.43635172,,26.23,-117.79595483333334,35.10461933333333,20.603537688507185,-20.4925274302855,20.452882320453647,Before Launch
25,2025-03-21 00:23:32,1.07,0.75131236,1.12,26.23,-117.79595483333334,35.10461933333333,34.438921639535614,-34.442929818971784,34.346996569666864,Before Launch
26,2025-03-21 00:23:32,1.113,0.00328084,-0.55,26.237,-117.79595483333334,35.10461933333333,37.6622700046888,-37.66644054593205,37.57891840107839,Before Launch
27,2025-03-21 00:23:32,1.156,-1.18438324,-0.809,26.237,-117.79595483333334,35.10461933333333,41.40612710885055,-16.713247880154206,16.620462021134898,Before Launch
28,2025-03-21 00:23:32,1.198,0.07874016,0.714,26.227,-117.79595483333334,35.10461933333333,42.509639127450015,-10.616462704117906,10.526725473671405,Before Launch
29,2025-03-21 00:23:32,1.242,0.24278216,-0.212,26.232,-117.79595483333334,35.10461933333333,43.87367047906301,-3.1696260965185896,3.0603910499168325,Before Launch
30,2025-03-21 00:23:32,1.284,-0.51181104,-1.221,26.24,-117.79595483333334,35.10461933333333,44.277516870377916,-0.9586657238895842,0.8664898372477459,Before Launch
31,2025-03-21 00:23:32,1.327,0.91535436,1.6,26.235,-117.79595483333334,35.10461933333333,44.759945442455034,1.7452082620929565,-1.8564647402832526,Before Launch
32,2025-03-21 00:23:32,1.369,0.04593176,-0.101,26.245,-117.795955,35.10461983333333,44.91824815605651,2.5360904962054764,-2.653406585838123,Before Launch
33,2025-03-21 00:23:32,1.412,-0.27230972000000003,-0.925,26.235,-117.795955,35.10461983333333,45.1089808939397,3.5514522276493263,-3.612351254919196,Before Launch
34,2025-03-21 00:23:32,1.455,0.39698163999999997,0.227,26.237,-117.795955,35.10461983333333,45.15388901674102,3.816764623345081,-3.9176787724166022,Before Launch
35,2025-03-21 00:23:32,1.497,0.7939632799999999,0.556,26.237,-117.795955,35.10461983333333,45.20702752362658,4.170777102735067,-4.267269632048013,Before Launch
36,2025-03-21 00:23:32,1.54,-1.30577432,-0.666,26.24,-117.795955,35.10461983333333,45.24896885740695,4.287566432157228,-4.380050141734058,Before Launch
37,2025-03-21 00:23:32,1.582,0.04593176,0.381,26.245,-117.795955,35.10461983333333,45.274828819387885,4.3889861410446676,-4.523760601237323,Before Launch
38,2025-03-21 00:23:32,1.625,0.24278216,0.341,26.232,-117.795955,35.10461983333333,45.280847000329175,4.439467936542053,-4.555441548739943,Before Launch
39,2025-03-21 00:23:32,1.668,0.00328084,-0.294,26.237,-117.795955,35.10461983333333,45.28293508469888,4.483643705886707,-4.588108005778907,Before Launch
40,2025-03-21 00:23:32,1.71,-0.15419948,-0.074,26.232,-117.795955,35.10461983333333,45.28644854657074,4.514809449472902,-4.599362186829733,Before Launch
41,2025-03-21 00:23:33,1.753,-0.39370079999999996,0.297,26.237,-117.795955,35.10461983333333,45.27698444497364,4.576223807221056,-4.620379856252866,Before Launch
42,2025-03-21 00:23:33,1.795,-0.15419948,0.635,26.232,-117.795955,35.10461983333333,45.26044656105512,4.5749492985467635,-4.633448012954425,Before Launch
43,2025-03-21 00:23:33,1.838,-0.66929136,0.524,26.235,-117.795955,35.10461983333333,45.25094738491265,4.533109278711934,-4.640743455679724,Before Launch
44,2025-03-21 00:23:33,1.881,-0.7874015999999999,0.3,26.237,-117.795955,35.10461983333333,45.24723821010157,4.530701268778669,-4.654118005256159,Before Launch
45,2025-03-21 00:23:33,1.932,-1.06299216,-0.478,26.235,-117.795955,35.10461983333333,45.231869172071214,4.514111798772991,-4.647951047373643,Before Launch
46,2025-03-21 00:23:33,1.976,-1.03018376,-0.334,26.242,-117.795955,35.10461983333333,45.22401559267445,4.517862405973083,-4.667542246108887,Before Launch
47,2025-03-21 00:23:33,2.019,-1.6568242,-1.391,26.247,-117.795955,35.10461983333333,45.211397285930026,4.542400888192746,-4.660842157719996,Before Launch
48,2025-03-21 00:23:33,2.061,-0.90879268,-1.17,26.24,-117.795955,35.10461983333333,45.203025254822755,4.555287422870148,-4.657934476801688,Before Launch
49,2025-03-21 00:23:33,2.104,-0.11811023999999999,0.295,26.24,-117.795955,35.10461983333333,45.19205896087509,4.543747224106155,-4.6522262138035115,Before Launch
50,2025-03-21 00:23:33,2.147,-0.46916011999999996,-1.133,26.24,-117.795955,35.10461983333333,45.21887674437339,4.5550800517553895,-4.642049288908623,Before Launch
51,2025-03-21 00:23:33,2.189,0.51837272,0.479,26.235,-117.795955,35.10461983333333,45.24393700477766,4.569139805158151,-4.663229117044068,Before Launch
52,2025-03-21 00:23:33,2.232,-0.34776904,0.778,26.245,-117.795955,35.10461983333333,45.23698558087358,4.56981890416892,-4.674232316207821,Before Launch
53,2025-03-21 00:23:33,2.274,0.47900264,0.372,26.245,-117.795955,35.10461983333333,45.239799189066844,4.574344315699497,-4.681898279325888,Before Launch
54,2025-03-21 00:23:33,2.317,-0.70866144,-0.885,26.252,-117.795955,35.10461983333333,45.21869866993255,4.596563101727758,-4.69594221334351,Before Launch
55,2025-03-21 00:23:33,2.359,-0.19356956,0.296,26.25,-117.79595533333334,35.1046195,45.213214264617044,4.601007843739165,-4.678082601927059,Before Launch
56,2025-03-21 00:23:33,2.402,-1.21719164,-1.984,26.25,-117.79595533333334,35.1046195,45.16514480335182,4.563257751807902,-4.643755741578793,Before Launch
57,2025-03-21 00:23:33,2.444,-0.31496064,-0.336,26.252,-117.79595533333334,35.1046195,45.166658583818595,4.567160933528848,-4.644799633357187,Before Launch
58,2025-03-21 00:23:33,2.487,-0.19356956,0.073,26.25,-117.79595533333334,35.1046195,45.16257135884515,4.564105378124376,-4.653923972112713,Before Launch
59,2025-03-21 00:23:33,2.53,-0.9416010799999999,-1.245,26.257,-117.79595533333334,35.1046195,45.13982540828915,4.600588818633906,-4.6698134244270895,Before Launch
60,2025-03-21 00:23:33,2.572,-0.42322836,-1.132,26.255,-117.79595533333334,35.1046195,45.12784800179707,4.653495440425027,-4.711653055424798,Before Launch
61,2025-03-21 00:23:33,2.615,-0.66601052,0.595,26.26,-117.79595533333334,35.1046195,45.13428460949082,4.621283538336542,-4.739721495364111,Before Launch
62,2025-03-21 00:23:33,2.666,-0.82021,-0.799,26.255,-117.79595533333334,35.1046195,45.15520355922424,4.635140877784854,-4.753002675048231,Before Launch
63,2025-03-21 00:23:33,2.711,-0.07217847999999999,-0.29,26.247,-117.79595533333334,35.1046195,45.130464099877166,4.6220669456613726,-4.723960731681896,Before Launch
64,2025-03-21 00:23:34,2.753,0.20341208,0.184,26.25,-117.79595533333334,35.1046195,45.12424716352647,4.628224940035666,-4.70981218624905,Before Launch
65,2025-03-21 00:23:34,2.797,-1.3353018799999998,-1.087,26.257,-117.79595533333334,35.1046195,45.10610829753734,4.565962725896402,-4.7151318857929505,Before Launch
66,2025-03-21 00:23:34,2.84,-0.31496064,0.072,26.252,-117.79595533333334,35.1046195,45.12846554766941,4.587712065705747,-4.7015609518440415,Before Launch
67,2025-03-21 00:23:34,2.883,-1.8963255199999998,-1.601,26.252,-117.79595533333334,35.1046195,45.1612803794803,4.59107138498656,-4.7105791092827545,Before Launch
68,2025-03-21 00:23:34,2.925,-1.38123364,-0.655,26.25,-117.79595533333334,35.1046195,45.15910650565369,4.597899391848969,-4.687503021994666,Before Launch
69,2025-03-21 00:23:34,2.968,-0.74475068,0.039,26.245,-117.79595533333334,35.1046195,45.118006882620996,4.540811398252338,-4.644295710335976,Before Launch
70,2025-03-21 00:23:34,3.011,-0.5905511999999999,0.438,26.25,-117.79595533333334,35.1046195,45.08158081223835,4.4991260272156826,-4.603204288786929,Before Launch
71,2025-03-21 00:23:34,3.053,-1.8963255199999998,-0.804,26.247,-117.79595533333334,35.1046195,45.094886485255905,4.472205447498477,-4.535812452147761,Before Launch
72,2025-03-21 00:23:34,3.096,-0.9842519999999999,0.624,26.25,-117.79595533333334,35.1046195,45.09966270156104,4.465042034443973,-4.527445257759669,Before Launch
73,2025-03-21 00:23:34,3.138,-0.42322836,0.451,26.255,-117.79595533333334,35.1046195,45.1695349542253,4.451982805417104,-4.578071867964679,Before Launch
74,2025-03-21 00:23:34,3.181,-1.49934388,-1.282,26.245,-117.79595533333334,35.1046195,45.17783591535994,4.454189608578858,-4.5788752134430775,Before Launch
75,2025-03-21 00:23:34,3.224,0.04593176,0.478,26.245,-117.79595533333334,35.1046195,45.206767560001595,4.482382630904884,-4.6059846418793375,Before Launch
76,2025-03-21 00:23:34,3.266,-1.25984256,-1.651,26.247,-117.79595533333334,35.1046195,45.209101268159905,4.50634841523914,-4.598020929633845,Before Launch
77,2025-03-21 00:23:34,3.308,-1.25984256,-0.848,26.247,-117.79595533333334,35.1046195,45.262400029237675,4.5417973095051964,-4.614427125933181,Before Launch
78,2025-03-21 00:23:34,3.351,0.47900264,0.0,26.252,-117.79595533333334,35.10461883333333,45.26389823826655,4.5721828139364815,-4.63569881834098,Before Launch
79,2025-03-21 00:23:34,3.394,-0.9842519999999999,-0.256,26.25,-117.79595533333334,35.10461883333333,45.2348128113156,4.564676367448562,-4.667871850300275,Before Launch
80,2025-03-21 00:23:34,3.436,-1.8963255199999998,-1.581,26.252,-117.79595533333334,35.10461883333333,45.23595055463962,4.561043912311736,-4.6733511260029905,Before Launch
81,2025-03-21 00:23:34,3.479,-0.5905511999999999,0.582,26.25,-117.79595533333334,35.10461883333333,45.2558580501105,4.579419750718249,-4.693224750153546,Before Launch
82,2025-03-21 00:23:34,3.522,-1.21719164,-0.837,26.255,-117.79595533333334,35.10461883333333,45.2444142979143,4.594458952396652,-4.685223953069197,Before Launch
83,2025-03-21 00:23:34,3.572,-0.66601052,-0.435,26.26,-117.79595533333334,35.10461883333333,45.25534313218985,4.595920829086787,-4.697350783298512,Before Launch
84,2025-03-21 00:23:34,3.616,-0.42322836,0.477,26.26,-117.79595533333334,35.10461883333333,45.19415012175356,4.607165555334301,-4.7163176206154755,Before Launch
85,2025-03-21 00:23:34,3.659,-1.3353018799999998,-0.839,26.257,-117.79595533333334,35.10461883333333,45.20264981842144,4.615968661369827,-4.734565955567897,Before Launch
86,2025-03-21 00:23:34,3.701,-0.5085302,0.145,26.265,-117.79595533333334,35.10461883333333,45.10374376981909,4.699466821807858,-4.782184577167692,Before Launch
87,2025-03-21 00:23:34,3.744,-0.029527559999999998,0.733,26.26,-117.79595533333334,35.10461883333333,45.058688183186106,4.698605504760224,-4.708677704927978,Before Launch
88,2025-03-21 00:23:35,3.786,0.6430446400000001,0.665,26.257,-117.79595533333334,35.10461883333333,45.14707509544826,4.610327400601652,-4.668373772140932,Before Launch
89,2025-03-21 00:23:35,3.829,-1.8077428400000002,-1.869,26.267,-117.79595533333334,35.10461883333333,45.11525303188865,4.744715268612241,-4.797431001781564,Before Launch
90,2025-03-21 00:23:35,3.871,-0.34448819999999997,0.923,26.27,-117.79595533333334,35.10461883333333,44.96305106256035,4.980482053242429,-4.968021838309914,Before Launch
91,2025-03-21 00:23:35,3.914,0.60367456,0.855,26.275,-117.79595533333334,35.10461883333333,45.037593222384764,5.036666686381908,-5.0164129912295925,Before Launch
92,2025-03-21 00:23:35,3.957,-0.5839895199999999,1.222,26.275,-117.79595533333334,35.10461883333333,45.554156582386696,5.107535713063669,-5.143321547155965,Before Launch
93,2025-03-21 00:23:35,3.999,0.49212599999999995,1.744,26.277,-117.79595533333334,35.10461883333333,45.5967313737286,5.102833942456929,-5.255817703182973,Before Launch
94,2025-03-21 00:23:35,4.042,0.20669292,0.886,26.275,-117.79595533333334,35.10461883333333,45.17282897749534,5.137509006253229,-5.192611519192319,Before Launch
95,2025-03-21 00:23:35,4.084,-0.46587927999999995,0.116,26.272,-117.79595533333334,35.10461883333333,44.7745754162044,5.117665609436223,-5.311809876887247,Before Launch
96,2025-03-21 00:23:35,4.135,0.60367456,2.311,26.275,-117.79595533333334,35.10461883333333,44.84859714922806,5.4606090748104945,-5.622721716590787,Before Launch
97,2025-03-21 00:23:35,4.179,-0.14435695999999998,0.776,26.282,-117.79595533333334,35.10461883333333,45.73978055065388,6.193346341623024,-6.086353554784955,Before Launch
98,2025-03-21 00:23:35,4.221,0.25262468,0.624,26.282,-117.79595533333334,35.10461883333333,46.2631372349486,6.767203889316564,-6.441838314315766,Before Launch
99,2025-03-21 00:23:35,4.264,-0.26574804,1.139,26.285,-117.79595533333334,35.10461883333333,47.787423955296596,9.06489615188102,-7.978611835164801,Before Launch
100,2025-03-21 00:23:35,4.307,-0.89238848,-0.866,26.285,-117.79595533333334,35.10461883333333,46.97858384694521,9.687728305534524,-8.440182120236026,Before Launch
