n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 23:38:11,0.487,2.014,21.583,-1,-1,0.0693359375,-0.7333984375,0.651123046875,Before Launch
1,2025-02-21 23:38:12,1.399,1.938,21.598,0.0,0.0,0.122802734375,-0.912841796875,0.550048828125,During Launch
2,2025-02-21 23:38:13,2.41,1.974,21.61,0.0,0.0,0.111083984375,-0.759521484375,0.70849609375,During Launch
3,2025-02-21 23:38:14,3.402,1.699,21.61,0.0,0.0,-0.06689453125,-0.84912109375,0.212890625,During Launch
4,2025-02-21 23:38:15,4.402,0.983,21.615,0.0,0.0,-0.288818359375,0.33154296875,-0.853759765625,During Launch
5,2025-02-21 23:38:16,5.402,0.734,21.598,-1,-1,-0.12890625,0.40087890625,-0.7353515625,During Launch
6,2025-02-21 23:38:17,6.402,0.47,21.615,0.0,0.0,-0.513671875,0.57275390625,0.035400390625,During Launch
7,2025-02-21 23:38:18,7.401,0.114,21.615,0.0,0.0,-0.059326171875,0.739990234375,-0.5380859375,During Launch
8,2025-02-21 23:38:19,8.4,0.507,21.623,0.0,0.0,-0.0908203125,0.7529296875,-0.545166015625,During Launch
9,2025-02-21 23:38:20,9.402,0.45,21.625,0.0,0.0,-0.080322265625,0.757080078125,-0.552734375,During Launch
10,2025-02-21 23:38:21,10.402,0.423,21.633,-1,-1,-0.089599609375,0.755859375,-0.554443359375,During Launch
11,2025-02-21 23:38:22,11.432,0.366,21.64,-119.74980216666667,36.8141425,-0.08447265625,0.75,-0.53271484375,After Launch
12,2025-02-21 23:39:12,61.824,0.106,21.795,-1,-1,-0.0830078125,0.755615234375,-0.55029296875,After Launch
13,2025-02-21 23:40:02,111.434,-0.132,21.967,-119.74992616666667,36.8144165,-0.093017578125,0.75341796875,-0.543701171875,After Launch
14,2025-02-21 23:40:53,162.407,-0.299,22.037,0.0,0.0,-0.055908203125,0.801025390625,-0.4990234375,After Launch
15,2025-02-21 23:41:44,213.431,0.257,21.994,-119.749734,36.81415416666667,-0.0546875,0.79736328125,-0.5068359375,After Launch
16,2025-02-21 23:42:34,263.747,-0.228,21.925,-1,-1,-0.056884765625,0.795654296875,-0.49609375,After Launch
17,2025-02-21 23:43:24,313.747,-0.272,21.85,-1,-1,-0.052978515625,0.78955078125,-0.50146484375,After Launch
18,2025-02-21 23:44:15,364.38,0.009,21.722,0.0,0.0,-0.05322265625,0.79736328125,-0.50537109375,After Launch
