n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 01:35:03,0.505,0.143,20.57,-1,-1,-1,-1,-1,Before Launch
1,2025-02-22 01:35:04,1.366,0.091,20.578,-119.74993666666667,36.814335,-1,-1,-1,Before Launch
2,2025-02-22 01:35:05,2.366,0.075,20.588,-119.74994083333333,36.814338,-1,-1,-1,Before Launch
3,2025-02-22 01:35:06,3.365,0.016,20.59,-119.749947,36.81433916666667,-1,-1,-1,Before Launch
4,2025-02-22 01:35:07,4.365,-0.032,20.608,-119.74994516666666,36.81433833333333,-1,-1,-1,Before Launch
5,2025-02-22 01:35:08,5.363,-0.086,20.618,-1,-1,-1,-1,-1,Before Launch
6,2025-02-22 01:35:09,6.366,-0.032,20.64,-119.74993916666666,36.81433033333333,-1,-1,-1,Before Launch
7,2025-02-22 01:35:10,7.367,0.004,20.643,-119.74993933333333,36.814334,-1,-1,-1,Before Launch
8,2025-02-22 01:35:11,8.367,-0.162,20.647,-119.74993766666667,36.814341,-1,-1,-1,Before Launch
9,2025-02-22 01:35:12,9.366,-0.141,20.663,-119.749935,36.81433616666666,-1,-1,-1,Before Launch
10,2025-02-22 01:35:13,10.366,-0.418,20.66,-1,-1,-1,-1,-1,Before Launch
11,2025-02-22 01:35:14,11.366,-0.332,20.68,-119.749925,36.81433083333334,-1,-1,-1,Before Launch
12,2025-02-22 01:35:15,12.363,-0.062,20.677,-119.74992833333333,36.8143355,-1,-1,-1,Before Launch
13,2025-02-22 01:35:16,13.366,-0.018,20.69,-119.749935,36.81434433333333,-1,-1,-1,Before Launch
14,2025-02-22 01:35:17,14.366,-0.216,20.697,-119.74993566666667,36.81434816666667,-1,-1,-1,Before Launch
15,2025-02-22 01:35:18,15.365,-0.07,20.702,-1,-1,-1,-1,-1,Before Launch
16,2025-02-22 01:35:19,16.365,-0.4,20.73,-119.749938,36.814351333333335,-1,-1,-1,Before Launch
17,2025-02-22 01:35:20,17.365,-0.328,20.702,-119.74993733333334,36.81435366666667,-1,-1,-1,Before Launch
18,2025-02-22 01:35:21,18.366,-0.082,20.717,-119.749937,36.81435,-1,-1,-1,Before Launch
19,2025-02-22 01:35:22,19.365,0.299,20.72,-119.74993466666666,36.8143485,-1,-1,-1,Before Launch
20,2025-02-22 01:35:23,20.367,0.031,20.74,-1,-1,-1,-1,-1,Before Launch
21,2025-02-22 01:35:24,21.366,-0.156,20.75,-119.74993016666667,36.814352,-1,-1,-1,Before Launch
22,2025-02-22 01:35:25,22.365,-0.073,20.755,-119.74991733333333,36.81435116666667,-1,-1,-1,Before Launch
23,2025-02-22 01:35:26,23.364,-0.105,20.755,-119.74990666666666,36.814347,-1,-1,-1,Before Launch
24,2025-02-22 01:35:27,24.365,0.035,20.762,-119.74990416666667,36.81434616666667,-1,-1,-1,Before Launch
25,2025-02-22 01:35:28,25.364,-0.081,20.77,-1,-1,-1,-1,-1,Before Launch
26,2025-02-22 01:35:29,26.365,0.193,20.777,-119.74991066666666,36.81435066666667,-1,-1,-1,Before Launch
27,2025-02-22 01:35:30,27.364,0.06,20.785,-119.749911,36.8143565,-1,-1,-1,Before Launch
