n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
28,2025-02-22 01:35:31,28.367,0.159,20.795,-119.74991766666666,36.814365,-1,-1,-1,Before Launch
29,2025-02-22 01:35:32,29.363,0.102,20.8,-119.74991283333334,36.81436816666667,-1,-1,-1,Before Launch
30,2025-02-22 01:35:33,30.365,-0.049,20.805,-1,-1,-1,-1,-1,Before Launch
31,2025-02-22 01:35:34,31.365,-0.002,20.827,-119.749905,36.81436633333333,-1,-1,-1,Before Launch
32,2025-02-22 01:35:35,32.366,0.163,20.822,-119.74986383333334,36.814352,-1,-1,-1,Before Launch
33,2025-02-22 01:35:36,33.364,0.195,20.829,-119.74982466666667,36.814326666666666,-1,-1,-1,Before Launch
34,2025-02-22 01:35:37,34.365,-0.036,20.839,-119.74980833333333,36.814331833333334,-1,-1,-1,Before Launch
35,2025-02-22 01:35:38,35.364,0.229,20.845,-1,-1,-1,-1,-1,Before Launch
36,2025-02-22 01:35:39,36.365,0.161,20.862,-119.74979583333334,36.814325333333336,-1,-1,-1,Before Launch
37,2025-02-22 01:35:40,37.365,0.135,20.87,-119.7497855,36.814323,-1,-1,-1,Before Launch
38,2025-02-22 01:35:41,38.365,0.065,20.874,-119.74977766666666,36.81432,-1,-1,-1,Before Launch
39,2025-02-22 01:35:42,39.365,0.251,20.874,-119.74976733333334,36.81431883333333,-1,-1,-1,Before Launch
40,2025-02-22 01:35:43,40.366,0.406,20.884,-1,-1,-1,-1,-1,Before Launch
41,2025-02-22 01:35:44,41.365,0.127,20.909,-119.74979216666667,36.814314,-1,-1,-1,Before Launch
42,2025-02-22 01:35:45,42.367,0.354,20.909,-119.7497575,36.814289333333335,-1,-1,-1,Before Launch
43,2025-02-22 01:35:46,43.368,0.238,20.914,-119.7497765,36.81429883333333,-1,-1,-1,Before Launch
44,2025-02-22 01:35:47,44.366,0.484,20.927,-119.74978833333333,36.814299166666665,-1,-1,-1,Before Launch
45,2025-02-22 01:35:48,45.364,0.019,20.927,-1,-1,-1,-1,-1,Before Launch
46,2025-02-22 01:35:49,46.365,0.316,20.952,-119.74982366666667,36.814317,-1,-1,-1,Before Launch
47,2025-02-22 01:35:50,47.365,0.384,20.959,-119.74984183333333,36.814329,-1,-1,-1,Before Launch
48,2025-02-22 01:35:51,48.366,0.291,20.964,-119.74984316666666,36.81432933333333,-1,-1,-1,Before Launch
49,2025-02-22 01:35:52,49.365,0.441,20.967,-119.74982133333333,36.814316,-1,-1,-1,Before Launch
50,2025-02-22 01:35:53,50.363,0.285,20.989,-1,-1,-1,-1,-1,Before Launch
51,2025-02-22 01:35:54,51.365,0.135,20.997,-119.7498325,36.814322,-1,-1,-1,Before Launch
52,2025-02-22 01:35:55,52.363,0.218,20.992,-119.7498425,36.814325,-1,-1,-1,Before Launch
53,2025-02-22 01:35:56,53.366,0.404,21.014,-119.74985166666667,36.81432183333333,-1,-1,-1,Before Launch
54,2025-02-22 01:35:57,54.365,0.242,21.012,-119.74985683333334,36.81432516666667,-1,-1,-1,Before Launch
55,2025-02-22 01:35:58,55.364,0.209,21.029,-1,-1,-1,-1,-1,Before Launch
56,2025-02-22 01:35:59,56.364,0.248,21.042,-119.74986333333334,36.814332666666665,-1,-1,-1,Before Launch
57,2025-02-22 01:36:00,57.364,0.459,21.044,-119.74987133333333,36.81434633333333,-1,-1,-1,Before Launch
58,2025-02-22 01:36:01,58.364,0.077,21.044,-119.74987516666667,36.81434466666666,-1,-1,-1,Before Launch
59,2025-02-22 01:36:02,59.364,0.218,21.059,-119.74987883333333,36.814347833333336,-1,-1,-1,Before Launch
60,2025-02-22 01:36:03,60.364,0.383,21.056,-1,-1,-1,-1,-1,Before Launch
61,2025-02-22 01:36:04,61.363,0.008,21.079,-119.74993083333334,36.814383166666666,-1,-1,-1,Before Launch
62,2025-02-22 01:36:05,62.364,0.141,21.079,-119.7499185,36.81438133333333,-1,-1,-1,Before Launch
63,2025-02-22 01:36:06,63.361,-0.218,21.089,-119.74991366666667,36.81437416666667,-1,-1,-1,Before Launch
64,2025-02-22 01:36:07,64.364,-0.096,21.099,-119.7499065,36.814370833333335,-1,-1,-1,Before Launch
65,2025-02-22 01:36:08,65.363,0.201,21.101,-1,-1,-1,-1,-1,Before Launch
66,2025-02-22 01:36:09,66.363,0.356,21.109,-119.74991266666666,36.814367,-1,-1,-1,Before Launch
67,2025-02-22 01:36:10,67.363,0.168,21.126,-119.74991933333334,36.81436816666667,-1,-1,-1,Before Launch
68,2025-02-22 01:36:11,68.362,0.281,21.119,-119.74992516666667,36.8143715,-1,-1,-1,Before Launch
69,2025-02-22 01:36:12,69.363,0.356,21.144,-119.74993583333334,36.81436633333333,-1,-1,-1,Before Launch
70,2025-02-22 01:36:13,70.362,0.373,21.141,-1,-1,-1,-1,-1,Before Launch
71,2025-02-22 01:36:14,71.362,0.416,21.169,-119.74997833333333,36.814378,-1,-1,-1,Before Launch
72,2025-02-22 01:36:15,72.362,0.267,21.159,-119.74998416666666,36.814383666666664,-1,-1,-1,Before Launch
73,2025-02-22 01:36:16,73.361,0.247,21.166,-119.74999383333333,36.81438933333333,-1,-1,-1,Before Launch
74,2025-02-22 01:36:17,74.359,0.458,21.179,-119.75000283333333,36.81437283333333,-1,-1,-1,Before Launch
75,2025-02-22 01:36:18,75.361,0.54,21.189,-1,-1,-1,-1,-1,Before Launch
76,2025-02-22 01:36:19,76.361,0.371,21.196,-119.7500145,36.81435833333333,-1,-1,-1,Before Launch
77,2025-02-22 01:36:20,77.36,0.335,21.206,-119.75002733333334,36.814355166666665,-1,-1,-1,Before Launch
78,2025-02-22 01:36:21,78.361,0.223,21.211,-119.7500435,36.81435233333333,-1,-1,-1,Before Launch
79,2025-02-22 01:36:22,79.36,0.572,21.231,-119.75005383333334,36.81433766666667,-1,-1,-1,Before Launch
80,2025-02-22 01:36:23,80.36,0.561,21.239,-1,-1,-1,-1,-1,Before Launch
81,2025-02-22 01:36:24,81.36,0.399,21.249,-119.75007033333333,36.81433233333333,-1,-1,-1,Before Launch
82,2025-02-22 01:36:25,82.362,0.306,21.251,-119.75007816666667,36.814328833333335,-1,-1,-1,Before Launch
83,2025-02-22 01:36:26,83.362,0.476,21.259,-119.750088,36.81432133333333,-1,-1,-1,Before Launch
84,2025-02-22 01:36:27,84.36,0.557,21.261,-119.75010116666667,36.814317,-1,-1,-1,Before Launch
85,2025-02-22 01:36:28,85.36,0.395,21.269,-1,-1,-1,-1,-1,Before Launch
86,2025-02-22 01:36:29,86.362,0.421,21.286,-119.7500665,36.81432083333333,-1,-1,-1,Before Launch
87,2025-02-22 01:36:30,87.361,0.459,21.276,-119.75005816666666,36.81432916666667,-1,-1,-1,Before Launch
88,2025-02-22 01:36:31,88.362,0.478,21.291,-119.75005416666667,36.8143425,-1,-1,-1,Before Launch
89,2025-02-22 01:36:32,89.361,0.472,21.288,-119.7500395,36.814354333333334,-1,-1,-1,Before Launch
90,2025-02-22 01:36:33,90.36,0.435,21.298,-1,-1,-1,-1,-1,Before Launch
91,2025-02-22 01:36:34,91.361,0.276,21.316,-119.7500205,36.814336,-1,-1,-1,Before Launch
92,2025-02-22 01:36:35,92.358,0.519,21.321,-119.7500155,36.8143355,-1,-1,-1,Before Launch
93,2025-02-22 01:36:36,93.364,0.555,21.326,-119.7500085,36.814341,-1,-1,-1,Before Launch
94,2025-02-22 01:36:37,94.36,0.539,21.323,-119.75000133333333,36.81434816666667,-1,-1,-1,Before Launch
95,2025-02-22 01:36:38,95.359,0.525,21.331,-1,-1,-1,-1,-1,Before Launch
96,2025-02-22 01:36:39,96.361,0.298,21.351,-119.74998583333333,36.814331333333335,-1,-1,-1,Before Launch
97,2025-02-22 01:36:40,97.361,0.388,21.341,-119.749976,36.8143355,-1,-1,-1,Before Launch
98,2025-02-22 01:36:41,98.359,0.359,21.351,-119.74996983333334,36.8143365,-1,-1,-1,Before Launch
99,2025-02-22 01:36:42,99.36,0.431,21.346,-119.74995883333334,36.81434333333333,-1,-1,-1,Before Launch
100,2025-02-22 01:36:43,100.359,0.307,21.348,-1,-1,-1,-1,-1,Before Launch
101,2025-02-22 01:36:44,101.36,0.414,21.368,-119.74994283333334,36.814358666666664,-1,-1,-1,Before Launch
102,2025-02-22 01:36:45,102.359,0.414,21.373,-119.7499385,36.814357,-1,-1,-1,Before Launch
103,2025-02-22 01:36:46,103.357,0.208,21.373,-119.74993983333333,36.81435916666667,-1,-1,-1,Before Launch
104,2025-02-22 01:36:47,104.36,0.551,21.383,-119.749938,36.81435366666667,-1,-1,-1,Before Launch
105,2025-02-22 01:36:48,105.358,0.569,21.393,-1,-1,-1,-1,-1,Before Launch
