n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Yaw (°),Flag
0,2025-03-21 00:24:59,0.004,5.28543324,,26.477,-1,-1,0.0,0.0,0.0,Before Launch
1,2025-03-21 00:24:59,0.046,3.93372716,,26.472,-1,-1,0.0,0.0,0.0,During Launch
2,2025-03-21 00:24:59,0.089,6.03346476,,26.459,-1,-1,0.0,0.0,0.0,During Launch
3,2025-03-21 00:24:59,0.131,4.17322848,,26.467,-1,-1,0.0,0.0,0.0,During Launch
4,2025-03-21 00:24:59,0.173,4.80971144,,26.462,-1,-1,0.0,0.0,0.0,During Launch
5,2025-03-21 00:24:59,0.216,3.8976379199999998,,26.469,-1,-1,0.0,0.0,0.0,During Launch
6,2025-03-21 00:25:00,0.258,5.20669308,,26.462,-1,-1,0.0,0.0,0.0,During Launch
7,2025-03-21 00:25:00,0.301,3.5039371200000002,,26.464,-1,-1,0.0,0.0,0.0,During Launch
8,2025-03-21 00:25:00,0.343,3.854987,,26.457,-1,-1,0.0,0.0,0.0,During Launch
9,2025-03-21 00:25:00,0.386,5.71522328,,26.459,-1,-1,0.0,0.0,0.0,During Launch
10,2025-03-21 00:25:00,0.428,2.31627304,,26.464,-1,-1,0.0,0.0,0.0,During Launch
11,2025-03-21 00:25:00,0.471,3.7795276799999997,,26.467,-1,-1,0.0,0.0,0.0,During Launch
12,2025-03-21 00:25:00,0.513,4.13057756,,26.459,-1,-1,0.0,0.0,0.0,During Launch
13,2025-03-21 00:25:00,0.556,3.10695548,,26.464,-1,-1,0.0,0.0,0.0,During Launch
14,2025-03-21 00:25:00,0.599,3.8976379199999998,,26.464,-1,-1,0.0,0.0,0.0,During Launch
15,2025-03-21 00:25:00,0.642,5.04265108,,26.457,-1,-1,0.0,0.0,0.0,During Launch
16,2025-03-21 00:25:00,0.684,5.04265108,,26.457,-1,-1,0.0,0.0,0.0,During Launch
17,2025-03-21 00:25:00,0.727,4.09448832,,26.452,-1,-1,0.0,0.0,0.0,During Launch
18,2025-03-21 00:25:00,0.769,3.7335959199999995,,26.457,-1,-1,0.0,0.0,0.0,During Launch
19,2025-03-21 00:25:00,0.812,3.80905524,,26.449,-1,-1,0.0,0.0,0.0,During Launch
20,2025-03-21 00:25:00,0.854,3.4120736000000003,,26.449,-117.79595783333333,35.104627,0.0,0.0,0.0,During Launch
21,2025-03-21 00:25:00,0.896,3.772966,,26.432,-117.79595783333333,35.104627,0.0,0.0,0.0,During Launch
22,2025-03-21 00:25:00,0.939,3.772966,,26.442,-117.79595783333333,35.104627,0.0,0.0,0.0,During Launch
23,2025-03-21 00:25:00,0.981,5.35761172,,26.442,-117.79595783333333,35.104627,0.0,0.0,0.0,During Launch
24,2025-03-21 00:25:00,1.023,4.12401588,,26.434,-117.79595783333333,35.104627,15.34476229596487,-38.90930833847722,10.683106573820126,During Launch
25,2025-03-21 00:25:00,1.069,2.542651,-2.575,26.434,-117.79595783333333,35.104627,31.736101014785227,-44.4265568684908,29.467088931212665,During Launch
26,2025-03-21 00:25:00,1.114,2.38517068,-1.45,26.432,-117.79595783333333,35.104627,33.63273491724508,-45.59919375171557,32.28532860810013,During Launch
27,2025-03-21 00:25:00,1.156,2.49671924,-3.315,26.427,-117.79595783333333,35.104627,28.282160533449844,-43.823226773593056,38.78309879237885,During Launch
28,2025-03-21 00:25:00,1.199,3.25459328,-0.86,26.419,-117.79595783333333,35.104627,28.097121165979104,-41.76121709695284,37.9702810792702,During Launch
29,2025-03-21 00:25:01,1.241,2.34251976,-2.31,26.422,-117.79595783333333,35.104627,29.054655010862,-36.88377062554213,34.77535461604986,During Launch
30,2025-03-21 00:25:01,1.284,1.66994756,-2.086,26.419,-117.79595783333333,35.104627,28.714278042652353,-34.71493614974481,33.72823360913386,During Launch
31,2025-03-21 00:25:01,1.326,2.14238852,-2.869,26.409,-117.79595783333333,35.104627,27.124008703275234,-29.97212985487908,32.37016444945398,During Launch
32,2025-03-21 00:25:01,1.369,2.4934384,-0.946,26.402,-117.79595783333333,35.104627,26.570816463166636,-28.029137495334027,31.62185071662595,During Launch
33,2025-03-21 00:25:01,1.411,1.6568242,-2.058,26.395,-117.79595783333333,35.104627,25.71818370237137,-24.70803009780848,30.179394286717432,During Launch
34,2025-03-21 00:25:01,1.453,0.9055118400000001,-4.508,26.377,-117.79595783333333,35.104627,24.811226044457847,-23.19318058989437,29.60567634063407,During Launch
35,2025-03-21 00:25:01,1.496,0.7053806,-1.508,26.364,-117.79595783333333,35.104627,23.075848073698868,-20.825498621280282,28.339638027480596,During Launch
36,2025-03-21 00:25:01,1.538,-1.04330712,-4.52,26.357,-117.79595783333333,35.104627,22.24264453191204,-18.932010123533694,26.44228181817714,During Launch
37,2025-03-21 00:25:01,1.581,-0.17716536,-4.033,26.35,-117.79595783333333,35.104627,21.677478565412777,-14.9234175467533,22.308236412921218,During Launch
38,2025-03-21 00:25:01,1.623,-1.12204728,-3.963,26.345,-117.79595783333333,35.104627,21.754516715804222,-12.195811958853017,18.172115559866764,During Launch
39,2025-03-21 00:25:01,1.665,-1.91601056,-5.454,26.345,-117.79595783333333,35.104627,21.783518010165817,-6.662277258040889,8.451197205292434,During Launch
40,2025-03-21 00:25:01,1.708,-2.0341208,-6.639,26.347,-117.79595783333333,35.104627,21.599334643420608,-4.582878221422542,4.2064763298504,During Launch
41,2025-03-21 00:25:01,1.75,0.69225724,-4.081,26.34,-117.79595783333333,35.104627,20.81221051813762,-0.9445446521018193,-4.615886047854283,During Launch
42,2025-03-21 00:25:01,1.792,0.29527559999999997,-3.567,26.34,-117.79595783333333,35.104627,20.175220608993463,0.37432867090304134,-8.5284329976712,During Launch
43,2025-03-21 00:25:01,1.835,-0.05577428,-3.555,26.347,-117.7959565,35.104622666666664,18.905036107875432,2.8389983273186554,-15.00920955942827,During Launch
44,2025-03-21 00:25:01,1.877,-0.69225724,-4.227,26.352,-117.7959565,35.104622666666664,18.264594451829552,4.066569806425286,-17.516935396161905,During Launch
45,2025-03-21 00:25:01,1.92,0.18700788000000002,-3.025,26.367,-117.7959565,35.104622666666664,17.43217044581007,6.77935778010779,-22.72448298707889,During Launch
46,2025-03-21 00:25:01,1.962,-0.48228348,-3.992,26.37,-117.7959565,35.104622666666664,16.921701367632124,7.764781031648427,-24.240898323645602,During Launch
47,2025-03-21 00:25:01,2.005,0.66272968,-2.918,26.382,-117.7959565,35.104622666666664,14.534031771874004,8.315341912220315,-26.50009283491596,During Launch
48,2025-03-21 00:25:01,2.047,-0.60039372,-5.589,26.392,-117.7959565,35.104622666666664,13.267160888830642,8.092994007290663,-27.391909915120696,During Launch
49,2025-03-21 00:25:01,2.09,-0.03937008,-3.902,26.392,-117.7959565,35.104622666666664,11.196985268869076,7.560038863540357,-29.07136253462207,During Launch
50,2025-03-21 00:25:01,2.133,-0.55446196,-2.911,26.399,-117.7959565,35.104622666666664,10.40333249018947,7.572840968004271,-30.744741180851754,During Launch
51,2025-03-21 00:25:01,2.175,-1.19094492,-3.371,26.404,-117.7959565,35.104622666666664,9.253605504883165,7.225666018150177,-32.321979063433396,During Launch
52,2025-03-21 00:25:01,2.217,-1.9816273599999998,-4.221,26.404,-117.7959565,35.104622666666664,8.630406470906262,6.988566325183638,-32.72069876290694,During Launch
53,2025-03-21 00:25:02,2.26,0.31824148,-2.768,26.414,-117.7959565,35.104622666666664,8.633893233119494,6.979275780162183,-32.74733575403637,During Launch
54,2025-03-21 00:25:02,2.302,-1.02690292,-3.176,26.409,-117.7959565,35.104622666666664,9.024623447167098,6.946279326941302,-32.17690387945603,During Launch
55,2025-03-21 00:25:02,2.344,-0.30839896,-1.866,26.419,-117.7959565,35.104622666666664,7.224189169738247,6.68986525751879,-39.67377661783095,During Launch
56,2025-03-21 00:25:02,2.387,-1.38451448,-3.324,26.419,-117.7959565,35.104622666666664,5.0664349868385425,6.15039908158629,-56.86361306116754,During Launch
57,2025-03-21 00:25:02,2.43,-1.5419947999999999,-3.803,26.412,-117.7959565,35.104622666666664,1.3738949572690913,4.53508000017223,-94.99956710424709,During Launch
58,2025-03-21 00:25:02,2.473,-0.4757218,-2.008,26.414,-117.7959565,35.104622666666664,0.4792100825670751,4.217872017463873,-106.23489306334801,During Launch
59,2025-03-21 00:25:02,2.515,-1.22047248,-2.002,26.432,-117.7959565,35.104622666666664,0.3581305142310989,4.555696388669535,-118.01866303104902,During Launch
60,2025-03-21 00:25:02,2.557,-0.59383204,-1.225,26.417,-117.7959565,35.104622666666664,0.7254358087547909,4.660711801765784,-108.50353765411215,During Launch
61,2025-03-21 00:25:02,2.602,0.71194228,1.65,26.414,-117.7959565,35.104622666666664,1.472105500185157,4.890415941083835,-83.0120041097082,During Launch
62,2025-03-21 00:25:02,2.645,-1.46325464,-1.209,26.427,-117.7959565,35.104622666666664,2.023877832622521,5.31753108135007,-71.10355627039198,During Launch
63,2025-03-21 00:25:02,2.688,-1.17782156,-0.052,26.429,-117.7959565,35.104622666666664,3.5068408911126907,6.763491421274961,-59.24251595253044,During Launch
64,2025-03-21 00:25:02,2.73,0.24278216,2.027,26.424,-117.7959565,35.104622666666664,4.492065630053181,7.536553209188718,-56.827989329954896,During Launch
65,2025-03-21 00:25:02,2.773,0.24278216,2.138,26.424,-117.7959565,35.104622666666664,6.811166206456345,8.132632568808065,-58.66151038454783,During Launch
66,2025-03-21 00:25:02,2.818,0.12139108,-0.535,26.427,-117.7959565,35.104622666666664,7.03932597159916,8.050273213873322,-67.22203266893928,During Launch
67,2025-03-21 00:25:02,2.863,-1.2959318,-1.486,26.432,-117.79595683333334,35.10461983333333,5.2155635482738045,6.46184185302438,-99.01850981640949,During Launch
