n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 23:29:17,0.403,0.48884516,,22.117,-1,-1,0.0,0.0,Before Launch
1,2025-03-19 23:29:17,0.426,-0.9612861199999999,,22.112,-1,-1,0.0,0.0,Before Launch
2,2025-03-19 23:29:17,0.449,-1.20078744,,22.117,-1,-1,0.0,0.0,Before Launch
3,2025-03-19 23:29:17,0.472,-0.11482940000000001,,22.114,-1,-1,0.0,0.0,Before Launch
4,2025-03-19 23:29:17,0.495,-0.35433072,,22.122,-1,-1,0.0,0.0,Before Launch
5,2025-03-19 23:29:18,0.918,0.12467191999999999,,22.112,-1,-1,0.0,0.0,Before Launch
6,2025-03-19 23:29:18,0.94,-0.35761156,,22.114,-1,-1,0.0,0.0,Before Launch
7,2025-03-19 23:29:18,0.963,0.72834648,,22.114,-1,-1,0.0,0.0,Before Launch
8,2025-03-19 23:29:18,0.986,-0.4757218,,22.117,-1,-1,0.0,0.0,Before Launch
9,2025-03-19 23:29:18,1.014,0.00656168,,22.119,-1,-1,15.517526853309192,-18.879834164173815,Before Launch
10,2025-03-19 23:29:18,1.442,-0.4757218,,22.117,-1,-1,2.0909549441187023,-7.50048011928729,Before Launch
11,2025-03-19 23:29:18,1.468,0.12467191999999999,,22.119,-1,-1,1.5613004335947929,-7.030967118333689,Before Launch
12,2025-03-19 23:29:18,1.49,-0.59711288,,22.119,-1,-1,1.5613004335947929,-7.030967118333689,Before Launch
13,2025-03-19 23:29:18,1.513,-1.19094492,,22.124,-1,-1,1.189706021609653,-6.742893255624023,Before Launch
14,2025-03-19 23:29:18,1.535,0.00656168,,22.124,-1,-1,0.9510772215373613,-6.515189926865347,Before Launch
15,2025-03-19 23:29:19,1.971,-1.19094492,,22.124,-1,-1,0.4439474780388143,-6.116570104780763,Before Launch
16,2025-03-19 23:29:19,1.997,-0.23622047999999998,,22.119,-1,-1,0.437810314177295,-6.090200554836293,Before Launch
17,2025-03-19 23:29:19,2.02,-0.7185039599999999,,22.114,-1,-1,0.437810314177295,-6.090200554836293,Before Launch
18,2025-03-19 23:29:19,2.043,-0.59711288,,22.119,-1,-1,0.4033072720757675,-6.099618480272396,Before Launch
19,2025-03-19 23:29:19,2.065,0.00656168,,22.122,-1,-1,0.4195392455023933,-6.075861464797802,Before Launch
20,2025-03-19 23:29:19,2.502,0.25918636,,22.124,-1,-1,0.36298950177557554,-6.049018669107756,Before Launch
21,2025-03-19 23:29:19,2.529,-1.5616798399999998,,22.117,-1,-1,0.3492448795896896,-6.0605482891561495,Before Launch
22,2025-03-19 23:29:19,2.551,-0.23622047999999998,,22.119,-1,-1,0.3492448795896896,-6.0605482891561495,Before Launch
23,2025-03-19 23:29:19,2.573,-1.20078744,,22.117,-1,-1,0.34996369043638187,-6.046888145156969,Before Launch
24,2025-03-19 23:29:19,2.596,-0.59711288,,22.119,-1,-1,0.34996369043638187,-6.046888145156969,Before Launch
25,2025-03-19 23:29:20,3.024,-0.7185039599999999,,22.119,-1,-1,0.35223936918417736,-6.028141929167662,Before Launch
26,2025-03-19 23:29:20,3.046,0.12795276,,22.119,-1,-1,0.35223936918417736,-6.028141929167662,Before Launch
27,2025-03-19 23:29:20,3.069,-0.71522312,,22.122,-1,-1,0.3756557236238116,-6.013037783902285,Before Launch
28,2025-03-19 23:29:20,3.092,-0.58727036,,22.112,-1,-1,0.3937158513655386,-6.002845430759532,Before Launch
29,2025-03-19 23:29:20,3.122,-0.71522312,,22.122,-1,-1,0.3937158513655386,-6.002845430759532,Before Launch
30,2025-03-19 23:29:20,3.546,0.97112864,,22.107,-1,-1,0.3727538253391335,-6.037368634970216,Before Launch
31,2025-03-19 23:29:20,3.576,0.61023624,,22.117,-1,-1,0.3727538253391335,-6.037368634970216,Before Launch
32,2025-03-19 23:29:20,3.598,0.48884516,,22.119,-1,-1,0.3874198838890403,-6.0624730779162,Before Launch
33,2025-03-19 23:29:20,3.621,-0.9612861199999999,,22.112,-1,-1,0.3687274782133085,-6.03821414825359,Before Launch
34,2025-03-19 23:29:20,3.652,-0.59711288,,22.119,-1,-1,0.3687274782133085,-6.03821414825359,Before Launch
35,2025-03-19 23:29:21,4.075,-0.59711288,,22.119,-1,-1,0.35725232273815316,-6.011047285609415,Before Launch
36,2025-03-19 23:29:21,4.097,-0.46587927999999995,,22.119,-1,-1,0.35727654732148856,-5.9595443154943535,Before Launch
37,2025-03-19 23:29:21,4.124,-0.83989504,,22.117,-1,-1,0.34473249639460624,-5.9872461431967885,Before Launch
38,2025-03-19 23:29:21,4.146,-0.71522312,,22.122,-1,-1,0.34473249639460624,-5.9872461431967885,Before Launch
39,2025-03-19 23:29:21,4.169,0.97112864,,22.117,-1,-1,0.36288544860752875,-5.989268931656881,Before Launch
40,2025-03-19 23:29:21,4.592,-1.19094492,,22.124,-1,-1,0.351043720909726,-5.944841380479047,Before Launch
41,2025-03-19 23:29:21,4.615,-1.20078744,,22.117,-1,-1,0.3571871737911011,-5.973626272650419,Before Launch
42,2025-03-19 23:29:21,4.637,-0.35761156,,22.114,-1,-1,0.3571871737911011,-5.973626272650419,Before Launch
43,2025-03-19 23:29:21,4.66,0.00656168,,22.114,-1,-1,0.3523314334124729,-5.9845483404144355,Before Launch
44,2025-03-19 23:29:21,4.682,-1.07939636,,22.104,-1,-1,0.35816356409512934,-5.977690770748651,Before Launch
45,2025-03-19 23:29:22,5.119,-1.20078744,,22.117,-1,-1,0.36657476675450806,-6.0037460951556465,Before Launch
46,2025-03-19 23:29:22,5.145,-1.31889768,,22.119,-1,-1,0.37811889421909906,-6.02987629109911,Before Launch
47,2025-03-19 23:29:22,5.169,-0.11482940000000001,,22.117,-1,-1,0.37811889421909906,-6.02987629109911,Before Launch
48,2025-03-19 23:29:22,5.192,-1.20078744,,22.117,-1,-1,0.4136689369248925,-6.024085088239331,Before Launch
49,2025-03-19 23:29:22,5.22,-0.95800528,,22.119,-1,-1,0.39335446326608053,-6.0111149307349345,Before Launch
50,2025-03-19 23:29:22,5.649,-0.10498688,-0.113,22.124,-1,-1,0.3402136502965814,-6.012022786065002,Before Launch
51,2025-03-19 23:29:22,5.675,-1.31889768,-0.068,22.119,-1,-1,0.3102029216516694,-5.997443874973665,Before Launch
52,2025-03-19 23:29:22,5.698,-0.59711288,0.115,22.119,-1,-1,0.3102029216516694,-5.997443874973665,Before Launch
53,2025-03-19 23:29:22,5.721,0.48884516,0.115,22.119,-1,-1,0.3241598151620415,-6.001488322554986,Before Launch
54,2025-03-19 23:29:22,5.744,-1.5616798399999998,-0.23,22.122,-1,-1,0.3522064350351736,-5.988233153170103,Before Launch
55,2025-03-19 23:29:23,6.181,-1.80118116,-0.366,22.122,-1,-1,0.3910374113561031,-5.980395665182296,Before Launch
56,2025-03-19 23:29:23,6.208,-1.43044624,-0.204,22.129,-1,-1,0.3809343320047561,-5.988449356079911,Before Launch
57,2025-03-19 23:29:23,6.232,-0.59711288,-0.252,22.119,-1,-1,0.3809343320047561,-5.988449356079911,Before Launch
58,2025-03-19 23:29:23,6.256,-0.82677168,-0.067,22.124,-1,-1,0.39991915291144636,-6.05103575651972,Before Launch
59,2025-03-19 23:29:23,6.286,-1.20078744,-0.229,22.117,-1,-1,0.37084882145613074,-6.016809415180079,Before Launch
60,2025-03-19 23:29:23,6.714,-1.44028876,-0.183,22.122,-1,-1,0.34940103078556295,-6.030914774297761,Before Launch
61,2025-03-19 23:29:23,6.741,-0.35433072,-0.091,22.122,-1,-1,0.3738614042936105,-5.999856976897253,Before Launch
62,2025-03-19 23:29:23,6.763,-0.71522312,-0.022,22.122,-1,-1,0.3738614042936105,-5.999856976897253,Before Launch
63,2025-03-19 23:29:23,6.786,0.25918636,0.275,22.122,-1,-1,0.3676781042115924,-5.992056580910933,Before Launch
64,2025-03-19 23:29:24,6.809,-0.58727036,-0.113,22.122,-1,-1,0.39260490076776217,-5.999459220190102,Before Launch
65,2025-03-19 23:29:24,7.245,-1.30905516,-0.022,22.127,-1,-1,0.3251921752014083,-5.948258348930992,Before Launch
66,2025-03-19 23:29:24,7.273,-1.07939636,-0.16,22.122,-1,-1,0.3238870305728402,-5.965283834163535,Before Launch
