n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
50,2025-03-20 00:10:03,2.169,0.18700788000000002,-1.196,22.967,-1,-1,1.01311063165688,-0.22800470169709602,Before Launch
51,2025-03-20 00:10:03,2.212,1.38451448,0.77,22.957,-1,-1,0.9941843884780823,-0.19741842651735733,Before Launch
52,2025-03-20 00:10:03,2.255,0.77755908,0.427,22.955,-1,-1,0.9700256003404788,-0.2036726108553202,Before Launch
53,2025-03-20 00:10:03,2.298,2.24409456,1.114,22.97,-1,-1,0.9781034128958993,-0.19545677470686992,Before Launch
54,2025-03-20 00:10:03,2.341,0.66929136,0.66,22.965,-1,-1,0.9901880701996914,-0.16769865874587211,Before Launch
55,2025-03-20 00:10:03,2.384,-0.29855644,-0.653,22.962,-1,-1,1.016720040357299,-0.14563143465377676,Before Launch
56,2025-03-20 00:10:04,2.426,1.75853024,1.549,22.962,-1,-1,0.9998661638162847,-0.11969117092859527,Before Launch
57,2025-03-20 00:10:04,2.477,0.06889764000000001,0.113,22.97,-1,-1,0.9765605795111924,-0.12081654155359632,Before Launch
58,2025-03-20 00:10:04,2.52,0.18700788000000002,-0.208,22.967,-1,-1,0.9945742722281924,-0.1473151216285276,Before Launch
59,2025-03-20 00:10:04,2.562,-0.042650919999999995,-0.426,22.972,-1,-1,0.9749301653761681,-0.15962281460559352,Before Launch
60,2025-03-20 00:10:04,2.605,0.7939632799999999,0.113,22.97,-1,-1,0.96755295288499,-0.152249120672187,Before Launch
61,2025-03-20 00:10:04,2.648,-0.53805776,0.009,22.967,-1,-1,0.9918740568783497,-0.1557438314593954,Before Launch
62,2025-03-20 00:10:04,2.69,0.06889764000000001,0.663,22.97,-1,-1,0.9686604475059429,-0.15296728504698504,Before Launch
63,2025-03-20 00:10:04,2.733,1.0334646,1.112,22.965,-1,-1,0.9748976235981014,-0.15799196373613916,Before Launch
64,2025-03-20 00:10:04,2.783,0.6824147199999999,-0.425,22.972,-1,-1,0.9861047600804397,-0.15781166313602543,Before Launch
65,2025-03-20 00:10:04,2.827,0.53805776,0.317,22.96,-1,-1,0.9734994105629972,-0.14971122122401284,Before Launch
66,2025-03-20 00:10:04,2.869,0.31824148,0.669,22.972,-1,-1,0.9732571450185481,-0.1415957285167356,Before Launch
67,2025-03-20 00:10:04,2.914,-0.6561680000000001,-0.218,22.97,-1,-1,0.9881414142994469,-0.1531556167316513,Before Launch
68,2025-03-20 00:10:04,2.956,0.42650920000000003,1.43,22.962,-1,-1,1.0071450443798489,-0.14079520180079166,Before Launch
69,2025-03-20 00:10:04,2.999,0.66929136,0.882,22.965,-1,-1,0.9767474763987967,-0.14566434705207776,Before Launch
70,2025-03-20 00:10:04,3.041,0.30839896,-0.542,22.965,-1,-1,0.9753361045176826,-0.12203784210520172,Before Launch
71,2025-03-20 00:10:04,3.084,-0.89895016,-2.969,22.967,-1,-1,0.9853622603226431,-0.15466696770026944,Before Launch
72,2025-03-20 00:10:04,3.127,-0.17388452,0.111,22.967,-1,-1,0.9870855803694794,-0.1585492096047743,Before Launch
73,2025-03-20 00:10:04,3.171,-0.17388452,-0.548,22.967,-1,-1,1.0067560408699294,-0.19896906979180662,Before Launch
74,2025-03-20 00:10:04,3.216,-0.16404200000000002,-1.301,22.975,-1,-1,1.0092271477131873,-0.19128698084215184,Before Launch
75,2025-03-20 00:10:04,3.259,0.30839896,0.111,22.965,-1,-1,1.0239239647733898,-0.17647583591811225,Before Launch
76,2025-03-20 00:10:04,3.303,-0.29527559999999997,-1.54,22.97,-1,-1,1.0224871076923359,-0.1577205815276416,Before Launch
77,2025-03-20 00:10:04,3.346,1.0334646,0.235,22.965,-1,-1,1.0178552995560892,-0.14616091289638578,Before Launch
78,2025-03-20 00:10:04,3.389,1.3943569999999998,-0.779,22.965,-1,-1,1.0208232968874595,-0.13359281592775202,Before Launch
79,2025-03-20 00:10:05,3.432,-0.53805776,-1.107,22.967,-1,-1,0.9849576075684401,-0.08800788139175313,Before Launch
80,2025-03-20 00:10:05,3.474,1.27624676,1.445,22.967,-1,-1,0.9892088212214306,-0.06986346647958154,Before Launch
81,2025-03-20 00:10:05,3.517,0.30839896,-1.329,22.965,-1,-1,0.977533126612531,-0.12279087891889273,Before Launch
82,2025-03-20 00:10:05,3.559,0.18700788000000002,0.109,22.967,-1,-1,0.9875010921209626,-0.09962413437082816,Before Launch
83,2025-03-20 00:10:05,3.602,1.1515748399999999,0.891,22.962,-1,-1,0.9946438909313629,-0.09669658105582103,Before Launch
84,2025-03-20 00:10:05,3.645,0.30839896,0.324,22.965,-1,-1,1.0256459525061432,-0.12223106000086262,Before Launch
85,2025-03-20 00:10:05,3.69,1.75853024,0.889,22.965,-1,-1,1.055970203224922,-0.13250466940076755,Before Launch
86,2025-03-20 00:10:05,3.732,1.38451448,1.774,22.965,-1,-1,1.0630556487975151,-0.1488094823468042,Before Launch
87,2025-03-20 00:10:05,3.776,-0.18700788000000002,-0.236,22.96,-1,-1,1.0490977375247699,-0.18604715355509072,Before Launch
88,2025-03-20 00:10:05,3.819,1.98818904,0.879,22.96,-1,-1,1.0315922635471197,-0.18959460511175608,Before Launch
89,2025-03-20 00:10:05,3.862,0.0656168,-0.572,22.962,-1,-1,1.0087987383250174,-0.17300129759248237,Before Launch
90,2025-03-20 00:10:05,3.906,0.79068244,0.234,22.962,-1,-1,1.006258970749066,-0.16300368978561466,Before Launch
91,2025-03-20 00:10:05,3.949,0.9120735200000001,0.55,22.967,-1,-1,0.9642874652346453,-0.16433384362949663,Before Launch
92,2025-03-20 00:10:05,3.991,0.42650920000000003,1.005,22.962,-1,-1,0.9575033851409206,-0.18022884437155856,Before Launch
93,2025-03-20 00:10:05,4.042,0.9022310000000001,0.438,22.96,-1,-1,0.9474565580440685,-0.14734817646903423,Before Launch
94,2025-03-20 00:10:05,4.086,0.30839896,-0.332,22.965,-1,-1,0.9766262173436865,-0.13938478896629167,Before Launch
95,2025-03-20 00:10:05,4.129,0.0656168,-0.223,22.962,-1,-1,1.008262210515438,-0.11924251509246107,Before Launch
96,2025-03-20 00:10:05,4.171,0.42650920000000003,1.219,22.962,-1,-1,0.977368369199806,-0.11073560782491965,Before Launch
97,2025-03-20 00:10:05,4.214,-0.41666668,-0.223,22.965,-1,-1,0.9854269562698256,-0.09393795174855878,Before Launch
98,2025-03-20 00:10:05,4.257,0.5511811200000001,0.668,22.967,-1,-1,1.0043204418262486,-0.13360156805534046,Before Launch
99,2025-03-20 00:10:05,4.299,-0.05577428,0.1,22.965,-1,-1,1.0215782512749916,-0.13807854123159025,Before Launch
100,2025-03-20 00:10:05,4.342,-0.41666668,-0.669,22.965,-1,-1,1.0205909966989861,-0.16183028137610722,Before Launch
101,2025-03-20 00:10:05,4.386,-0.53805776,-0.224,22.967,-1,-1,1.0096754852574417,-0.15463798203898038,Before Launch
102,2025-03-20 00:10:06,4.428,0.17716536,-0.791,22.96,-1,-1,0.9905015600793594,-0.1514364418750095,Before Launch
103,2025-03-20 00:10:06,4.471,0.9022310000000001,-0.455,22.96,-1,-1,0.9796574846356128,-0.15678145022710138,Before Launch
104,2025-03-20 00:10:06,4.514,0.42650920000000003,0.891,22.962,-1,-1,1.0015301656609288,-0.12695752394364607,Before Launch
105,2025-03-20 00:10:06,4.557,-0.05577428,-1.23,22.965,-1,-1,0.9748655122410207,-0.133274924159315,Before Launch
106,2025-03-20 00:10:06,4.599,-0.41666668,-0.67,22.965,-1,-1,0.9726576594419726,-0.11203918025793988,Before Launch
107,2025-03-20 00:10:06,4.643,-0.18700788000000002,-0.345,22.955,-1,-1,1.0113022225317811,-0.13200541613670094,Before Launch
108,2025-03-20 00:10:06,4.695,-0.17388452,-1.213,22.967,-1,-1,1.04663776955288,-0.13193123043338928,Before Launch
109,2025-03-20 00:10:06,4.738,-0.6561680000000001,-0.882,22.97,-1,-1,1.0403186834802567,-0.16796796456230342,Before Launch
110,2025-03-20 00:10:06,4.78,-0.53805776,-2.107,22.967,-1,-1,1.0104858071153144,-0.1441937303090918,Before Launch
111,2025-03-20 00:10:06,4.823,0.42650920000000003,-0.878,22.962,-1,-1,1.0268971610960083,-0.18093367149334094,Before Launch
112,2025-03-20 00:10:06,4.866,-0.41666668,-0.211,22.97,-1,-1,1.033507519970411,-0.17342751757373776,Before Launch
113,2025-03-20 00:10:06,4.909,-1.50590556,-3.206,22.965,-1,-1,1.051414053639882,-0.16991124561538565,Before Launch
114,2025-03-20 00:10:06,4.951,1.0334646,0.889,22.965,-1,-1,1.0376515499058883,-0.17188171238751535,Before Launch
115,2025-03-20 00:10:06,4.994,-0.05577428,-0.778,22.965,-1,-1,1.0535060616929297,-0.18671543071026392,Before Launch
116,2025-03-20 00:10:06,5.036,-0.17388452,-0.999,22.967,-1,-1,1.0432139200207282,-0.16665866324829348,Before Launch
117,2025-03-20 00:10:06,5.08,-0.05577428,-0.443,22.965,-1,-1,1.0570769871499073,-0.16909897749198247,Before Launch
118,2025-03-20 00:10:06,5.123,0.5511811200000001,-0.325,22.967,-1,-1,1.0608002192541952,-0.17578354498350107,Before Launch
119,2025-03-20 00:10:06,5.167,0.9022310000000001,0.549,22.96,-1,-1,1.048962314020191,-0.16072727771052525,Before Launch
120,2025-03-20 00:10:06,5.212,-0.18700788000000002,-0.233,22.962,-1,-1,1.0642589452687168,-0.1512753132059583,Before Launch
121,2025-03-20 00:10:06,5.255,0.9022310000000001,0.439,22.96,-1,-1,1.066746004476721,-0.14954401290039512,Before Launch
122,2025-03-20 00:10:06,5.297,0.42650920000000003,0.779,22.962,-1,-1,1.0670571949422913,-0.12372101670623002,Before Launch
123,2025-03-20 00:10:06,5.34,0.0656168,-0.448,22.965,-1,-1,1.0199018395123671,-0.1012966761476191,Before Launch
124,2025-03-20 00:10:06,5.383,-0.17388452,-0.109,22.967,-1,-1,1.0097566280261665,-0.09159076277194854,Before Launch
125,2025-03-20 00:10:07,5.426,0.0656168,0.445,22.962,-1,-1,0.9972652602528224,-0.10133738316915628,Before Launch
126,2025-03-20 00:10:07,5.468,1.02034124,1.44,22.957,-1,-1,0.967624558960281,-0.11737324853226913,Before Launch
127,2025-03-20 00:10:07,5.512,-0.29855644,-0.439,22.962,-1,-1,0.9750981551491196,-0.1297979332649456,Before Launch
128,2025-03-20 00:10:07,5.554,0.9120735200000001,0.009,22.967,-1,-1,0.9825227581250737,-0.12997683366659474,Before Launch
129,2025-03-20 00:10:07,5.597,0.05249344,-0.345,22.955,-1,-1,1.036437725726768,-0.1253809016655885,Before Launch
130,2025-03-20 00:10:07,5.64,-1.1548556799999998,-1.015,22.957,-1,-1,1.1993207175305511,-0.1010307831881413,Before Launch
131,2025-03-20 00:10:07,5.69,0.17716536,0.544,22.96,-1,-1,1.2491324724078126,-0.07423802383089728,Before Launch
132,2025-03-20 00:10:07,5.733,-0.29855644,-0.102,22.967,-1,-1,1.2162637786852744,-0.02685395786767506,Before Launch
133,2025-03-20 00:10:07,5.776,1.8766404799999998,1.897,22.962,-1,-1,1.1988368243053242,-0.03777692884328384,Before Launch
134,2025-03-20 00:10:07,5.819,0.65944884,1.217,22.957,-1,-1,1.1344249449874966,-0.06671592857919266,Before Launch
135,2025-03-20 00:10:07,5.863,1.62729664,1.999,22.96,-1,-1,1.11582127767798,-0.06593839509468122,Before Launch
136,2025-03-20 00:10:07,5.906,1.0334646,0.56,22.965,-1,-1,1.0531625188441975,-0.08501570811627093,Before Launch
137,2025-03-20 00:10:07,5.949,0.7939632799999999,1.118,22.965,-1,-1,1.0453798485304366,-0.09260127987340391,Before Launch
138,2025-03-20 00:10:07,5.999,-0.65944884,0.777,22.962,-1,-1,1.020576181564988,-0.09673025842060504,Before Launch
139,2025-03-20 00:10:07,6.043,1.27624676,0.222,22.967,-1,-1,1.0219644547204842,-0.11860331417068286,Before Launch
140,2025-03-20 00:10:07,6.086,2.2408137200000002,2.103,22.962,-1,-1,1.0119222226556226,-0.12725585333317357,Before Launch
141,2025-03-20 00:10:07,6.131,0.53805776,0.65,22.96,-1,-1,1.0209241559262416,-0.10899650436485153,Before Launch
142,2025-03-20 00:10:07,6.174,1.0334646,0.996,22.965,-1,-1,1.015029276468938,-0.0915641624857876,Before Launch
143,2025-03-20 00:10:07,6.218,1.74540688,1.091,22.957,-1,-1,0.9890192322836886,-0.08897192367660356,Before Launch
144,2025-03-20 00:10:07,6.267,1.02034124,0.107,22.957,-1,-1,0.9786092822518836,-0.08555117542396762,Before Launch
145,2025-03-20 00:10:07,6.312,0.42650920000000003,0.558,22.962,-1,-1,0.9683508764363611,-0.10514888065932308,Before Launch
146,2025-03-20 00:10:07,6.359,0.42650920000000003,-0.431,22.962,-1,-1,0.9841170464113935,-0.11688482376293292,Before Launch
147,2025-03-20 00:10:08,6.402,-0.05577428,-0.436,22.965,-1,-1,0.9725554223270796,-0.11036193822464477,Before Launch
148,2025-03-20 00:10:08,6.445,0.0656168,0.0,22.962,0.0,0.0,0.9938611032934777,-0.11346978062187515,Before Launch
149,2025-03-20 00:10:08,6.488,-1.85695544,-1.523,22.972,0.0,0.0,1.0263113334644653,-0.1320815338798743,Before Launch
150,2025-03-20 00:10:08,6.531,-0.40682416,-0.428,22.972,0.0,0.0,1.0149569325907812,-0.1392158259798996,Before Launch
151,2025-03-20 00:10:08,6.574,1.1515748399999999,0.119,22.962,0.0,0.0,0.9950152351437316,-0.10702329935100843,Before Launch
152,2025-03-20 00:10:08,6.618,0.79068244,0.985,22.962,0.0,0.0,1.0162304989879347,-0.10496146115350267,Before Launch
153,2025-03-20 00:10:08,6.661,-0.18700788000000002,-0.993,22.962,0.0,0.0,1.015394994552155,-0.07847177915487048,Before Launch
154,2025-03-20 00:10:08,6.704,-0.65944884,-0.643,22.962,0.0,0.0,1.0233702781317193,-0.041045200916685703,Before Launch
155,2025-03-20 00:10:08,6.748,0.53805776,1.528,22.96,0.0,0.0,1.0059655516266575,0.0018647263580475418,Before Launch
156,2025-03-20 00:10:08,6.79,-0.05577428,-0.212,22.965,0.0,0.0,0.9775271285103541,-0.013043896171801224,Before Launch
157,2025-03-20 00:10:08,6.834,1.0334646,1.21,22.962,0.0,0.0,0.9445185702449196,0.01780613095372737,Before Launch
158,2025-03-20 00:10:08,6.885,0.9120735200000001,-0.87,22.967,0.0,0.0,0.9385654347864353,0.010406323046318174,Before Launch
159,2025-03-20 00:10:08,6.928,0.06889764000000001,-0.533,22.97,0.0,0.0,0.942061507534503,-0.033086459530216224,Before Launch
160,2025-03-20 00:10:08,6.971,0.66929136,-0.865,22.965,0.0,0.0,0.9373275241632046,-0.0633753046294487,Before Launch
161,2025-03-20 00:10:08,7.014,0.0656168,-0.874,22.962,0.0,0.0,0.9571420300272355,-0.07281196692520318,Before Launch
162,2025-03-20 00:10:08,7.056,0.18700788000000002,-0.548,22.967,0.0,0.0,0.9745922324365389,-0.10023605402860068,Before Launch
163,2025-03-20 00:10:08,7.1,-0.05577428,0.548,22.965,0.0,0.0,0.9687682887242565,-0.086702164869772,Before Launch
164,2025-03-20 00:10:08,7.145,0.0656168,-1.099,22.962,0.0,0.0,0.9726117465733162,-0.08877049598248175,Before Launch
165,2025-03-20 00:10:08,7.188,0.9022310000000001,-1.215,22.96,0.0,0.0,0.9431392175557369,-0.09698121120846719,Before Launch
166,2025-03-20 00:10:08,7.23,0.79068244,0.23,22.962,0.0,0.0,0.9240655269281456,-0.09094277579885515,Before Launch
167,2025-03-20 00:10:08,7.274,0.53805776,-0.45,22.96,0.0,0.0,0.9730401186095362,-0.10044354557559192,Before Launch
168,2025-03-20 00:10:08,7.316,0.42650920000000003,-1.201,22.962,0.0,0.0,0.9483190948594272,-0.11647792938067934,Before Launch
169,2025-03-20 00:10:08,7.362,0.0656168,-0.872,22.962,0.0,0.0,0.9444520576824629,-0.08841815458305882,Before Launch
170,2025-03-20 00:10:09,7.404,0.65944884,0.213,22.957,0.0,0.0,0.9311249300676737,-0.0780082686554195,Before Launch
171,2025-03-20 00:10:09,7.456,0.17716536,-0.227,22.96,0.0,0.0,0.930696791232051,-0.08760769964137825,Before Launch
172,2025-03-20 00:10:09,7.501,0.42650920000000003,0.439,22.962,0.0,0.0,0.8944823901386916,-0.08606392651966739,Before Launch
173,2025-03-20 00:10:09,7.543,-0.29855644,-0.332,22.962,0.0,0.0,0.8843017152793037,-0.10112963227057539,Before Launch
174,2025-03-20 00:10:09,7.586,0.65944884,2.292,22.957,0.0,0.0,0.9166192383262665,-0.08381558654669448,Before Launch
175,2025-03-20 00:10:09,7.629,1.0334646,1.312,22.965,0.0,0.0,0.9378449106478958,-0.10371959226071524,Before Launch
176,2025-03-20 00:10:09,7.671,1.1515748399999999,0.0,22.962,0.0,0.0,0.9400815303862872,-0.13395600460956894,Before Launch
177,2025-03-20 00:10:09,7.715,-0.05577428,-0.772,22.962,0.0,0.0,0.9460890071569217,-0.14275346596254412,Before Launch
178,2025-03-20 00:10:09,7.757,0.17716536,0.332,22.96,0.0,0.0,0.9376970158748024,-0.14991756045043186,Before Launch
179,2025-03-20 00:10:09,7.8,-0.05577428,0.551,22.965,0.0,0.0,0.9573609076152862,-0.15479169560139533,Before Launch
180,2025-03-20 00:10:09,7.843,-0.29855644,-0.764,22.965,0.0,0.0,0.9375305000708046,-0.12988463071248366,Before Launch
181,2025-03-20 00:10:09,7.886,0.77755908,0.76,22.955,0.0,0.0,0.9559891621815823,-0.12108823515452218,Before Launch
182,2025-03-20 00:10:09,7.93,-0.05577428,-0.994,22.965,0.0,0.0,0.9561509489586282,-0.12377440559175744,Before Launch
183,2025-03-20 00:10:09,7.973,0.79068244,-0.112,22.962,0.0,0.0,0.98257784101525,-0.1105231053529472,Before Launch
184,2025-03-20 00:10:09,8.016,-0.05577428,-0.115,22.965,0.0,0.0,0.9776183205904122,-0.12139064994279697,Before Launch
185,2025-03-20 00:10:09,8.058,0.79068244,0.112,22.962,0.0,0.0,1.0005150236031353,-0.14880423896029,Before Launch
186,2025-03-20 00:10:09,8.101,-0.29855644,-0.335,22.962,0.0,0.0,0.9705242786786222,-0.1398525183217185,Before Launch
187,2025-03-20 00:10:09,8.144,-1.50590556,-1.556,22.965,0.0,0.0,0.9760293437200204,-0.15045584081500063,Before Launch
188,2025-03-20 00:10:09,8.194,-0.41666668,-0.33,22.965,0.0,0.0,0.9936289924055629,-0.11320737952572273,Before Launch
189,2025-03-20 00:10:09,8.239,-0.42979004000000004,-0.453,22.957,0.0,0.0,0.9708684887912882,-0.11877602365311565,Before Launch
190,2025-03-20 00:10:09,8.281,-0.79068244,-1.549,22.957,0.0,0.0,0.9879541277567283,-0.1446154022872717,Before Launch
191,2025-03-20 00:10:09,8.324,-0.53805776,-1.215,22.967,0.0,0.0,0.9845554436845884,-0.10334748078855155,Before Launch
192,2025-03-20 00:10:09,8.368,0.30839896,-0.21,22.965,0.0,0.0,0.9988599375890784,-0.10910193483305736,Before Launch
193,2025-03-20 00:10:10,8.412,-1.02362208,-1.323,22.957,0.0,0.0,1.0202951968459102,-0.14000574899183957,Before Launch
194,2025-03-20 00:10:10,8.457,-0.65944884,-0.662,22.962,0.0,0.0,1.026771381634401,-0.14189690106501845,Before Launch
195,2025-03-20 00:10:10,8.5,-0.05577428,-0.653,22.965,0.0,0.0,0.9964826097437057,-0.10079279937948364,Before Launch
196,2025-03-20 00:10:10,8.543,0.0656168,-0.103,22.965,0.0,0.0,0.9947992475027335,-0.09431666005294834,Before Launch
197,2025-03-20 00:10:10,8.587,0.5511811200000001,0.115,22.967,0.0,0.0,0.9750727194506167,-0.10163252188663081,Before Launch
198,2025-03-20 00:10:10,8.629,-0.76771656,-0.432,22.972,0.0,0.0,0.9736311816707198,-0.10307990947803013,Before Launch
199,2025-03-20 00:10:10,8.677,-0.05577428,-0.656,22.965,0.0,0.0,0.9680622555077134,-0.06115528476540246,Before Launch
200,2025-03-20 00:10:10,8.721,0.20013124,-0.763,22.975,0.0,0.0,0.988296714510397,-0.07557604512668299,Before Launch
201,2025-03-20 00:10:10,8.766,1.02034124,-0.12,22.957,0.0,0.0,1.011809107717826,-0.06196358735909897,Before Launch
202,2025-03-20 00:10:10,8.809,0.9022310000000001,0.876,22.96,0.0,0.0,0.9931765154076359,-0.07514211909890729,Before Launch
203,2025-03-20 00:10:10,8.851,0.53805776,0.33,22.96,0.0,0.0,0.9600228824188912,-0.05660860318816669,Before Launch
204,2025-03-20 00:10:10,8.894,-0.05577428,0.0,22.965,0.0,0.0,0.9699830888473596,-0.11380824465778638,Before Launch
205,2025-03-20 00:10:10,8.936,0.53805776,0.765,22.96,0.0,0.0,0.9625463245755912,-0.14965600074489355,Before Launch
206,2025-03-20 00:10:10,8.979,1.98818904,1.108,22.96,0.0,0.0,0.949208847440976,-0.1657774927970843,Before Launch
207,2025-03-20 00:10:10,9.021,-0.53805776,-0.442,22.967,0.0,0.0,0.9503649821749821,-0.16793389817615065,Before Launch
208,2025-03-20 00:10:10,9.064,0.5511811200000001,-0.22,22.967,0.0,0.0,0.9609965149928837,-0.1679747297130619,Before Launch
209,2025-03-20 00:10:10,9.106,-1.14173232,-0.996,22.965,0.0,0.0,0.9797192870794236,-0.1901184088612607,Before Launch
210,2025-03-20 00:10:10,9.149,-0.18700788000000002,-0.896,22.96,0.0,0.0,0.9836188962472632,-0.13303509994224508,Before Launch
211,2025-03-20 00:10:10,9.192,0.42650920000000003,0.665,22.965,0.0,0.0,0.9833943245612399,-0.12615720877446238,Before Launch
212,2025-03-20 00:10:10,9.242,0.18700788000000002,1.542,22.967,0.0,0.0,1.0031743083607232,-0.16355883313577207,Before Launch
213,2025-03-20 00:10:10,9.285,0.0656168,0.442,22.962,0.0,0.0,0.9893309092286778,-0.14626811908392476,Before Launch
