n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-21 23:04:25,0.509,-0.064,24.721,-1,-1,0.10009765625,0.458984375,0.9951171875,Before Launch
1,2025-02-21 23:04:26,1.509,-0.065,24.731,-119.750031,36.81438633333333,0.09716796875,0.45361328125,0.988525390625,Before Launch
2,2025-02-21 23:04:27,2.51,-0.01,24.731,-119.75003016666666,36.8143865,0.0966796875,0.457763671875,0.984619140625,Before Launch
3,2025-02-21 23:04:28,3.511,-0.195,24.726,-119.7500325,36.8143895,0.1005859375,0.45751953125,0.986328125,Before Launch
4,2025-02-21 23:04:29,4.508,0.01,24.721,-119.7500335,36.814392166666664,0.101318359375,0.458984375,0.972900390625,Before Launch
5,2025-02-21 23:04:30,5.509,0.055,24.721,-1,-1,0.10498046875,0.455078125,0.9892578125,Before Launch
6,2025-02-21 23:04:31,6.51,-0.036,24.726,-119.75003383333333,36.814394666666665,0.096435546875,0.458740234375,0.996826171875,Before Launch
7,2025-02-21 23:04:32,7.51,-0.329,24.721,-119.7500335,36.814392,0.085693359375,0.45703125,0.984619140625,Before Launch
8,2025-02-21 23:04:33,8.511,-0.06,24.721,-119.750033,36.814391,0.105712890625,0.455810546875,0.98876953125,Before Launch
9,2025-02-21 23:04:34,9.51,-0.198,24.721,-119.75003216666667,36.814392166666664,0.100341796875,0.4599609375,0.9892578125,Before Launch
10,2025-02-21 23:04:35,10.51,-0.101,24.721,-1,-1,0.0966796875,0.46142578125,0.997802734375,Before Launch
11,2025-02-21 23:04:36,11.508,-0.078,24.728,-119.75003083333333,36.814392833333336,0.0986328125,0.456787109375,0.983154296875,Before Launch
12,2025-02-21 23:04:37,12.51,-0.198,24.723,-119.75002866666667,36.81439116666667,0.09033203125,0.499267578125,1.00048828125,Before Launch
13,2025-02-21 23:04:38,13.511,-0.246,24.721,-119.7500165,36.814375166666665,-0.031494140625,-0.28564453125,1.28369140625,Before Launch
14,2025-02-21 23:04:39,14.512,0.743,24.683,-119.750006,36.814385,-0.62060546875,-0.638916015625,0.14990234375,Before Launch
15,2025-02-21 23:04:40,15.509,1.746,24.688,-1,-1,-0.09033203125,-0.660888671875,-0.563720703125,Before Launch
16,2025-02-21 23:04:41,16.51,1.446,24.703,-119.75000066666666,36.81437283333333,-0.049072265625,-0.729248046875,-0.614013671875,Before Launch
17,2025-02-21 23:04:42,17.51,1.409,24.708,-119.74999416666667,36.8143635,-0.13037109375,-0.521728515625,-0.7685546875,Before Launch
18,2025-02-21 23:04:43,18.512,1.825,24.706,-119.7499905,36.81435616666667,-0.123779296875,-0.526123046875,-0.7587890625,Before Launch
19,2025-02-21 23:04:44,19.515,1.608,24.698,-119.74998566666666,36.8143495,-0.166015625,-0.51904296875,-0.685302734375,Before Launch
20,2025-02-21 23:04:45,20.513,1.451,24.683,-1,-1,-0.13916015625,-0.652099609375,-0.90771484375,Before Launch
21,2025-02-21 23:04:46,21.512,1.654,24.696,-119.74997666666667,36.8143425,-0.03515625,-0.47802734375,-0.7744140625,Before Launch
22,2025-02-21 23:04:47,22.509,2.07,24.688,-119.74998166666667,36.814335166666666,-0.251708984375,-0.37109375,-0.84130859375,Before Launch
23,2025-02-21 23:04:48,23.511,2.163,24.688,-119.749975,36.81433083333334,-0.156494140625,-0.403076171875,-0.79052734375,During Launch
24,2025-02-21 23:04:49,24.511,2.232,24.696,-119.74997016666667,36.814323333333334,-0.328125,-0.426513671875,-0.5458984375,During Launch
25,2025-02-21 23:04:50,25.512,1.248,24.683,-1,-1,-0.574951171875,-0.6806640625,-0.49853515625,During Launch
26,2025-02-21 23:04:51,26.511,1.359,24.701,-119.74996783333333,36.814308833333335,-0.775146484375,-0.45703125,-0.47021484375,During Launch
27,2025-02-21 23:04:52,27.511,1.307,24.691,-119.74995883333334,36.8143025,-0.266357421875,-0.474365234375,-0.716796875,During Launch
28,2025-02-21 23:04:53,28.512,1.635,24.683,-119.7499495,36.81429883333333,-0.237548828125,-0.438720703125,-1.02197265625,During Launch
29,2025-02-21 23:04:54,29.512,1.654,24.688,-119.74994333333333,36.81429283333333,-0.007080078125,-0.257568359375,-0.7490234375,During Launch
30,2025-02-21 23:04:55,30.513,0.887,24.678,-1,-1,-0.681884765625,-0.77197265625,-0.201171875,During Launch
31,2025-02-21 23:04:56,31.512,0.425,24.686,-119.749932,36.8142905,-0.03173828125,-0.9345703125,0.764892578125,During Launch
32,2025-02-21 23:04:57,32.512,0.156,24.686,-119.74993583333334,36.8142935,0.193603515625,-0.637451171875,1.0048828125,During Launch
33,2025-02-21 23:04:58,33.51,-0.177,24.673,-119.74993283333333,36.81429166666667,0.175537109375,-0.269287109375,1.05078125,During Launch
34,2025-02-21 23:04:59,34.512,-0.162,24.678,-119.74993866666667,36.8142985,0.09423828125,-0.4345703125,1.011474609375,During Launch
