n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 21:54:23,0.402,-0.32480316000000004,,22.099,-1,-1,0.0,0.0,Before Launch
1,2025-03-19 21:54:24,1.483,0.38385828,0.656,22.097,-1,-1,0.47391028587334116,-6.070121441635749,Before Launch
2,2025-03-19 21:54:25,2.565,0.4429134,0.055,22.099,-1,-1,0.45617715798511715,-5.991419098726343,Before Launch
3,2025-03-19 21:54:26,3.647,-0.81364832,-1.161,22.104,-1,-1,0.49666825507983,-5.958699248151609,Before Launch
4,2025-03-19 21:54:27,4.728,-0.24934383999999998,0.522,22.102,-1,-1,0.5098875056610075,-6.031441186545862,Before Launch
