n,Datetime (UTC),Timestamp (s),Altitude (ft),Velocity (ft/s),Temperature (C),Longitude,Latitude,Roll (°),Pitch (°),Flag
0,2025-03-19 23:40:00,0.403,0.38385828,,22.266,-1,-1,-1,-1,Before Launch
1,2025-03-19 23:40:00,0.426,0.13451444,,22.264,-1,-1,-1,-1,Before Launch
2,2025-03-19 23:40:00,0.448,-0.21653544,,22.271,-1,-1,-1,-1,Before Launch
3,2025-03-19 23:40:00,0.472,-0.08530183999999999,,22.269,-1,-1,-1,-1,Before Launch
4,2025-03-19 23:40:00,0.495,-0.21653544,,22.271,-1,-1,-1,-1,Before Launch
5,2025-03-19 23:40:01,0.919,-0.82021,,22.269,-1,-1,-1,-1,Before Launch
6,2025-03-19 23:40:01,0.942,-0.45931760000000005,,22.269,-1,-1,-1,-1,Before Launch
7,2025-03-19 23:40:01,0.965,-1.5452756399999998,,22.269,-1,-1,-1,-1,Before Launch
8,2025-03-19 23:40:01,0.987,-0.33792651999999995,,22.266,-1,-1,-1,-1,Before Launch
9,2025-03-19 23:40:01,1.015,-1.30249348,,22.276,-1,-1,-1,-1,Before Launch
10,2025-03-19 23:40:01,1.439,-0.58070868,,22.271,-1,-1,-1,-1,Before Launch
11,2025-03-19 23:40:01,1.462,1.10892392,,22.266,-1,-1,-1,-1,Before Launch
12,2025-03-19 23:40:01,1.485,1.58136488,,22.271,-1,-1,-1,-1,Before Launch
13,2025-03-19 23:40:01,1.513,-0.21653544,,22.271,-1,-1,-1,-1,Before Launch
14,2025-03-19 23:40:01,1.541,-0.45931760000000005,,22.269,-1,-1,-1,-1,Before Launch
15,2025-03-19 23:40:02,1.97,0.02624672,,22.274,-1,-1,-1,-1,Before Launch
16,2025-03-19 23:40:02,1.993,-0.09842519999999999,,22.269,-1,-1,-1,-1,Before Launch
17,2025-03-19 23:40:02,2.017,0.25262468,,22.261,-1,-1,-1,-1,Before Launch
18,2025-03-19 23:40:02,2.042,1.59448824,,22.271,-1,-1,-1,-1,Before Launch
19,2025-03-19 23:40:02,2.073,0.7480315200000001,,22.266,-1,-1,-1,-1,Before Launch
20,2025-03-19 23:40:02,2.501,-1.06299216,,22.274,-1,-1,-1,-1,Before Launch
21,2025-03-19 23:40:02,2.524,-0.21653544,,22.271,-1,-1,-1,-1,Before Launch
22,2025-03-19 23:40:02,2.549,-1.06299216,,22.266,-1,-1,-1,-1,Before Launch
23,2025-03-19 23:40:02,2.574,0.26574804,,22.269,-1,-1,-1,-1,Before Launch
24,2025-03-19 23:40:02,2.605,0.26574804,,22.269,-1,-1,-1,-1,Before Launch
25,2025-03-19 23:40:03,3.034,0.50524936,,22.271,-1,-1,-1,-1,Before Launch
26,2025-03-19 23:40:03,3.061,1.46981632,,22.266,-1,-1,-1,-1,Before Launch
27,2025-03-19 23:40:03,3.083,-0.70209976,,22.266,-1,-1,-1,-1,Before Launch
28,2025-03-19 23:40:03,3.11,0.14435695999999998,,22.269,-1,-1,-1,-1,Before Launch
29,2025-03-19 23:40:03,3.139,-0.82021,,22.276,-1,-1,-1,-1,Before Launch
30,2025-03-19 23:40:03,3.575,-0.9416010799999999,,22.271,-1,-1,-1,-1,Before Launch
31,2025-03-19 23:40:03,3.598,-0.20669292,,22.279,-1,-1,-1,-1,Before Launch
32,2025-03-19 23:40:03,3.624,-0.21653544,,22.271,-1,-1,-1,-1,Before Launch
33,2025-03-19 23:40:03,3.655,0.02624672,,22.274,-1,-1,-1,-1,Before Launch
34,2025-03-19 23:40:03,3.683,-0.58070868,,22.271,-1,-1,-1,-1,Before Launch
35,2025-03-19 23:40:04,4.112,1.22047248,,22.264,-1,-1,-1,-1,Before Launch
36,2025-03-19 23:40:04,4.135,0.14435695999999998,,22.271,-1,-1,-1,-1,Before Launch
37,2025-03-19 23:40:04,4.159,0.02624672,,22.274,-1,-1,-1,-1,Before Launch
38,2025-03-19 23:40:04,4.188,0.38385828,,22.266,-1,-1,-1,-1,Before Launch
39,2025-03-19 23:40:04,4.217,0.14435695999999998,,22.271,-1,-1,-1,-1,Before Launch
