n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,3.87,-0.155,0.0,0.0,22.745,1001.351,0,0,0,
1,4.53,-0.122,-1,-1,22.76,1001.343,0,0,0,
2,5.192,-0.122,-1,-1,22.763,1001.361,0,0,0,
3,5.852,-0.089,-1,-1,22.758,1001.378,0,0,0,
4,6.513,-0.042,-1,-1,22.763,1001.313,0,0,0,
5,7.174,0.05,0.0,0.0,22.76,1001.32,0,0,0,
6,7.834,-0.224,0.0,0.0,22.768,1001.357,0,0,0,
7,8.495,-0.28,-1,-1,22.77,1001.347,0,0,0,
8,9.155,-0.034,0.0,0.0,22.77,1001.36,0,0,0,
9,9.816,-0.303,-1,-1,22.765,1001.334,0,0,0,
10,10.477,-0.2,-1,-1,22.765,1001.354,0,0,0,
11,11.138,-0.172,-1,-1,22.773,1001.362,0,0,0,
12,11.798,-0.172,-1,-1,22.77,1001.345,0,0,0,
13,12.459,-0.187,0.0,0.0,22.773,1001.363,0,0,0,
14,13.119,-0.437,0.0,0.0,22.768,1001.364,0,0,0,
15,13.78,-0.181,-1,-1,22.78,1001.36,0,0,0,
16,14.44,-0.125,0.0,0.0,22.77,1001.363,0,0,0,
17,15.101,-0.2,-1,-1,22.78,1001.356,0,0,0,
18,15.762,0.084,-1,-1,22.78,1001.353,0,0,0,
19,16.423,-0.19,-1,-1,22.783,1001.368,0,0,0,
20,17.083,-0.228,-1,-1,22.78,1001.383,0,0,0,
21,17.744,-0.173,0.0,0.0,22.778,1001.398,0,0,0,
22,18.404,-0.725,0.0,0.0,22.775,1001.398,0,0,0,
23,19.065,-0.278,-1,-1,22.778,1001.371,0,0,0,
24,19.725,-0.385,0.0,0.0,22.783,1001.397,0,0,0,
25,20.387,-0.338,-1,-1,22.773,1001.358,0,0,0,
26,21.048,-0.069,-1,-1,22.78,1001.368,0,0,0,
27,21.709,-0.223,-1,-1,22.775,1001.351,0,0,0,
28,22.369,-0.126,-1,-1,22.78,1001.377,0,0,0,
29,23.03,-0.382,0.0,0.0,22.773,1001.356,0,0,0,
30,23.69,-0.363,0.0,0.0,22.778,1001.34,0,0,0,
31,24.351,-0.097,-1,-1,22.778,1001.372,0,0,0,
32,25.011,-0.394,0.0,0.0,22.78,1001.382,0,0,0,
33,25.672,0.009,-1,-1,22.78,1001.346,0,0,0,
34,26.334,0.037,-1,-1,22.775,1001.37,0,0,0,
35,26.995,-0.223,-1,-1,22.78,1001.389,0,0,0,
36,27.656,-0.233,-1,-1,22.783,1001.369,0,0,0,
37,28.316,-0.394,0.0,0.0,22.78,1001.358,0,0,0,
38,28.977,-0.386,0.0,0.0,22.78,1001.358,0,0,0,
39,29.637,-0.227,-1,-1,22.78,1001.383,0,0,0,
40,30.298,-0.14,0.0,0.0,22.783,1001.364,0,0,0,
41,30.958,-0.065,-1,-1,22.783,1001.337,0,0,0,
42,31.619,-0.023,-1,-1,22.775,1001.353,0,0,0,
43,32.281,-0.297,-1,-1,22.785,1001.373,0,0,0,
44,32.942,-0.171,-1,-1,22.783,1001.343,0,0,0,
45,33.602,-0.177,0.0,0.0,22.788,1001.361,0,0,0,
46,34.262,-0.028,0.0,0.0,22.78,1001.335,0,0,0,
47,34.923,-0.171,-1,-1,22.783,1001.34,0,0,0,
48,35.584,-0.092,0.0,0.0,22.78,1001.361,0,0,0,
49,36.244,-0.013,-1,-1,22.79,1001.346,0,0,0,
50,36.905,-0.199,-1,-1,22.785,1001.365,0,0,0,
51,37.566,-0.084,-1,-1,22.788,1001.377,0,0,0,
52,38.227,-0.241,-1,-1,22.788,1001.393,0,0,0,
53,38.888,-0.185,0.0,0.0,22.783,1001.382,0,0,0,
54,39.548,-0.106,0.0,0.0,22.788,1001.382,0,0,0,
55,40.209,-0.205,-1,-1,22.785,1001.362,0,0,0,
56,40.869,-0.384,0.0,0.0,22.788,1001.38,0,0,0,
57,41.53,-0.247,-1,-1,22.785,1001.382,0,0,0,
