n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,0.161,0.086,-1,-1,24.98,1002.003,0,0,0,
1,0.822,0.075,-1,-1,24.985,1002.033,0,0,0,
2,1.483,-0.065,0.0,0.0,24.978,1001.985,0,0,0,
3,2.144,0.243,0.0,0.0,24.985,1002.005,0,0,0,
4,2.804,-0.124,-1,-1,24.983,1002.013,0,0,0,
5,3.472,0.109,0.0,0.0,24.975,1001.985,0,0,0,
6,4.135,0.002,-1,-1,24.975,1002.0,0,0,0,
7,4.798,-0.009,-1,-1,24.978,1001.998,0,0,0,
8,5.459,0.164,-1,-1,24.978,1001.997,0,0,0,
9,6.119,-0.119,-1,-1,24.968,1002.004,0,0,0,
10,6.785,0.089,0.0,0.0,24.978,1002.013,0,0,0,
11,7.448,0.126,0.0,0.0,24.978,1002.004,0,0,0,
12,8.111,0.106,-1,-1,24.975,1002.009,0,0,0,
13,8.774,-0.297,0.0,0.0,24.973,1002.018,0,0,0,
14,9.436,-0.005,-1,-1,24.958,1002.006,0,0,0,
15,10.096,0.135,-1,-1,24.96,1001.969,0,0,0,
16,10.759,0.323,-1,-1,24.968,1001.99,0,0,0,
17,11.419,0.177,-1,-1,24.97,1002.006,0,0,0,
18,12.082,-0.266,0.0,0.0,24.965,1002.023,0,0,0,
19,12.739,-0.165,0.0,0.0,24.958,1002.001,0,0,0,
20,13.397,-0.081,-1,-1,24.963,1002.007,0,0,0,
21,14.056,-0.063,0.0,0.0,24.963,1002.008,0,0,0,
22,14.719,-0.114,-1,-1,24.955,1002.002,0,0,0,
23,15.384,0.278,-1,-1,24.95,1002.008,0,0,0,
24,16.044,-0.007,-1,-1,24.955,1002.018,0,0,0,
25,16.706,0.066,-1,-1,24.945,1002.012,0,0,0,
26,17.37,0.094,0.0,0.0,24.95,1002.033,0,0,0,
27,18.032,-0.015,0.0,0.0,24.938,1002.014,0,0,0,
28,18.692,0.01,-1,-1,24.945,1002.025,0,0,0,
29,19.352,-0.088,0.0,0.0,24.943,1002.045,0,0,0,
