n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
52,44.713,-0.389,-1,-1,22.778,1001.856,0,0,0,
53,45.374,-0.524,-1,-1,22.783,1001.848,0,0,0,
54,46.034,-0.505,0.0,0.0,22.78,1001.824,0,0,0,
55,46.695,-0.463,0.0,0.0,22.785,1001.82,0,0,0,
56,47.356,-0.598,-1,-1,22.795,1001.817,0,0,0,
57,48.016,-0.276,0.0,0.0,22.78,1001.837,0,0,0,
58,48.677,-0.412,-1,-1,22.783,1001.82,0,0,0,
59,49.338,-0.379,-1,-1,22.785,1001.834,0,0,0,
60,49.999,-0.282,-1,-1,22.785,1001.856,0,0,0,
61,50.66,-0.226,-1,-1,22.79,1001.844,0,0,0,
62,51.321,-0.388,0.0,0.0,22.788,1001.861,0,0,0,
63,51.981,-0.551,0.0,0.0,22.79,1001.848,0,0,0,
64,52.642,-0.212,-1,-1,22.788,1001.83,0,0,0,
65,53.303,-0.505,0.0,0.0,22.793,1001.861,0,0,0,
66,53.963,-0.252,-1,-1,22.788,1001.834,0,0,0,
67,54.624,-0.188,-1,-1,22.79,1001.818,0,0,0,
68,55.285,-0.388,-1,-1,22.795,1001.814,0,0,0,
69,55.947,-0.504,-1,-1,22.79,1001.832,0,0,0,
70,56.607,-0.556,0.0,0.0,22.793,1001.852,0,0,0,
71,57.268,-0.47,0.0,0.0,22.795,1001.811,0,0,0,
72,57.929,-0.504,-1,-1,22.795,1001.845,0,0,0,
73,58.59,-0.448,0.0,0.0,22.795,1001.806,0,0,0,
74,59.251,-0.63,-1,-1,22.795,1001.845,0,0,0,
75,59.912,-0.513,-1,-1,22.79,1001.814,0,0,0,
76,60.573,-0.61,-1,-1,22.795,1001.844,0,0,0,
77,61.234,-0.467,-1,-1,22.803,1001.839,0,0,0,
78,61.894,-0.61,0.0,0.0,22.797,1001.832,0,0,0,
79,62.555,-0.421,0.0,0.0,22.803,1001.858,0,0,0,
80,63.215,-0.527,-1,-1,22.797,1001.851,0,0,0,
81,63.876,-0.652,0.0,0.0,22.795,1001.869,0,0,0,
82,64.537,-0.769,-1,-1,22.797,1001.866,0,0,0,
83,65.198,-0.522,-1,-1,22.8,1001.865,0,0,0,
84,65.859,-0.456,-1,-1,22.795,1001.83,0,0,0,
85,66.52,-0.694,-1,-1,22.803,1001.824,0,0,0,
86,67.181,-0.544,0.0,0.0,22.803,1001.809,0,0,0,
87,67.841,-0.239,0.0,0.0,22.8,1001.81,0,0,0,
88,68.502,-0.485,-1,-1,22.803,1001.839,0,0,0,
89,69.162,-0.462,0.0,0.0,22.795,1001.839,0,0,0,
90,69.823,-0.569,-1,-1,22.808,1001.86,0,0,0,
91,70.484,-0.461,-1,-1,22.808,1001.831,0,0,0,
92,71.145,-0.447,-1,-1,22.803,1001.841,0,0,0,
93,71.806,-0.644,-1,-1,22.805,1001.82,0,0,0,
94,72.466,-0.467,0.0,0.0,22.797,1001.823,0,0,0,
95,73.127,-0.457,0.0,0.0,22.803,1001.88,0,0,0,
96,73.787,-0.471,-1,-1,22.803,1001.83,0,0,0,
97,74.448,-0.494,0.0,0.0,22.8,1001.802,0,0,0,
98,75.109,-0.379,-1,-1,22.805,1001.817,0,0,0,
99,75.77,-0.438,-1,-1,22.808,1001.814,0,0,0,
100,76.431,-0.397,-1,-1,22.797,1001.813,0,0,0,
101,77.092,-0.359,-1,-1,22.805,1001.815,0,0,0,
102,77.752,-0.36,0.0,0.0,22.8,1001.854,0,0,0,
103,78.413,-0.41,0.0,0.0,22.797,1001.854,0,0,0,
104,79.073,-0.393,-1,-1,22.803,1001.805,0,0,0,
105,79.734,-0.461,0.0,0.0,22.805,1001.852,0,0,0,
106,80.394,-0.421,-1,-1,22.805,1001.831,0,0,0,
107,81.055,-0.55,-1,-1,22.808,1001.833,0,0,0,
108,81.716,-0.494,-1,-1,22.805,1001.839,0,0,0,
109,82.377,-0.6,-1,-1,22.815,1001.851,0,0,0,
110,83.038,-0.564,0.0,0.0,22.808,1001.842,0,0,0,
111,83.698,-0.365,0.0,0.0,22.808,1001.801,0,0,0,
112,84.359,-0.318,-1,-1,22.808,1001.844,0,0,0,
113,85.019,-0.187,0.0,0.0,22.8,1001.806,0,0,0,
114,85.68,-0.421,-1,-1,22.81,1001.817,0,0,0,
115,86.341,-0.304,-1,-1,22.8,1001.799,0,0,0,
116,87.002,-0.182,-1,-1,22.805,1001.805,0,0,0,
117,87.663,-0.396,-1,-1,22.805,1001.823,0,0,0,
118,88.323,-0.281,0.0,0.0,22.805,1001.842,0,0,0,
119,88.984,-0.307,0.0,0.0,22.8,1001.81,0,0,0,
120,89.644,-0.397,-1,-1,22.808,1001.811,0,0,0,
121,90.305,-0.354,0.0,0.0,22.805,1001.821,0,0,0,
122,90.966,-0.481,-1,-1,22.797,1001.806,0,0,0,
123,91.627,-0.29,-1,-1,22.808,1001.789,0,0,0,
124,92.288,-0.234,-1,-1,22.8,1001.808,0,0,0,
125,92.949,-0.447,-1,-1,22.797,1001.834,0,0,0,
126,93.609,-0.592,0.0,0.0,22.803,1001.809,0,0,0,
127,94.27,-0.461,0.0,0.0,22.8,1001.831,0,0,0,
128,94.93,-0.267,-1,-1,22.803,1001.798,0,0,0,
129,95.591,-0.239,0.0,0.0,22.81,1001.834,0,0,0,
130,96.252,-0.234,-1,-1,22.805,1001.859,0,0,0,
131,96.913,-0.604,-1,-1,22.81,1001.834,0,0,0,
