n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,5.898,-0.046,-1,-1,25.469,922.782,0,0,0,
1,6.558,-0.276,0.0,0.0,25.516,922.812,0,0,0,
2,7.22,0.812,-1,-1,25.516,922.687,0,0,0,
3,7.883,1.497,-1,-1,25.521,922.627,0,0,0,
4,8.552,1.066,0.0,0.0,25.512,922.723,0,0,0,
5,9.213,0.896,0.0,0.0,25.519,922.657,0,0,0,
6,9.873,1.18,-1,-1,25.501,922.598,0,0,0,
7,10.531,1.625,0.0,0.0,25.516,922.634,0,0,0,
8,11.193,1.572,-1,-1,25.521,922.639,0,0,0,
9,11.853,1.617,0.0,0.0,25.514,922.56,0,0,0,
10,12.512,1.718,0.0,0.0,25.529,922.67,0,0,0,
11,13.171,1.625,-1,-1,25.509,922.604,0,0,0,
12,13.83,1.3,0.0,0.0,25.534,922.649,0,0,0,
13,14.488,1.331,-1,-1,25.529,922.719,0,0,0,
14,15.151,1.151,-1,-1,25.521,922.661,0,0,0,
15,15.816,0.757,0.0,0.0,25.536,922.656,0,0,0,
16,16.476,1.25,0.0,0.0,25.534,922.696,0,0,0,
17,17.136,0.785,-1,-1,25.531,922.683,0,0,0,
18,17.796,1.034,0.0,0.0,25.531,922.724,0,0,0,
19,18.456,1.279,-1,-1,25.544,922.664,0,0,0,
20,19.517,0.758,-1,-1,25.471,922.677,0,0,0,
21,20.177,1.938,0.0,0.0,25.516,922.702,0,0,0,
22,20.837,0.555,0.0,0.0,25.516,922.627,0,0,0,
23,21.497,0.866,-1,-1,25.519,922.715,0,0,0,
24,22.157,0.92,0.0,0.0,25.529,922.658,0,0,0,
25,22.818,0.99,-1,-1,25.519,922.685,0,0,0,
26,23.478,1.063,-1,-1,25.521,922.623,0,0,0,
27,24.138,1.019,0.0,0.0,25.514,922.687,0,0,0,
28,24.799,1.195,0.0,0.0,25.519,922.693,0,0,0,
29,25.459,0.6,-1,-1,25.516,922.714,0,0,0,
30,26.119,1.119,0.0,0.0,25.514,922.7,0,0,0,
31,26.78,1.347,-1,-1,25.509,922.689,0,0,0,
32,27.44,0.866,-1,-1,25.504,922.666,0,0,0,
33,28.1,1.214,0.0,0.0,25.512,922.714,0,0,0,
34,28.76,0.367,0.0,0.0,25.504,922.696,0,0,0,
35,29.421,0.492,-1,-1,25.494,922.754,0,0,0,
36,30.081,0.675,0.0,0.0,25.481,922.623,0,0,0,
37,30.742,0.897,-1,-1,25.479,922.671,0,0,0,
38,31.403,0.742,-1,-1,25.477,922.643,0,0,0,
39,32.063,0.788,-1,-1,25.474,922.661,0,0,0,
40,33.124,1.753,-1,-1,25.352,922.566,0,0,0,
41,33.784,0.773,-1,-1,25.434,922.668,0,0,0,
42,34.444,1.531,0.0,0.0,25.442,922.664,0,0,0,
43,35.104,0.627,0.0,0.0,25.452,922.659,0,0,0,
44,35.765,1.445,-1,-1,25.444,922.663,0,0,0,
45,36.425,1.591,0.0,0.0,25.439,922.715,0,0,0,
46,37.086,0.697,-1,-1,25.446,922.692,0,0,0,
47,37.746,1.143,-1,-1,25.446,922.699,0,0,0,
48,38.407,0.605,-1,-1,25.442,922.67,0,0,0,
49,39.069,0.588,-1,-1,25.446,922.728,0,0,0,
50,39.729,0.732,0.0,0.0,25.449,922.695,0,0,0,
51,40.389,0.497,0.0,0.0,25.439,922.753,0,0,0,
52,41.049,0.091,-1,-1,25.446,922.728,0,0,0,
53,41.71,-0.084,0.0,0.0,25.434,922.734,0,0,0,
54,42.37,0.343,-1,-1,25.412,922.708,0,0,0,
55,43.031,0.254,-1,-1,25.434,922.751,0,0,0,
56,43.691,0.27,-1,-1,25.372,922.715,0,0,0,
57,44.351,0.791,-1,-1,25.424,922.79,0,0,0,
58,45.012,0.793,-1,-1,25.432,922.775,0,0,0,
59,45.672,0.575,0.0,0.0,25.429,922.663,0,0,0,
60,46.733,0.606,0.0,0.0,25.354,922.736,0,0,0,
61,47.395,0.527,-1,-1,25.397,922.7,0,0,0,
62,48.056,0.601,0.0,0.0,25.412,922.705,0,0,0,
63,48.717,1.169,-1,-1,25.424,922.67,0,0,0,
64,49.378,0.468,-1,-1,25.432,922.646,0,0,0,
65,50.038,0.742,-1,-1,25.424,922.666,0,0,0,
66,50.698,1.081,-1,-1,25.434,922.595,0,0,0,
67,51.359,1.505,-1,-1,25.414,922.627,0,0,0,
68,52.019,1.594,0.0,0.0,25.434,922.589,0,0,0,
69,52.679,2.293,0.0,0.0,25.427,922.542,0,0,0,
70,53.339,2.921,-1,-1,25.422,922.467,0,0,0,
71,53.999,2.562,0.0,0.0,25.414,922.5,0,0,0,
72,54.659,3.235,-1,-1,25.424,922.519,0,0,0,
73,55.32,2.775,-1,-1,25.414,922.347,0,0,0,
74,55.98,3.062,-1,-1,25.444,922.455,0,0,0,
75,56.641,3.026,-1,-1,25.442,922.419,0,0,0,
76,57.301,3.341,0.0,0.0,25.462,922.41,0,0,0,
77,57.961,4.231,0.0,0.0,25.477,922.248,0,0,0,
78,58.621,4.073,-1,-1,25.454,922.398,0,0,0,
79,59.281,6.915,0.0,0.0,25.245,922.343,0,0,0,
80,60.343,4.924,-1,-1,25.397,922.278,0,0,0,
81,61.003,4.477,-1,-1,25.489,922.261,0,0,0,
82,61.664,4.112,-1,-1,25.499,922.204,0,0,0,
83,62.324,5.357,0.0,0.0,25.491,922.239,0,0,0,
84,62.985,5.604,0.0,0.0,25.496,922.219,0,0,0,
85,63.645,4.726,-1,-1,25.514,922.217,0,0,0,
86,64.305,5.882,0.0,0.0,25.514,922.187,0,0,0,
87,64.966,5.704,-1,-1,25.474,922.096,0,0,0,
88,65.626,5.919,-1,-1,25.526,922.169,0,0,0,
89,66.287,5.952,-1,-1,25.531,922.144,0,0,0,
90,66.948,7.066,0.0,0.0,25.536,922.155,0,0,0,
91,67.608,6.148,0.0,0.0,25.536,922.094,0,0,0,
92,68.271,6.938,-1,-1,25.541,921.994,0,0,0,
93,68.933,6.658,0.0,0.0,25.549,922.064,0,0,0,
94,69.594,6.838,-1,-1,25.541,921.988,0,0,0,
95,70.254,7.022,0.0,0.0,25.554,921.933,0,0,0,
96,70.915,6.542,0.0,0.0,25.544,921.961,0,0,0,
97,71.576,7.72,-1,-1,25.551,921.987,0,0,0,
98,72.235,8.051,0.0,0.0,25.539,921.921,0,0,0,
99,72.893,8.105,-1,-1,25.484,921.901,0,0,0,
100,73.95,8.71,0.0,0.0,25.452,921.817,0,0,0,
101,74.611,7.986,0.0,0.0,25.546,921.834,0,0,0,
102,75.274,8.531,-1,-1,25.549,921.839,0,0,0,
103,75.937,8.858,0.0,0.0,25.546,921.86,0,0,0,
104,76.599,8.977,-1,-1,25.539,921.832,0,0,0,
105,77.259,8.323,0.0,0.0,25.521,921.701,0,0,0,
106,77.92,9.731,0.0,0.0,25.512,921.648,0,0,0,
107,78.58,10.154,-1,-1,25.549,921.656,0,0,0,
108,79.24,9.667,0.0,0.0,25.534,921.625,0,0,0,
109,79.9,10.752,-1,-1,25.541,921.633,0,0,0,
110,80.56,10.257,0.0,0.0,25.541,921.622,0,0,0,
111,81.221,10.899,0.0,0.0,25.541,921.551,0,0,0,
112,136.474,11.212,-1,-1,25.571,921.718,0,0,0,
113,137.134,11.265,0.0,0.0,25.554,921.587,0,0,0,
114,137.795,10.877,-1,-1,25.569,921.574,0,0,0,
115,138.455,11.104,0.0,0.0,25.576,921.62,0,0,0,
116,139.115,11.28,0.0,0.0,25.574,921.553,0,0,0,
117,139.775,11.148,-1,-1,25.531,921.463,0,0,0,
118,140.435,12.175,0.0,0.0,25.536,921.536,0,0,0,
119,141.096,11.303,-1,-1,25.559,921.409,0,0,0,
120,142.156,12.932,0.0,0.0,25.499,921.411,0,0,0,
121,142.816,13.286,0.0,0.0,25.534,921.414,0,0,0,
122,143.476,12.487,-1,-1,25.559,921.437,0,0,0,
123,144.136,12.862,0.0,0.0,25.551,921.361,0,0,0,
124,144.797,13.759,-1,-1,25.524,921.317,0,0,0,
125,145.457,13.625,0.0,0.0,25.569,921.272,0,0,0,
126,146.12,13.793,0.0,0.0,25.564,921.24,0,0,0,
127,146.78,14.415,-1,-1,25.566,921.228,0,0,0,
128,147.44,14.277,0.0,0.0,25.569,921.205,0,0,0,
129,148.101,14.241,-1,-1,25.574,921.201,0,0,0,
130,148.761,14.521,0.0,0.0,25.574,921.176,0,0,0,
131,149.421,14.597,0.0,0.0,25.576,921.222,0,0,0,
132,150.081,14.478,-1,-1,25.571,921.138,0,0,0,
133,150.741,14.022,0.0,0.0,25.574,921.182,0,0,0,
134,151.402,14.925,-1,-1,25.569,921.23,0,0,0,
135,152.062,14.92,0.0,0.0,25.564,921.222,0,0,0,
136,152.722,14.564,0.0,0.0,25.546,921.095,0,0,0,
137,153.382,15.133,-1,-1,25.556,921.122,0,0,0,
138,154.042,15.059,0.0,0.0,25.561,921.187,0,0,0,
139,154.702,15.075,-1,-1,25.549,921.079,0,0,0,
140,155.762,15.899,0.0,0.0,25.467,921.137,0,0,0,
141,156.422,14.897,0.0,0.0,25.544,921.132,0,0,0,
142,157.082,15.786,-1,-1,25.546,921.097,0,0,0,
143,157.742,15.492,0.0,0.0,25.546,921.083,0,0,0,
144,158.403,15.194,-1,-1,25.551,921.075,0,0,0,
145,159.063,15.295,0.0,0.0,25.534,921.071,0,0,0,
146,159.722,15.519,0.0,0.0,25.551,921.073,0,0,0,
147,160.383,15.997,-1,-1,25.549,921.045,0,0,0,
148,161.043,15.846,0.0,0.0,25.564,921.099,0,0,0,
149,161.703,15.341,-1,-1,25.574,920.914,0,0,0,
150,162.363,16.033,0.0,0.0,25.579,920.952,0,0,0,
151,163.023,16.777,0.0,0.0,25.574,920.912,0,0,0,
152,163.683,17.352,-1,-1,25.569,920.948,0,0,0,
153,164.344,17.557,0.0,0.0,25.564,920.933,0,0,0,
154,165.005,17.218,-1,-1,25.576,920.931,0,0,0,
155,165.666,18.005,0.0,0.0,25.571,920.841,0,0,0,
156,166.326,18.02,0.0,0.0,25.569,920.779,0,0,0,
157,166.986,18.442,-1,-1,25.574,920.892,0,0,0,
158,167.646,17.445,0.0,0.0,25.571,920.858,0,0,0,
159,168.306,17.756,-1,-1,25.579,920.828,0,0,0,
160,168.954,18.154,0.0,0.0,25.506,920.781,0,0,0,
161,169.614,18.963,0.0,0.0,25.544,920.709,0,0,0,
162,170.274,19.403,-1,-1,25.581,920.753,0,0,0,
163,170.934,19.782,0.0,0.0,25.601,920.657,0,0,0,
164,171.595,19.44,-1,-1,25.619,920.644,0,0,0,
165,172.255,20.635,0.0,0.0,25.651,920.75,0,0,0,
166,172.915,19.869,0.0,0.0,25.676,920.583,0,0,0,
167,173.575,21.379,-1,-1,25.706,920.571,0,0,0,
168,174.235,22.047,0.0,0.0,25.741,920.425,0,0,0,
169,174.895,22.035,-1,-1,25.768,920.425,0,0,0,
170,175.555,22.085,0.0,0.0,25.791,920.362,0,0,0,
171,176.216,21.641,0.0,0.0,25.816,920.374,0,0,0,
172,176.876,22.643,-1,-1,25.838,920.373,0,0,0,
173,177.536,22.473,0.0,0.0,25.858,920.267,0,0,0,
174,178.196,22.584,-1,-1,25.878,920.29,0,0,0,
175,178.856,22.454,0.0,0.0,25.905,920.322,0,0,0,
176,179.516,22.914,0.0,0.0,25.93,920.3,0,0,0,
177,180.176,22.965,-1,-1,25.95,920.364,0,0,0,
178,180.836,22.556,0.0,0.0,25.968,920.311,0,0,0,
179,181.497,22.738,-1,-1,25.963,920.289,0,0,0,
180,182.557,22.184,0.0,0.0,25.908,920.322,0,0,0,
181,183.217,22.167,0.0,0.0,25.968,920.324,0,0,0,
182,183.877,22.002,-1,-1,25.968,920.379,0,0,0,
183,184.537,21.491,0.0,0.0,25.965,920.346,0,0,0,
184,185.198,21.948,-1,-1,25.963,920.338,0,0,0,
185,185.858,20.622,0.0,0.0,25.973,920.417,0,0,0,
186,186.518,21.546,0.0,0.0,25.983,920.438,0,0,0,
187,187.178,20.714,-1,-1,25.99,920.458,0,0,0,
188,187.838,20.507,0.0,0.0,26.01,920.571,0,0,0,
189,188.499,20.551,-1,-1,26.018,920.509,0,0,0,
190,189.159,20.282,-1,-1,26.04,920.571,0,0,0,
191,189.819,20.19,0.0,0.0,26.045,920.606,0,0,0,
192,190.479,20.429,0.0,0.0,26.06,920.613,0,0,0,
193,191.139,20.173,-1,-1,26.085,920.564,0,0,0,
194,191.799,20.078,0.0,0.0,26.085,920.598,0,0,0,
195,192.459,19.901,-1,-1,26.108,920.593,0,0,0,
196,193.119,19.921,0.0,0.0,26.103,920.635,0,0,0,
197,193.78,19.541,0.0,0.0,26.113,920.659,0,0,0,
198,194.44,19.342,-1,-1,26.12,920.688,0,0,0,
199,195.1,18.778,0.0,0.0,26.135,920.744,0,0,0,
200,196.16,18.333,-1,-1,26.083,920.773,0,0,0,
201,196.82,18.246,0.0,0.0,26.135,920.763,0,0,0,
202,197.48,18.163,0.0,0.0,26.133,920.834,0,0,0,
203,198.14,17.918,-1,-1,26.147,920.829,0,0,0,
204,198.8,18.077,0.0,0.0,26.135,920.887,0,0,0,
205,199.461,17.536,-1,-1,26.14,920.922,0,0,0,
206,200.121,17.207,0.0,0.0,26.128,920.908,0,0,0,
207,200.781,17.252,0.0,0.0,26.133,920.915,0,0,0,
208,201.441,17.043,-1,-1,26.128,920.894,0,0,0,
209,202.101,17.72,0.0,0.0,26.137,920.859,0,0,0,
210,202.761,17.03,-1,-1,26.137,920.919,0,0,0,
211,203.421,16.938,0.0,0.0,26.135,920.933,0,0,0,
212,204.081,16.422,0.0,0.0,26.13,920.896,0,0,0,
213,204.741,17.047,-1,-1,26.147,920.992,0,0,0,
214,205.401,16.235,0.0,0.0,26.153,920.968,0,0,0,
215,206.062,16.904,-1,-1,26.153,920.926,0,0,0,
216,206.722,16.389,0.0,0.0,26.163,921.008,0,0,0,
217,207.381,16.076,0.0,0.0,26.178,921.041,0,0,0,
218,208.042,15.987,-1,-1,26.17,921.037,0,0,0,
219,208.702,16.266,0.0,0.0,26.175,921.013,0,0,0,
220,209.762,15.254,-1,-1,26.115,921.106,0,0,0,
221,210.422,15.033,-1,-1,26.17,921.119,0,0,0,
222,211.082,14.628,0.0,0.0,26.178,921.178,0,0,0,
223,211.742,14.299,0.0,0.0,26.178,921.184,0,0,0,
224,212.402,14.564,-1,-1,26.18,921.247,0,0,0,
225,213.062,14.262,0.0,0.0,26.185,921.217,0,0,0,
226,213.723,14.119,-1,-1,26.18,921.268,0,0,0,
227,214.382,13.509,0.0,0.0,26.18,921.302,0,0,0,
228,215.042,13.692,0.0,0.0,26.172,921.274,0,0,0,
229,215.702,13.44,-1,-1,26.167,921.339,0,0,0,
230,216.363,13.148,0.0,0.0,26.165,921.38,0,0,0,
231,217.023,12.991,-1,-1,26.167,921.39,0,0,0,
232,217.684,13.277,-1,-1,26.163,921.486,0,0,0,
233,218.344,12.912,0.0,0.0,26.155,921.449,0,0,0,
234,219.004,12.505,0.0,0.0,26.147,921.438,0,0,0,
235,219.663,11.886,-1,-1,26.147,921.509,0,0,0,
236,220.324,11.91,0.0,0.0,26.153,921.494,0,0,0,
237,220.984,12.618,-1,-1,26.147,921.559,0,0,0,
238,221.644,11.85,-1,-1,26.135,921.477,0,0,0,
239,222.304,12.321,-1,-1,26.145,921.466,0,0,0,
240,223.364,11.796,0.0,0.0,26.073,921.506,0,0,0,
241,224.024,11.822,0.0,0.0,26.123,921.551,0,0,0,
242,224.684,11.284,-1,-1,26.12,921.549,0,0,0,
243,225.344,10.652,0.0,0.0,26.115,921.541,0,0,0,
244,226.005,10.446,-1,-1,26.11,921.598,0,0,0,
245,226.665,9.985,-1,-1,26.103,921.582,0,0,0,
246,227.325,10.006,0.0,0.0,26.108,921.638,0,0,0,
247,227.985,10.392,0.0,0.0,26.1,921.683,0,0,0,
248,228.644,9.992,-1,-1,26.09,921.661,0,0,0,
249,229.305,10.037,0.0,0.0,26.093,921.644,0,0,0,
250,229.965,10.621,-1,-1,26.093,921.628,0,0,0,
251,230.625,10.263,-1,-1,26.088,921.634,0,0,0,
252,231.286,10.4,-1,-1,26.08,921.709,0,0,0,
253,231.946,7.596,-1,-1,26.078,921.624,0,0,0,
254,232.606,8.539,0.0,0.0,26.078,921.7,0,0,0,
255,233.266,8.657,0.0,0.0,26.065,921.764,0,0,0,
256,233.925,8.84,-1,-1,26.065,921.82,0,0,0,
257,234.585,8.977,0.0,0.0,26.058,921.873,0,0,0,
258,235.246,8.263,-1,-1,26.063,921.912,0,0,0,
259,235.906,8.179,-1,-1,26.068,921.924,0,0,0,
260,236.967,8.286,-1,-1,25.985,921.893,0,0,0,
261,237.627,7.76,-1,-1,26.05,921.985,0,0,0,
262,238.286,8.086,0.0,0.0,26.035,921.953,0,0,0,
263,238.946,7.979,0.0,0.0,26.04,921.923,0,0,0,
264,239.606,7.868,-1,-1,26.038,922.026,0,0,0,
265,240.266,8.178,0.0,0.0,26.025,922.058,0,0,0,
266,240.928,7.507,-1,-1,26.023,921.982,0,0,0,
