n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,0.161,-0.072,-1,-1,22.543,1001.604,0,0,0,
1,0.821,0.069,0.0,0.0,22.566,1001.598,0,0,0,
2,1.483,0.056,-1,-1,22.571,1001.585,0,0,0,
3,2.144,-0.0,-1,-1,22.573,1001.597,0,0,0,
4,2.806,-0.116,-1,-1,22.571,1001.574,0,0,0,
5,3.472,0.052,-1,-1,22.578,1001.581,0,0,0,
6,4.135,0.088,0.0,0.0,22.578,1001.608,0,0,0,
7,4.795,0.196,0.0,0.0,22.58,1001.571,0,0,0,
8,5.456,-0.013,-1,-1,22.58,1001.589,0,0,0,
9,6.117,-0.013,0.0,0.0,22.58,1001.611,0,0,0,
10,6.781,-0.245,-1,-1,22.583,1001.624,0,0,0,
11,7.445,-0.091,-1,-1,22.583,1001.631,0,0,0,
12,8.105,0.048,-1,-1,22.591,1001.603,0,0,0,
13,8.763,-0.111,-1,-1,22.588,1001.605,0,0,0,
14,9.424,-0.148,0.0,0.0,22.58,1001.613,0,0,0,
15,10.083,-0.073,0.0,0.0,22.588,1001.623,0,0,0,
16,10.746,0.131,-1,-1,22.591,1001.602,0,0,0,
17,11.41,0.112,0.0,0.0,22.593,1001.597,0,0,0,
18,12.071,-0.082,-1,-1,22.596,1001.603,0,0,0,
19,12.732,0.007,-1,-1,22.586,1001.605,0,0,0,
20,13.394,-0.189,-1,-1,22.593,1001.594,0,0,0,
21,14.056,-0.236,-1,-1,22.593,1001.605,0,0,0,
22,14.718,-0.031,0.0,0.0,22.596,1001.577,0,0,0,
23,15.378,-0.166,0.0,0.0,22.596,1001.6,0,0,0,
24,16.039,-0.17,-1,-1,22.598,1001.602,0,0,0,
25,16.704,0.085,0.0,0.0,22.598,1001.609,0,0,0,
26,17.364,0.043,-1,-1,22.598,1001.59,0,0,0,
27,18.021,-0.361,-1,-1,22.596,1001.601,0,0,0,
28,18.679,-0.374,-1,-1,22.598,1001.61,0,0,0,
29,19.336,-0.286,-1,-1,22.611,1001.61,0,0,0,
30,19.998,0.085,0.0,0.0,22.601,1001.609,0,0,0,
31,20.657,-0.202,0.0,0.0,22.603,1001.598,0,0,0,
32,21.316,-0.42,-1,-1,22.605,1001.61,0,0,0,
33,21.979,-0.174,0.0,0.0,22.605,1001.64,0,0,0,
34,22.639,-0.412,-1,-1,22.605,1001.589,0,0,0,
35,23.3,-0.118,-1,-1,22.613,1001.6,0,0,0,
36,6866.251,-0.161,-1,-1,22.608,1001.574,0,0,0,
37,6866.913,-0.272,-1,-1,22.608,1001.618,0,0,0,
38,6867.573,-0.197,0.0,0.0,22.611,1001.609,0,0,0,
39,6868.233,-0.238,0.0,0.0,22.608,1001.629,0,0,0,
40,6868.894,-0.015,-1,-1,22.605,1001.583,0,0,0,
41,6869.555,-0.113,0.0,0.0,22.605,1001.609,0,0,0,
42,6870.216,0.09,-1,-1,22.623,1001.606,0,0,0,
43,6870.877,-0.206,-1,-1,22.613,1001.6,0,0,0,
44,6871.537,-0.145,-1,-1,22.63,1001.604,0,0,0,
45,6872.198,-0.267,-1,-1,22.611,1001.612,0,0,0,
46,6872.858,-0.419,0.0,0.0,22.635,1001.619,0,0,0,
47,6873.518,-0.145,0.0,0.0,22.628,1001.607,0,0,0,
48,6874.178,0.013,-1,-1,22.625,1001.616,0,0,0,
49,6874.839,-0.257,0.0,0.0,22.628,1001.617,0,0,0,
50,6875.5,-0.089,-1,-1,22.625,1001.621,0,0,0,
51,6876.162,-0.098,-1,-1,22.63,1001.621,0,0,0,
52,6876.823,0.017,-1,-1,22.63,1001.593,0,0,0,
53,6877.483,-0.122,-1,-1,22.621,1001.614,0,0,0,
54,6878.144,-0.489,0.0,0.0,22.625,1001.6,0,0,0,
55,6878.804,-0.132,0.0,0.0,22.635,1001.626,0,0,0,
56,6879.464,-0.14,-1,-1,22.638,1001.594,0,0,0,
57,6880.125,-0.452,0.0,0.0,22.625,1001.631,0,0,0,
58,6880.785,-0.062,-1,-1,22.635,1001.596,0,0,0,
59,6881.446,0.314,-1,-1,22.625,1001.605,0,0,0,
60,6882.106,-0.126,-1,-1,22.63,1001.577,0,0,0,
61,6882.767,-0.186,-1,-1,22.625,1001.588,0,0,0,
62,6883.427,-0.168,0.0,0.0,22.635,1001.59,0,0,0,
63,6884.087,-0.367,0.0,0.0,22.638,1001.627,0,0,0,
64,6884.747,-0.475,-1,-1,22.625,1001.624,0,0,0,
65,6885.407,-0.186,0.0,0.0,22.633,1001.591,0,0,0,
66,6886.068,-0.341,-1,-1,22.633,1001.616,0,0,0,
67,6886.728,-0.353,-1,-1,22.633,1001.571,0,0,0,
68,6887.389,-0.311,-1,-1,22.635,1001.614,0,0,0,
69,6888.05,-0.206,-1,-1,22.635,1001.63,0,0,0,
70,6888.709,-0.256,0.0,0.0,22.645,1001.612,0,0,0,
71,6889.37,-0.247,0.0,0.0,22.64,1001.626,0,0,0,
72,6890.03,-0.163,-1,-1,22.638,1001.625,0,0,0,
73,6890.69,-0.173,0.0,0.0,22.64,1001.642,0,0,0,
74,6891.35,-0.703,-1,-1,22.64,1001.644,0,0,0,
75,6892.01,0.135,-1,-1,22.638,1001.618,0,0,0,
76,6892.671,-0.429,-1,-1,22.64,1001.634,0,0,0,
77,6893.332,-0.492,-1,-1,22.658,1001.627,0,0,0,
78,6893.992,-0.43,0.0,0.0,22.668,1001.646,0,0,0,
79,6894.652,-0.626,0.0,0.0,22.665,1001.623,0,0,0,
80,6895.312,-0.153,-1,-1,22.658,1001.62,0,0,0,
81,6895.973,-0.014,0.0,0.0,22.665,1001.604,0,0,0,
82,6896.634,-0.502,-1,-1,22.735,1001.624,0,0,0,
83,6897.295,-0.516,-1,-1,22.718,1001.617,0,0,0,
84,6897.955,-0.317,-1,-1,22.705,1001.642,0,0,0,
85,6898.617,-0.702,-1,-1,22.705,1001.641,0,0,0,
86,6899.277,-0.641,0.0,0.0,22.71,1001.667,0,0,0,
87,6899.938,-0.605,0.0,0.0,22.71,1001.634,0,0,0,
88,6900.598,-0.247,-1,-1,22.713,1001.623,0,0,0,
89,6901.259,-0.451,0.0,0.0,22.715,1001.64,0,0,0,
90,6901.92,-0.441,-1,-1,22.72,1001.64,0,0,0,
91,6902.581,-0.608,-1,-1,22.718,1001.632,0,0,0,
92,6903.242,-0.543,-1,-1,22.728,1001.628,0,0,0,
93,6903.903,-0.362,-1,-1,22.733,1001.617,0,0,0,
94,6904.564,-0.358,0.0,0.0,22.728,1001.631,0,0,0,
95,6905.225,-0.543,0.0,0.0,22.73,1001.618,0,0,0,
96,6905.885,-0.474,-1,-1,22.733,1001.649,0,0,0,
97,6906.546,-0.533,0.0,0.0,22.735,1001.624,0,0,0,
98,6907.207,-0.324,-1,-1,22.738,1001.613,0,0,0,
99,6907.868,-0.449,-1,-1,22.74,1001.634,0,0,0,
100,6908.529,-0.402,-1,-1,22.743,1001.626,0,0,0,
101,6909.19,-0.486,-1,-1,22.745,1001.613,0,0,0,
102,6909.85,-0.621,0.0,0.0,22.753,1001.662,0,0,0,
103,6910.51,-0.272,0.0,0.0,22.75,1001.634,0,0,0,
104,6911.171,-0.328,-1,-1,22.748,1001.619,0,0,0,
105,6911.831,-0.44,0.0,0.0,22.758,1001.628,0,0,0,
