n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,5.998,-0.184,-1,-1,23.531,1001.464,0,0,0,
1,6.662,-0.07,36.814268166666665,-119.74997883333333,23.601,1001.457,0,0,0,
2,7.326,-0.041,-1,-1,23.608,1001.453,0,0,0,
3,7.987,-0.004,-1,-1,23.611,1001.416,0,0,0,
4,8.652,-0.25,-1,-1,23.608,1001.444,0,0,0,
5,9.312,-0.091,-1,-1,23.611,1001.459,0,0,0,
6,9.975,-0.162,36.814268166666665,-119.74997883333333,23.613,1001.511,0,0,0,
7,10.636,-0.153,36.81426616666667,-119.749975,23.608,1001.462,0,0,0,
8,11.298,-0.027,-1,-1,23.611,1001.453,0,0,0,
9,11.964,-0.05,36.81426616666667,-119.749975,23.613,1001.458,0,0,0,
10,12.629,-0.134,-1,-1,23.623,1001.441,0,0,0,
11,13.29,0.039,-1,-1,23.616,1001.479,0,0,0,
12,13.951,-0.249,-1,-1,23.623,1001.467,0,0,0,
13,14.612,-0.17,-1,-1,23.626,1001.459,0,0,0,
14,15.273,-0.039,36.81426616666667,-119.749975,23.621,1001.469,0,0,0,
15,15.934,-0.1,36.81426783333333,-119.7499745,23.616,1001.452,0,0,0,
16,16.595,0.067,-1,-1,23.621,1001.436,0,0,0,
17,17.256,0.043,36.81426783333333,-119.7499745,23.623,1001.438,0,0,0,
18,17.917,0.179,-1,-1,23.621,1001.427,0,0,0,
19,18.578,0.179,-1,-1,23.621,1001.425,0,0,0,
20,19.639,-0.018,-1,-1,23.563,1001.456,0,0,0,
21,20.3,-0.109,-1,-1,23.618,1001.427,0,0,0,
22,20.961,-0.064,36.81426783333333,-119.7499745,23.623,1001.441,0,0,0,
23,21.622,0.008,36.81426666666667,-119.74997433333333,23.631,1001.465,0,0,0,
24,22.283,-0.193,-1,-1,23.616,1001.461,0,0,0,
25,22.944,-0.068,36.81426666666667,-119.74997433333333,23.631,1001.425,0,0,0,
26,23.605,0.106,-1,-1,23.626,1001.436,0,0,0,
27,24.266,-0.179,-1,-1,23.623,1001.449,0,0,0,
28,24.928,-0.163,-1,-1,23.628,1001.409,0,0,0,
29,25.589,-0.064,-1,-1,23.628,1001.432,0,0,0,
30,26.25,0.035,36.81426666666667,-119.74997433333333,23.626,1001.471,0,0,0,
31,26.911,-0.096,36.81426666666667,-119.74997366666666,23.631,1001.468,0,0,0,
32,27.572,0.105,-1,-1,23.631,1001.437,0,0,0,
33,76.322,0.105,36.81426666666667,-119.74997366666666,23.628,1001.401,0,0,0,
34,76.981,-0.365,-1,-1,23.628,1001.467,0,0,0,
35,77.642,-0.052,-1,-1,23.628,1001.448,0,0,0,
36,78.303,-0.261,-1,-1,23.628,1001.444,0,0,0,
37,78.964,0.142,-1,-1,23.633,1001.436,0,0,0,
38,79.625,-0.332,36.81426666666667,-119.74997366666666,23.633,1001.472,0,0,0,
39,80.286,-0.099,36.814266333333336,-119.74997216666667,23.636,1001.423,0,0,0,
40,81.346,0.129,-1,-1,23.576,1001.461,0,0,0,
41,82.007,0.296,36.814266333333336,-119.74997216666667,23.626,1001.437,0,0,0,
42,82.668,-0.043,-1,-1,23.631,1001.426,0,0,0,
43,83.329,0.03,-1,-1,23.636,1001.43,0,0,0,
44,83.989,0.292,-1,-1,23.638,1001.436,0,0,0,
45,84.651,-0.024,-1,-1,23.643,1001.461,0,0,0,
46,85.312,-0.058,36.814266333333336,-119.74997216666667,23.633,1001.455,0,0,0,
47,85.973,-0.173,36.814266833333335,-119.74997133333333,23.633,1001.457,0,0,0,
48,86.633,0.091,-1,-1,23.633,1001.429,0,0,0,
49,87.294,-0.145,36.814266833333335,-119.74997133333333,23.651,1001.428,0,0,0,
50,87.955,-0.138,-1,-1,23.651,1001.472,0,0,0,
51,88.616,0.056,-1,-1,23.653,1001.41,0,0,0,
52,89.277,0.036,-1,-1,23.648,1001.43,0,0,0,
53,89.937,0.08,-1,-1,23.651,1001.42,0,0,0,
54,90.598,-0.131,36.814266833333335,-119.74997133333333,23.643,1001.446,0,0,0,
55,91.259,-0.213,36.8142675,-119.74997216666667,23.656,1001.457,0,0,0,
56,91.919,-0.028,-1,-1,23.651,1001.406,0,0,0,
57,92.58,-0.264,36.8142675,-119.74997216666667,23.653,1001.456,0,0,0,
58,93.241,-0.241,-1,-1,23.653,1001.43,0,0,0,
59,93.902,0.019,-1,-1,23.656,1001.44,0,0,0,
60,94.963,-0.038,-1,-1,23.591,1001.473,0,0,0,
61,95.624,-0.131,-1,-1,23.648,1001.421,0,0,0,
62,96.284,-0.054,36.8142675,-119.74997216666667,23.653,1001.44,0,0,0,
63,96.945,-0.18,36.81426716666667,-119.74997166666667,23.656,1001.455,0,0,0,
64,97.605,-0.203,-1,-1,23.663,1001.426,0,0,0,
65,98.266,0.052,36.81426716666667,-119.74997166666667,23.658,1001.425,0,0,0,
66,98.927,-0.107,-1,-1,23.656,1001.422,0,0,0,
67,99.588,-0.278,-1,-1,23.653,1001.414,0,0,0,
68,100.248,-0.004,-1,-1,23.661,1001.438,0,0,0,
69,100.909,-0.306,-1,-1,23.658,1001.491,0,0,0,
70,101.569,-0.283,36.81426716666667,-119.74997166666667,23.658,1001.46,0,0,0,
71,102.23,-0.051,36.81426733333333,-119.7499715,23.656,1001.47,0,0,0,
72,102.891,-0.158,-1,-1,23.658,1001.472,0,0,0,
73,103.552,-0.096,36.81426733333333,-119.7499715,23.656,1001.445,0,0,0,
74,104.213,-0.124,-1,-1,23.658,1001.461,0,0,0,
75,104.874,-0.11,-1,-1,23.653,1001.46,0,0,0,
76,105.535,-0.158,-1,-1,23.658,1001.441,0,0,0,
77,106.195,0.03,-1,-1,23.653,1001.45,0,0,0,
78,106.856,-0.11,36.81426733333333,-119.7499715,23.656,1001.42,0,0,0,
79,107.517,-0.114,36.814269,-119.74996966666667,23.658,1001.447,0,0,0,
80,108.578,-0.239,-1,-1,23.593,1001.455,0,0,0,
81,109.24,-0.299,36.814269,-119.74996966666667,23.648,1001.446,0,0,0,
82,109.901,-0.405,-1,-1,23.656,1001.458,0,0,0,
83,110.563,-0.431,-1,-1,23.651,1001.465,0,0,0,
84,111.225,-0.335,-1,-1,23.656,1001.484,0,0,0,
85,111.886,-0.506,-1,-1,23.651,1001.493,0,0,0,
86,112.548,-0.271,36.814269,-119.74996966666667,23.648,1001.444,0,0,0,
87,113.21,-0.457,36.814269333333336,-119.74996766666666,23.653,1001.475,0,0,0,
88,113.871,-0.425,-1,-1,23.646,1001.464,0,0,0,
89,114.533,-0.379,36.814269333333336,-119.74996766666666,23.643,1001.507,0,0,0,
90,115.195,-0.401,-1,-1,23.633,1001.494,0,0,0,
91,115.857,-0.457,-1,-1,23.636,1001.508,0,0,0,
92,116.518,-0.41,-1,-1,23.641,1001.488,0,0,0,
93,117.18,-0.401,-1,-1,23.638,1001.501,0,0,0,
94,117.841,-0.337,36.814269333333336,-119.74996766666666,23.633,1001.515,0,0,0,
95,118.503,-0.459,36.81427016666667,-119.7499655,23.623,1001.481,0,0,0,
96,119.164,-0.476,-1,-1,23.628,1001.5,0,0,0,
97,119.83,-0.445,36.81427016666667,-119.7499655,23.626,1001.489,0,0,0,
98,120.492,-0.476,-1,-1,23.631,1001.491,0,0,0,
99,121.153,-0.356,-1,-1,23.628,1001.498,0,0,0,
100,122.217,-0.119,-1,-1,23.563,1001.496,0,0,0,
101,122.878,-0.551,-1,-1,23.626,1001.485,0,0,0,
102,123.54,-0.523,36.81427016666667,-119.7499655,23.623,1001.509,0,0,0,
103,124.198,-0.412,36.814271833333336,-119.749964,23.623,1001.482,0,0,0,
104,124.856,-0.459,-1,-1,23.626,1001.484,0,0,0,
105,125.516,-0.243,36.814271833333336,-119.749964,23.623,1001.463,0,0,0,
106,126.175,-0.473,-1,-1,23.628,1001.503,0,0,0,
107,126.837,-0.371,-1,-1,23.626,1001.529,0,0,0,
108,127.502,-0.495,-1,-1,23.631,1001.492,0,0,0,
109,128.164,-0.515,-1,-1,23.623,1001.518,0,0,0,
110,128.826,-0.16,36.814271833333336,-119.749964,23.628,1001.513,0,0,0,
111,129.49,-0.38,36.8142715,-119.74996266666666,23.621,1001.484,0,0,0,
112,130.154,-0.324,-1,-1,23.628,1001.489,0,0,0,
113,130.815,-0.263,36.8142715,-119.74996266666666,23.623,1001.479,0,0,0,
114,131.476,-0.477,-1,-1,23.631,1001.491,0,0,0,
115,132.137,-0.398,-1,-1,23.626,1001.514,0,0,0,
116,132.798,-0.648,-1,-1,23.626,1001.503,0,0,0,
117,133.459,-0.71,-1,-1,23.628,1001.503,0,0,0,
118,134.12,-0.495,36.8142715,-119.74996266666666,23.621,1001.499,0,0,0,
119,134.782,-0.729,36.81427216666667,-119.749961,23.618,1001.508,0,0,0,
120,135.842,-0.238,-1,-1,23.563,1001.503,0,0,0,
121,136.503,-0.561,36.81427216666667,-119.749961,23.606,1001.487,0,0,0,
122,137.164,-0.334,-1,-1,23.618,1001.487,0,0,0,
123,137.825,-0.265,-1,-1,23.613,1001.515,0,0,0,
124,138.485,-0.553,-1,-1,23.618,1001.529,0,0,0,
125,139.146,-0.432,-1,-1,23.623,1001.518,0,0,0,
126,139.807,-0.315,36.81427216666667,-119.749961,23.613,1001.529,0,0,0,
127,140.468,-0.501,36.81427333333333,-119.74995766666666,23.623,1001.508,0,0,0,
128,141.128,-0.39,-1,-1,23.611,1001.512,0,0,0,
129,141.789,-0.497,36.81427333333333,-119.74995766666666,23.621,1001.489,0,0,0,
130,142.449,-0.291,-1,-1,23.621,1001.504,0,0,0,
131,143.109,-0.343,-1,-1,23.621,1001.487,0,0,0,
132,143.77,-0.567,-1,-1,23.613,1001.505,0,0,0,
133,144.431,-0.292,-1,-1,23.618,1001.501,0,0,0,
134,145.094,-0.488,36.81427333333333,-119.74995766666666,23.623,1001.522,0,0,0,
135,145.755,-0.38,36.814274,-119.74995633333333,23.618,1001.511,0,0,0,
136,146.415,-0.287,-1,-1,23.616,1001.48,0,0,0,
137,147.076,-0.12,36.814274,-119.74995633333333,23.621,1001.492,0,0,0,
138,147.737,-0.265,-1,-1,23.616,1001.471,0,0,0,
139,148.397,-0.282,-1,-1,23.613,1001.486,0,0,0,
