n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,5.151,0.067,-1,-1,24.474,1001.719,0,0,0,
1,5.813,-0.162,36.8142775,-119.74991966666667,24.499,1001.714,0,0,0,
2,6.473,0.245,-1,-1,24.519,1001.707,0,0,0,
3,7.153,0.399,-1,-1,24.519,1001.682,0,0,0,
4,7.815,-0.223,-1,-1,24.536,1001.745,0,0,0,
5,8.481,0.084,-1,-1,24.536,1001.707,0,0,0,
6,9.143,-0.124,36.8142775,-119.74991966666667,24.544,1001.687,0,0,0,
7,9.808,0.106,36.81427516666667,-119.74991883333334,24.546,1001.707,0,0,0,
8,10.469,0.091,-1,-1,24.546,1001.678,0,0,0,
9,11.13,0.041,36.81427516666667,-119.74991883333334,24.549,1001.689,0,0,0,
10,11.792,0.186,-1,-1,24.551,1001.696,0,0,0,
11,12.46,0.396,-1,-1,24.559,1001.688,0,0,0,
12,13.125,0.012,-1,-1,24.556,1001.697,0,0,0,
13,13.787,0.065,-1,-1,24.561,1001.71,0,0,0,
14,14.448,-0.215,36.81427516666667,-119.74991883333334,24.561,1001.708,0,0,0,
15,15.113,0.227,36.814280833333335,-119.74991766666666,24.561,1001.689,0,0,0,
16,15.779,0.238,-1,-1,24.559,1001.698,0,0,0,
17,16.448,0.084,36.814280833333335,-119.74991766666666,24.566,1001.707,0,0,0,
18,17.111,-0.042,-1,-1,24.569,1001.712,0,0,0,
19,17.782,0.065,-1,-1,24.566,1001.7,0,0,0,
20,18.446,0.353,-1,-1,24.566,1001.677,0,0,0,
21,19.103,0.177,-1,-1,24.569,1001.674,0,0,0,
22,19.763,0.107,36.814280833333335,-119.74991766666666,24.561,1001.684,0,0,0,
23,20.432,0.252,36.81428116666667,-119.74991733333333,24.561,1001.691,0,0,0,
24,21.094,0.06,-1,-1,24.559,1001.7,0,0,0,
25,21.756,0.065,36.81428116666667,-119.74991733333333,24.566,1001.682,0,0,0,
26,22.417,0.381,-1,-1,24.561,1001.674,0,0,0,
27,23.078,-0.005,-1,-1,24.559,1001.703,0,0,0,
28,23.739,0.023,-1,-1,24.559,1001.707,0,0,0,
29,24.4,0.241,-1,-1,24.551,1001.682,0,0,0,
30,25.061,-0.108,36.81428116666667,-119.74991733333333,24.551,1001.688,0,0,0,
31,25.722,0.152,36.81428283333333,-119.74991716666666,24.554,1001.67,0,0,0,
32,26.383,0.147,-1,-1,24.554,1001.674,0,0,0,
33,27.042,0.125,36.81428283333333,-119.74991716666666,24.551,1001.699,0,0,0,
34,27.705,0.125,-1,-1,24.556,1001.683,0,0,0,
35,80.834,-0.03,-1,-1,24.551,1001.709,0,0,0,
36,81.498,0.142,-1,-1,24.544,1001.677,0,0,0,
37,82.159,0.156,-1,-1,24.539,1001.693,0,0,0,
38,82.82,0.17,36.81428283333333,-119.74991716666666,24.541,1001.715,0,0,0,
39,83.481,-0.101,36.814282166666665,-119.74991733333333,24.536,1001.695,0,0,0,
40,84.143,0.098,-1,-1,24.531,1001.709,0,0,0,
41,84.804,0.02,36.814282166666665,-119.74991733333333,24.536,1001.713,0,0,0,
42,85.464,-0.083,-1,-1,24.529,1001.69,0,0,0,
43,86.124,0.27,-1,-1,24.526,1001.689,0,0,0,
44,86.785,0.2,-1,-1,24.521,1001.708,0,0,0,
45,87.446,0.237,-1,-1,24.516,1001.702,0,0,0,
46,88.106,0.004,36.814282166666665,-119.74991733333333,24.521,1001.664,0,0,0,
47,88.767,0.371,36.81428666666667,-119.74991616666667,24.511,1001.695,0,0,0,
48,89.427,0.209,-1,-1,24.516,1001.681,0,0,0,
49,90.089,0.399,36.81428666666667,-119.74991616666667,24.504,1001.683,0,0,0,
50,90.749,0.319,-1,-1,24.511,1001.681,0,0,0,
51,91.41,0.193,-1,-1,24.506,1001.7,0,0,0,
52,92.071,0.342,-1,-1,24.501,1001.696,0,0,0,
53,92.732,0.364,-1,-1,24.496,1001.689,0,0,0,
54,93.393,0.098,36.81428666666667,-119.74991616666667,24.489,1001.676,0,0,0,
55,94.054,-0.004,36.81428433333333,-119.74991516666667,24.489,1001.645,0,0,0,
56,94.714,0.139,-1,-1,24.489,1001.732,0,0,0,
57,95.375,-0.021,36.81428433333333,-119.74991516666667,24.486,1001.759,0,0,0,
58,96.036,0.03,-1,-1,24.474,1001.682,0,0,0,
59,96.696,0.273,-1,-1,24.469,1001.718,0,0,0,
60,97.357,0.277,-1,-1,24.469,1001.675,0,0,0,
61,98.018,-0.054,-1,-1,24.474,1001.731,0,0,0,
62,98.678,0.039,36.81428433333333,-119.74991516666667,24.456,1001.714,0,0,0,
63,99.339,0.07,36.81428016666667,-119.749916,24.454,1001.739,0,0,0,
64,100.0,0.211,-1,-1,24.456,1001.743,0,0,0,
65,100.661,0.158,36.81428016666667,-119.749916,24.444,1001.711,0,0,0,
66,101.321,-0.01,-1,-1,24.454,1001.698,0,0,0,
67,101.982,0.018,-1,-1,24.449,1001.764,0,0,0,
68,102.643,0.106,-1,-1,24.439,1001.737,0,0,0,
69,103.304,-0.041,-1,-1,24.436,1001.71,0,0,0,
70,103.965,0.019,36.81428016666667,-119.749916,24.441,1001.745,0,0,0,
71,104.626,-0.02,36.814273666666665,-119.74991666666666,24.436,1001.716,0,0,0,
72,105.286,-0.053,-1,-1,24.426,1001.736,0,0,0,
73,105.947,0.039,36.814273666666665,-119.74991666666666,24.426,1001.75,0,0,0,
74,106.608,0.179,-1,-1,24.421,1001.72,0,0,0,
75,107.27,0.3,-1,-1,24.421,1001.729,0,0,0,
76,107.933,0.138,-1,-1,24.414,1001.72,0,0,0,
77,108.603,0.136,-1,-1,24.416,1001.744,0,0,0,
78,109.266,0.01,36.814273666666665,-119.74991666666666,24.411,1001.695,0,0,0,
79,109.928,0.116,36.81426533333333,-119.7499185,24.414,1001.704,0,0,0,
80,110.588,0.076,-1,-1,24.409,1001.713,0,0,0,
81,111.249,0.228,36.81426533333333,-119.7499185,24.404,1001.715,0,0,0,
82,111.911,0.055,-1,-1,24.399,1001.673,0,0,0,
83,112.572,0.139,-1,-1,24.399,1001.696,0,0,0,
84,113.234,0.227,-1,-1,24.396,1001.683,0,0,0,
85,113.895,0.129,-1,-1,24.391,1001.713,0,0,0,
86,114.557,0.334,36.81426533333333,-119.7499185,24.381,1001.708,0,0,0,
87,115.218,0.068,36.814255833333334,-119.74992133333333,24.379,1001.741,0,0,0,
88,115.879,0.178,-1,-1,24.377,1001.708,0,0,0,
89,116.541,0.345,36.814255833333334,-119.74992133333333,24.377,1001.68,0,0,0,
90,117.202,0.332,-1,-1,24.371,1001.7,0,0,0,
91,117.863,0.262,-1,-1,24.371,1001.707,0,0,0,
92,118.525,0.239,-1,-1,24.367,1001.691,0,0,0,
93,119.187,0.195,-1,-1,24.367,1001.682,0,0,0,
94,119.848,0.238,36.814255833333334,-119.74992133333333,24.356,1001.693,0,0,0,
95,120.509,0.319,36.8142515,-119.749924,24.359,1001.681,0,0,0,
96,121.169,0.395,-1,-1,24.352,1001.689,0,0,0,
97,121.831,0.306,36.8142515,-119.749924,24.349,1001.682,0,0,0,
98,122.491,0.222,-1,-1,24.346,1001.688,0,0,0,
99,123.152,0.304,-1,-1,24.409,892.507,0,0,0,
100,123.813,0.44,-1,-1,24.379,1001.688,0,0,0,
101,124.474,0.279,-1,-1,24.394,1001.683,0,0,0,
102,125.118,0.386,36.8142515,-119.749924,24.352,1001.67,0,0,0,
103,125.775,0.528,36.81424166666667,-119.74992716666667,24.342,1001.66,0,0,0,Launch Detected
103,125.936,0.317,-1,-1,24.479,1001.68,0,0,0,
104,126.659,0.676,-1,-1,24.354,1001.658,0,0,0,
105,127.32,0.416,-1,-1,24.327,1001.658,0,0,0,
106,127.981,0.425,36.81428016666667,-119.74993983333333,24.334,1001.698,0,0,0,
107,128.641,0.378,-1,-1,24.322,1001.675,0,0,0,
108,129.302,0.759,-1,-1,24.322,1001.681,0,0,0,
109,129.963,0.446,-1,-1,24.317,1001.689,0,0,0,
110,130.624,0.533,-1,-1,24.314,1001.7,0,0,0,
111,131.284,0.325,36.81428016666667,-119.74993983333333,24.309,1001.681,0,0,0,
112,131.945,0.371,36.814284,-119.749939,24.302,1001.689,0,0,0,
113,132.606,0.383,-1,-1,24.304,1001.691,0,0,0,
114,133.267,0.411,36.814284,-119.749939,24.302,1001.683,0,0,0,
115,133.927,0.476,-1,-1,24.299,1001.706,0,0,0,
116,134.588,0.364,-1,-1,24.299,1001.707,0,0,0,
117,135.249,0.174,-1,-1,24.292,1001.704,0,0,0,
118,135.91,0.182,-1,-1,24.287,1001.684,0,0,0,
119,136.571,0.359,36.814284,-119.749939,24.287,1001.666,0,0,0,
120,137.231,0.471,36.814289333333335,-119.749939,24.289,1001.698,0,0,0,
121,137.892,0.155,-1,-1,24.282,1001.677,0,0,0,
122,138.553,0.284,36.814289333333335,-119.749939,24.277,1001.715,0,0,0,
123,139.214,0.377,-1,-1,24.272,1001.692,0,0,0,
124,139.874,0.333,-1,-1,24.262,1001.704,0,0,0,
125,140.535,0.357,-1,-1,24.267,1001.699,0,0,0,
126,141.196,0.207,-1,-1,24.267,1001.708,0,0,0,
127,141.857,0.154,36.814289333333335,-119.749939,24.264,1001.719,0,0,0,
128,142.518,0.169,36.814295333333334,-119.74993766666667,24.262,1001.726,0,0,0,
129,143.178,0.062,-1,-1,24.257,1001.714,0,0,0,
130,143.839,0.476,36.814295333333334,-119.74993766666667,24.267,1001.693,0,0,0,
131,144.5,0.291,-1,-1,24.262,1001.686,0,0,0,
132,145.161,0.221,-1,-1,24.269,1001.698,0,0,0,
133,145.822,0.109,-1,-1,24.272,1001.733,0,0,0,
134,146.482,0.157,-1,-1,24.262,1001.701,0,0,0,
135,147.143,0.221,36.814295333333334,-119.74993766666667,24.267,1001.732,0,0,0,
136,147.804,-0.095,36.814295,-119.74993766666667,24.264,1001.726,0,0,0,
137,148.464,0.268,-1,-1,24.269,1001.697,0,0,0,
138,149.125,0.156,36.814295,-119.74993766666667,24.269,1001.725,0,0,0,
139,149.767,0.335,-1,-1,24.272,-1,0,0,0,
140,150.427,0.113,-1,-1,24.282,1001.724,0,0,0,
141,151.089,0.169,-1,-1,24.284,1001.694,0,0,0,
142,151.751,0.131,-1,-1,24.297,1001.715,0,0,0,
143,152.415,0.245,36.814295,-119.74993766666667,24.304,1001.702,0,0,0,
144,153.075,0.329,36.81428583333334,-119.74993916666666,24.309,1001.727,0,0,0,
145,153.735,0.049,-1,-1,24.307,1001.708,0,0,0,
146,154.398,0.088,36.81428583333334,-119.74993916666666,24.322,1001.717,0,0,0,
147,155.06,0.275,-1,-1,24.332,1001.71,0,0,0,
148,155.72,0.053,-1,-1,24.334,1001.74,0,0,0,
149,156.383,0.207,-1,-1,24.337,1001.725,0,0,0,
150,157.045,0.015,-1,-1,24.344,1001.719,0,0,0,
151,157.716,0.225,36.81428583333334,-119.74993916666666,24.349,1001.73,0,0,0,
152,158.378,0.087,36.8142725,-119.74994233333334,24.352,1001.712,0,0,0,
153,158.999,0.002,-1,-1,24.314,1001.713,0,0,0,Touchdown!
154,159.125,0.095,36.8142725,-119.74994233333334,24.436,1001.733,0,0,0,Landed
155,159.746,0.214,-1,-1,24.327,1001.688,0,0,0,Landed
156,160.367,0.026,-1,-1,24.322,1001.712,0,0,0,Landed
157,160.988,0.145,-1,-1,24.329,1001.712,0,0,0,Landed
158,161.608,-0.079,-1,-1,24.337,1001.722,0,0,0,Landed
159,162.229,0.011,36.8142725,-119.74994233333334,24.342,1001.717,0,0,0,Landed
160,162.849,-0.049,36.814272,-119.74994366666667,24.352,1001.702,0,0,0,Landed
161,163.471,0.189,-1,-1,24.354,1001.701,0,0,0,Landed
162,164.091,0.213,36.814272,-119.74994366666667,24.356,1001.719,0,0,0,Landed
163,164.714,0.12,-1,-1,24.367,1001.699,0,0,0,Landed
164,165.338,-0.163,-1,-1,24.371,1001.737,0,0,0,Landed
165,165.961,0.472,-1,-1,24.379,1001.725,0,0,0,Landed
166,166.584,-0.041,-1,-1,24.379,1001.715,0,0,0,Landed
167,167.205,0.197,36.814272,-119.74994366666667,24.381,1001.696,0,0,0,Landed
168,167.828,0.299,36.814269,-119.749944,24.377,1001.687,0,0,0,Landed
169,168.45,0.15,-1,-1,24.374,1001.714,0,0,0,Landed
170,169.072,0.08,36.814269,-119.749944,24.381,1001.701,0,0,0,Landed
171,169.693,-0.046,-1,-1,24.371,1001.722,0,0,0,Landed
172,170.316,0.108,-1,-1,24.381,1001.705,0,0,0,Landed
173,170.937,0.08,-1,-1,24.377,1001.717,0,0,0,Landed
174,171.56,0.111,-1,-1,24.377,1001.703,0,0,0,Landed
175,172.181,0.094,36.814269,-119.749944,24.374,1001.705,0,0,0,Landed
176,172.803,0.346,36.814262,-119.7499455,24.379,1001.684,0,0,0,Landed
177,173.424,0.307,-1,-1,24.369,1001.715,0,0,0,Landed
178,174.046,0.089,36.814262,-119.7499455,24.377,1001.716,0,0,0,Landed
179,174.67,0.01,-1,-1,24.374,1001.71,0,0,0,Landed
180,175.292,0.271,-1,-1,24.374,1001.705,0,0,0,Landed
181,175.914,0.092,-1,-1,24.379,1001.729,0,0,0,Landed
