n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,5.5,0.334,36.8142765,-119.75003866666667,23.721,1001.439,0,0,0,
1,6.161,0.308,-1,-1,23.778,1001.496,0,0,0,
2,6.822,0.38,-1,-1,23.783,1001.48,0,0,0,
3,7.484,0.318,-1,-1,23.79,1001.492,0,0,0,
4,8.146,0.15,-1,-1,23.793,1001.463,0,0,0,
5,8.807,0.402,36.8142765,-119.75003866666667,23.79,1001.481,0,0,0,
6,9.47,0.066,36.81427633333333,-119.75004233333334,23.79,1001.469,0,0,0,
7,10.131,0.346,-1,-1,23.79,1001.47,0,0,0,
8,10.793,0.374,36.81427633333333,-119.75004233333334,23.78,1001.474,0,0,0,
9,11.455,0.513,-1,-1,23.79,1001.452,0,0,0,
10,12.117,0.533,-1,-1,23.788,1001.444,0,0,0,
11,12.779,0.394,-1,-1,23.778,1001.472,0,0,0,
12,13.441,0.295,-1,-1,23.793,1001.479,0,0,0,
13,14.102,0.495,36.81427633333333,-119.75004233333334,23.79,1001.449,0,0,0,
14,14.764,0.245,36.81427516666667,-119.7500415,23.788,1001.457,0,0,0,
15,15.426,0.446,-1,-1,23.788,1001.456,0,0,0,
16,16.087,0.262,36.81427516666667,-119.7500415,23.785,1001.452,0,0,0,
17,16.749,0.447,-1,-1,23.783,1001.466,0,0,0,
18,17.41,0.234,-1,-1,23.785,1001.475,0,0,0,
19,18.076,0.276,-1,-1,23.785,1001.478,0,0,0,
20,19.138,0.278,-1,-1,23.715,1001.449,0,0,0,
21,19.799,0.407,36.81427516666667,-119.7500415,23.778,1001.445,0,0,0,
22,20.46,0.565,36.81427433333333,-119.750038,23.783,1001.443,0,0,0,
23,21.121,0.388,-1,-1,23.778,1001.446,0,0,0,
24,21.779,0.467,36.81427433333333,-119.750038,23.778,1001.488,0,0,0,
25,22.437,0.453,-1,-1,23.785,1001.463,0,0,0,
26,23.096,0.531,-1,-1,23.773,1001.447,0,0,0,
27,23.755,0.727,-1,-1,23.78,1001.409,0,0,0,
28,24.419,0.322,-1,-1,23.773,1001.431,0,0,0,
29,25.085,0.546,36.81427433333333,-119.750038,23.77,1001.432,0,0,0,
30,25.746,0.448,36.81427466666667,-119.75003633333333,23.773,1001.456,0,0,0,
31,26.407,0.432,-1,-1,23.77,1001.433,0,0,0,
32,27.073,0.474,36.81427466666667,-119.75003633333333,23.765,1001.437,0,0,0,
33,27.734,0.479,-1,-1,23.768,1001.451,0,0,0,
34,28.395,0.446,-1,-1,23.775,1001.446,0,0,0,
35,29.056,0.362,-1,-1,23.765,1001.437,0,0,0,
36,29.717,0.474,-1,-1,23.77,1001.445,0,0,0,
37,30.378,0.354,36.81427466666667,-119.75003633333333,23.765,1001.431,0,0,0,
38,31.039,0.27,36.814276,-119.750037,23.763,1001.417,0,0,0,
39,31.7,0.609,-1,-1,23.758,1001.434,0,0,0,
40,32.761,0.462,36.814276,-119.750037,23.693,1001.418,0,0,0,
41,33.422,0.599,-1,-1,23.748,1001.426,0,0,0,
42,34.083,0.604,-1,-1,23.753,1001.438,0,0,0,
43,34.745,0.386,-1,-1,23.758,1001.448,0,0,0,
44,35.406,0.567,-1,-1,23.758,1001.427,0,0,0,
45,36.067,0.579,36.814276,-119.750037,23.753,1001.434,0,0,0,
46,36.728,0.431,36.814276666666665,-119.75003766666667,23.755,1001.442,0,0,0,
