n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,5.49,0.037,-1,-1,22.538,1002.264,0,0,0,
1,6.151,0.04,-1,-1,22.605,1002.262,0,0,0,
2,6.811,-0.209,-1,-1,22.608,1002.279,0,0,0,
3,7.471,-0.251,36.81432233333334,-119.749905,22.611,1002.278,0,0,0,
4,8.138,-0.042,36.81431766666667,-119.74990566666666,22.613,1002.255,0,0,0,
5,8.802,-0.006,-1,-1,22.621,1002.262,0,0,0,
6,9.465,-0.233,36.81431766666667,-119.74990566666666,22.625,1002.285,0,0,0,
7,10.127,0.041,-1,-1,22.623,1002.281,0,0,0,
8,10.787,0.004,-1,-1,22.625,1002.273,0,0,0,
9,11.452,0.046,-1,-1,22.625,1002.258,0,0,0,
10,12.116,-0.07,-1,-1,22.625,1002.268,0,0,0,
11,12.779,0.022,36.81431766666667,-119.74990566666666,22.635,1002.298,0,0,0,
12,13.442,-0.111,36.814318,-119.74990833333334,22.628,1002.276,0,0,0,
13,14.102,-0.014,-1,-1,22.625,1002.268,0,0,0,
14,14.764,-0.181,36.814318,-119.74990833333334,22.63,1002.287,0,0,0,
15,15.425,-0.293,-1,-1,22.633,1002.256,0,0,0,
16,16.089,-0.019,-1,-1,22.633,1002.277,0,0,0,
17,16.746,-0.061,-1,-1,22.643,1002.278,0,0,0,
18,17.403,0.134,-1,-1,22.635,1002.241,0,0,0,
19,18.06,0.046,36.814318,-119.74990833333334,22.635,1002.266,0,0,0,
20,19.122,0.053,36.814324,-119.749911,22.573,1002.271,0,0,0,
21,19.783,-0.009,-1,-1,22.635,1002.269,0,0,0,
22,20.443,-0.052,36.814324,-119.749911,22.64,1002.253,0,0,0,
23,21.104,-0.121,-1,-1,22.638,1002.264,0,0,0,
24,21.767,-0.204,-1,-1,22.635,1002.266,0,0,0,
25,22.427,0.046,-1,-1,22.643,1002.267,0,0,0,
26,23.088,0.046,-1,-1,22.64,1002.252,0,0,0,
27,23.749,-0.087,36.814324,-119.749911,22.648,1002.267,0,0,0,
28,24.409,-0.041,36.81432266666667,-119.74991266666666,22.648,1002.245,0,0,0,
29,25.07,0.093,-1,-1,22.64,1002.275,0,0,0,
30,25.731,-0.181,36.81432266666667,-119.74991266666666,22.65,1002.272,0,0,0,
31,26.391,0.185,-1,-1,22.638,1002.239,0,0,0,
32,27.054,-0.208,-1,-1,22.653,1002.277,0,0,0,
33,27.716,-0.041,-1,-1,22.648,1002.264,0,0,0,
34,90.982,0.199,-1,-1,22.648,1002.263,0,0,0,
35,91.643,0.02,36.81432266666667,-119.74991266666666,22.648,1002.238,0,0,0,
