n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
68,82.162,-0.515,-1,-1,23.73,1001.955,0,0,0,
69,82.822,-0.52,-1,-1,23.723,1001.97,0,0,0,
70,83.482,-0.479,0.0,0.0,23.713,1001.965,0,0,0,
71,84.141,-0.624,0.0,0.0,23.701,1001.946,0,0,0,
72,84.801,-0.849,-1,-1,23.693,1001.963,0,0,0,
73,85.463,-0.398,0.0,0.0,23.686,1001.98,0,0,0,
74,86.124,-0.588,-1,-1,23.68,1001.955,0,0,0,
75,86.784,-0.757,0.0,0.0,23.671,1001.981,0,0,0,
76,87.445,-0.98,0.0,0.0,23.663,1001.985,0,0,0,
77,88.105,-0.624,-1,-1,23.651,1001.962,0,0,0,
78,88.766,-0.674,0.0,0.0,23.651,1001.967,0,0,0,
79,89.427,-0.643,-1,-1,23.651,1001.957,0,0,0,
80,90.484,-0.556,0.0,0.0,23.571,1001.938,0,0,0,
81,91.149,-0.641,0.0,0.0,23.626,1001.951,0,0,0,
82,91.813,-0.621,-1,-1,23.626,1001.961,0,0,0,
83,92.474,-0.788,0.0,0.0,23.618,1001.954,0,0,0,
84,93.137,-0.776,-1,-1,23.613,1001.957,0,0,0,
85,93.801,-0.386,0.0,0.0,23.608,1001.933,0,0,0,
86,94.466,-0.54,0.0,0.0,23.593,1001.946,0,0,0,
87,95.128,-0.489,-1,-1,23.593,1001.946,0,0,0,
88,95.789,-0.476,0.0,0.0,23.588,1001.955,0,0,0,
89,96.452,-0.565,-1,-1,23.573,1001.941,0,0,0,
90,97.115,-0.523,0.0,0.0,23.571,1001.971,0,0,0,
91,97.779,-0.427,0.0,0.0,23.576,1001.96,0,0,0,
92,98.443,-0.505,-1,-1,23.576,1001.951,0,0,0,
93,99.105,-0.6,0.0,0.0,23.573,1001.941,0,0,0,
94,99.771,-0.479,-1,-1,23.553,1001.935,0,0,0,
95,100.433,-0.326,0.0,0.0,23.548,1001.943,0,0,0,
96,101.097,-0.457,0.0,0.0,23.538,1001.947,0,0,0,
97,101.757,-0.317,-1,-1,23.541,1001.97,0,0,0,
98,102.416,-0.403,0.0,0.0,23.538,1001.95,0,0,0,
99,103.074,-0.556,-1,-1,23.531,1001.942,0,0,0,
100,104.139,0.01,0.0,0.0,23.451,1001.959,0,0,0,
101,104.799,-0.366,0.0,0.0,23.494,1001.944,0,0,0,
102,105.462,-0.353,-1,-1,23.513,1001.939,0,0,0,
103,106.126,-0.382,0.0,0.0,23.496,1001.954,0,0,0,
104,106.789,-0.214,-1,-1,23.498,1001.96,0,0,0,
105,107.448,-0.34,0.0,0.0,23.488,1001.95,0,0,0,
106,108.11,-0.35,0.0,0.0,23.481,1001.929,0,0,0,
107,108.771,-0.355,-1,-1,23.473,1001.958,0,0,0,
108,109.432,-0.268,0.0,0.0,23.476,1001.934,0,0,0,
109,110.099,-0.152,-1,-1,23.461,1001.931,0,0,0,
110,110.765,-0.259,0.0,0.0,23.463,1001.924,0,0,0,
111,111.427,-0.286,0.0,0.0,23.459,1001.93,0,0,0,
112,112.085,-0.389,-1,-1,23.459,1001.936,0,0,0,
113,112.746,-0.218,0.0,0.0,23.454,1001.943,0,0,0,
114,113.403,-0.324,-1,-1,23.449,1001.937,0,0,0,
115,114.063,-0.306,0.0,0.0,23.454,1001.95,0,0,0,
116,114.723,-0.256,0.0,0.0,23.441,1001.951,0,0,0,
117,115.382,-0.107,-1,-1,23.441,1001.93,0,0,0,
118,116.049,-0.316,0.0,0.0,23.436,1001.949,0,0,0,
119,116.71,-0.545,-1,-1,23.434,1001.961,0,0,0,
120,117.771,-0.461,0.0,0.0,23.366,1001.931,0,0,0,
121,118.431,-0.393,0.0,0.0,23.416,1001.963,0,0,0,
122,119.091,-0.318,-1,-1,23.424,1001.95,0,0,0,
123,119.751,-0.365,0.0,0.0,23.421,1001.946,0,0,0,
124,120.412,-0.267,-1,-1,23.414,1001.946,0,0,0,
125,121.073,-0.401,0.0,0.0,23.421,1001.949,0,0,0,
126,121.733,-0.193,0.0,0.0,23.414,1001.933,0,0,0,
127,122.393,-0.422,-1,-1,23.411,1001.919,0,0,0,
128,123.053,-0.38,0.0,0.0,23.406,1001.945,0,0,0,
129,123.714,-0.36,-1,-1,23.406,1001.935,0,0,0,
130,124.376,-0.416,0.0,0.0,23.406,1001.955,0,0,0,
131,125.041,-0.469,0.0,0.0,23.399,1001.94,0,0,0,
132,125.703,-0.357,-1,-1,23.409,1001.94,0,0,0,
133,126.363,-0.812,0.0,0.0,23.399,1001.935,0,0,0,
134,127.025,-0.446,-1,-1,23.399,1001.933,0,0,0,
135,127.685,-0.389,0.0,0.0,23.396,1001.924,0,0,0,
136,128.345,-0.609,0.0,0.0,23.389,1001.962,0,0,0,
137,129.006,-0.646,-1,-1,23.391,1001.94,0,0,0,
138,129.667,-0.586,0.0,0.0,23.391,1001.936,0,0,0,
139,130.326,-0.609,-1,-1,23.389,1001.965,0,0,0,
140,131.388,-0.545,0.0,0.0,23.319,1001.942,0,0,0,
141,132.051,-0.633,0.0,0.0,23.379,1001.93,0,0,0,
142,132.714,-0.772,-1,-1,23.379,1001.93,0,0,0,
143,133.378,-0.722,0.0,0.0,23.369,1001.968,0,0,0,
144,134.041,-0.493,-1,-1,23.369,1001.949,0,0,0,
145,134.703,-0.772,0.0,0.0,23.366,1001.951,0,0,0,
146,135.364,-0.718,0.0,0.0,23.371,1001.934,0,0,0,
147,136.024,-0.726,-1,-1,23.369,1001.95,0,0,0,
148,136.685,-0.787,0.0,0.0,23.364,1001.976,0,0,0,
149,137.345,-0.787,-1,-1,23.354,1001.947,0,0,0,
150,138.005,-0.626,0.0,0.0,23.346,1001.967,0,0,0,
151,138.666,-0.663,0.0,0.0,23.339,1001.948,0,0,0,
152,139.326,-0.668,-1,-1,23.341,1001.933,0,0,0,
153,139.987,-0.553,0.0,0.0,23.334,1001.903,0,0,0,
154,140.647,-0.684,-1,-1,23.336,1001.958,0,0,0,
155,141.308,-0.581,0.0,0.0,23.334,1001.932,0,0,0,
156,141.968,-0.631,0.0,0.0,23.339,1001.932,0,0,0,
157,142.628,-0.603,-1,-1,23.346,1001.949,0,0,0,
158,143.289,-0.454,0.0,0.0,23.344,1001.944,0,0,0,
159,143.949,-0.859,-1,-1,23.326,1001.95,0,0,0,
160,145.01,-0.601,0.0,0.0,23.259,1001.946,0,0,0,
161,145.67,-0.555,0.0,0.0,23.311,1001.956,0,0,0,
162,146.33,-0.635,-1,-1,23.296,1001.931,0,0,0,
163,146.991,-0.635,0.0,0.0,23.301,1001.936,0,0,0,
164,147.651,-0.633,-1,-1,23.306,1001.983,0,0,0,
165,148.312,-0.709,0.0,0.0,23.309,1001.967,0,0,0,
166,148.971,-0.867,0.0,0.0,23.296,1002.016,0,0,0,
167,149.631,-0.718,-1,-1,23.296,1001.969,0,0,0,
168,150.292,-0.565,0.0,0.0,23.294,1001.972,0,0,0,
169,150.953,-0.503,-1,-1,23.294,1001.94,0,0,0,
170,151.613,-0.639,0.0,0.0,23.294,1001.961,0,0,0,
171,152.273,-0.524,0.0,0.0,23.287,1001.95,0,0,0,
172,152.933,-0.671,-1,-1,23.301,1001.957,0,0,0,
173,153.593,-0.524,0.0,0.0,23.294,1001.977,0,0,0,
174,154.254,-0.765,-1,-1,23.281,1001.955,0,0,0,
175,154.914,-0.793,0.0,0.0,23.284,1001.944,0,0,0,
176,155.574,-0.496,0.0,0.0,23.284,1001.971,0,0,0,
177,156.234,-0.695,-1,-1,23.294,1001.979,0,0,0,
178,156.894,-0.645,0.0,0.0,23.296,1001.966,0,0,0,
179,157.554,-0.622,-1,-1,23.284,1001.949,0,0,0,
180,158.615,-0.501,0.0,0.0,23.224,1001.975,0,0,0,
181,159.275,-0.576,0.0,0.0,23.277,1001.964,0,0,0,
182,159.934,-0.613,-1,-1,23.271,1001.937,0,0,0,
183,160.595,-0.478,0.0,0.0,23.274,1001.969,0,0,0,
184,161.255,-0.618,-1,-1,23.271,1001.974,0,0,0,
185,161.915,-0.423,0.0,0.0,23.269,1001.969,0,0,0,
186,162.575,-0.776,0.0,0.0,23.266,1001.96,0,0,0,
187,163.235,-0.544,-1,-1,23.274,1001.956,0,0,0,
188,163.895,-0.642,0.0,0.0,23.277,1001.948,0,0,0,
189,164.556,-0.698,-1,-1,23.264,1001.959,0,0,0,
190,165.216,-0.815,0.0,0.0,23.264,1001.961,0,0,0,
191,165.876,-0.578,0.0,0.0,23.264,1001.955,0,0,0,
192,166.536,-0.655,-1,-1,23.259,1001.945,0,0,0,
193,167.196,-0.666,0.0,0.0,23.269,1001.967,0,0,0,
194,167.856,-0.698,-1,-1,23.254,1001.981,0,0,0,
195,168.516,-0.801,0.0,0.0,23.246,1001.96,0,0,0,
196,169.176,-0.476,0.0,0.0,23.246,1001.981,0,0,0,
197,169.836,-0.806,-1,-1,23.242,1001.976,0,0,0,
198,170.497,-0.968,0.0,0.0,23.244,1001.992,0,0,0,
199,171.157,-0.666,-1,-1,23.242,1001.965,0,0,0,
200,172.217,-0.705,0.0,0.0,23.172,1001.991,0,0,0,
201,172.877,-0.765,0.0,0.0,23.229,1001.985,0,0,0,
202,173.537,-0.872,-1,-1,23.232,1001.98,0,0,0,
203,174.198,-0.85,0.0,0.0,23.244,1001.985,0,0,0,
204,174.858,-0.862,-1,-1,23.244,1001.99,0,0,0,
205,175.518,-0.836,0.0,0.0,23.242,1001.996,0,0,0,
206,176.178,-0.794,0.0,0.0,23.242,1001.982,0,0,0,
207,176.838,-0.695,-1,-1,23.239,1001.997,0,0,0,
208,177.498,-0.895,0.0,0.0,23.237,1002.004,0,0,0,
209,178.159,-1.09,-1,-1,23.242,1002.007,0,0,0,
210,178.819,-0.912,0.0,0.0,23.239,1001.991,0,0,0,
211,179.479,-0.872,0.0,0.0,23.232,1001.997,0,0,0,
212,180.139,-1.094,-1,-1,23.244,1002.018,0,0,0,
213,180.799,-1.113,0.0,0.0,23.246,1002.002,0,0,0,
214,181.459,-1.206,-1,-1,23.244,1002.014,0,0,0,
215,182.119,-1.167,0.0,0.0,23.249,1002.008,0,0,0,
216,182.779,-1.15,0.0,0.0,23.249,1002.029,0,0,0,
217,183.439,-1.206,-1,-1,23.249,1002.005,0,0,0,
218,184.1,-1.044,0.0,0.0,23.246,1002.01,0,0,0,
219,184.76,-1.024,-1,-1,23.246,1002.023,0,0,0,
220,185.82,-0.989,-1,-1,23.177,1001.99,0,0,0,
221,186.48,-0.959,0.0,0.0,23.249,1001.988,0,0,0,
222,187.141,-0.951,0.0,0.0,23.249,1002.014,0,0,0,
223,187.801,-1.149,-1,-1,23.242,1001.992,0,0,0,
224,188.461,-1.224,0.0,0.0,23.237,1002.008,0,0,0,
225,189.121,-1.086,-1,-1,23.254,1002.013,0,0,0,
226,189.781,-0.834,0.0,0.0,23.244,1001.993,0,0,0,
227,190.441,-1.284,0.0,0.0,23.254,1002.017,0,0,0,
228,191.101,-0.983,-1,-1,23.244,1002.016,0,0,0,
229,191.761,-1.016,0.0,0.0,23.252,1001.978,0,0,0,
230,192.421,-0.848,-1,-1,23.249,1001.983,0,0,0,
231,193.081,-0.871,0.0,0.0,23.244,1001.99,0,0,0,
232,193.741,-0.782,0.0,0.0,23.252,1002.005,0,0,0,
233,194.401,-1.028,-1,-1,23.254,1002.005,0,0,0,
234,195.061,-0.759,0.0,0.0,23.254,1001.971,0,0,0,
235,195.721,-1.08,-1,-1,23.254,1002.002,0,0,0,
236,196.38,-0.936,0.0,0.0,23.254,1002.003,0,0,0,
237,197.04,-0.888,0.0,0.0,23.254,1001.998,0,0,0,
238,197.7,-1.172,-1,-1,23.264,1002.008,0,0,0,
239,198.36,-0.666,0.0,0.0,23.264,1001.99,0,0,0,
240,199.421,-0.767,-1,-1,23.202,1001.98,0,0,0,
241,200.08,-0.884,0.0,0.0,23.269,1002.019,0,0,0,
242,200.74,-1.217,0.0,0.0,23.266,1001.984,0,0,0,
243,201.4,-1.024,-1,-1,23.259,1002.008,0,0,0,
244,202.06,-0.95,0.0,0.0,23.254,1001.975,0,0,0,
245,202.72,-1.084,-1,-1,23.254,1001.975,0,0,0,
246,203.38,-1.103,-1,-1,23.246,1001.995,0,0,0,
247,204.04,-0.863,0.0,0.0,23.224,1001.946,0,0,0,
248,204.7,-0.744,0.0,0.0,23.207,1001.948,0,0,0,
249,205.36,-0.679,-1,-1,23.207,1001.978,0,0,0,
250,206.02,-0.619,0.0,0.0,23.209,1001.975,0,0,0,
251,206.68,-0.725,-1,-1,23.204,1001.96,0,0,0,
252,207.34,-0.643,0.0,0.0,23.194,1001.979,0,0,0,
253,208.0,-0.655,0.0,0.0,23.204,1001.991,0,0,0,
254,208.66,-0.731,-1,-1,23.212,1001.996,0,0,0,
255,209.32,-0.934,0.0,0.0,23.207,1002.011,0,0,0,
256,209.98,-0.655,-1,-1,23.194,1001.952,0,0,0,
257,210.64,-0.744,0.0,0.0,23.199,1001.994,0,0,0,
258,211.3,-1.009,0.0,0.0,23.199,1002.01,0,0,0,
259,211.96,-0.906,-1,-1,23.207,1002.026,0,0,0,
260,213.02,-0.871,0.0,0.0,23.124,1001.973,0,0,0,
261,213.68,-0.972,-1,-1,23.194,1001.978,0,0,0,
262,214.34,-0.825,0.0,0.0,23.199,1002.015,0,0,0,
263,215.0,-0.973,0.0,0.0,23.199,1002.009,0,0,0,
264,215.66,-0.828,-1,-1,23.197,1001.981,0,0,0,
265,216.32,-0.722,0.0,0.0,23.192,1002.008,0,0,0,
266,216.98,-0.684,-1,-1,23.199,1002.008,0,0,0,
267,217.64,-0.894,0.0,0.0,23.192,1002.001,0,0,0,
268,218.3,-1.0,0.0,0.0,23.197,1002.007,0,0,0,
269,218.96,-1.098,-1,-1,23.194,1001.998,0,0,0,
270,219.62,-0.735,0.0,0.0,23.194,1001.996,0,0,0,
271,220.28,-0.765,-1,-1,23.189,1001.989,0,0,0,
272,220.939,-0.714,0.0,0.0,23.179,1001.961,0,0,0,
273,221.599,-0.584,0.0,0.0,23.169,1002.002,0,0,0,
274,222.259,-0.775,-1,-1,23.182,1001.97,0,0,0,
275,222.919,-0.719,0.0,0.0,23.164,1001.966,0,0,0,
276,223.58,-0.746,-1,-1,23.172,1001.973,0,0,0,
277,224.24,-0.691,0.0,0.0,23.172,1001.99,0,0,0,
278,224.899,-0.886,0.0,0.0,23.172,1002.008,0,0,0,
279,225.559,-0.816,-1,-1,23.177,1001.983,0,0,0,
280,226.619,-0.83,0.0,0.0,23.114,1001.997,0,0,0,
281,227.28,-0.802,-1,-1,23.174,1001.968,0,0,0,
282,227.94,-0.822,0.0,0.0,23.172,1002.016,0,0,0,
283,228.599,-0.872,0.0,0.0,23.172,1002.009,0,0,0,
284,229.259,-0.917,-1,-1,23.172,1001.99,0,0,0,
285,229.919,-0.891,0.0,0.0,23.169,1002.033,0,0,0,
286,230.58,-0.909,-1,-1,23.169,1002.022,0,0,0,
287,231.239,-1.021,0.0,0.0,23.167,1002.009,0,0,0,
288,231.899,-1.021,0.0,0.0,23.172,1002.01,0,0,0,
289,232.559,-0.965,-1,-1,23.177,1002.047,0,0,0,
290,233.219,-1.073,0.0,0.0,23.172,1002.038,0,0,0,
291,233.88,-0.895,-1,-1,23.172,1002.037,0,0,0,
292,234.54,-1.165,0.0,0.0,23.177,1002.032,0,0,0,
293,235.201,-0.942,0.0,0.0,23.169,1002.045,0,0,0,
294,235.862,-0.909,-1,-1,23.172,1002.016,0,0,0,
295,236.522,-0.919,0.0,0.0,23.172,1002.014,0,0,0,
296,237.183,-0.914,-1,-1,23.177,1002.04,0,0,0,
297,237.843,-1.226,0.0,0.0,23.169,1002.04,0,0,0,
298,238.503,-1.101,0.0,0.0,23.162,1002.044,0,0,0,
299,239.163,-1.309,-1,-1,23.164,1002.04,0,0,0,
300,240.223,-0.928,0.0,0.0,23.089,1002.005,0,0,0,
301,240.883,-1.171,-1,-1,23.147,1002.039,0,0,0,
302,241.544,-1.041,0.0,0.0,23.144,1002.024,0,0,0,
303,242.204,-0.799,0.0,0.0,23.147,1002.021,0,0,0,
304,242.864,-1.094,-1,-1,23.137,1002.038,0,0,0,
305,243.524,-1.404,0.0,0.0,23.144,1002.066,0,0,0,
306,244.184,-1.373,-1,-1,23.132,1002.047,0,0,0,
307,244.844,-1.363,-1,-1,23.132,1002.037,0,0,0,
308,245.504,-1.229,0.0,0.0,23.132,1002.063,0,0,0,
309,246.164,-0.978,0.0,0.0,23.129,1002.036,0,0,0,
310,246.824,-0.973,-1,-1,23.129,1002.002,0,0,0,
311,247.484,-0.913,0.0,0.0,23.122,1002.01,0,0,0,
312,248.145,-1.044,-1,-1,23.119,1002.007,0,0,0,
313,248.805,-1.242,0.0,0.0,23.119,1002.01,0,0,0,
314,249.465,-1.225,0.0,0.0,23.112,1002.028,0,0,0,
315,250.125,-1.267,-1,-1,23.119,1002.041,0,0,0,
316,250.785,-1.099,0.0,0.0,23.122,1002.04,0,0,0,
317,251.445,-0.955,-1,-1,23.109,1002.021,0,0,0,
318,252.105,-0.987,0.0,0.0,23.114,1002.038,0,0,0,
319,252.765,-1.086,0.0,0.0,23.102,1002.053,0,0,0,
320,253.826,-1.096,-1,-1,23.037,1002.003,0,0,0,
321,254.486,-0.989,0.0,0.0,23.089,1002.026,0,0,0,
322,255.146,-1.003,-1,-1,23.082,1002.013,0,0,0,
323,255.806,-0.92,0.0,0.0,23.087,1002.001,0,0,0,
324,256.466,-1.115,0.0,0.0,23.089,1002.039,0,0,0,
325,257.127,-1.078,-1,-1,23.082,1002.014,0,0,0,
326,257.787,-1.125,0.0,0.0,23.082,1002.019,0,0,0,
327,258.447,-1.125,-1,-1,23.074,1002.028,0,0,0,
328,259.107,-1.325,0.0,0.0,23.074,1002.021,0,0,0,
329,259.767,-1.13,0.0,0.0,23.072,1002.052,0,0,0,
330,260.427,-1.168,-1,-1,23.062,1002.032,0,0,0,
331,261.088,-1.283,0.0,0.0,23.062,1002.014,0,0,0,
332,261.748,-1.27,-1,-1,23.057,1002.035,0,0,0,
333,262.408,-1.318,0.0,0.0,23.052,1002.001,0,0,0,
334,263.068,-1.144,0.0,0.0,23.049,1002.023,0,0,0,
335,263.728,-1.229,-1,-1,23.052,1002.033,0,0,0,
336,264.388,-1.285,0.0,0.0,23.045,1002.0,0,0,0,
337,265.05,-1.258,-1,-1,23.052,1002.034,0,0,0,
338,265.71,-1.193,0.0,0.0,23.045,1002.019,0,0,0,
339,266.371,-1.077,0.0,0.0,23.032,1002.023,0,0,0,
340,267.431,-1.336,-1,-1,22.97,1002.02,0,0,0,
341,268.092,-1.342,0.0,0.0,23.017,1002.007,0,0,0,
342,268.753,-1.324,-1,-1,23.022,1002.042,0,0,0,
343,269.413,-1.153,0.0,0.0,23.015,1002.021,0,0,0,
344,270.073,-1.398,0.0,0.0,23.01,1002.083,0,0,0,
345,270.734,-1.385,-1,-1,23.012,1002.052,0,0,0,
346,271.394,-0.975,0.0,0.0,23.007,1002.033,0,0,0,
347,272.055,-1.115,-1,-1,23.0,1002.053,0,0,0,
348,272.715,-1.079,0.0,0.0,23.017,1002.044,0,0,0,
349,273.375,-1.227,0.0,0.0,23.004,1002.014,0,0,0,
350,274.035,-1.324,-1,-1,23.002,1002.022,0,0,0,
351,274.695,-1.246,0.0,0.0,23.007,1002.057,0,0,0,
352,275.355,-1.075,-1,-1,23.0,1002.037,0,0,0,
353,276.015,-1.303,0.0,0.0,22.99,1002.063,0,0,0,
354,276.675,-1.079,0.0,0.0,22.99,1002.053,0,0,0,
355,277.335,-1.042,-1,-1,22.99,1002.059,0,0,0,
356,277.996,-1.266,0.0,0.0,22.985,1002.039,0,0,0,
357,278.656,-1.126,-1,-1,22.982,1002.022,0,0,0,
358,279.316,-1.089,0.0,0.0,22.99,1002.045,0,0,0,
359,279.976,-0.918,0.0,0.0,22.98,1002.017,0,0,0,
360,281.036,-0.769,-1,-1,22.905,1002.018,0,0,0,
361,281.696,-0.979,0.0,0.0,22.975,1002.033,0,0,0,
362,282.357,-1.253,-1,-1,22.97,1002.02,0,0,0,
363,283.017,-1.261,0.0,0.0,22.977,1002.033,0,0,0,
364,283.677,-1.266,0.0,0.0,22.97,1002.045,0,0,0,
365,284.337,-0.942,-1,-1,22.97,1002.048,0,0,0,
366,284.997,-1.003,0.0,0.0,22.967,1002.009,0,0,0,
367,285.657,-1.16,-1,-1,22.962,1002.017,0,0,0,
368,286.317,-1.054,0.0,0.0,22.962,1002.005,0,0,0,
369,286.978,-0.983,0.0,0.0,22.952,1002.037,0,0,0,
370,287.637,-1.248,-1,-1,22.96,1002.051,0,0,0,
371,288.298,-1.16,0.0,0.0,22.955,1002.034,0,0,0,
372,288.958,-1.105,-1,-1,22.952,1002.037,0,0,0,
373,289.618,-1.049,-1,-1,22.952,1002.018,0,0,0,
374,290.278,-1.244,0.0,0.0,22.95,1002.005,0,0,0,
375,290.938,-1.281,0.0,0.0,22.947,1002.04,0,0,0,
376,291.599,-1.3,-1,-1,22.952,1002.029,0,0,0,
377,292.259,-1.11,0.0,0.0,22.945,1001.998,0,0,0,
378,292.919,-1.286,-1,-1,22.947,1002.06,0,0,0,
379,293.579,-1.051,-1,-1,22.945,1002.042,0,0,0,
380,294.639,-0.999,0.0,0.0,22.88,1002.044,0,0,0,
381,295.3,-1.245,0.0,0.0,22.94,1001.996,0,0,0,
382,295.96,-1.251,-1,-1,22.94,1002.013,0,0,0,
383,296.62,-1.083,0.0,0.0,22.935,1002.019,0,0,0,
384,297.281,-1.381,-1,-1,22.93,1002.021,0,0,0,
385,297.941,-1.102,-1,-1,22.937,1002.019,0,0,0,
386,298.601,-1.301,0.0,0.0,22.935,1002.028,0,0,0,
387,299.261,-1.046,0.0,0.0,22.932,1002.011,0,0,0,
388,299.921,-1.241,-1,-1,22.927,1002.025,0,0,0,
389,300.581,-1.157,0.0,0.0,22.932,1002.067,0,0,0,
390,301.242,-1.484,-1,-1,22.932,1002.025,0,0,0,
391,301.903,-1.418,-1,-1,22.922,1002.025,0,0,0,
392,302.563,-1.168,0.0,0.0,22.927,1002.017,0,0,0,
393,303.223,-1.4,0.0,0.0,22.917,1002.035,0,0,0,
394,303.883,-1.176,-1,-1,22.92,1002.028,0,0,0,
395,304.543,-1.229,0.0,0.0,22.922,1002.081,0,0,0,
396,305.203,-1.2,-1,-1,22.915,1002.03,0,0,0,
397,305.863,-1.071,0.0,0.0,22.917,1002.038,0,0,0,
398,306.523,-0.839,0.0,0.0,22.91,1002.037,0,0,0,
399,307.184,-1.244,-1,-1,22.915,1002.035,0,0,0,
400,308.244,-1.159,0.0,0.0,22.84,1002.007,0,0,0,
401,308.905,-1.142,-1,-1,22.9,1002.033,0,0,0,
402,309.565,-1.024,0.0,0.0,22.902,1002.006,0,0,0,
403,310.225,-0.927,0.0,0.0,22.9,1002.004,0,0,0,
404,310.885,-1.053,-1,-1,22.907,1002.029,0,0,0,
405,311.545,-1.025,0.0,0.0,22.902,1002.018,0,0,0,
