n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
113,82.241,-0.223,0.0,0.0,23.142,1001.859,0,0,0,
114,82.902,-0.344,0.0,0.0,23.139,1001.904,0,0,0,
115,83.562,-0.524,-1,-1,23.147,1001.89,0,0,0,
116,84.223,-0.451,0.0,0.0,23.159,1001.902,0,0,0,
117,84.884,-0.328,-1,-1,23.164,1001.864,0,0,0,
118,85.545,-0.244,-1,-1,23.167,1001.87,0,0,0,
119,86.206,-0.273,-1,-1,23.177,1001.889,0,0,0,
120,87.267,-0.22,-1,-1,23.117,1001.868,0,0,0,
121,87.928,-0.286,0.0,0.0,23.184,1001.884,0,0,0,
122,88.588,-0.415,0.0,0.0,23.197,1001.881,0,0,0,
123,89.249,-0.355,-1,-1,23.202,1001.901,0,0,0,
124,89.909,-0.578,0.0,0.0,23.204,1001.897,0,0,0,
125,90.57,-0.144,-1,-1,23.219,1001.908,0,0,0,
126,91.231,-0.609,-1,-1,23.219,1001.887,0,0,0,
127,91.892,-0.538,-1,-1,23.227,1001.885,0,0,0,
128,92.553,-0.199,-1,-1,23.232,1001.865,0,0,0,
129,93.214,-0.394,0.0,0.0,23.246,1001.866,0,0,0,
130,93.875,-0.174,0.0,0.0,23.242,1001.869,0,0,0,
131,94.535,-0.355,-1,-1,23.249,1001.89,0,0,0,
132,95.196,-0.42,0.0,0.0,23.256,1001.815,0,0,0,
133,95.857,-0.373,-1,-1,23.256,1001.87,0,0,0,
134,96.518,-0.545,-1,-1,23.264,1001.861,0,0,0,
135,97.179,-0.428,-1,-1,23.271,1001.84,0,0,0,
136,97.84,-0.369,-1,-1,23.266,1001.839,0,0,0,
137,98.5,-0.222,0.0,0.0,23.274,1001.881,0,0,0,
138,99.161,-0.347,0.0,0.0,23.279,1001.823,0,0,0,
139,99.822,-0.31,-1,-1,23.291,1001.864,0,0,0,
140,100.882,-0.198,0.0,0.0,23.229,1001.859,0,0,0,
141,101.543,-0.204,-1,-1,23.287,1001.871,0,0,0,
142,102.204,-0.49,-1,-1,23.299,1001.866,0,0,0,
143,102.865,-0.386,-1,-1,23.304,1001.857,0,0,0,
144,103.526,-0.419,-1,-1,23.319,1001.85,0,0,0,
145,104.187,-0.517,0.0,0.0,23.314,1001.855,0,0,0,
146,104.847,-0.545,0.0,0.0,23.319,1001.851,0,0,0,
147,105.508,-0.475,-1,-1,23.309,1001.865,0,0,0,
148,106.168,-0.299,0.0,0.0,23.314,1001.861,0,0,0,
149,106.829,-0.146,-1,-1,23.316,1001.85,0,0,0,
150,107.49,-0.425,-1,-1,23.306,1001.883,0,0,0,
151,108.151,-0.369,-1,-1,23.311,1001.894,0,0,0,
152,108.812,-0.43,-1,-1,23.314,1001.849,0,0,0,
153,109.473,-0.16,0.0,0.0,23.311,1001.868,0,0,0,
154,110.134,-0.442,0.0,0.0,23.314,1001.852,0,0,0,
155,110.794,-0.456,-1,-1,23.314,1001.847,0,0,0,
156,111.455,-0.344,0.0,0.0,23.316,1001.84,0,0,0,
157,112.116,-0.33,-1,-1,23.314,1001.85,0,0,0,
158,112.777,-0.471,-1,-1,23.319,1001.87,0,0,0,
159,113.438,-0.4,-1,-1,23.309,1001.895,0,0,0,
160,114.499,-0.429,-1,-1,23.269,1001.891,0,0,0,
161,115.159,-0.123,0.0,0.0,23.309,1001.84,0,0,0,
162,115.82,-0.423,0.0,0.0,23.321,1001.839,0,0,0,
163,116.481,-0.568,-1,-1,23.314,1001.862,0,0,0,
164,117.141,-0.298,0.0,0.0,23.326,1001.852,0,0,0,
165,117.803,-0.197,-1,-1,23.324,1001.83,0,0,0,
166,118.464,-0.256,-1,-1,23.324,1001.822,0,0,0,
167,119.125,-0.239,-1,-1,23.319,1001.866,0,0,0,
168,119.786,-0.437,-1,-1,23.326,1001.831,0,0,0,
169,120.446,-0.267,0.0,0.0,23.324,1001.873,0,0,0,
170,121.107,-0.488,0.0,0.0,23.314,1001.878,0,0,0,
171,121.767,-0.316,-1,-1,23.324,1001.846,0,0,0,
172,122.428,-0.078,0.0,0.0,23.324,1001.835,0,0,0,
173,123.088,-0.125,-1,-1,23.319,1001.868,0,0,0,
174,123.749,-0.122,-1,-1,23.324,1001.849,0,0,0,
175,124.41,-0.233,-1,-1,23.316,1001.857,0,0,0,
176,125.071,-0.205,-1,-1,23.321,1001.842,0,0,0,
177,125.732,-0.474,0.0,0.0,23.324,1001.829,0,0,0,
178,126.392,-0.181,0.0,0.0,23.321,1001.865,0,0,0,
179,127.053,0.135,-1,-1,23.324,1001.859,0,0,0,
180,128.113,-0.131,0.0,0.0,23.262,1001.842,0,0,0,
181,128.774,-0.28,-1,-1,23.314,1001.856,0,0,0,
182,129.435,-0.261,-1,-1,23.319,1001.83,0,0,0,
183,130.096,0.027,-1,-1,23.321,1001.858,0,0,0,
184,130.757,-0.279,-1,-1,23.321,1001.837,0,0,0,
185,131.417,-0.225,0.0,0.0,23.316,1001.853,0,0,0,
186,132.078,-0.329,0.0,0.0,23.324,1001.815,0,0,0,
187,132.738,-0.275,-1,-1,23.326,1001.86,0,0,0,
188,133.399,-0.392,0.0,0.0,23.324,1001.876,0,0,0,
189,134.059,-0.331,-1,-1,23.321,1001.86,0,0,0,
190,134.72,-0.322,-1,-1,23.319,1001.872,0,0,0,
191,135.381,-0.261,-1,-1,23.319,1001.882,0,0,0,
192,136.042,-0.057,-1,-1,23.319,1001.872,0,0,0,
193,136.702,-0.247,0.0,0.0,23.314,1001.841,0,0,0,
194,137.363,-0.54,0.0,0.0,23.314,1001.867,0,0,0,
195,138.023,-0.239,-1,-1,23.321,1001.863,0,0,0,
196,138.684,-0.49,0.0,0.0,23.316,1001.885,0,0,0,
197,139.345,-0.233,-1,-1,23.314,1001.898,0,0,0,
198,140.006,-0.476,-1,-1,23.314,1001.864,0,0,0,
199,140.667,-0.104,-1,-1,23.321,1001.863,0,0,0,
200,141.728,-0.188,-1,-1,23.252,1001.86,0,0,0,
201,142.389,-0.369,0.0,0.0,23.314,1001.839,0,0,0,
202,143.052,-0.224,0.0,0.0,23.316,1001.869,0,0,0,
203,143.713,-0.233,-1,-1,23.314,1001.845,0,0,0,
204,144.373,-0.372,0.0,0.0,23.316,1001.869,0,0,0,
205,145.034,-0.163,-1,-1,23.314,1001.818,0,0,0,
206,145.695,-0.358,-1,-1,23.314,1001.868,0,0,0,
207,146.356,-0.071,-1,-1,23.311,1001.868,0,0,0,
208,147.017,-0.177,-1,-1,23.314,1001.842,0,0,0,
209,147.678,-0.252,0.0,0.0,23.314,1001.88,0,0,0,
210,148.339,-0.378,0.0,0.0,23.314,1001.867,0,0,0,
211,149.0,-0.378,-1,-1,23.316,1001.873,0,0,0,
212,149.661,-0.588,0.0,0.0,23.316,1001.901,0,0,0,
213,150.322,-0.49,-1,-1,23.314,1001.862,0,0,0,
214,150.984,-0.154,-1,-1,23.316,1001.852,0,0,0,
215,151.645,-0.219,-1,-1,23.316,1001.849,0,0,0,
216,152.306,-0.047,-1,-1,23.311,1001.85,0,0,0,
217,152.967,-0.178,0.0,0.0,23.311,1001.867,0,0,0,
218,153.627,-0.261,0.0,0.0,23.311,1001.868,0,0,0,
219,154.288,-0.526,-1,-1,23.316,1001.857,0,0,0,
220,155.348,-0.252,0.0,0.0,23.259,1001.864,0,0,0,
221,156.01,-0.397,-1,-1,23.304,1001.872,0,0,0,
222,156.67,-0.369,-1,-1,23.316,1001.854,0,0,0,
223,157.331,-0.484,-1,-1,23.309,1001.868,0,0,0,
224,157.99,0.05,-1,-1,23.321,1001.828,0,0,0,
225,158.651,-0.35,0.0,0.0,23.306,1001.858,0,0,0,
226,159.312,-0.187,0.0,0.0,23.314,1001.836,0,0,0,
227,159.972,0.05,-1,-1,23.319,1001.869,0,0,0,
228,160.633,-0.285,0.0,0.0,23.311,1001.833,0,0,0,
229,161.294,-0.122,-1,-1,23.311,1001.862,0,0,0,
230,161.955,0.027,-1,-1,23.299,1001.847,0,0,0,
231,162.616,-0.285,-1,-1,23.306,1001.851,0,0,0,
232,163.276,-0.206,-1,-1,23.306,1001.839,0,0,0,
233,163.937,-0.382,0.0,0.0,23.311,1001.851,0,0,0,
234,164.598,-0.326,0.0,0.0,23.304,1001.834,0,0,0,
235,165.259,-0.061,-1,-1,23.301,1001.845,0,0,0,
236,165.919,-0.449,0.0,0.0,23.301,1001.845,0,0,0,
237,166.58,-0.342,-1,-1,23.306,1001.851,0,0,0,
238,167.241,-0.374,-1,-1,23.301,1001.842,0,0,0,
239,167.902,-0.36,-1,-1,23.301,1001.854,0,0,0,
240,168.963,-0.11,-1,-1,23.244,1001.869,0,0,0,
241,169.624,-0.336,0.0,0.0,23.294,1001.858,0,0,0,
242,170.284,-0.114,0.0,0.0,23.296,1001.834,0,0,0,
243,170.945,-0.295,-1,-1,23.296,1001.829,0,0,0,
244,171.606,-0.202,0.0,0.0,23.294,1001.846,0,0,0,
245,172.267,-0.192,-1,-1,23.301,1001.841,0,0,0,
246,172.93,-0.407,-1,-1,23.301,1001.836,0,0,0,
247,173.591,-0.203,-1,-1,23.296,1001.848,0,0,0,
248,174.252,-0.249,-1,-1,23.294,1001.867,0,0,0,
249,174.913,-0.379,0.0,0.0,23.301,1001.877,0,0,0,
250,175.574,-0.356,0.0,0.0,23.301,1001.85,0,0,0,
251,176.234,-0.342,-1,-1,23.301,1001.885,0,0,0,
252,176.895,-0.482,0.0,0.0,23.296,1001.86,0,0,0,
253,177.555,-0.412,-1,-1,23.296,1001.845,0,0,0,
254,178.216,-0.356,-1,-1,23.291,1001.88,0,0,0,
255,178.878,-0.183,-1,-1,23.296,1001.861,0,0,0,
256,179.538,-0.309,-1,-1,23.294,1001.852,0,0,0,
257,180.199,-0.532,0.0,0.0,23.301,1001.864,0,0,0,
258,180.86,-0.438,0.0,0.0,23.301,1001.849,0,0,0,
259,181.52,-0.175,-1,-1,23.304,1001.874,0,0,0,
260,182.581,-0.017,0.0,0.0,23.237,1001.854,0,0,0,
261,183.242,-0.286,-1,-1,23.289,1001.862,0,0,0,
262,183.903,-0.426,-1,-1,23.304,1001.82,0,0,0,
263,184.565,-0.328,-1,-1,23.299,1001.87,0,0,0,
264,185.226,-0.087,-1,-1,23.299,1001.837,0,0,0,
265,185.887,-0.34,0.0,0.0,23.304,1001.818,0,0,0,
266,186.547,-0.365,0.0,0.0,23.299,1001.851,0,0,0,
267,187.208,0.016,-1,-1,23.296,1001.817,0,0,0,
268,187.869,-0.187,0.0,0.0,23.296,1001.836,0,0,0,
269,188.53,-0.225,-1,-1,23.301,1001.842,0,0,0,
270,189.191,-0.169,-1,-1,23.289,1001.801,0,0,0,
271,189.852,-0.267,-1,-1,23.299,1001.86,0,0,0,
272,190.512,-0.328,-1,-1,23.304,1001.805,0,0,0,
273,191.173,-0.276,0.0,0.0,23.299,1001.842,0,0,0,
274,191.834,-0.141,0.0,0.0,23.304,1001.849,0,0,0,
275,192.494,-0.117,-1,-1,23.304,1001.818,0,0,0,
276,193.155,-0.043,0.0,0.0,23.296,1001.81,0,0,0,
277,193.815,-0.142,-1,-1,23.304,1001.845,0,0,0,
278,194.476,-0.294,-1,-1,23.296,1001.834,0,0,0,
279,195.137,-0.127,-1,-1,23.296,1001.838,0,0,0,
280,196.199,-0.194,-1,-1,23.234,1001.858,0,0,0,
281,196.859,-0.399,0.0,0.0,23.291,1001.832,0,0,0,
282,197.52,-0.434,0.0,0.0,23.296,1001.832,0,0,0,
283,198.181,-0.245,-1,-1,23.304,1001.837,0,0,0,
284,198.841,-0.294,0.0,0.0,23.294,1001.832,0,0,0,
285,199.502,-0.059,-1,-1,23.291,1001.848,0,0,0,
286,200.163,0.033,-1,-1,23.281,1001.843,0,0,0,
287,200.824,-0.463,-1,-1,23.291,1001.851,0,0,0,
288,201.485,-0.128,-1,-1,23.287,1001.856,0,0,0,
289,202.145,-0.148,0.0,0.0,23.284,1001.823,0,0,0,
290,202.806,-0.134,0.0,0.0,23.287,1001.821,0,0,0,
291,203.466,-0.204,-1,-1,23.281,1001.825,0,0,0,
292,204.127,-0.092,0.0,0.0,23.284,1001.828,0,0,0,
293,204.788,-0.459,-1,-1,23.287,1001.855,0,0,0,
294,205.449,-0.144,-1,-1,23.284,1001.816,0,0,0,
295,206.11,-0.083,-1,-1,23.279,1001.854,0,0,0,
296,206.77,-0.198,-1,-1,23.277,1001.814,0,0,0,
297,207.431,-0.102,0.0,0.0,23.284,1001.82,0,0,0,
298,208.091,-0.05,0.0,0.0,23.281,1001.828,0,0,0,
299,208.752,0.015,-1,-1,23.284,1001.821,0,0,0,
300,209.813,-0.018,0.0,0.0,23.217,1001.85,0,0,0,
301,210.474,-0.056,-1,-1,23.269,1001.836,0,0,0,
302,211.135,0.071,-1,-1,23.277,1001.824,0,0,0,
303,211.796,0.034,-1,-1,23.277,1001.82,0,0,0,
304,212.457,-0.162,-1,-1,23.284,1001.845,0,0,0,
305,213.117,-0.478,0.0,0.0,23.277,1001.829,0,0,0,
306,213.779,-0.175,0.0,0.0,23.274,1001.828,0,0,0,
307,214.439,-0.316,-1,-1,23.281,1001.83,0,0,0,
308,215.1,0.281,0.0,0.0,23.279,1001.819,0,0,0,
309,215.76,0.037,-1,-1,23.269,1001.822,0,0,0,
310,216.421,-0.242,-1,-1,23.281,1001.817,0,0,0,
311,217.082,-0.306,-1,-1,23.284,1001.861,0,0,0,
312,217.743,-0.116,-1,-1,23.279,1001.843,0,0,0,
313,218.403,-0.13,0.0,0.0,23.274,1001.836,0,0,0,
314,219.064,-0.041,0.0,0.0,23.277,1001.809,0,0,0,
315,219.724,-0.177,-1,-1,23.271,1001.86,0,0,0,
316,220.385,-0.144,0.0,0.0,23.274,1001.825,0,0,0,
317,221.045,-0.278,-1,-1,23.271,1001.87,0,0,0,
318,221.706,-0.158,-1,-1,23.271,1001.886,0,0,0,
319,222.367,-0.152,-1,-1,23.269,1001.841,0,0,0,
320,223.428,-0.292,-1,-1,23.222,1001.851,0,0,0,
321,224.089,-0.534,0.0,0.0,23.266,1001.873,0,0,0,
322,224.749,-0.194,0.0,0.0,23.266,1001.838,0,0,0,
323,225.409,-0.204,-1,-1,23.271,1001.822,0,0,0,
324,226.07,-0.194,0.0,0.0,23.271,1001.828,0,0,0,
325,226.731,-0.204,-1,-1,23.269,1001.853,0,0,0,
326,227.392,-0.306,-1,-1,23.277,1001.865,0,0,0,
327,228.053,-0.088,-1,-1,23.269,1001.833,0,0,0,
328,228.714,-0.242,-1,-1,23.269,1001.846,0,0,0,
329,229.374,-0.154,0.0,0.0,23.269,1001.859,0,0,0,
330,230.035,-0.21,0.0,0.0,23.266,1001.824,0,0,0,
331,230.695,-0.032,-1,-1,23.264,1001.814,0,0,0,
332,231.356,-0.246,0.0,0.0,23.266,1001.861,0,0,0,
333,232.017,-0.18,-1,-1,23.269,1001.822,0,0,0,
334,232.678,-0.243,-1,-1,23.262,1001.831,0,0,0,
335,233.339,-0.102,-1,-1,23.269,1001.853,0,0,0,
336,234.0,-0.196,-1,-1,23.266,1001.863,0,0,0,
337,234.66,-0.051,0.0,0.0,23.266,1001.826,0,0,0,
338,235.321,-0.126,0.0,0.0,23.269,1001.832,0,0,0,
339,235.981,0.083,-1,-1,23.264,1001.846,0,0,0,
340,237.042,-0.112,0.0,0.0,23.202,1001.874,0,0,0,
341,237.702,-0.502,-1,-1,23.264,1001.859,0,0,0,
342,238.363,-0.201,-1,-1,23.271,1001.865,0,0,0,
343,239.024,0.232,-1,-1,23.264,1001.803,0,0,0,
344,239.685,-0.173,-1,-1,23.264,1001.84,0,0,0,
345,240.345,-0.196,0.0,0.0,23.269,1001.822,0,0,0,
346,241.006,-0.186,0.0,0.0,23.259,1001.842,0,0,0,
347,241.666,0.05,-1,-1,23.269,1001.826,0,0,0,
348,242.327,-0.084,0.0,0.0,23.269,1001.806,0,0,0,
349,242.987,-0.062,-1,-1,23.269,1001.836,0,0,0,
350,243.648,-0.195,-1,-1,23.266,1001.825,0,0,0,
351,244.309,-0.166,-1,-1,23.266,1001.826,0,0,0,
352,244.97,0.106,-1,-1,23.266,1001.809,0,0,0,
353,245.63,-0.065,0.0,0.0,23.269,1001.833,0,0,0,
354,246.291,-0.112,0.0,0.0,23.271,1001.82,0,0,0,
355,246.951,-0.177,-1,-1,23.264,1001.828,0,0,0,
356,247.612,0.027,0.0,0.0,23.271,1001.795,0,0,0,
357,248.272,-0.065,-1,-1,23.266,1001.824,0,0,0,
358,248.933,0.014,-1,-1,23.269,1001.836,0,0,0,
359,249.594,-0.218,-1,-1,23.269,1001.836,0,0,0,
360,250.655,0.014,-1,-1,23.202,1001.862,0,0,0,
361,251.315,-0.009,0.0,0.0,23.266,1001.834,0,0,0,
362,251.976,-0.037,0.0,0.0,23.269,1001.873,0,0,0,
363,252.636,-0.292,-1,-1,23.274,1001.813,0,0,0,
364,253.297,-0.013,0.0,0.0,23.279,1001.85,0,0,0,
365,253.958,0.069,-1,-1,23.274,1001.826,0,0,0,
366,254.619,0.005,-1,-1,23.274,1001.801,0,0,0,
367,255.279,0.261,-1,-1,23.269,1001.804,0,0,0,
368,255.94,-0.018,-1,-1,23.277,1001.81,0,0,0,
369,256.601,0.075,0.0,0.0,23.277,1001.824,0,0,0,
370,257.261,-0.032,0.0,0.0,23.277,1001.823,0,0,0,
371,257.922,-0.097,-1,-1,23.271,1001.794,0,0,0,
372,258.582,-0.228,0.0,0.0,23.279,1001.838,0,0,0,
373,259.243,-0.245,-1,-1,23.287,1001.824,0,0,0,
374,259.904,-0.13,-1,-1,23.271,1001.834,0,0,0,
375,260.565,-0.195,-1,-1,23.274,1001.814,0,0,0,
376,261.226,-0.142,-1,-1,23.274,1001.846,0,0,0,
377,261.887,-0.116,0.0,0.0,23.277,1001.83,0,0,0,
378,262.547,-0.083,0.0,0.0,23.281,1001.862,0,0,0,
379,263.207,0.071,-1,-1,23.279,1001.855,0,0,0,
380,264.268,-0.195,0.0,0.0,23.217,1001.854,0,0,0,
381,264.929,-0.042,-1,-1,23.277,1001.857,0,0,0,
382,265.59,-0.306,-1,-1,23.277,1001.829,0,0,0,
383,266.251,-0.25,-1,-1,23.277,1001.833,0,0,0,
384,266.912,-0.069,-1,-1,23.279,1001.821,0,0,0,
385,267.572,-0.031,0.0,0.0,23.284,1001.836,0,0,0,
386,268.232,-0.24,0.0,0.0,23.284,1001.861,0,0,0,
387,268.893,-0.436,-1,-1,23.279,1001.818,0,0,0,
388,269.553,-0.161,0.0,0.0,23.279,1001.84,0,0,0,
389,270.214,-0.102,-1,-1,23.287,1001.827,0,0,0,
390,270.875,-0.058,-1,-1,23.284,1001.833,0,0,0,
391,271.536,0.275,-1,-1,23.279,1001.831,0,0,0,
392,272.197,0.001,-1,-1,23.284,1001.807,0,0,0,
393,272.857,-0.064,0.0,0.0,23.284,1001.838,0,0,0,
394,273.518,-0.003,0.0,0.0,23.281,1001.814,0,0,0,
395,274.178,-0.296,-1,-1,23.289,1001.803,0,0,0,
396,274.839,-0.142,0.0,0.0,23.281,1001.816,0,0,0,
397,275.499,0.029,-1,-1,23.284,1001.802,0,0,0,
398,276.16,0.067,-1,-1,23.284,1001.833,0,0,0,
399,276.821,-0.218,-1,-1,23.279,1001.842,0,0,0,
400,277.882,0.065,-1,-1,23.219,1001.81,0,0,0,
401,278.543,0.183,0.0,0.0,23.274,1001.822,0,0,0,
402,279.203,-0.125,0.0,0.0,23.279,1001.81,0,0,0,
403,279.863,0.065,-1,-1,23.277,1001.847,0,0,0,
404,280.524,0.155,0.0,0.0,23.281,1001.821,0,0,0,
405,281.185,0.123,-1,-1,23.287,1001.802,0,0,0,
406,281.846,-0.017,-1,-1,23.284,1001.823,0,0,0,
407,282.507,0.015,-1,-1,23.281,1001.805,0,0,0,
408,283.167,-0.008,-1,-1,23.289,1001.821,0,0,0,
409,283.828,0.079,0.0,0.0,23.277,1001.804,0,0,0,
410,284.488,-0.022,0.0,0.0,23.279,1001.8,0,0,0,
411,285.149,0.011,-1,-1,23.279,1001.809,0,0,0,
