n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
128,100.537,2.535,-1,-1,21.376,927.816,0,0,0,
129,101.198,1.697,-1,-1,21.381,927.875,0,0,0,
130,102.259,1.991,-1,-1,21.321,927.813,0,0,0,
131,102.92,1.122,35.104637833333335,-117.79566833333334,21.371,927.884,0,0,0,
132,103.581,3.54,35.1046145,-117.795652,21.383,927.737,0,0,0,
133,104.242,1.907,-1,-1,21.383,927.882,0,0,0,
134,104.903,1.949,35.1046145,-117.795652,21.378,927.873,0,0,0,
135,105.964,1.729,-1,-1,21.318,927.788,0,0,0,
136,106.626,1.806,-1,-1,21.381,927.883,0,0,0,
137,107.287,1.749,-1,-1,21.388,927.916,0,0,0,
138,107.948,1.674,35.1046145,-117.795652,21.393,927.945,0,0,0,
139,108.609,1.231,35.104604,-117.79563816666666,21.398,927.98,0,0,0,
140,109.67,1.298,-1,-1,21.333,927.919,0,0,0,
141,110.331,1.163,35.104604,-117.79563816666666,21.391,927.965,0,0,0,
142,110.992,1.424,-1,-1,21.396,927.877,0,0,0,
143,111.653,0.734,-1,-1,21.406,927.971,0,0,0,
144,112.314,0.832,-1,-1,21.398,927.959,0,0,0,
145,113.375,1.197,35.104604,-117.79563816666666,21.336,927.95,0,0,0,
146,114.037,1.828,35.10460533333333,-117.79563333333333,21.401,927.845,0,0,0,
147,114.697,1.012,-1,-1,21.396,927.916,0,0,0,
148,115.358,1.335,35.10460533333333,-117.79563333333333,21.401,927.921,0,0,0,
149,116.019,1.106,-1,-1,21.411,927.92,0,0,0,
150,117.081,1.061,-1,-1,21.343,927.905,0,0,0,
151,117.742,1.346,-1,-1,21.403,927.91,0,0,0,
152,118.403,1.099,35.10460533333333,-117.79563333333333,21.416,927.928,0,0,0,
153,119.064,1.287,35.104595833333335,-117.7956205,21.416,927.942,0,0,0,
154,119.725,1.812,-1,-1,21.418,927.935,0,0,0,
155,120.786,1.573,35.104595833333335,-117.7956205,21.356,927.864,0,0,0,
156,121.447,1.27,-1,-1,21.421,927.939,0,0,0,
157,122.108,1.2,-1,-1,21.433,927.923,0,0,0,
158,122.769,1.907,-1,-1,21.431,927.933,0,0,0,
159,123.43,1.275,35.104595833333335,-117.7956205,21.433,927.952,0,0,0,
160,124.492,1.174,35.104573333333335,-117.795583,21.371,927.912,0,0,0,
161,125.153,0.789,-1,-1,21.438,927.992,0,0,0,
162,125.814,0.303,35.104573333333335,-117.795583,21.451,928.019,0,0,0,
163,126.475,0.627,-1,-1,21.458,927.912,0,0,0,
164,127.136,0.825,-1,-1,21.461,927.986,0,0,0,
165,128.197,1.569,-1,-1,21.393,927.844,0,0,0,
166,128.858,2.217,35.104573333333335,-117.795583,21.458,927.882,0,0,0,
167,129.519,1.326,35.10456533333333,-117.795552,21.458,927.933,0,0,0,
168,130.18,0.565,-1,-1,21.466,927.971,0,0,0,
169,130.841,1.069,35.10456533333333,-117.795552,21.478,927.89,0,0,0,
170,131.902,0.68,-1,-1,21.418,927.97,0,0,0,
171,132.563,1.159,-1,-1,21.478,927.989,0,0,0,
172,133.224,1.484,-1,-1,21.478,927.936,0,0,0,
173,133.885,1.145,35.10456533333333,-117.795552,21.48,927.914,0,0,0,
174,134.546,1.749,0.0,0.0,21.476,927.861,0,0,0,
175,135.606,1.686,-1,-1,21.413,927.841,0,0,0,
176,136.269,1.593,0.0,0.0,21.468,927.925,0,0,0,
177,136.929,0.7,-1,-1,21.471,928.019,0,0,0,
178,137.589,0.246,-1,-1,21.468,928.015,0,0,0,
179,138.25,0.348,-1,-1,21.48,928.005,0,0,0,
180,139.311,0.511,0.0,0.0,21.413,927.996,0,0,0,
181,139.971,0.55,0.0,0.0,21.468,927.913,0,0,0,
182,140.632,0.595,-1,-1,21.471,927.963,0,0,0,
183,141.292,-0.461,0.0,0.0,21.478,928.106,0,0,0,
184,141.953,0.005,-1,-1,21.478,928.049,0,0,0,
185,143.014,-0.328,-1,-1,21.408,928.066,0,0,0,
186,143.675,-0.073,-1,-1,21.476,928.037,0,0,0,
187,144.336,-0.634,0.0,0.0,21.486,928.098,0,0,0,
188,144.996,-1.044,0.0,0.0,21.486,928.155,0,0,0,
189,145.659,-0.973,-1,-1,21.483,928.134,0,0,0,
190,146.721,-0.212,0.0,0.0,21.426,928.111,0,0,0,
191,147.381,-0.435,-1,-1,21.503,928.11,0,0,0,
192,148.044,-0.722,-1,-1,21.503,928.11,0,0,0,
193,148.71,-0.548,-1,-1,21.518,928.105,0,0,0,
194,149.372,-0.647,0.0,0.0,21.513,928.101,0,0,0,
195,150.43,-1.355,0.0,0.0,21.461,928.21,0,0,0,
196,151.091,-1.379,-1,-1,21.521,928.214,0,0,0,
197,151.752,-1.308,0.0,0.0,21.528,928.173,0,0,0,
198,152.412,-0.836,-1,-1,21.533,928.201,0,0,0,
199,153.074,-1.609,-1,-1,21.528,928.166,0,0,0,
200,154.135,-1.423,-1,-1,21.491,928.182,0,0,0,
201,154.797,-1.294,0.0,0.0,21.546,928.217,0,0,0,
202,155.458,-1.113,0.0,0.0,21.56,928.2,0,0,0,
203,156.118,-1.306,-1,-1,21.563,928.184,0,0,0,
204,156.781,-0.521,0.0,0.0,21.57,928.187,0,0,0,
205,157.842,-0.894,-1,-1,21.513,928.108,0,0,0,
206,158.501,-0.182,-1,-1,21.568,928.097,0,0,0,
207,159.162,-0.559,-1,-1,21.57,928.123,0,0,0,
208,159.826,-0.55,0.0,0.0,21.56,928.114,0,0,0,
209,160.485,-0.424,0.0,0.0,21.573,928.115,0,0,0,
210,161.547,-0.198,-1,-1,21.513,928.062,0,0,0,
211,162.208,-0.732,0.0,0.0,21.568,928.135,0,0,0,
212,162.869,0.477,-1,-1,21.573,928.097,0,0,0,
213,163.53,-0.621,-1,-1,21.578,928.139,0,0,0,
214,164.192,-0.073,-1,-1,21.57,928.135,0,0,0,
215,165.25,-0.062,0.0,0.0,21.513,928.006,0,0,0,
216,165.912,0.231,0.0,0.0,21.573,928.039,0,0,0,
217,166.573,-0.31,-1,-1,21.575,928.034,0,0,0,
218,167.234,0.093,0.0,0.0,21.588,928.035,0,0,0,
219,167.899,1.127,-1,-1,21.568,927.972,0,0,0,
220,168.964,0.284,-1,-1,21.505,928.055,0,0,0,
221,169.625,0.633,-1,-1,21.57,927.996,0,0,0,
222,170.285,-0.38,0.0,0.0,21.568,928.07,0,0,0,
223,170.945,0.378,0.0,0.0,21.565,928.055,0,0,0,
224,171.606,0.783,-1,-1,21.57,928.008,0,0,0,
225,172.666,0.015,0.0,0.0,21.503,928.055,0,0,0,
226,173.329,0.51,-1,-1,21.555,928.051,0,0,0,
227,173.99,0.231,-1,-1,21.555,928.013,0,0,0,
228,174.653,0.441,-1,-1,21.563,928.025,0,0,0,
229,175.314,-0.017,0.0,0.0,21.565,928.031,0,0,0,
230,176.377,0.143,0.0,0.0,21.498,928.033,0,0,0,
231,177.04,0.139,-1,-1,21.55,928.005,0,0,0,
232,177.702,-0.272,0.0,0.0,21.565,928.095,0,0,0,
233,178.362,0.137,-1,-1,21.56,928.042,0,0,0,
234,179.022,-0.034,-1,-1,21.565,928.086,0,0,0,
235,180.087,-0.094,-1,-1,21.498,928.089,0,0,0,
236,180.748,0.111,0.0,0.0,21.553,928.069,0,0,0,
237,181.41,-0.105,0.0,0.0,21.555,928.083,0,0,0,
238,182.074,0.372,-1,-1,21.558,928.033,0,0,0,
239,182.734,0.051,0.0,0.0,21.565,928.028,0,0,0,
240,183.795,0.282,-1,-1,21.505,928.036,0,0,0,
241,184.456,0.066,-1,-1,21.563,928.019,0,0,0,
242,185.117,1.202,-1,-1,21.57,927.892,0,0,0,
243,185.778,0.783,0.0,0.0,21.57,927.949,0,0,0,
244,186.438,0.565,0.0,0.0,21.563,927.975,0,0,0,
245,187.5,-0.25,-1,-1,21.515,928.045,0,0,0,
246,188.16,0.04,0.0,0.0,21.568,928.037,0,0,0,
247,188.821,0.559,-1,-1,21.583,928.034,0,0,0,
248,189.482,0.185,-1,-1,21.573,928.037,0,0,0,
249,190.144,1.084,-1,-1,21.578,927.93,0,0,0,
250,191.206,0.049,0.0,0.0,21.518,927.962,0,0,0,
251,191.865,0.001,0.0,0.0,21.58,928.024,0,0,0,
252,192.524,-0.095,-1,-1,21.59,928.023,0,0,0,
253,193.185,-0.141,0.0,0.0,21.593,928.032,0,0,0,
254,193.846,-0.253,-1,-1,21.593,928.066,0,0,0,
255,194.907,0.211,-1,-1,21.518,928.002,0,0,0,
256,195.568,0.589,-1,-1,21.595,927.995,0,0,0,
257,196.229,0.212,0.0,0.0,21.583,927.97,0,0,0,
258,196.889,-0.375,0.0,0.0,21.598,928.099,0,0,0,
259,197.55,-0.248,-1,-1,21.59,928.081,0,0,0,
260,198.61,0.335,0.0,0.0,21.523,928.007,0,0,0,
261,199.271,0.044,-1,-1,21.593,928.017,0,0,0,
262,199.932,0.802,-1,-1,21.593,927.905,0,0,0,
263,200.593,0.659,-1,-1,21.603,928.054,0,0,0,
264,201.254,0.277,0.0,0.0,21.588,927.973,0,0,0,
265,202.315,0.815,0.0,0.0,21.525,927.932,0,0,0,
266,202.975,0.711,-1,-1,21.598,927.969,0,0,0,
267,203.636,0.434,0.0,0.0,21.6,928.006,0,0,0,
268,204.296,0.322,-1,-1,21.6,928.0,0,0,0,
269,204.958,0.451,-1,-1,21.603,927.924,0,0,0,
270,206.019,-0.539,-1,-1,21.538,928.105,0,0,0,
271,206.679,0.384,0.0,0.0,21.598,928.008,0,0,0,
272,207.34,0.133,0.0,0.0,21.615,928.053,0,0,0,
273,208.0,0.15,-1,-1,21.615,928.041,0,0,0,
274,208.661,-0.146,0.0,0.0,21.62,928.11,0,0,0,
275,209.722,0.65,-1,-1,21.548,928.034,0,0,0,
276,210.383,-0.525,-1,-1,21.618,928.035,0,0,0,
277,211.044,1.188,-1,-1,21.615,927.87,0,0,0,
278,211.705,1.094,0.0,0.0,21.61,927.856,0,0,0,
279,212.365,1.908,0.0,0.0,21.62,927.881,0,0,0,
280,213.426,1.598,-1,-1,21.548,927.804,0,0,0,
281,214.087,1.804,0.0,0.0,21.62,927.892,0,0,0,
282,214.748,1.578,-1,-1,21.61,927.872,0,0,0,
283,215.409,2.037,-1,-1,21.61,927.832,0,0,0,
284,216.07,1.902,-1,-1,21.61,927.832,0,0,0,
285,217.131,0.534,0.0,0.0,21.546,927.967,0,0,0,
286,217.791,0.125,0.0,0.0,21.64,928.063,0,0,0,
287,218.452,-0.558,-1,-1,21.675,928.049,0,0,0,
288,219.113,0.52,0.0,0.0,21.688,927.992,0,0,0,
289,219.774,0.12,-1,-1,21.695,927.97,0,0,0,
290,220.835,-0.049,-1,-1,21.65,927.997,0,0,0,
291,221.496,0.791,-1,-1,21.708,928.027,0,0,0,
292,222.156,0.224,0.0,0.0,21.72,927.986,0,0,0,
293,222.817,0.469,0.0,0.0,21.73,928.003,0,0,0,
294,223.477,-0.517,-1,-1,21.747,928.085,0,0,0,
295,224.538,0.901,0.0,0.0,21.693,927.948,0,0,0,
296,225.199,-0.098,-1,-1,21.767,928.015,0,0,0,
297,225.86,-0.043,-1,-1,21.795,927.986,0,0,0,
298,226.521,0.044,-1,-1,21.792,928.05,0,0,0,
299,227.182,0.313,0.0,0.0,21.805,927.942,0,0,0,
300,228.243,1.03,0.0,0.0,21.742,927.908,0,0,0,
301,228.903,0.907,-1,-1,21.805,927.94,0,0,0,
302,229.564,0.786,0.0,0.0,21.812,927.952,0,0,0,
303,230.224,0.192,-1,-1,21.825,927.995,0,0,0,
304,230.886,-1.372,-1,-1,21.862,928.004,0,0,0,
305,231.947,0.471,-1,-1,21.795,927.963,0,0,0,
306,232.607,0.412,0.0,0.0,21.862,928.016,0,0,0,
307,233.268,0.51,0.0,0.0,21.867,928.001,0,0,0,
308,233.929,0.394,-1,-1,21.88,927.993,0,0,0,
309,234.589,0.31,0.0,0.0,21.87,928.028,0,0,0,
310,235.65,0.049,-1,-1,21.827,928.016,0,0,0,
311,236.311,0.391,-1,-1,21.887,928.015,0,0,0,
312,236.973,0.286,-1,-1,21.902,928.022,0,0,0,
313,237.633,0.055,0.0,0.0,21.907,928.029,0,0,0,
314,238.294,0.265,0.0,0.0,21.91,928.009,0,0,0,
315,239.354,0.232,-1,-1,21.857,928.049,0,0,0,
316,240.015,0.356,0.0,0.0,21.927,928.047,0,0,0,
317,240.676,-0.056,-1,-1,21.942,928.058,0,0,0,
318,241.337,0.436,-1,-1,21.945,928.037,0,0,0,
319,241.998,-0.229,-1,-1,21.947,928.058,0,0,0,
320,243.06,0.736,0.0,0.0,21.887,927.966,0,0,0,
321,243.72,0.128,0.0,0.0,21.957,928.002,0,0,0,
322,244.381,0.565,-1,-1,21.967,928.003,0,0,0,
323,245.041,0.68,0.0,0.0,21.97,927.953,0,0,0,
324,245.702,1.147,-1,-1,21.979,927.93,0,0,0,
325,246.764,0.945,-1,-1,21.917,927.945,0,0,0,
326,247.425,0.422,-1,-1,21.977,927.976,0,0,0,
327,248.085,0.46,0.0,0.0,21.979,928.002,0,0,0,
328,248.746,0.604,0.0,0.0,21.992,927.978,0,0,0,
329,249.406,0.901,-1,-1,21.992,927.977,0,0,0,
330,250.467,0.861,0.0,0.0,21.932,927.956,0,0,0,
331,251.128,0.597,-1,-1,21.992,928.006,0,0,0,
332,251.789,0.593,-1,-1,21.997,927.913,0,0,0,
333,252.45,1.035,-1,-1,22.004,927.987,0,0,0,
334,253.11,0.681,0.0,0.0,22.017,927.924,0,0,0,
335,254.171,1.749,0.0,0.0,21.957,927.911,0,0,0,
336,254.832,-1.09,-1,-1,22.039,928.138,0,0,0,
337,255.492,-0.216,0.0,0.0,22.059,928.098,0,0,0,
338,256.153,-1.339,-1,-1,22.087,928.129,0,0,0,
339,256.814,-0.611,-1,-1,22.097,928.115,0,0,0,
340,257.876,-0.821,-1,-1,22.042,928.136,0,0,0,
341,258.536,-0.011,0.0,0.0,22.104,927.982,0,0,0,
342,259.197,0.729,0.0,0.0,22.094,927.953,0,0,0,
343,259.857,0.967,-1,-1,22.089,927.925,0,0,0,
344,260.518,1.788,0.0,0.0,22.084,927.908,0,0,0,
345,261.579,0.404,-1,-1,22.024,927.913,0,0,0,
346,262.24,0.608,-1,-1,22.064,927.958,0,0,0,
347,262.901,1.212,-1,-1,22.077,927.931,0,0,0,
348,263.561,1.737,0.0,0.0,22.077,927.849,0,0,0,
349,264.222,1.647,0.0,0.0,22.077,927.887,0,0,0,
350,265.283,1.056,-1,-1,22.022,927.895,0,0,0,
351,265.943,1.298,0.0,0.0,22.072,927.893,0,0,0,
352,266.604,1.493,-1,-1,22.074,927.878,0,0,0,
353,267.265,1.25,-1,-1,22.079,927.858,0,0,0,
354,267.926,1.531,-1,-1,22.074,927.88,0,0,0,
355,268.987,1.342,0.0,0.0,22.022,927.909,0,0,0,
356,269.647,1.482,0.0,0.0,22.084,927.891,0,0,0,
357,270.308,1.634,-1,-1,22.082,927.858,0,0,0,
358,270.969,1.147,0.0,0.0,22.047,927.908,0,0,0,
359,271.629,1.392,-1,-1,22.079,927.89,0,0,0,
360,272.691,1.17,-1,-1,22.017,927.914,0,0,0,
361,273.352,1.238,-1,-1,22.064,927.875,0,0,0,
362,274.012,1.71,0.0,0.0,22.067,927.89,0,0,0,
363,274.673,1.671,0.0,0.0,22.069,927.875,0,0,0,
364,275.333,1.268,-1,-1,22.072,927.902,0,0,0,
365,276.394,1.432,0.0,0.0,22.009,927.89,0,0,0,
366,277.055,1.423,-1,-1,22.064,927.81,0,0,0,
367,277.717,1.202,-1,-1,22.064,927.941,0,0,0,
368,278.378,1.365,-1,-1,22.072,927.903,0,0,0,
369,279.039,1.725,0.0,0.0,22.072,927.857,0,0,0,
370,280.1,1.193,0.0,0.0,22.017,927.904,0,0,0,
371,280.76,1.003,-1,-1,22.067,927.959,0,0,0,
372,281.42,1.305,0.0,0.0,22.077,927.936,0,0,0,
373,282.081,0.981,-1,-1,22.079,927.918,0,0,0,
374,282.742,0.9,-1,-1,22.077,927.951,0,0,0,
375,283.803,0.887,-1,-1,22.014,927.959,0,0,0,
376,284.463,1.463,0.0,0.0,22.072,927.91,0,0,0,
377,285.124,1.425,35.104463833333334,-117.79549466666667,22.074,927.848,0,0,0,
378,285.784,1.371,-1,-1,22.077,927.908,0,0,0,
379,286.445,1.19,35.104463833333334,-117.79549466666667,22.077,927.899,0,0,0,
380,287.506,1.127,-1,-1,22.012,927.922,0,0,0,
381,288.167,0.927,-1,-1,22.074,927.879,0,0,0,
382,288.827,1.005,-1,-1,22.077,927.931,0,0,0,
383,289.488,0.663,35.104463833333334,-117.79549466666667,22.082,927.977,0,0,0,
384,290.149,0.815,35.1044995,-117.79554116666667,22.084,927.94,0,0,0,
385,291.209,0.951,-1,-1,22.022,927.896,0,0,0,
386,291.87,1.086,35.1044995,-117.79554116666667,22.074,927.971,0,0,0,
387,292.531,0.792,-1,-1,22.084,927.946,0,0,0,
388,293.192,0.837,-1,-1,22.084,927.947,0,0,0,
389,293.853,0.641,-1,-1,22.087,927.96,0,0,0,
390,294.913,1.017,35.1044995,-117.79554116666667,22.024,927.909,0,0,0,
391,295.574,1.004,35.10453833333333,-117.79560566666666,22.087,927.92,0,0,0,
392,296.235,1.22,-1,-1,22.084,927.928,0,0,0,
393,296.896,1.201,35.10453833333333,-117.79560566666666,22.079,927.866,0,0,0,
394,297.556,1.124,-1,-1,22.079,927.91,0,0,0,
395,298.617,1.198,-1,-1,22.012,927.909,0,0,0,
396,299.278,1.082,-1,-1,22.069,927.892,0,0,0,
397,299.939,1.071,35.10453833333333,-117.79560566666666,22.067,927.941,0,0,0,
398,300.6,1.125,35.10456716666667,-117.79564516666667,22.064,927.932,0,0,0,
399,301.26,1.118,-1,-1,22.069,927.922,0,0,0,
400,302.322,1.201,35.10456716666667,-117.79564516666667,22.004,927.883,0,0,0,
401,302.984,0.881,-1,-1,22.057,927.977,0,0,0,
402,303.646,1.012,-1,-1,22.054,927.934,0,0,0,
403,304.306,0.871,-1,-1,22.062,927.927,0,0,0,
404,304.967,0.847,35.10456716666667,-117.79564516666667,22.062,927.934,0,0,0,
405,306.028,0.867,35.10459183333333,-117.79567433333334,21.992,927.942,0,0,0,
406,306.689,1.061,-1,-1,22.049,927.957,0,0,0,
407,307.35,1.188,35.10459183333333,-117.79567433333334,22.054,927.957,0,0,0,
408,308.01,0.775,-1,-1,22.057,927.933,0,0,0,
409,308.671,1.058,-1,-1,22.049,927.957,0,0,0,
410,309.732,0.395,-1,-1,21.992,927.96,0,0,0,
