n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
130,123.501,-4.264,0.0,0.0,19.907,926.852,0,0,0,
131,124.161,-4.044,-1,-1,19.902,926.992,0,0,0,
132,124.821,-3.241,0.0,0.0,19.854,926.659,0,0,0,
133,125.481,-4.443,-1,-1,19.902,927.015,0,0,0,
134,126.142,-2.976,0.0,0.0,19.884,926.717,0,0,0,
135,126.802,-4.793,0.0,0.0,19.894,926.981,0,0,0,
136,127.462,-4.961,-1,-1,19.887,927.035,0,0,0,
137,128.122,-3.983,0.0,0.0,19.892,926.916,0,0,0,
138,128.783,-4.371,-1,-1,19.887,926.873,0,0,0,
139,129.443,-4.364,0.0,0.0,19.892,926.957,0,0,0,
140,130.503,-4.917,0.0,0.0,19.817,926.929,0,0,0,
141,131.163,-4.037,-1,-1,19.874,926.932,0,0,0,
142,131.823,-4.234,0.0,0.0,19.879,926.938,0,0,0,
143,132.484,-4.317,-1,-1,19.872,926.942,0,0,0,
144,133.144,-4.58,-1,-1,19.869,926.84,0,0,0,
145,133.804,-4.818,0.0,0.0,19.872,926.954,0,0,0,
146,134.464,-4.966,0.0,0.0,19.864,927.009,0,0,0,
147,135.125,-5.16,-1,-1,19.862,927.057,0,0,0,
148,135.785,-4.884,0.0,0.0,19.857,927.051,0,0,0,
149,136.445,-5.004,-1,-1,19.859,926.975,0,0,0,
150,137.105,-5.437,0.0,0.0,19.859,927.044,0,0,0,
151,137.765,-5.435,0.0,0.0,19.857,927.046,0,0,0,
152,138.426,-5.935,-1,-1,19.862,927.103,0,0,0,
153,139.086,-5.952,0.0,0.0,19.849,927.089,0,0,0,
154,139.746,-6.456,-1,-1,19.847,927.174,0,0,0,
155,140.406,-6.46,0.0,0.0,19.849,927.178,0,0,0,
156,141.066,-5.748,0.0,0.0,19.849,927.1,0,0,0,
157,141.726,-5.343,-1,-1,19.842,927.062,0,0,0,
158,142.387,-5.455,0.0,0.0,19.857,927.081,0,0,0,
159,143.047,-5.656,-1,-1,19.844,927.012,0,0,0,
160,144.107,-5.693,0.0,0.0,19.782,927.077,0,0,0,
161,144.767,-5.976,0.0,0.0,19.839,927.086,0,0,0,
162,145.428,-5.306,-1,-1,19.832,927.034,0,0,0,
163,146.088,-5.358,0.0,0.0,19.832,927.033,0,0,0,
164,146.748,-5.416,-1,-1,19.832,926.986,0,0,0,
165,147.408,-5.348,0.0,0.0,19.832,926.987,0,0,0,
166,148.069,-5.741,0.0,0.0,19.829,927.081,0,0,0,
167,148.729,-6.228,-1,-1,19.832,927.172,0,0,0,
168,149.389,-5.805,0.0,0.0,19.829,927.121,0,0,0,
169,150.049,-4.724,-1,-1,19.779,927.035,0,0,0,
170,150.71,-5.204,0.0,0.0,19.822,926.893,0,0,0,
171,151.37,-4.858,0.0,0.0,19.774,926.996,0,0,0,
172,152.03,-4.194,-1,-1,19.817,926.913,0,0,0,
173,152.69,-4.069,0.0,0.0,19.799,926.898,0,0,0,
174,153.351,-4.559,-1,-1,19.814,926.965,0,0,0,
175,154.011,-3.939,0.0,0.0,19.797,926.961,0,0,0,
176,154.671,-4.646,0.0,0.0,19.804,926.979,0,0,0,
177,155.332,-4.481,-1,-1,19.802,926.939,0,0,0,
178,155.992,-4.489,0.0,0.0,19.797,926.966,0,0,0,
179,156.652,-4.796,-1,-1,19.792,927.021,0,0,0,
180,157.713,-4.302,0.0,0.0,19.65,926.887,0,0,0,
181,158.373,-4.973,0.0,0.0,19.789,926.998,0,0,0,
182,159.033,-2.217,-1,-1,19.784,926.865,0,0,0,
183,159.693,-5.01,0.0,0.0,19.792,927.009,0,0,0,
184,160.354,-4.823,-1,-1,19.752,927.01,0,0,0,
185,161.014,-5.217,0.0,0.0,19.777,927.011,0,0,0,
186,161.67,-3.796,0.0,0.0,19.742,926.854,0,0,0,
187,162.327,-4.057,-1,-1,19.782,926.847,0,0,0,
188,162.985,-4.02,0.0,0.0,19.777,927.019,0,0,0,
189,163.644,-5.103,-1,-1,19.772,927.091,0,0,0,
190,164.307,-5.274,0.0,0.0,19.774,927.088,0,0,0,
191,164.97,-5.223,0.0,0.0,19.767,926.978,0,0,0,
192,165.63,-4.352,-1,-1,19.767,927.015,0,0,0,
193,166.291,-5.078,0.0,0.0,19.767,927.03,0,0,0,
194,166.952,-5.452,-1,-1,19.762,926.984,0,0,0,
195,167.613,-5.954,0.0,0.0,19.752,927.088,0,0,0,
196,168.274,-5.455,0.0,0.0,19.7,927.038,0,0,0,
197,168.934,-6.745,-1,-1,19.74,927.161,0,0,0,
198,169.595,-5.028,0.0,0.0,19.737,927.051,0,0,0,
199,170.259,-5.332,-1,-1,19.745,927.19,0,0,0,
200,171.318,-5.598,0.0,0.0,19.67,927.03,0,0,0,
201,171.974,-6.997,0.0,0.0,19.722,927.16,0,0,0,
202,172.631,-6.623,-1,-1,19.705,927.065,0,0,0,
203,173.288,-7.415,0.0,0.0,19.712,927.166,0,0,0,
204,173.951,-6.781,-1,-1,19.707,927.228,0,0,0,
205,174.611,-7.574,-1,-1,19.702,927.275,0,0,0,
206,175.27,-6.168,0.0,0.0,19.7,927.087,0,0,0,
207,175.932,-6.883,0.0,0.0,19.695,927.103,0,0,0,
208,176.593,-6.589,-1,-1,19.657,927.168,0,0,0,
209,177.253,-6.715,0.0,0.0,19.69,927.126,0,0,0,
210,177.913,-6.245,-1,-1,19.68,927.161,0,0,0,
211,178.573,-6.295,0.0,0.0,19.682,927.063,0,0,0,
212,179.233,-5.66,0.0,0.0,19.672,927.002,0,0,0,
213,179.893,-7.358,-1,-1,19.677,927.281,0,0,0,
214,180.554,-6.966,0.0,0.0,19.667,927.207,0,0,0,
215,181.214,-6.698,-1,-1,19.655,927.184,0,0,0,
216,181.874,-6.514,0.0,0.0,19.657,927.17,0,0,0,
217,182.534,-7.251,0.0,0.0,19.647,927.168,0,0,0,
218,183.194,-6.968,-1,-1,19.647,927.168,0,0,0,
219,183.854,-6.74,0.0,0.0,19.642,927.207,0,0,0,
220,184.915,-7.149,-1,-1,19.555,927.221,0,0,0,
221,185.575,-7.456,0.0,0.0,19.637,927.336,0,0,0,
222,186.236,-6.852,0.0,0.0,19.635,927.233,0,0,0,
223,186.896,-6.72,-1,-1,19.625,927.241,0,0,0,
224,187.556,-6.889,0.0,0.0,19.625,927.248,0,0,0,
225,188.217,-6.172,-1,-1,19.622,927.127,0,0,0,
226,188.876,-5.158,0.0,0.0,19.622,927.085,0,0,0,
227,189.536,-6.459,0.0,0.0,19.617,927.199,0,0,0,
228,190.196,-5.969,-1,-1,19.627,927.167,0,0,0,
229,190.857,-7.27,0.0,0.0,19.612,927.243,0,0,0,
230,191.517,-8.033,-1,-1,19.615,927.326,0,0,0,
231,192.178,-7.6,0.0,0.0,19.617,927.293,0,0,0,
232,192.838,-7.526,0.0,0.0,19.61,927.269,0,0,0,
233,193.498,-7.668,-1,-1,19.61,927.27,0,0,0,
234,194.158,-6.363,0.0,0.0,19.615,927.133,0,0,0,
235,194.819,-8.629,-1,-1,19.61,927.356,0,0,0,
236,195.479,-5.117,-1,-1,19.607,927.166,0,0,0,
237,196.139,-7.395,0.0,0.0,19.602,927.328,0,0,0,
238,196.799,-7.007,0.0,0.0,19.602,927.282,0,0,0,
239,197.459,-7.532,-1,-1,19.607,927.149,0,0,0,
240,198.519,-7.336,0.0,0.0,19.538,927.37,0,0,0,
241,199.18,-7.916,-1,-1,19.595,927.289,0,0,0,
242,199.84,-7.999,-1,-1,19.587,927.307,0,0,0,
243,200.5,-8.471,0.0,0.0,19.582,927.361,0,0,0,
244,201.16,-7.568,0.0,0.0,19.592,927.299,0,0,0,
245,201.82,-7.508,-1,-1,19.575,927.302,0,0,0,
246,202.481,-7.676,0.0,0.0,19.585,927.296,0,0,0,
247,203.141,-7.189,-1,-1,19.582,927.278,0,0,0,
248,203.801,-7.929,-1,-1,19.582,927.339,0,0,0,
249,204.461,-7.482,0.0,0.0,19.585,927.196,0,0,0,
250,205.121,-8.36,0.0,0.0,19.58,927.327,0,0,0,
251,205.781,-6.857,-1,-1,19.518,927.242,0,0,0,
252,206.442,-6.753,0.0,0.0,19.57,927.272,0,0,0,
253,207.102,-7.666,-1,-1,19.575,927.289,0,0,0,
254,207.763,-7.308,-1,-1,19.572,927.274,0,0,0,
255,208.424,-7.15,0.0,0.0,19.57,927.263,0,0,0,
256,209.085,-6.399,0.0,0.0,19.562,927.103,0,0,0,
257,209.746,-8.339,-1,-1,19.562,927.354,0,0,0,
258,210.407,-7.881,0.0,0.0,19.56,927.304,0,0,0,
259,211.067,-8.387,-1,-1,19.553,927.424,0,0,0,
260,212.127,-8.664,-1,-1,19.493,927.425,0,0,0,
261,212.787,-8.265,0.0,0.0,19.538,927.388,0,0,0,
262,213.448,-7.857,0.0,0.0,19.545,927.265,0,0,0,
263,214.108,-8.066,-1,-1,19.553,927.279,0,0,0,
264,214.768,-8.337,0.0,0.0,19.553,927.356,0,0,0,
265,215.429,-9.589,-1,-1,19.555,927.543,0,0,0,
266,216.089,-8.886,-1,-1,19.353,927.424,0,0,0,
267,216.749,-10.143,0.0,0.0,19.55,927.533,0,0,0,
268,217.409,-8.408,0.0,0.0,19.547,927.397,0,0,0,
269,218.069,-8.26,-1,-1,19.55,927.341,0,0,0,
270,218.73,-7.408,0.0,0.0,19.54,927.359,0,0,0,
271,219.39,-8.543,-1,-1,19.562,927.413,0,0,0,
272,220.05,-8.352,-1,-1,19.557,927.431,0,0,0,
273,220.71,-8.575,0.0,0.0,19.562,927.454,0,0,0,
274,221.371,-8.837,0.0,0.0,19.565,927.452,0,0,0,
275,222.031,-8.422,-1,-1,19.547,927.429,0,0,0,
276,222.691,-8.512,0.0,0.0,19.572,927.385,0,0,0,
277,223.352,-8.683,-1,-1,19.57,927.464,0,0,0,
278,224.012,-8.459,-1,-1,19.575,927.437,0,0,0,
279,224.672,-8.316,0.0,0.0,19.58,927.382,0,0,0,
280,225.733,-8.474,0.0,0.0,19.528,927.402,0,0,0,
281,226.393,-8.434,-1,-1,19.53,927.469,0,0,0,
282,227.053,-8.663,0.0,0.0,19.582,927.403,0,0,0,
283,227.713,-9.159,-1,-1,19.59,927.445,0,0,0,
284,228.374,-9.36,-1,-1,19.6,927.486,0,0,0,
285,229.034,-9.292,0.0,0.0,19.595,927.44,0,0,0,
286,229.694,-9.19,0.0,0.0,19.605,927.453,0,0,0,
287,230.354,-9.212,-1,-1,19.58,927.43,0,0,0,
288,231.014,-9.123,0.0,0.0,19.605,927.443,0,0,0,
289,231.675,-9.131,-1,-1,19.62,927.479,0,0,0,
290,232.335,-8.922,-1,-1,19.622,927.481,0,0,0,
291,232.995,-8.488,0.0,0.0,19.562,927.376,0,0,0,
292,233.655,-9.182,0.0,0.0,19.63,927.471,0,0,0,
293,234.315,-9.06,-1,-1,19.632,927.481,0,0,0,
294,234.976,-8.756,0.0,0.0,19.635,927.406,0,0,0,
295,235.636,-8.673,-1,-1,19.647,927.451,0,0,0,
296,236.296,-9.349,-1,-1,19.66,927.497,0,0,0,
297,236.956,-8.85,0.0,0.0,19.667,927.323,0,0,0,
298,237.616,-9.265,0.0,0.0,19.665,927.458,0,0,0,
299,238.276,-9.242,-1,-1,19.677,927.479,0,0,0,
300,239.336,-9.551,0.0,0.0,19.47,927.248,0,0,0,
301,239.996,-8.513,-1,-1,19.682,927.475,0,0,0,
302,240.656,-9.65,-1,-1,19.692,927.484,0,0,0,
303,241.316,-9.736,0.0,0.0,19.697,927.499,0,0,0,
304,241.976,-8.631,0.0,0.0,19.71,927.416,0,0,0,
305,242.636,-7.859,-1,-1,19.717,927.339,0,0,0,
306,243.296,-9.285,0.0,0.0,19.707,927.51,0,0,0,
307,243.957,-9.266,-1,-1,19.72,927.513,0,0,0,
308,244.617,-9.301,-1,-1,19.732,927.443,0,0,0,
309,245.277,-9.337,0.0,0.0,19.737,927.511,0,0,0,
310,245.937,-9.097,0.0,0.0,19.742,927.449,0,0,0,
311,246.597,-9.082,-1,-1,19.742,927.496,0,0,0,
312,247.257,-9.69,0.0,0.0,19.76,927.517,0,0,0,
313,247.917,-9.09,-1,-1,19.76,927.492,0,0,0,
314,248.577,-9.326,-1,-1,19.772,927.516,0,0,0,
315,249.237,-9.494,0.0,0.0,19.725,927.488,0,0,0,
316,249.897,-9.665,0.0,0.0,19.777,927.52,0,0,0,
317,250.557,-9.223,-1,-1,19.777,927.493,0,0,0,
318,251.218,-9.813,0.0,0.0,19.782,927.503,0,0,0,
319,251.878,-9.677,-1,-1,19.67,927.531,0,0,0,
320,252.938,-9.402,-1,-1,19.732,927.497,0,0,0,
321,253.598,-9.845,0.0,0.0,19.799,927.535,0,0,0,
322,254.258,-9.779,0.0,0.0,19.814,927.528,0,0,0,
323,254.918,-9.338,-1,-1,19.817,927.492,0,0,0,
324,255.578,-9.273,0.0,0.0,19.824,927.508,0,0,0,
325,256.239,-9.575,-1,-1,19.829,927.426,0,0,0,
326,256.899,-9.409,-1,-1,19.837,927.465,0,0,0,
327,257.559,-9.547,0.0,0.0,19.804,927.493,0,0,0,
328,258.219,-9.555,0.0,0.0,19.849,927.544,0,0,0,
329,258.879,-9.151,-1,-1,19.829,927.508,0,0,0,
330,259.539,-9.986,0.0,0.0,19.862,927.529,0,0,0,
331,260.199,-9.304,-1,-1,19.829,927.463,0,0,0,
332,260.859,-9.797,-1,-1,19.877,927.553,0,0,0,
333,261.52,-8.682,0.0,0.0,19.877,927.404,0,0,0,
334,262.18,-10.027,0.0,0.0,19.892,927.577,0,0,0,
335,262.84,-9.218,-1,-1,19.852,927.495,0,0,0,
336,263.5,-9.886,0.0,0.0,19.899,927.504,0,0,0,
337,264.16,-9.378,-1,-1,19.897,927.468,0,0,0,
338,264.82,-9.765,-1,-1,19.907,927.566,0,0,0,
339,265.481,-9.824,0.0,0.0,19.904,927.581,0,0,0,
340,266.541,-9.855,0.0,0.0,19.864,927.489,0,0,0,
341,267.201,-10.074,-1,-1,19.927,927.504,0,0,0,
342,267.861,-10.277,0.0,0.0,19.942,927.527,0,0,0,
343,268.522,-10.19,-1,-1,19.949,927.638,0,0,0,
344,269.182,-10.301,-1,-1,19.954,927.513,0,0,0,
345,269.842,-9.92,0.0,0.0,19.962,927.568,0,0,0,
346,270.502,-9.951,0.0,0.0,19.971,927.559,0,0,0,
347,271.162,-10.808,-1,-1,19.969,927.589,0,0,0,
348,271.822,-9.934,0.0,0.0,19.981,927.543,0,0,0,
349,272.483,-9.433,-1,-1,19.987,927.517,0,0,0,
350,273.143,-10.134,-1,-1,20.012,927.533,0,0,0,
351,273.803,-10.109,0.0,0.0,20.014,927.538,0,0,0,
352,274.463,-10.644,0.0,0.0,20.014,927.575,0,0,0,
353,275.123,-9.994,-1,-1,20.021,927.554,0,0,0,
354,275.784,-10.353,0.0,0.0,20.031,927.582,0,0,0,
355,276.444,-10.749,-1,-1,20.034,927.589,0,0,0,
356,277.104,-10.963,-1,-1,20.039,927.61,0,0,0,
357,277.764,-9.758,0.0,0.0,20.041,927.584,0,0,0,
358,278.424,-9.886,0.0,0.0,20.056,927.515,0,0,0,
359,279.084,-9.907,-1,-1,20.064,927.568,0,0,0,
360,280.145,-9.951,0.0,0.0,20.006,927.503,0,0,0,
361,280.805,-9.412,-1,-1,20.069,927.554,0,0,0,
362,281.465,-9.274,-1,-1,20.086,927.579,0,0,0,
363,282.125,-9.53,0.0,0.0,20.089,927.52,0,0,0,
364,282.785,-9.704,0.0,0.0,20.101,927.541,0,0,0,
365,283.445,-9.48,-1,-1,20.104,927.526,0,0,0,
366,284.106,-10.319,0.0,0.0,20.114,927.589,0,0,0,
367,284.766,-10.337,-1,-1,20.129,927.643,0,0,0,
368,285.426,-10.326,-1,-1,20.151,927.591,0,0,0,
369,286.086,-10.601,0.0,0.0,20.151,927.568,0,0,0,
370,286.746,-10.439,0.0,0.0,20.159,927.594,0,0,0,
371,287.406,-10.211,-1,-1,20.166,927.589,0,0,0,
372,288.066,-10.728,0.0,0.0,20.174,927.6,0,0,0,
373,288.726,-10.556,-1,-1,20.184,927.595,0,0,0,
374,289.386,-10.876,-1,-1,20.191,927.655,0,0,0,
375,290.046,-10.418,0.0,0.0,20.201,927.575,0,0,0,
376,290.707,-10.5,0.0,0.0,20.204,927.616,0,0,0,
377,291.367,-10.726,-1,-1,20.216,927.66,0,0,0,
378,292.027,-10.848,0.0,0.0,20.231,927.605,0,0,0,
379,292.687,-10.357,-1,-1,20.241,927.595,0,0,0,
380,293.747,-10.742,-1,-1,20.186,927.65,0,0,0,
381,294.407,-10.53,0.0,0.0,20.256,927.584,0,0,0,
382,295.067,-10.295,0.0,0.0,20.261,927.572,0,0,0,
383,295.727,-10.366,-1,-1,20.273,927.621,0,0,0,
384,296.388,-10.32,0.0,0.0,20.276,927.609,0,0,0,
385,297.048,-9.981,-1,-1,20.306,927.595,0,0,0,
386,297.708,-10.213,-1,-1,20.311,927.604,0,0,0,
387,298.368,-9.788,0.0,0.0,20.313,927.608,0,0,0,
388,299.028,-10.232,0.0,0.0,20.318,927.63,0,0,0,
389,299.688,-10.219,-1,-1,20.338,927.601,0,0,0,
390,300.349,-10.991,0.0,0.0,20.351,927.674,0,0,0,
391,301.009,-9.647,-1,-1,20.363,927.526,0,0,0,
392,301.669,-10.665,-1,-1,20.381,927.627,0,0,0,
393,302.329,-10.506,0.0,0.0,20.383,927.591,0,0,0,
394,302.989,-11.069,0.0,0.0,20.398,927.684,0,0,0,
395,303.649,-10.712,-1,-1,20.401,927.612,0,0,0,
396,304.309,-10.606,0.0,0.0,20.418,927.66,0,0,0,
397,304.97,-11.367,-1,-1,20.436,927.669,0,0,0,
398,305.63,-11.061,-1,-1,20.44,927.687,0,0,0,
399,306.29,-11.186,0.0,0.0,20.468,927.699,0,0,0,
400,307.35,-10.97,0.0,0.0,20.408,927.663,0,0,0,
401,308.01,-11.063,-1,-1,20.498,927.644,0,0,0,
402,308.671,-10.474,0.0,0.0,20.508,927.635,0,0,0,
403,309.331,-10.899,-1,-1,20.53,927.602,0,0,0,
404,309.991,-10.82,-1,-1,20.55,927.665,0,0,0,
405,310.651,-10.55,0.0,0.0,20.55,927.633,0,0,0,
406,311.311,-11.15,0.0,0.0,20.565,927.617,0,0,0,
407,311.971,-11.183,-1,-1,20.57,927.688,0,0,0,
408,312.632,-10.999,0.0,0.0,20.585,927.651,0,0,0,
409,313.293,-11.144,-1,-1,20.605,927.671,0,0,0,
410,313.953,-11.262,-1,-1,20.613,927.709,0,0,0,
411,314.613,-11.171,0.0,0.0,20.632,927.695,0,0,0,
412,315.273,-11.238,0.0,0.0,20.647,927.74,0,0,0,
413,315.933,-11.573,-1,-1,20.67,927.731,0,0,0,
414,316.594,-11.492,0.0,0.0,20.675,927.691,0,0,0,
415,317.254,-11.218,-1,-1,20.677,927.727,0,0,0,
416,317.914,-11.344,-1,-1,20.687,927.693,0,0,0,
417,318.574,-11.412,0.0,0.0,20.692,927.742,0,0,0,
418,319.234,-11.521,0.0,0.0,20.705,927.772,0,0,0,
419,319.894,-11.664,-1,-1,20.712,927.729,0,0,0,
