n,timestamp (s),altitude (m),latitude,longitude,temperature (C),pressure (hPa),acceleration,gyroscope,battery,Flags
0,10.06,-0.141,-1,-1,22.835,1001.891,0,0,0,
1,10.721,0.032,0.0,0.0,22.855,1001.918,0,0,0,
2,11.382,-0.231,-1,-1,22.87,1001.884,0,0,0,
3,12.043,0.238,-1,-1,22.865,1001.898,0,0,0,
4,12.704,-0.288,-1,-1,22.872,1001.913,0,0,0,
5,13.366,-0.092,-1,-1,22.872,1001.895,0,0,0,
6,14.026,-0.199,0.0,0.0,22.87,1001.883,0,0,0,
7,14.687,-0.112,0.0,0.0,22.88,1001.9,0,0,0,
8,15.348,-0.194,-1,-1,22.88,1001.874,0,0,0,
9,16.008,-0.124,0.0,0.0,22.882,1001.888,0,0,0,
10,16.67,-0.172,-1,-1,22.887,1001.927,0,0,0,
11,17.331,0.031,-1,-1,22.895,1001.899,0,0,0,
12,17.992,0.137,-1,-1,22.89,1001.887,0,0,0,
13,18.653,-0.184,-1,-1,22.89,1001.895,0,0,0,
14,19.313,-0.081,0.0,0.0,22.892,1001.893,0,0,0,
15,19.974,-0.305,0.0,0.0,22.892,1001.904,0,0,0,
16,20.634,-0.336,-1,-1,22.9,1001.907,0,0,0,
17,21.295,-0.333,0.0,0.0,22.887,1001.905,0,0,0,
18,21.956,-0.324,-1,-1,22.89,1001.895,0,0,0,
19,22.617,-0.235,-1,-1,22.895,1001.939,0,0,0,
20,23.278,-0.068,-1,-1,22.892,1001.913,0,0,0,
21,23.94,-0.203,-1,-1,22.902,1001.944,0,0,0,
22,24.601,-0.081,0.0,0.0,22.9,1001.889,0,0,0,
23,25.261,-0.193,0.0,0.0,22.892,1001.922,0,0,0,
24,25.922,-0.369,-1,-1,22.902,1001.899,0,0,0,
25,26.582,-0.165,0.0,0.0,22.9,1001.917,0,0,0,
26,27.243,-0.124,-1,-1,22.897,1001.902,0,0,0,
27,27.904,0.066,-1,-1,22.902,1001.916,0,0,0,
28,28.565,-0.253,-1,-1,22.895,1001.892,0,0,0,
29,29.226,-0.058,-1,-1,22.9,1001.909,0,0,0,
30,29.887,-0.328,0.0,0.0,22.897,1001.896,0,0,0,
31,30.547,0.012,0.0,0.0,22.895,1001.892,0,0,0,
32,31.208,-0.202,-1,-1,22.9,1001.909,0,0,0,
33,31.869,-0.35,0.0,0.0,22.9,1001.904,0,0,0,
34,32.529,-0.314,-1,-1,22.895,1001.928,0,0,0,
35,33.19,-0.114,-1,-1,22.9,1001.926,0,0,0,
36,33.852,-0.49,-1,-1,22.897,1001.909,0,0,0,
37,34.514,-0.178,-1,-1,22.905,1001.905,0,0,0,
38,35.174,-0.141,0.0,0.0,22.902,1001.903,0,0,0,
39,35.835,-0.314,0.0,0.0,22.907,1001.926,0,0,0,
40,36.496,-0.124,-1,-1,22.9,1001.898,0,0,0,
41,37.157,-0.3,0.0,0.0,22.9,1001.92,0,0,0,
42,37.819,-0.09,-1,-1,22.907,1001.906,0,0,0,
43,38.48,-0.068,-1,-1,22.897,1001.945,0,0,0,
44,39.142,-0.332,-1,-1,22.902,1001.912,0,0,0,
45,39.804,-0.34,-1,-1,22.91,1001.932,0,0,0,
46,40.465,-0.337,0.0,0.0,22.897,1001.903,0,0,0,
47,41.126,-0.277,0.0,0.0,22.91,1001.897,0,0,0,
48,41.787,-0.281,-1,-1,22.907,1001.925,0,0,0,
49,42.448,-0.43,0.0,0.0,22.905,1001.92,0,0,0,
50,43.109,-0.184,-1,-1,22.915,1001.924,0,0,0,
51,43.771,-0.151,-1,-1,22.91,1001.905,0,0,0,
52,44.432,-0.179,-1,-1,22.912,1001.902,0,0,0,
53,45.093,-0.304,-1,-1,22.915,1001.922,0,0,0,
54,45.754,-0.277,0.0,0.0,22.91,1001.899,0,0,0,
55,46.414,-0.006,0.0,0.0,22.912,1001.904,0,0,0,
56,47.075,-0.188,-1,-1,22.902,1001.929,0,0,0,
57,47.736,-0.43,0.0,0.0,22.912,1001.91,0,0,0,
58,48.397,0.031,-1,-1,22.912,1001.914,0,0,0,
59,49.059,-0.221,-1,-1,22.912,1001.915,0,0,0,
60,49.72,-0.317,-1,-1,22.92,1001.914,0,0,0,
61,50.381,-0.081,-1,-1,22.907,1001.882,0,0,0,
62,51.043,-0.23,0.0,0.0,22.912,1001.883,0,0,0,
63,51.703,0.008,0.0,0.0,22.92,1001.923,0,0,0,
64,52.364,-0.263,-1,-1,22.915,1001.924,0,0,0,
65,53.026,-0.178,0.0,0.0,22.922,1001.919,0,0,0,
66,53.686,-0.164,-1,-1,22.917,1001.875,0,0,0,
67,54.348,-0.155,-1,-1,22.92,1001.905,0,0,0,
68,55.009,-0.263,-1,-1,22.917,1001.903,0,0,0,
69,55.67,-0.113,-1,-1,22.912,1001.923,0,0,0,
70,56.329,-0.188,0.0,0.0,22.912,1001.921,0,0,0,
71,56.99,-0.243,0.0,0.0,22.917,1001.935,0,0,0,
72,57.65,-0.256,-1,-1,22.91,1001.921,0,0,0,
73,58.308,0.058,0.0,0.0,22.915,1001.908,0,0,0,
74,58.969,-0.228,-1,-1,22.91,1001.921,0,0,0,
75,59.63,-0.275,-1,-1,22.922,1001.915,0,0,0,
